	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
GO_CELL_CELL_SIGNALING_BY_WNT																																			DRD2 FGF9 MAD2L2 MDK NOTUM PLCG2 RNF213 SOX4									CELSR2 DRD2 FZD4 GPC6 NKD1 PARD6A PRICKLE2 WNT9A	DACT1 ISL1								CPE DACT1 NKD1 PDE6B WNT9A		
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION			CACNA1G SCN1B					HCN4 KCNJ3	ANK2 CACNA1C CACNB2 KCNJ3 SCN1B SCN3B												CACNA1C KCNJ3		CACNA1G KCNJ3		CACNA1C CACNA1G									CACNA1G HCN4								CACNA1G SCN3B	ANK2 CACNA1C HCN4 KCNJ3 SCN1B	HCN4 SCN3B			CACNA1C CACNA1G							HCN4 SCN1B SCN3B	
GO_CELL_CHEMOTAXIS			CCR6 FFAR2 FLT1 PDGFD TNFSF14					AIF1 DPEP1 MDK PDGFD		FFAR2 PDGFD PGF SCG2 TRPM2									CCL19 CSF1R FFAR2 JAM3 SMOC2																												AIF1 CCR6 CXCL12 DPEP1 JAM3 MDK PRKD1 VAV3								
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING									CACNA1C SLC8A1																																		ATP1A3 CACNA1C												
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION									CACNA1C SLC8A1																																		ATP1A3 CACNA1C												
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION			CACNA1G SCN1B					HCN4 KCNJ3	ANK2 CACNA1C CACNB2 KCNJ3 SCN1B SCN3B SLC8A1	ATP1A3 CACNA1G											CACNA1C KCNJ3		ATP1A3 CACNA1G KCNJ3		CACNA1C CACNA1G									CACNA1G HCN4								CACNA1G SCN3B	ANK2 ATP1A3 CACNA1C HCN4 KCNJ3 SCN1B	HCN4 SCN3B										HCN4 SCN1B SCN3B	
GO_CELL_CORTEX																																				CRIP2 DST PDZD4 SPTBN4				PLEKHH2 TMOD1															
GO_CELL_CYCLE																																		BCL2 HSPA2 LZTS1 MAP9 MSH5 NEK10 NPM2 PROX1 PTCH1 SSTR5 TTBK1 TUBB2B								CAMK1 CCND2 CDK5R1 CENPE E2F7 EIF4EBP1 GADD45G HHEX INSM1 NEK10 SSTR5 STK33 TTBK1 UBE2S										CCND2 SPDYA			
GO_CELL_CYCLE_ARREST																	E2F7 MAPK12 RRAGD																		E2F7 PCBP4 RRAGD SOX4 TP73																				
GO_CELL_CYCLE_CHECKPOINT																																			E2F7 MAD2L2 PCBP4 PROX1 SOX4																		E2F7 PCBP4 WNT9A		
GO_CELL_CYCLE_DNA_REPLICATION										E2F7 RTEL1																									E2F7 RTEL1						E2F7 RTEL1														
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION																																																	BCAT1 EIF4EBP1			CCND2 SPDYA	AIF1 BCAT1 DACT1 E2F7 PCBP4		
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION																																							HSPA2 TUBA1A																
GO_CELL_CYCLE_PHASE_TRANSITION																	AIF1 CENPE E2F7 UBE2S																					CENPE LZTS1 NEK10 UBE2S				CCND2 CENPE E2F7 EIF4EBP1 NEK10 UBE2S										CCND2 SPDYA	AIF1 BCAT1 DACT1 E2F7 PCBP4 TUBA1A		
GO_CELL_CYCLE_PROCESS																										CCND2 CENPE CIT CLSPN E2F7 FMN2 MAP9 MSH5 SFRP1 SPDYA TP73 UBE2S WNT9A																										CCND2 SPDYA			
GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT																					BASP1 SIX2																																		
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN									FAIM2 KNDC1				FAIM2 PROX1																													CEND1 FAIM2	CEND1 FAIM2	FAIM2 KNDC1											
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD										DLL4 PTCH1															PAX6 PTCH1									DLL4 PTCH1	DLL4 SOX4	DLL4 ISL1 SOX4														ASCL1 SOX4			DLL4 NKX6-1		
GO_CELL_DIVISION										CIT DRD2 E2F7 IGF2 PDGFD PGF PTCH1 SSTR5 SUSD2			CENPE CIT MAP9 SPC25 SUSD2 TUBA1A													CCND2 CENPE CIT DLL1 E2F7 FMN2 MAP9 UBE2S								FGF9 MAP9 PGF PTCH1 SSTR5	DLL1 DRD2 E2F7 FGF9 MAD2L2 MDK PGF POU5F1 SUSD2		MAP9 PAX6 RGS14 UBE2S					CCND2 CENPE E2F7 PGF SSTR5 UBE2S													
GO_CELL_FATE_COMMITMENT																									FEV PAX6 PROX1 PTCH1									BCL2 DLL4 PROX1 PTCH1	DLL1 DLL4 POU5F1 PROX1 SIX2																		DLL4 NKX6-1 WNT9A		
GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER																																			POU5F1 SIX2																				
GO_CELL_FATE_DETERMINATION																							DLL1 ISL1		PAX6 PROX1 PTCH1									PROX1 PTCH1	DLL1 PROX1												DSCAML1 ISL1								
GO_CELL_FATE_SPECIFICATION																							DLL1 ISL1 SIX2		FEV PAX6 PTCH1										DLL1 POU5F1 SIX2																				
GO_CELL_GROWTH																								BST2 RNF157													BCL2 PAK6 SEMA6B						AGT APBB1 CACNG7 CPNE9 GNG4 LMX1A MAP1B MAP2 PAK6 PAPPA2 RASAL1 RGS4 SPP1												
GO_CELL_JUNCTION_ASSEMBLY	CHRNB2 DNER DNM3 PARD6A PRKCH		ACE ACTN3 CLDN6 LHFPL4 LIMCH1 NTRK2 PARD6A PCDHB14 SDK1	ACE CLDN6 CORO2B DNM3 DST NRXN2		CDHR3 CLDN6 DNER DNM3 LRFN1 NRXN2 NTRK1			AGT ANK2 BSN CDHR3 DST JAM3 KIRREL3 LIMCH1 MAP1B NRXN2 PCDH17 SFRP1	ADD2 BCL2 CDH5 COL16A1 CORO2B DRD2 EPHB3 GABRB3 GABRG2 GAP43 LIMS2 NRXN2	ANK2 CDH5 DNM3 GABRG2 GHRL SLITRK6								CLDN6 GPBAR1 JAM3 NTRK1 PARD6A		AGT CLDN6 GPBAR1 NRXN2 PCDH17				CLDN6 COLQ IGFN1 NTRK1 NTRK2 PRKCH	DCHS1 EPHB3 IGFN1 NTRK1 SFRP1 SLITRK6			DST SDK1 SLITRK6	CDH22 DCHS1 NTRK2 PRKCH SDK1			DRD2 GPC6 SLITRK6	ADD2 BCL2 CDH5 COL16A1 CORO2B EPHB3 GPBAR1 IGFN1		COL16A1 DST KIRREL3 NTRK2 PRKCH	BCL2 EPHB3 LIMCH1		CDH5 LIMCH1 NTRK2 PRKCH		ADD2 CLDN6 COL16A1 CORO2B DRD2 NFASC NRXN2		AGT ANK2 BSN CDHR3 COLQ DNER DRD2 GABRA1 GAP43 GPBAR1 GPC6 JAM3 KIRREL3 LRRTM3 MAP1B NFASC NRXN2 SLITRK6	DRD2 GABRG2 GPBAR1 GPC6 PARD6A SLITRK6			AGT CDH5 DCHS1 DST GABRA1 GHRL JAM3 KIRREL3 NRXN2 NTRK2 SDK2							ACTN3 AGT CDH22 CLDN6 CORO2B GPBAR1 GRIN1 LIMS2 LRFN1	
GO_CELL_JUNCTION_MAINTENANCE		C1QL1 DLG2				C1QL1 DLG2													CSF1R PARD6A																												C1QL1 DLG2						C1QL1 CSF1R		
GO_CELL_JUNCTION_ORGANIZATION	CHRNB2 DNER DNM3 PARD6A PRKCH SRCIN1	C1QL1 CAMK2B COLQ DCHS1 DLG2 GAP43 IGSF21 IGSF9B NEFL SEZ6 SRCIN1 SYN1	ACE ACTN3 CLDN6 ELFN1 LHFPL4 LIMCH1 NTRK2 PARD6A PCDHB14 SDK1	ACE CLDN6 CORO2B DLG2 DNM3 DST ELFN1 NRXN2		ARC C1QL1 CADM2 CDHR3 CDK5R1 CLDN6 DLG2 DNER DNM3 LRFN1 LRFN2 NRXN2 NTRK1 SYN1			AGT ANK2 ARHGAP33 BSN CACNA2D2 CACNB2 CACNB4 CDHR3 DST FRMPD4 JAM3 KIRREL3 LIMCH1 LRFN2 MAP1B NEUROD2 NRXN2 PCDH17 SFRP1 SRCIN1	ADD2 ARC BCL2 CDH5 COL16A1 CORO2B CTTNBP2 DRD2 EPHA4 EPHB3 GABRB3 GABRG2 GAP43 IGSF21 LIMS2 NRXN2 SPARC UNC13A	ANK2 CDH5 CHRNA1 DLG2 DNM3 GABRG2 GHRL SLITRK6		ACTN3 CDH5 CSF1R CTTNBP2 GABRA1 SDK2 TUBA1A						CLDN6 CSF1R CTTNBP2 GPBAR1 JAM3 LRFN2 NTRK1 PARD6A PDZRN3		AGT CLDN6 GPBAR1 NRXN2 PCDH17	CACNB4 CHRNA1 DRD2 EPHB3 PDZRN3 SPARC	ADD2 CACNB4 CAMK1 FRMPD4 KIRREL3 LMX1A LRFN2 NEFL SEZ6L SLITRK6 SYN1		CADM3 CLDN6 COLQ CTTNBP2 IGFN1 NTRK1 NTRK2 PRKCH SEZ6L SPARC	DCHS1 EPHB3 IGFN1 IGSF9B NTRK1 SFRP1 SLITRK6 SRCIN1				CADM2 CDH22 CHRNA1 DCHS1 EPHA4 NTRK2 PRKCH SDK1 SRCIN1	ARC CDK5R1 GRIN1 LIMS2 SRCIN1			ADD2 BCL2 CACNA2D2 CDH5 COL16A1 CORO2B CSF1R EPHB3 GPBAR1 IGFN1 KIF1A		ARHGAP33 CAMKV COL16A1 DLG2 DST KIF1A KIRREL3 NTRK2 PRKCH	BCL2 EPHA4 EPHB3 LIMCH1	CACNA2D2 LRFN2 NEFL SLITRK6	CDH5 LIMCH1 NTRK2 PRKCH TUBA1A			CAMK1 CDK5R1 DCHS1 DNER LIMS2 LRFN2 SYN1	AGT ANK2 ARHGAP33 BSN CACNB4 CAMKV CDHR3 COLQ DLG2 DNER DRD2 FRMPD4 GABRA1 GAP43 GPBAR1 GPC6 IGSF21 JAM3 KIRREL3 LMX1A LRRTM3 MAP1B NEUROD2 NFASC NRXN2 PDZRN3 SEZ6 SEZ6L SLITRK6 SRCIN1 TUBA1A				AGT ARC C1QL1 CACNB4 CDH5 DCHS1 DLG2 DST GABRA1 GHRL IGSF9B JAM3 KIRREL3 LRFN2 NRXN2 NTRK2 SDK2 SEZ6 SYN1							ACTN3 AGT CADM3 CAMK1 CAMK2B CDH22 CLDN6 CORO2B GPBAR1 GRIN1 LIMS2 LRFN1 SEZ6	
GO_CELL_LEADING_EDGE						APBB1 KCNJ11 MTSS1 PLEKHH2 PLEKHO1 PSD TUBB3						DDN EVL KCNC1 STMN2					AIF1 MTSS1 SH2D3C SHISA9									DDN SLC1A2 SRCIN1 STX2 TUBB3			APBB1 DST KCNC1							ADORA2A AMPH DDN DST STX2 USH2A								CCDC88A GABRG2 LCP1 MPP2 PARD6A SYNE2 USH2A							AIF1 DOCK8 DPYSL3 EVL PLEKHO1 TUBB3		AIF1 LCP1 SH2D3C TUBB3		
GO_CELL_MATRIX_ADHESION									ITGBL1 JAM3 LIMCH1 ONECUT1 SFRP1 SNED1 STRC													FUT1 NINJ1 STRC												BCL2 COL16A1 CORO2B	ACTN3 CD96 ITGA7 STRC		BCL2 LIMCH1												NINJ1 STRC						
GO_CELL_MATURATION		ACTL6B C1QL1 SRRM4							AKR1B1 CCL19 EPHA8 FEV POU2F2 RET SRRM4															CCL19 FEV		AKR1B1 DEFB1 GDF11 SRRM4			CCR6 TFCP2L1				AKR1B1 TFCP2L1										AKR1B1 CCL19 FEV NFASC POU2F2 RET SPTBN4				AKR1B1 C1QL1 CCR6 DEFB1 POU2F2						C1QL1 NKX6-1 SPTBN4		
GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT																																															DCHS1 NDRG4								
GO_CELL_MORPHOGENESIS	CELSR3 CHRNB2 CPNE9 DNM3 SPTBN4 SRCIN1 STXBP1	BRSK2 CAMK2B DCHS1 FZD4 GAP43 GFRA3 NEFL PAK6 SPP1 SRCIN1 SYT2 TMEFF2 TUBB2B TUBB3				APBB1 ARC BRSK1 BRSK2 CDHR3 CDK5R1 DNM3 DPYSL4 DSCAML1 MAP2 MAP6 NR4A3 NTRK1 PLEKHO1 RASAL1 STRC TFCP2L1 TUBB3		ARHGAP33 DPYSL4 MAP1A MDK NTNG2 NTRK1 SPP1 TFCP2L1 TMEFF1 TRPC6	ARHGAP33 CABP4 CDHR1 CDHR3 CPNE9 DOK6 EPHA8 ETV1 GFRA1 GFRA3 HECW2 ISLR2 KIF5A KIRREL3 KNDC1 LGR6 MAP1A MAP1B NR4A3 PAX6 PLXNC1 RET SCN1B SRCIN1 STRC SYT2 TRPC6 USH2A	ADCY1 ARC BCL2 CDH5 CRMP1 DRD2 EPHA4 EPHB3 GAP43 GFRA1 HECW2 LGR6 LIMS2 LINGO1 PTCH1 SPARC TRPC6 UNC13A VSTM2L		ADCY1 BCL2 CHRNA3 CHRNB2 EVL HECW2 PAX6 RNF157 SHC3										DRD2 ENPP2 EPHB3 LZTS1 RNF157 SPARC STRC TRPC6	APOA1 CELSR2 GFRA3 ISL1 ITGA7 KIRREL3 LMX1A NEFL PAK6 PALMD SHC3 SLITRK6 STRC		CABP4 EFNB3 GFRA3 LGR6 NPTX1 NTRK1 NTRK2 PAX6 PROX1 PTCH1 ROBO1 SPARC TMEFF1 TRPC6	CABP4 DCHS1 EPHB3 NPTX1 NTRK1 RASAL1 RNF157 SLITRK6 SRCIN1 SYT2 TUBB3		APOA1 DNM3 ISLR2 RET		ADCY1 CACNG7 CDH22 DCHS1 EPHA4 KIF5A NTRK2 SRCIN1 TFCP2L1 TMEFF1 TRPC6 TUBB2B	ARC CDK5R1 COL22A1 GRIN1 LIMS2 PTCH1 SRCIN1	APOA1 DOK6 DPYSL4 DRD2 EPHB3 SCN1B SPP1 STXBP1 TUBB3 VSTM2L		ADCY1 BCL2 BOC CDH5 CSF1R EPHB3 KIF1A LZTS1 PROX1 PTCH1 SEMA6B TUBB2B USH2A	CDH5 DNM3 DPYSL4 DRD2 ITGA7 MDK NTNG2 PROX1 RNF157 SCN1B STRC SYT2 TFCP2L1	ADORA2A ARHGAP33 BRSK1 ISL1 ITGA7 KIF1A KIRREL3 NTRK2 RNF157 SPTBN4 STRC USH2A	BCL2 EPHA4 EPHB3 FZD4 LINGO1 PAK6 PAX6 SEMA6B		CDH5 CELSR2 NTRK2 PALMD PLEKHO1	CABP4 DNM3 NPTX1 PAK6 SHC3		CDK5R1 CPNE9 DCHS1 FZD4 GFRA3 ITGA7 LIMS2 PLEKHO1 PLXNC1 RNF157 ROBO1	APBB1 ARHGAP33 BOC BRSK1 CACNG7 CDHR3 CHL1 CPNE9 DOK6 DRD2 EFNB3 ENPP2 ETV1 FZD4 GAP43 ISL1 ITGA7 KIF5A KIRREL3 LINGO1 LMX1A MAP1A MAP1B MAP2 MAP6 MDK NFASC PAK6 PALMD RASAL1 RET SCN1B SHC3 SLITRK6 SPP1 SPTBN4 SRCIN1 TMEFF2 TUBB2B UCHL1 USH2A	CELSR2 CRMP1 DRD2 FZD4 KNDC1 NR4A3 PALMD RASAL1 SLITRK6 TFCP2L1 TUBB2B USH2A			ADORA2A ARC BRSK1 CABP4 CDH5 CXCL12 DCHS1 DSCAML1 ETV1 ISL1 KIRREL3 MAP6 MDK NEUROG3 NTRK2 RASAL1 STRC SYT2 UCHL1		ISLR2 LIMS2 NEUROG3 SCN1B STRC USH2A	ARX DCHS1 EPHA8 EVL GFRA3 MAPK8IP2 UCHL1	EVL HECW2 KIF5A MATN2 PALMD PLEKHO1 RNF157 ROBO1 SHC3 TUBB2B TUBB3		ARHGAP33 COL22A1 CSF1R KNDC1 NKX6-1 SPTBN4 STXBP1 TUBB3	APBB1 CAMK2B CDH22 EFNB3 GRIN1 LIMS2 LINGO1 LZTS1 MAP1A MAP6 MATN2 MDK RET SCN1B TMEFF1	
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	CELSR3 CHRNB2 DNM3 SPTBN4 SRCIN1 STXBP1	BRSK2 CAMK2B FZD4 GAP43 GFRA3 NEFL SPP1 SRCIN1 TMEFF2 TUBB2B TUBB3	ADCY1 CELSR2 FZD4 MATN2 NPTX1 NTRK2 SCN1B			APBB1 ARC BRSK1 BRSK2 CDK5R1 DNM3 DSCAML1 MAP2 MAP6 NR4A3 NTRK1 STRC TUBB3		ARHGAP33 MAP1A MDK NTNG2 NTRK1 SPP1 TMEFF1 TRPC6	ARHGAP33 CABP4 CDHR1 DOK6 EPHA8 ETV1 GFRA1 GFRA3 HECW2 ISLR2 KIF5A KNDC1 LGR6 MAP1A MAP1B NR4A3 PAX6 PLXNC1 RET SCN1B SRCIN1 STRC TRPC6 USH2A	ADCY1 ARC BCL2 CRMP1 DRD2 EPHA4 EPHB3 GAP43 GFRA1 HECW2 LGR6 LIMS2 LINGO1 PTCH1 TRPC6 VSTM2L		ADCY1 BCL2 CHRNA3 CHRNB2 EVL HECW2 PAX6 SHC3					ADCY1 ARC CABP4 MAP6 STXBP1								CABP4 EFNB3 GFRA3 LGR6 NPTX1 NTRK1 NTRK2 PAX6 PROX1 PTCH1 ROBO1 TMEFF1 TRPC6			APOA1 DNM3 ISLR2 RET		ADCY1 EPHA4 KIF5A NTRK2 SRCIN1 TMEFF1 TRPC6 TUBB2B	ARC CDK5R1 COL22A1 GRIN1 LIMS2 PTCH1 SRCIN1	APOA1 DOK6 DRD2 EPHB3 SCN1B SPP1 STXBP1 TUBB3 VSTM2L		ADCY1 BCL2 BOC CSF1R EPHB3 KIF1A LZTS1 PROX1 PTCH1 SEMA6B TUBB2B USH2A		ARHGAP33 BRSK1 ISL1 KIF1A NTRK2 SPTBN4 STRC USH2A	BCL2 EPHA4 EPHB3 FZD4 LINGO1 PAX6 SEMA6B			CABP4 DNM3 NPTX1 SHC3			APBB1 ARHGAP33 BOC BRSK1 CHL1 DOK6 DRD2 EFNB3 ETV1 FZD4 GAP43 ISL1 KIF5A LINGO1 LMX1A MAP1A MAP1B MAP2 MAP6 MDK NFASC RET SCN1B SHC3 SLITRK6 SPP1 SPTBN4 SRCIN1 TMEFF2 TUBB2B UCHL1 USH2A	CELSR2 CRMP1 DRD2 FZD4 KNDC1 NR4A3 SLITRK6 TUBB2B USH2A			ARC BRSK1 CABP4 CXCL12 DSCAML1 ETV1 ISL1 MAP6 MDK NEUROG3 NTRK2 STRC UCHL1		ISLR2 LIMS2 NEUROG3 SCN1B STRC USH2A	ARX EPHA8 EVL GFRA3 MAPK8IP2 UCHL1	EVL HECW2 KIF5A MATN2 ROBO1 SHC3 TUBB2B TUBB3		ARHGAP33 COL22A1 CSF1R KNDC1 NKX6-1 SPTBN4 STXBP1 TUBB3	APBB1 CAMK2B EFNB3 GRIN1 LIMS2 LINGO1 LZTS1 MAP1A MAP6 MATN2 MDK RET SCN1B TMEFF1	
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	CELSR3 CHRNB2 DNM3 SPTBN4 SRCIN1 STXBP1	BRSK2 CAMK2B GAP43 GFRA3 NEFL SPP1 SRCIN1 TUBB2B TUBB3	ADCY1 CELSR2 MATN2 NPTX1 NTRK2 SCN1B			APBB1 ARC BRSK1 BRSK2 CDK5R1 DNM3 DSCAML1 MAP2 MAP6 NR4A3 NTRK1 STRC TUBB3		ARHGAP33 MAP1A NTNG2 NTRK1 SPP1 TMEFF1 TRPC6	ARHGAP33 CABP4 CDHR1 DOK6 EPHA8 ETV1 GFRA1 GFRA3 HECW2 ISLR2 KIF5A KNDC1 LGR6 MAP1A MAP1B NR4A3 PAX6 PLXNC1 RET SCN1B SRCIN1 STRC TRPC6	ADCY1 ARC BCL2 CRMP1 DRD2 EPHA4 EPHB3 GAP43 GFRA1 HECW2 LGR6 LINGO1 PTCH1 TRPC6 VSTM2L		ADCY1 BCL2 CHRNA3 CHRNB2 EVL HECW2 PAX6 SHC3					ADCY1 ARC CABP4 MAP6 STXBP1		BRSK1 CSF1R HECW2 NR4A3 NTRK1 TUBB2B			DRD2 EPHB3 LZTS1 STRC TRPC6			CABP4 EFNB3 GFRA3 LGR6 NPTX1 NTRK1 NTRK2 PAX6 PTCH1 ROBO1 TMEFF1 TRPC6	CABP4 EPHB3 NPTX1 NTRK1 SLITRK6 SRCIN1 TUBB3		DNM3 ISLR2 RET		ADCY1 EPHA4 KIF5A NTRK2 SRCIN1 TMEFF1 TRPC6 TUBB2B	ARC CDK5R1 GRIN1 PTCH1 SRCIN1	DOK6 DRD2 EPHB3 SCN1B SPP1 STXBP1 TUBB3 VSTM2L		ADCY1 BCL2 BOC CSF1R EPHB3 KIF1A LZTS1 PTCH1 SEMA6B TUBB2B		ARHGAP33 BRSK1 ISL1 KIF1A NTRK2 SPTBN4 STRC	BCL2 EPHA4 EPHB3 LINGO1 PAX6 SEMA6B			CABP4 DNM3 NPTX1 SHC3			APBB1 ARHGAP33 BOC BRSK1 CHL1 DOK6 DRD2 EFNB3 ETV1 GAP43 ISL1 KIF5A LINGO1 LMX1A MAP1A MAP1B MAP2 MAP6 NFASC RET SCN1B SHC3 SLITRK6 SPP1 SPTBN4 SRCIN1 TUBB2B UCHL1				ARC BRSK1 CABP4 CXCL12 DSCAML1 ETV1 ISL1 MAP6 NEUROG3 NTRK2 STRC UCHL1		ISLR2 NEUROG3 SCN1B STRC	ARX EPHA8 EVL GFRA3 MAPK8IP2 UCHL1	EVL HECW2 KIF5A MATN2 ROBO1 SHC3 TUBB2B TUBB3		ARHGAP33 CSF1R KNDC1 NKX6-1 SPTBN4 STXBP1 TUBB3	APBB1 CAMK2B EFNB3 GRIN1 LINGO1 LZTS1 MAP1A MAP6 MATN2 RET SCN1B TMEFF1	
GO_CELL_MOTILITY		AKT3 ANXA6 ARHGAP24 CAMK2B CCDC125 CD99L2 DCHS1 DOCK8 F10 FUT1 GFRA3 PTPRT SLC8A1 SRCIN1 TMEFF2 TRPM2 TUBB2B	ACE ANXA6 CCR6 CELSR2 DPYSL3 FFAR2 FLT1 FUT1 GPC2 LIMCH1 MATN2 NTRK2 PDGFD PODXL2 SIRPA TNFSF14						AGT ANGPT2 APOB CCDC125 CCDC39 CCDC88A CCL19 COL1A2 CYGB DACH1 DPEP1 DST EPHA8 F10 FGF17 GFRA3 GPC2 GPR173 IGSF10 ITGBL1 JAM3 KIRREL3 LGR6 LIMCH1 MALAT1 MAP1B MPP1 MYSM1 NAV3 NR4A3 ONECUT1 PAX6 PLXNC1 RET SFRP1 SLC8A1 SPOCK3 SRCIN1 SST TEKT2 TSSK4 USH2A	ADD2 ANGPT2 ARC BCL2 CCDC125 CCDC39 CD99L2 CDH5 DLL4 DPYSL3 DRD2 EPHA4 EPHB3 FFAR2 FGF17 IGSF10 INSM1 LCP1 LGR6 NKD1 PDGFD PGF SCG2 SPARC SST TRPM2 TSPAN11		ATOH8 BCL2 CCDC125 EVL FGF9 GRB14 LIMCH1 PAX6 PODXL2 SPOCK3							ANGPT2 ATOH8 CCL19 CELF3 COL1A2 CSF1R DEFB1 DLL4 FFAR2 JAM3 NR4A3 PLCG2 PLEKHO1 SMOC2 TMSB15B TPGS1 TUBB2B			CCDC40 CCR6 CD99L2 DLL4 DRD2 ENPP2 EPHB3 F10 FLT1 FUT1 SPARC	ADD2 ANXA6 APOA1 CCDC88A CELSR2 COL1A2 DEFB1 F10 FCAMR GFRA3 GPC2 GRB14 IGSF10 ISL1 KIRREL3 MPP1 PGF PTPRT SCG2 SIX2		AIF1 AKT3 ANGPT2 CCDC39 CHGA DNAH11 GFRA3 LGR6 NKD1 NTRK2 PAX6 PDGFD PROX1 ROBO1 SIRPA SPARC SST SYNE2 TMSB15B VAV3	ANGPT2 ARHGAP24 CD99L2 DCHS1 DEFB1 EPHB3 FGF17 FOXJ1 FUT1 FUT7 NKD1 PLTP SFRP1 SRCIN1 VAV3				COL1A2 DCHS1 EPHA4 NTRK2 SRCIN1 THBS4 TNFSF14 TNP1 TUBB2B				ADD2 ATOH8 BCL2 CDH5 CELF3 CSF1R DLL4 DOCK4 EPHB3 FGF9 PGF PROX1 RSPH4A SEMA6B TUBB2B USH2A	ATOH8 CCDC125 CCDC40 CD200 CDH5 CYGB DLL4 DRD2 FCAMR FGF9 FLT1 GRB14 MDK NTNG2 PGF PLCG2 PODN PROX1 SIX2 SMOC2	CDK5R2 DLL4 DST ISL1 KIRREL3 NDRG4 NTRK2 PTPRT SIRPA SMOC2 SST USH2A VAV3			CDH5 CELSR2 CEND1 DACH1 DOCK8 LIMCH1 NTRK2 PLEKHO1			CCDC39 CDK5R1 CEND1 DCHS1 DNER GFRA3 GRB14 INSM1 PGF PLEKHO1 PLXNC1 ROBO1 SIX2 SYNE2	AGT AKT3 ANXA6 ARHGAP24 CCDC125 CCDC88A CCL19 CDK5R2 CEND1 CHGA CHL1 COL1A2 DNER DPEP1 DRD2 ENPP2 FCAMR FGF17 FGF9 GPC6 GPR173 IGSF10 ISL1 ITGBL1 JAM3 KIRREL3 LCP1 MAP1B MDK MPP1 NDRG4 PDGFD PLTP PODN PTPRT RET RSPH4A SIRPA SRCIN1 THBS4 TMEFF2 TPGS1 TUBB2B USH2A	CCDC125 CCDC40 CCDC88A CELSR2 DRD2 FOXJ1 GPC6 GPR173 GRB14 LCP1 MALAT1 NKD1 NR4A3 PDGFD SYNE2 THBS4 TMSB15B TSSK4 TUBB2B USH2A			AGT AIF1 ARC CCR6 CDH5 CDK5R2 CEND1 CXCL12 DCHS1 DEFB1 DPEP1 DST F10 GPC2 ISL1 JAM3 KIRREL3 MDK NDRG4 NTRK2 PLCG2 PRKD1 SIX2 SPOCK3 SYNE2 VAV3			ADD2 AGT ARX ASCL1 BST2 DCHS1 EPHA8 EVL GFRA3 TNP1	ACE AIF1 ARHGAP24 DNAH11 DOCK8 DPYSL3 EVL FFAR2 MATN2 NAV3 PLEKHO1 PLTP ROBO1 SLC8A1 SPOCK3 TNP1 TUBB2B		AIF1 ANXA6 CDK5R2 CSF1R CYGB DLL4 LCP1 NKD1 NKX6-1 PODXL2 PTP4A3		
