PeakID (cmd=annotatePeaks.pl NEUROD1_peak0825_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-883	chr12	124894473	124894800	+	0	NA	intron (NM_001206654, intron 15 of 47)	intron (NM_001206654, intron 15 of 47)	-72848	NR_106940	102466204		NR_106940	ENSG00000275967	MIR6880	hsa-mir-6880	microRNA 6880	ncRNA
1-418	chr16	11299801	11300128	+	0	NA	Intergenic	Intergenic	50075	NM_003745	8651	Hs.50640	NM_003745	ENSG00000185338	SOCS1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3	suppressor of cytokine signaling 1	protein-coding
1-570	chr17	17571301	17571628	+	0	NA	Intergenic	Intergenic	9538	NR_131243	105371564	Hs.369680	NR_131243	ENSG00000223979	SMCR2	TCONS_00025215	Smith-Magenis syndrome chromosome region, candidate 2	ncRNA
1-83	chr9	138996135	138996462	+	0	NA	Intergenic	Intergenic	-9163	NM_144653	138151	Hs.112895	NM_144653	ENSG00000148411	NACC2	BEND9|BTBD14|BTBD14A|BTBD31|NAC-2|RBB	NACC family member 2	protein-coding
1-1350	chr14	51862056	51862383	+	0	NA	intron (NR_146549, intron 1 of 3)	intron (NR_146549, intron 1 of 3)	1634	NR_146549	105370496	Hs.578228	NR_146549	ENSG00000258808	LINC02310	-	long intergenic non-protein coding RNA 2310	ncRNA
1-726	chr19	49898734	49899061	+	0	NA	intron (NM_144688, intron 4 of 19)	intron (NM_144688, intron 4 of 19)	7391	NM_144688	147872	Hs.662085	NM_144688	ENSG00000161609	CCDC155	KASH5	coiled-coil domain containing 155	protein-coding
1-60	chr11	66328883	66329210	+	0	NA	non-coding (NR_047663, exon 17 of 21)	non-coding (NR_047663, exon 17 of 21)	7031	NM_003793	8722	Hs.11590	NM_003793	ENSG00000174080	CTSF	CATSF|CLN13	cathepsin F	protein-coding
1-239	chr10	123909573	123909900	+	0	NA	intron (NM_206862, intron 7 of 22)	intron (NM_206862, intron 7 of 22)	-13409	NM_206860	10579	Hs.501252	NM_006997	ENSG00000138162	TACC2	AZU-1|ECTACC	transforming acidic coiled-coil containing protein 2	protein-coding
1-438	chr3	134150015	134150342	+	0	NA	Intergenic	Intergenic	-6491	NR_039951	100616281		NR_039951	ENSG00000284561	MIR4788	-	microRNA 4788	ncRNA
1-560	chr14	103569910	103570237	+	0	NA	intron (NM_001077594, intron 2 of 10)	CpG-7438	3592	NM_001077594	91828	Hs.37712	NM_001077594	ENSG00000205436	EXOC3L4	C14orf73	exocyst complex component 3 like 4	protein-coding
1-1229	chr10	123900815	123901142	+	0	NA	intron (NM_001291879, intron 2 of 16)	intron (NM_001291879, intron 2 of 16)	-22167	NM_206860	10579	Hs.501252	NM_006997	ENSG00000138162	TACC2	AZU-1|ECTACC	transforming acidic coiled-coil containing protein 2	protein-coding
1-377	chr10	72268539	72268866	+	0	NA	intron (NM_014431, intron 1 of 19)	intron (NM_014431, intron 1 of 19)	30179	NM_014431	27143	Hs.202351	NM_014431	ENSG00000107719	PALD1	KIAA1274|PALD	phosphatase domain containing paladin 1	protein-coding
1-1204	chr5	169767168	169767495	+	0	NA	Intergenic	Intergenic	8934	NR_108024	257358	Hs.249689	NM_001025454		LINC01366	-	long intergenic non-protein coding RNA 1366	ncRNA
1-40	chr13	113645217	113645544	+	0	NA	intron (NM_001320816, intron 1 of 29)	intron (NM_001320816, intron 1 of 29)	-10648	NM_001320817	23263	Hs.170422	NM_024979	ENSG00000126217	MCF2L	ARHGEF14|DBS|OST	MCF.2 cell line derived transforming sequence like	protein-coding
1-235	chr9	38022991	38023318	+	0	NA	intron (NM_003028, intron 1 of 5)	intron (NM_003028, intron 1 of 5)	46070	NM_003028	6461	Hs.521482	NM_003028	ENSG00000107338	SHB	bA3J10.2	SH2 domain containing adaptor protein B	protein-coding
1-969	chr9	133932714	133933041	+	0	NA	intron (NM_006059, intron 12 of 27)	intron (NM_006059, intron 12 of 27)	-38986	NM_001185096	83543	Hs.4944	NM_031426	ENSG00000126878	AIF1L	C9orf58|IBA2	allograft inflammatory factor 1 like	protein-coding
1-90	chr20	20234871	20235198	+	0	NA	intron (NM_015585, intron 20 of 26)	intron (NM_015585, intron 20 of 26)	-113714	NM_002196	3642	Hs.89584	NM_002196	ENSG00000173404	INSM1	IA-1|IA1	INSM transcriptional repressor 1	protein-coding
1-1367	chr21	38432600	38432927	+	0	NA	Intergenic	L1P3b|LINE|L1	3603	NR_131189	105372795	Hs.528019	NR_131189		LOC105372795	-	uncharacterized LOC105372795	ncRNA
1-606	chr7	31168763	31169090	+	0	NA	Intergenic	Intergenic	76850	NM_001199635	117	Hs.377783	NM_001118	ENSG00000078549	ADCYAP1R1	PAC1|PAC1R|PACAPR|PACAPRI	ADCYAP receptor type I	protein-coding
1-1129	chr16	10695329	10695656	+	0	NA	Intergenic	Intergenic	-21037	NM_001424	2013	Hs.531561	NM_001424	ENSG00000213853	EMP2	XMP	epithelial membrane protein 2	protein-coding
1-238	chr10	71238915	71239242	+	0	NA	intron (NM_001351263, intron 1 of 5)	intron (NM_001351263, intron 1 of 5)	27855	NR_147091	23555	Hs.499941	NM_012339	ENSG00000099282	TSPAN15	2700063A19Rik|NET-7|NET7|TM4SF15	tetraspanin 15	protein-coding
1-126	chr17	39346197	39346524	+	0	NA	exon (NM_001190460, exon 1 of 1)	exon (NM_001190460, exon 1 of 1)	221	NM_001190460	728318	Hs.727478	NM_001190460	ENSG00000240542	KRTAP9-1	KAP9.1|KRTAP9L3	keratin associated protein 9-1	protein-coding
1-1171	chr1	180219323	180219650	+	0	NA	intron (NM_033343, intron 2 of 5)	(TG)n|Simple_repeat|Simple_repeat	20087	NM_033343	89884	Hs.658487	NM_033343	ENSG00000121454	LHX4	CPHD4	LIM homeobox 4	protein-coding
1-428	chr21	40165840	40166167	+	0	NA	Intergenic	Intergenic	-11104	NM_001256295	2114	Hs.644231	NM_005239	ENSG00000157557	ETS2	ETS2IT1	ETS proto-oncogene 2, transcription factor	protein-coding
1-776	chr8	120119793	120120120	+	0	NA	3' UTR (NM_001324095, exon 8 of 8)	3' UTR (NM_001324095, exon 8 of 8)	-38935	NR_134297	101927513	Hs.676598	NR_134297	ENSG00000254278	LOC101927513	-	uncharacterized LOC101927513	ncRNA
1-1009	chr16	1184793	1185120	+	0	NA	Intergenic	Intergenic	-18150	NM_021098	8912	Hs.459642	NM_021098	ENSG00000196557	CACNA1H	CACNA1HB|Cav3.2|ECA6|EIG6|HALD4	calcium voltage-gated channel subunit alpha1 H	protein-coding
1-1348	chr12	125180440	125180767	+	0	NA	Intergenic	Intergenic	-128445	NM_001077261	9612	Hs.137510	NM_006312	ENSG00000196498	NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	nuclear receptor corepressor 2	protein-coding
1-711	chr16	81686279	81686606	+	0	NA	intron (NM_030629, intron 4 of 20)	intron (NM_030629, intron 4 of 20)	-12517	NR_045112	100129617	Hs.657151	NR_045112		LOC100129617	-	uncharacterized LOC100129617	ncRNA
1-37	chr7	150784897	150785224	+	0	NA	intron (NM_001350103, intron 1 of 18)	intron (NM_001350103, intron 1 of 18)	1498	NM_031946	116988	Hs.647075	NM_031946	ENSG00000133612	AGAP3	AGAP-3|CENTG3|CRAG|MRIP-1|cnt-g3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	protein-coding
1-941	chr5	14560362	14560689	+	0	NA	Intergenic	Intergenic	-21376	NM_019018	54491	Hs.155085	NM_019018	ENSG00000145569	OTULINL	FAM105A|NET20	OTU deubiquitinase with linear linkage specificity like	protein-coding
1-924	chr2	26944582	26944909	+	0	NA	intron (NM_002246, intron 1 of 1)	intron (NM_002246, intron 1 of 1)	29155	NM_002246	3777	Hs.24040	NM_002246	ENSG00000171303	KCNK3	K2p3.1|OAT1|PPH4|TASK|TASK-1|TBAK1	potassium two pore domain channel subfamily K member 3	protein-coding
1-1323	chr6	2246382	2246709	+	0	NA	promoter-TSS (NM_001500)	promoter-TSS (NM_001500)	558	NR_046229	100508120	Hs.188825	NR_046229		GMDS-DT	GMDS-AS1	GMDS divergent transcript	ncRNA
1-28	chr1	20141277	20141604	+	0	NA	exon (NM_019062, exon 1 of 1)	exon (NM_019062, exon 1 of 1)	336	NM_019062	54546	Hs.124835	NM_019062	ENSG00000178828	RNF186	-	ring finger protein 186	protein-coding
1-951	chr7	1651441	1651768	+	0	NA	Intergenic	Intergenic	-2502	NR_001288	260341	Hs.534596	NR_001288		TFAMP1	MTTF1|TCF6L1	transcription factor A, mitochondrial pseudogene 1	pseudo
1-370	chr6	81848259	81848586	+	0	NA	Intergenic	L1PA14|LINE|L1	613976	NM_017633	55603	Hs.10784	NM_017633	ENSG00000112773	TENT5A	C6orf37|FAM46A|OI18|XTP11	terminal nucleotidyltransferase 5A	protein-coding
1-747	chr1	213714897	213715224	+	0	NA	Intergenic	L2b|LINE|L2	-383032	NR_046189	100861504	Hs.742586	NR_046189		LINC00538	PROX1UT|Yiya	long intergenic non-protein coding RNA 538	ncRNA
1-30	chr11	36274821	36275148	+	0	NA	Intergenic	Intergenic	35990	NM_001307932	29099	Hs.99443	NM_014186	ENSG00000110442	COMMD9	C11orf55|HSPC166|LINC00610	COMM domain containing 9	protein-coding
1-780	chr10	71199037	71199364	+	0	NA	Intergenic	Intergenic	-12021	NM_012339	23555	Hs.499941	NM_012339	ENSG00000099282	TSPAN15	2700063A19Rik|NET-7|NET7|TM4SF15	tetraspanin 15	protein-coding
1-1170	chr1	170986554	170986881	+	0	NA	intron (NM_001163629, intron 17 of 21)	L1PA8|LINE|L1	-73329	NM_001002294	2328	Hs.445350	NM_006894	ENSG00000007933	FMO3	FMOII|TMAU|dJ127D3.1	flavin containing dimethylaniline monoxygenase 3	protein-coding
1-656	chr1	112276006	112276333	+	0	NA	intron (NM_198926, intron 1 of 1)	intron (NM_198926, intron 1 of 1)	5848	NM_019099	55924	Hs.193406	NM_019099	ENSG00000197852	INKA2	C1orf183|FAM212B	inka box actin regulator 2	protein-coding
1-150	chr14	90953430	90953757	+	0	NA	Intergenic	Intergenic	29960	NR_135274	105370619	Hs.525530	NR_135274		LOC105370619	-	uncharacterized LOC105370619	ncRNA
1-10	chr7	155386992	155387319	+	0	NA	Intergenic	Intergenic	-23714	NM_001369813	285888	Hs.146751	NM_001103176	ENSG00000146910	CNPY1	-	canopy FGF signaling regulator 1	protein-coding
1-1026	chr18	77797809	77798136	+	0	NA	intron (NM_024805, intron 3 of 6)	intron (NM_024805, intron 3 of 6)	3538	NM_001171967	79863	Hs.728931	NM_024805	ENSG00000101546	RBFA	C18orf22|HsT169	ribosome binding factor A	protein-coding
1-928	chr2	106527350	106527677	+	0	NA	Intergenic	Intergenic	59210	NM_001004720	8440	Hs.529244	NM_003581	ENSG00000071051	NCK2	GRB4|NCKbeta	NCK adaptor protein 2	protein-coding
1-3	chr19	17416109	17416436	+	0	NA	promoter-TSS (NM_023937)	promoter-TSS (NM_023937)	-409	NM_023937	64981	Hs.515242	NM_023937	ENSG00000130312	MRPL34	L34mt	mitochondrial ribosomal protein L34	protein-coding
1-1097	chr8	143111095	143111422	+	0	NA	Intergenic	Intergenic	-31601	NR_130468	100616374		NR_130468	ENSG00000265612	MIR4539	-	microRNA 4539	ncRNA
1-744	chr1	203259516	203259843	+	0	NA	Intergenic	Intergenic	2851	NR_117098	100506775	Hs.443859	NR_117097	ENSG00000231507	LINC01353	-	long intergenic non-protein coding RNA 1353	ncRNA
1-214	chr9	133297178	133297505	+	0	NA	intron (NM_001291815, intron 75 of 86)	intron (NM_001291815, intron 75 of 86)	-22753	NM_000050	445	Hs.160786	NM_000050	ENSG00000130707	ASS1	ASS|CTLN1	argininosuccinate synthase 1	protein-coding
1-1164	chr1	18538323	18538650	+	0	NA	intron (NM_032880, intron 1 of 9)	intron (NM_032880, intron 1 of 9)	104194	NM_032880	84966	Hs.212511	NM_032880	ENSG00000117154	IGSF21	-	immunoglobin superfamily member 21	protein-coding
1-1187	chr3	33878600	33878927	+	0	NA	intron (NM_013374, intron 8 of 17)	intron (NM_013374, intron 8 of 17)	38641	NM_013374	10015	Hs.475896	NM_013374	ENSG00000170248	PDCD6IP	AIP1|ALIX|DRIP4|HP95	programmed cell death 6 interacting protein	protein-coding
1-827	chr1	230402940	230403267	+	0	NA	intron (NM_004481, intron 14 of 15)	intron (NM_004481, intron 14 of 15)	158975	NM_001258311	79605	Hs.520463	NM_024554	ENSG00000177614	PGBD5	-	piggyBac transposable element derived 5	protein-coding
1-605	chr6	170396033	170396360	+	0	NA	Intergenic	Intergenic	-79670	NR_125878	102724511	Hs.550045	NR_125878		LOC102724511	-	uncharacterized LOC102724511	ncRNA
1-829	chr2	9788936	9789263	+	0	NA	Intergenic	Intergenic	-17973	NM_006826	10971	Hs.74405	NM_006826	ENSG00000134308	YWHAQ	14-3-3|1C5|HS1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	protein-coding
1-722	chr19	3966039	3966366	+	0	NA	intron (NM_001348, intron 2 of 8)	MIRb|SINE|MIR	-4692	NR_030367	693222		NR_030367	ENSG00000283928	MIR637	MIRN637|hsa-mir-637	microRNA 637	ncRNA
1-596	chr2	232545498	232545825	+	0	NA	Intergenic	CpG	-27574	NM_002823	5757	Hs.459927	NM_002823	ENSG00000187514	PTMA	TMSA	prothymosin alpha	protein-coding
1-1121	chr14	89657500	89657827	+	0	NA	intron (NM_001085471, intron 4 of 6)	intron (NM_001085471, intron 4 of 6)	225914	NM_005197	1112	Hs.434286	NM_005197	ENSG00000053254	FOXN3	C14orf116|CHES1|PRO1635	forkhead box N3	protein-coding
1-1173	chr1	201222269	201222596	+	0	NA	Intergenic	Intergenic	-30148	NM_000299	5317	Hs.497350	NM_000299	ENSG00000081277	PKP1	B6P	plakophilin 1	protein-coding
1-1260	chr15	47593698	47594025	+	0	NA	intron (NM_001198999, intron 1 of 19)	intron (NM_001198999, intron 1 of 19)	117575	NM_001198999	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
1-476	chr3	10378891	10379218	+	0	NA	intron (NM_001330611, intron 19 of 21)	intron (NM_001330611, intron 19 of 21)	7141	NR_036084	100422933		NR_036084	ENSG00000264534	MIR378B	-	microRNA 378b	ncRNA
1-1123	chr14	99784453	99784780	+	0	NA	Intergenic	Intergenic	-46082	NM_001282237	64919	Hs.709690	NM_022898	ENSG00000127152	BCL11B	ATL1|ATL1-alpha|ATL1-beta|ATL1-delta|ATL1-gamma|CTIP-2|CTIP2|IDDFSTA|IMD49|RIT1|ZNF856B|hRIT1-alpha	BAF chromatin remodeling complex subunit BCL11B	protein-coding
1-1272	chr17	34271902	34272229	+	0	NA	Intergenic	Intergenic	-1348	NM_001199951	57151	Hs.97477	NM_020426	ENSG00000275722	LYZL6	HEL-S-6a|LYC1|LYZB|PRO1485|TKAL754|UNQ754	lysozyme like 6	protein-coding
1-535	chr2	239149352	239149679	+	0	NA	promoter-TSS (NM_018645)	promoter-TSS (NM_018645)	-836	NM_018645	55502	Hs.42949	NM_018645	ENSG00000144485	HES6	C-HAIRY1|HES-6|bHLHb41|bHLHc23	hes family bHLH transcription factor 6	protein-coding
1-702	chr12	105478296	105478623	+	0	NA	promoter-TSS (NM_001034173)	promoter-TSS (NM_001034173)	-223	NR_027752	160428	Hs.42572	NM_001034173	ENSG00000136010	ALDH1L2	mtFDH	aldehyde dehydrogenase 1 family member L2	protein-coding
1-220	chr15	66335538	66335865	+	0	NA	intron (NM_032445, intron 5 of 22)	intron (NM_032445, intron 5 of 22)	3130	NR_036196	100422905		NR_036196	ENSG00000263512	MIR4311	-	microRNA 4311	ncRNA
1-906	chr19	7179648	7179975	+	0	NA	intron (NM_000208, intron 3 of 21)	intron (NM_000208, intron 3 of 21)	110097	NM_001044388	79230	Hs.591380	NM_024341	ENSG00000130544	ZNF557	-	zinc finger protein 557	protein-coding
1-361	chr22	23455204	23455531	+	0	NA	intron (NM_002073, intron 2 of 2)	intron (NM_002073, intron 2 of 2)	28810	NM_014433	27156	Hs.526920	NM_014433	ENSG00000100218	RSPH14	RTDR1	radial spoke head 14 homolog	protein-coding
1-690	chr9	132229361	132229688	+	0	NA	Intergenic	Intergenic	-21415	NR_038955	100506190	Hs.529860	NR_038955		LINC00963	MetaLnc9	long intergenic non-protein coding RNA 963	ncRNA
1-281	chr2	240221285	240221612	+	0	NA	intron (NM_006037, intron 2 of 26)	intron (NM_006037, intron 2 of 26)	-5709	NR_036229	100423043		NR_036229	ENSG00000265215	MIR4269	-	microRNA 4269	ncRNA
1-94	chr11	72455044	72455371	+	0	NA	intron (NM_001040118, intron 1 of 34)	intron (NM_001040118, intron 1 of 34)	8227	NM_001040118	116985	Hs.503165	NM_015242	ENSG00000186635	ARAP1	CENTD2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	protein-coding
1-1388	chr12	54653266	54653593	+	0	NA	promoter-TSS (NM_001127321)	promoter-TSS (NM_001127321)	-59	NM_001127321	23468	Hs.349283	NM_012117	ENSG00000094916	CBX5	HEL25|HP1|HP1A	chromobox 5	protein-coding
1-1369	chr22	21011657	21011984	+	0	NA	Intergenic	REP522|Satellite|telo	-32023	NR_024592	266697	Hs.558711	NR_024592		POM121L4P	-	POM121 transmembrane nucleoporin like 4, pseudogene	pseudo
1-357	chr15	63340911	63341238	+	0	NA	non-coding (NR_147233, exon 1 of 2)	non-coding (NR_147233, exon 1 of 2)	386	NM_001365782	7168	Hs.133892	NM_000366	ENSG00000140416	TPM1	C15orf13|CMD1Y|CMH3|HEL-S-265|HTM-alpha|LVNC9|TMSA	tropomyosin 1	protein-coding
1-397	chr3	124905587	124905914	+	0	NA	intron (NM_024628, intron 4 of 13)	intron (NM_024628, intron 4 of 13)	24493	NM_001195483	84561	Hs.658514	NM_024628	ENSG00000221955	SLC12A8	CCC9	solute carrier family 12 member 8	protein-coding
1-1373	chrX	40409403	40409730	+	0	NA	Intergenic	Intergenic	-30656	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
1-398	chr4	2649059	2649386	+	0	NA	intron (NM_001366318, intron 7 of 20)	intron (NM_001366318, intron 7 of 20)	22063	NR_046336	8603	Hs.652364	NM_003704	ENSG00000125386	FAM193A	C4orf8|RES4-22	family with sequence similarity 193 member A	protein-coding
1-766	chr6	33557931	33558258	+	0	NA	intron (NR_027908, intron 1 of 1)	intron (NR_027908, intron 1 of 1)	3021	NR_027908	401253	Hs.520075	NM_207497	ENSG00000197251	LINC00336	C6orf227|NCRNA00336	long intergenic non-protein coding RNA 336	ncRNA
1-646	chr20	47407557	47407884	+	0	NA	intron (NM_020820, intron 1 of 39)	intron (NM_020820, intron 1 of 39)	36816	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
1-1359	chr17	56438071	56438398	+	0	NA	exon (NM_001305544, exon 7 of 10)	exon (NM_001305544, exon 7 of 10)	-8672	NR_073470	6827	Hs.439481	NM_003168	ENSG00000213246	SUPT4H1	SPT4|SPT4H|SUPT4H|Supt4a	SPT4 homolog, DSIF elongation factor subunit	protein-coding
1-1288	chr19	53605482	53605809	+	0	NA	intron (NM_001322131, intron 1 of 5)	intron (NM_001322131, intron 1 of 5)	1030	NM_001322125	90338	Hs.655967	NM_033288	ENSG00000170949	ZNF160	F11|HKr18|HZF5|KR18	zinc finger protein 160	protein-coding
1-971	chr10	3053039	3053366	+	0	NA	Intergenic	Intergenic	55923	NR_160681	101927824		NR_160681		LOC101927824	-	uncharacterized LOC101927824	ncRNA
1-1329	chr7	98424354	98424681	+	0	NA	Intergenic	Intergenic	43120	NM_001134450	222865	Hs.270753	NM_152913	ENSG00000166448	TMEM130	-	transmembrane protein 130	protein-coding
1-117	chr1	8904571	8904898	+	0	NA	Intergenic	Intergenic	21915	NR_106786	102465436		NR_106786	ENSG00000274258	MIR6728	hsa-mir-6728	microRNA 6728	ncRNA
1-327	chr18	74104299	74104626	+	0	NA	intron (NM_014643, intron 3 of 7)	(TGGG)n|Simple_repeat|Simple_repeat	-99146	NR_136504	101927989	Hs.665186	NR_136504	ENSG00000265778	LOC101927989	-	uncharacterized LOC101927989	ncRNA
1-1182	chr2	165747102	165747429	+	0	NA	Intergenic	Intergenic	-48679	NM_001365671	22837	Hs.470457	NM_014900	ENSG00000082438	COBLL1	COBLR1	cordon-bleu WH2 repeat protein like 1	protein-coding
1-627	chr15	65337574	65337901	+	0	NA	promoter-TSS (NM_178859)	promoter-TSS (NM_178859)	12	NM_178859	123264	Hs.27018	NM_178859	ENSG00000186198	SLC51B	OSTB|OSTBETA	solute carrier family 51 beta subunit	protein-coding
1-573	chr18	47271581	47271908	+	0	NA	Intergenic	Intergenic	68159	NM_006111	10449	Hs.200136	NM_006111	ENSG00000167315	ACAA2	DSAEC	acetyl-CoA acyltransferase 2	protein-coding
1-1343	chr11	117547292	117547619	+	0	NA	intron (NM_001367905, intron 3 of 6)	intron (NM_001367905, intron 3 of 6)	120476	NM_020693	57453	Hs.659513	NM_020693	ENSG00000177103	DSCAML1	DSCAM2	DS cell adhesion molecule like 1	protein-coding
1-437	chr3	134069713	134070040	+	0	NA	Intergenic	Intergenic	16828	NR_106885	102466744		NR_106885	ENSG00000277723	MIR6827	hsa-mir-6827	microRNA 6827	ncRNA
1-652	chr1	9069855	9070182	+	0	NA	intron (NM_207420, intron 9 of 11)	MER20B|DNA|hAT-Charlie	16386	NM_207420	155184	Hs.531239	NM_207420	ENSG00000197241	SLC2A7	GLUT-7|GLUT7	solute carrier family 2 member 7	protein-coding
1-616	chr9	139926835	139927162	+	0	NA	5' UTR (NM_004479, exon 1 of 2)	5' UTR (NM_004479, exon 1 of 2)	294	NM_004479	2529	Hs.457	NM_004479	ENSG00000180549	FUT7	FucT-VII	fucosyltransferase 7	protein-coding
1-112	chr5	1073993	1074320	+	0	NA	intron (NM_006598, intron 16 of 23)	intron (NM_006598, intron 16 of 23)	-11067	NR_039778	100616479		NR_039778	ENSG00000263834	MIR4635	-	microRNA 4635	ncRNA
1-964	chr9	111034250	111034577	+	0	NA	Intergenic	Intergenic	583853	NM_006686	10880	Hs.534390	NM_006686	ENSG00000148156	ACTL7B	Tact1	actin like 7B	protein-coding
1-1267	chr16	27322886	27323213	+	0	NA	Intergenic	Intergenic	-2246	NM_001257406	3566	Hs.513457	NM_000418	ENSG00000077238	IL4R	CD124|IL-4RA|IL4RA	interleukin 4 receptor	protein-coding
1-1106	chr10	122840008	122840335	+	0	NA	Intergenic	Intergenic	229297	NM_018117	55717	Hs.144447	NM_018117	ENSG00000120008	WDR11	BRWD2|DR11|HH14|SRI1|WDR15	WD repeat domain 11	protein-coding
1-1333	chr9	74704432	74704759	+	0	NA	Intergenic	Intergenic	-24916	NM_001242507	9615	Hs.494163	NM_004293	ENSG00000119125	GDA	CYPIN|GAH|GUANASE|NEDASIN	guanine deaminase	protein-coding
1-152	chr19	1667685	1668012	+	0	NA	Intergenic	Intergenic	-15234	NM_001351778	6929	Hs.371282	NM_003200	ENSG00000071564	TCF3	AGM8|E2A|E47|ITF1|TCF-3|VDIR|bHLHb21|p75	transcription factor 3	protein-coding
1-801	chr16	85253845	85254172	+	0	NA	Intergenic	Intergenic	12606	NR_162142	113219463		NR_162142		MIR12128	-	microRNA 12128	ncRNA
1-797	chr15	93166752	93167079	+	0	NA	intron (NM_207446, intron 2 of 2)	intron (NM_207446, intron 2 of 2)	32090	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
1-62	chr14	100788281	100788608	+	0	NA	Intergenic	Intergenic	-1232	NM_001350877	283600	Hs.108268	NM_207117	ENSG00000140107	SLC25A47	C14orf68|HDMCP|HMFN1655	solute carrier family 25 member 47	protein-coding
1-1071	chr4	6959907	6960234	+	0	NA	intron (NM_001330638, intron 1 of 12)	intron (NM_001330638, intron 1 of 12)	4177	NM_001330638	57533	Hs.518611	NM_020773	ENSG00000132405	TBC1D14	-	TBC1 domain family member 14	protein-coding
1-311	chr10	97277294	97277621	+	0	NA	intron (NM_015385, intron 1 of 24)	intron (NM_015385, intron 1 of 24)	43671	NM_001290295	10580	Hs.38621	NM_006434	ENSG00000095637	SORBS1	CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1	sorbin and SH3 domain containing 1	protein-coding
1-74	chr3	183947774	183948101	+	0	NA	promoter-TSS (NM_138345)	promoter-TSS (NM_138345)	-204	NM_138345	90113	Hs.584997	NM_138345	ENSG00000145198	VWA5B2	-	von Willebrand factor A domain containing 5B2	protein-coding
1-835	chr2	239193407	239193734	+	0	NA	intron (NM_022817, intron 1 of 22)	intron (NM_022817, intron 1 of 22)	3681	NM_022817	8864	Hs.58756	NM_003894	ENSG00000132326	PER2	FASPS|FASPS1	period circadian regulator 2	protein-coding
1-526	chr1	29736957	29737284	+	0	NA	Intergenic	Helitron3Na_Mam|RC|Helitron	-60494	NR_110758	101928460	Hs.434659	NR_110758	ENSG00000230523	LINC01756	-	long intergenic non-protein coding RNA 1756	ncRNA
1-1000	chr14	77413491	77413818	+	0	NA	Intergenic	Intergenic	-12327	NR_133913	105370578	Hs.574184	NR_133913	ENSG00000258602	LINC01629	linc-KIAA1737-2	long intergenic non-protein coding RNA 1629	ncRNA
