PeakID (cmd=annotatePeaks.pl RFX6_peak0825_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-1884	chr5	1633929	1634382	+	0	NA	promoter-TSS (NR_003713)	promoter-TSS (NR_003713)	-35	NR_003713	728613	Hs.720393	NR_003713		LOC728613	-	programmed cell death 6 pseudogene	pseudo
1-4470	chr12	89919601	89920054	+	0	NA	promoter-TSS (NM_001199781)	promoter-TSS (NM_001199781)	-3	NM_172240	282809	Hs.25130	NM_172240	ENSG00000139323	POC1B	CORD20|PIX1|TUWD12|WDR51B	POC1 centriolar protein B	protein-coding
1-4137	chr7	116436511	116436964	+	0	NA	3' UTR (NM_001127500, exon 21 of 21)	3' UTR (NM_001127500, exon 21 of 21)	-65904	NM_006136	830	Hs.446123	NM_006136	ENSG00000198898	CAPZA2	CAPPA2|CAPZ	capping actin protein of muscle Z-line subunit alpha 2	protein-coding
1-4334	chr2	158444048	158444501	+	0	NA	intron (NM_001111032, intron 1 of 7)	intron (NM_001111032, intron 1 of 7)	9798	NM_001111031	130399	Hs.562901	NM_145259	ENSG00000123612	ACVR1C	ACVRLK7|ALK7	activin A receptor type 1C	protein-coding
1-696	chr5	137071429	137071882	+	0	NA	5' UTR (NM_017415, exon 1 of 15)	5' UTR (NM_017415, exon 1 of 15)	123	NM_017415	26249	Hs.655084	NM_017415	ENSG00000146021	KLHL3	PHA2D	kelch like family member 3	protein-coding
1-839	chr22	24407592	24408045	+	0	NA	promoter-TSS (NM_001201429)	promoter-TSS (NM_001201429)	-2	NM_001199281	23523	Hs.517478	NM_012295	ENSG00000099991	CABIN1	CAIN|KB-318B8.7|PPP3IN	calcineurin binding protein 1	protein-coding
1-375	chr1	151682641	151683094	+	0	NA	intron (NM_001291106, intron 2 of 12)	intron (NM_001291106, intron 2 of 12)	6412	NM_001291106	11189	Hs.26047	NM_007185	ENSG00000159409	CELF3	BRUNOL1|CAGH4|ERDA4|ETR-1|TNRC4	CUGBP Elav-like family member 3	protein-coding
1-2083	chr19	12847771	12848224	+	0	NA	promoter-TSS (NM_004317)	promoter-TSS (NM_004317)	-314	NM_004317	439	Hs.465985	NM_004317	ENSG00000198356	GET3	ARSA-I|ARSA1|ASNA-I|ASNA1|TRC40	guided entry of tail-anchored proteins factor 3, ATPase	protein-coding
1-5912	chr5	135877309	135877762	+	0	NA	Intergenic	HERVH-int|LTR|ERV1	-176371	NM_020389	57113	Hs.591263	NM_020389	ENSG00000069018	TRPC7	TRP7	transient receptor potential cation channel subfamily C member 7	protein-coding
1-1311	chr7	91748551	91749004	+	0	NA	intron (NM_001146152, intron 7 of 9)	L1MB7|LINE|L1	15014	NM_000786	1595	Hs.417077	NM_000786	ENSG00000001630	CYP51A1	CP51|CYP51|CYPL1|LDM|P450-14DM|P450L1	cytochrome P450 family 51 subfamily A member 1	protein-coding
1-3475	chr10	97234308	97234761	+	0	NA	intron (NM_015385, intron 2 of 24)	intron (NM_015385, intron 2 of 24)	-33597	NM_001290298	10580	Hs.38621	NM_006434	ENSG00000095637	SORBS1	CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1	sorbin and SH3 domain containing 1	protein-coding
1-2458	chr10	135148759	135149212	+	0	NA	intron (NM_001321617, intron 1 of 5)	CpG	1415	NM_015722	50632	Hs.148680	NM_015722	ENSG00000130643	CALY	DRD1IP|NSG3	calcyon neuron specific vesicular protein	protein-coding
1-3490	chr11	130033642	130034095	+	0	NA	intron (NM_021978, intron 1 of 18)	intron (NM_021978, intron 1 of 18)	4191	NM_021978	6768	Hs.504315	NM_021978	ENSG00000149418	ST14	ARCI11|HAI|MT-SP1|MTSP1|PRSS14|SNC19|TADG15|TMPRSS14	suppression of tumorigenicity 14	protein-coding
1-5402	chr12	25538914	25539367	+	0	NA	Intergenic	CpG	-135277	NM_001369786	3845	Hs.505033	NM_004985	ENSG00000133703	KRAS	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|K-Ras|KI-RAS|KRAS1|KRAS2|NS|NS3|RALD|RASK2|c-Ki-ras2	KRAS proto-oncogene, GTPase	protein-coding
1-5559	chr2	153032013	153032466	+	0	NA	promoter-TSS (NM_005843)	promoter-TSS (NM_005843)	38	NM_005843	10254	Hs.17200	NM_005843	ENSG00000115145	STAM2	Hbp|STAM2A|STAM2B	signal transducing adaptor molecule 2	protein-coding
1-6092	chr16	5085298	5085751	+	0	NA	intron (NR_038913, intron 1 of 1)	MER61F|LTR|ERV1	-1588	NM_016256	51172	Hs.21334	NM_016256	ENSG00000103174	NAGPA	APAA|UCE	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	protein-coding
1-2767	chr1	249168677	249169130	+	0	NA	Intergenic	Intergenic	-15619	NM_001136036	55657	Hs.377705	NM_017865	ENSG00000171163	ZNF692	AREBP|Zfp692	zinc finger protein 692	protein-coding
1-3788	chr2	65955840	65956293	+	0	NA	Intergenic	MLT1J1|LTR|ERVL-MaLR	-296333	NM_181784	200734	Hs.59332	NM_181784	ENSG00000198369	SPRED2	Spred-2	sprouty related EVH1 domain containing 2	protein-coding
1-1709	chr15	78721809	78722262	+	0	NA	Intergenic	L2c|LINE|L2	-7738	NM_001354994	3658	Hs.436031	NM_004136	ENSG00000136381	IREB2	ACO3|IRE-BP 2|IRE-BP2|IRP2|IRP2AD|NDCAMA	iron responsive element binding protein 2	protein-coding
1-2447	chr9	33523549	33524002	+	0	NA	promoter-TSS (NM_001353432)	promoter-TSS (NM_001353432)	-474	NM_001353432	441459	Hs.493710	NM_001013728	ENSG00000230453	ANKRD18B	bA255A11.3|bA255A11.5	ankyrin repeat domain 18B	protein-coding
1-4323	chr1	230865245	230865698	+	0	NA	Intergenic	MER67C|LTR|ERV1	-15603	NM_000029	183	Hs.19383	NM_000029	ENSG00000135744	AGT	ANHU|SERPINA8|hFLT1	angiotensinogen	protein-coding
1-2837	chr12	110215254	110215707	+	0	NA	Intergenic	Intergenic	-4188	NR_026662	84983	Hs.675961	NM_032897	ENSG00000255650	FAM222A-AS1	-	FAM222A antisense RNA 1	ncRNA
1-4831	chr19	15223995	15224448	+	0	NA	intron (NM_033025, intron 7 of 7)	intron (NM_033025, intron 7 of 7)	6009	NM_033025	85360	Hs.528701	NM_033025	ENSG00000105137	SYDE1	7h3|SYD1	synapse defective Rho GTPase homolog 1	protein-coding
1-3151	chr15	58624330	58624783	+	0	NA	Intergenic	Intergenic	-99634	NM_000236	3990	Hs.654472	NM_000236	ENSG00000166035	LIPC	HDLCQ12|HL|HTGL|LIPH	lipase C, hepatic type	protein-coding
1-2135	chr5	58123310	58123763	+	0	NA	intron (NM_138453, intron 4 of 4)	intron (NM_138453, intron 4 of 4)	172189	NM_001197223	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
1-901	chr7	73269705	73270158	+	0	NA	Intergenic	Intergenic	-5558	NM_182504	135886	Hs.647026	NM_182504	ENSG00000175877	TMEM270	WBSCR28	transmembrane protein 270	protein-coding
1-1665	chr19	46974621	46975074	+	0	NA	promoter-TSS (NM_001103149)	promoter-TSS (NM_001103149)	-27	NM_001103149	55228	Hs.8395	NM_018215	ENSG00000182013	PNMA8A	PNMAL1	PNMA family member 8A	protein-coding
1-4281	chr20	3639292	3639745	+	0	NA	TTS (NM_145762)	TTS (NM_145762)	4528	NM_022139	64096	Hs.302025	NM_022139	ENSG00000125861	GFRA4	-	GDNF family receptor alpha 4	protein-coding
1-3131	chr11	57667768	57668221	+	0	NA	Intergenic	Intergenic	-123359	NM_001005212	219956	Hs.689841	NM_001005212	ENSG00000186509	OR9Q1	-	olfactory receptor family 9 subfamily Q member 1	protein-coding
1-3657	chr9	127364472	127364925	+	0	NA	intron (NM_033334, intron 2 of 9)	intron (NM_033334, intron 2 of 9)	-56017	NR_038975	100379345	Hs.660412	NR_038975	ENSG00000224020	MIR181A2HG	-	MIR181A2 host gene	ncRNA
1-2792	chr5	133135191	133135644	+	0	NA	Intergenic	Intergenic	-113951	NR_131252	105664404	Hs.582536	NR_131252	ENSG00000249073	WSPAR	LncTCF7|TCONS_00009511	WNT signaling pathway activating non-coding RNA	ncRNA
1-55	chr9	97488744	97489197	+	0	NA	promoter-TSS (NM_032823)	promoter-TSS (NM_032823)	-11	NM_001193331	84909	Hs.434253	NM_032823	ENSG00000148120	AOPEP	AP-O|APO|C90RF3|C9orf3|ONPEP	aminopeptidase O (putative)	protein-coding
1-5464	chr17	37823857	37824310	+	0	NA	promoter-TSS (NR_073461)	promoter-TSS (NR_073461)	-189	NR_073461	5409	Hs.1892	NM_002686	ENSG00000141744	PNMT	PENT|PNMTase	phenylethanolamine N-methyltransferase	protein-coding
1-5512	chr22	24566062	24566515	+	0	NA	intron (NM_012295, intron 33 of 36)	intron (NM_012295, intron 33 of 36)	-11167	NM_019601	56241	Hs.131819	NM_019601	ENSG00000099994	SUSD2	BK65A6.2|W5C5	sushi domain containing 2	protein-coding
1-3602	chr3	190204232	190204685	+	0	NA	Intergenic	Intergenic	-27416	NM_001167930	3556	Hs.478673	NM_002182	ENSG00000196083	IL1RAP	C3orf13|IL-1RAcP|IL1R3	interleukin 1 receptor accessory protein	protein-coding
1-3402	chr2	220215543	220215996	+	0	NA	Intergenic	Intergenic	-17870	NM_001007089	389075	Hs.290551	NM_001007089	ENSG00000182698	RESP18	-	regulated endocrine specific protein 18	protein-coding
1-2264	chr16	56303866	56304319	+	0	NA	intron (NM_138736, intron 2 of 7)	intron (NM_138736, intron 2 of 7)	24660	NR_037499	100500891		NR_037499	ENSG00000265281	MIR3935	-	microRNA 3935	ncRNA
1-2506	chr20	42375361	42375814	+	0	NA	Intergenic	Intergenic	-19945	NM_001008901	149699	Hs.447626	NM_176791	ENSG00000124196	GTSF1L	C20orf65|FAM112A|dJ1028D15.4	gametocyte specific factor 1 like	protein-coding
1-4784	chr15	83406729	83407182	+	0	NA	intron (NR_036446, intron 2 of 2)	intron (NR_036446, intron 2 of 2)	1577	NR_036446	283693	Hs.560399	NR_036446		ACTG1P17	-	actin gamma 1 pseudogene 17	pseudo
1-348	chr3	75484068	75484521	+	0	NA	promoter-TSS (NR_024241)	promoter-TSS (NR_024241)	-28	NR_024241	692099	Hs.591652	NR_024241	ENSG00000244026	FAM86DP	FAM86D	family with sequence similarity 86 member D, pseudogene	pseudo
1-1216	chr3	184080029	184080482	+	0	NA	promoter-TSS (NM_001171088)	promoter-TSS (NM_001171088)	-516	NM_001278714	5437	Hs.432574	NM_006232	ENSG00000163882	POLR2H	RPABC3|RPB17|RPB8	RNA polymerase II subunit H	protein-coding
1-4258	chr17	73007174	73007627	+	0	NA	Intergenic	Intergenic	-1365	NM_001303265	3396	Hs.407955	NM_001545	ENSG00000167862	MRPL58	DS-1|DS1|ICT1|MRP-L58	mitochondrial ribosomal protein L58	protein-coding
1-1285	chr19	4375204	4375657	+	0	NA	intron (NM_003025, intron 1 of 9)	intron (NM_003025, intron 1 of 9)	25114	NM_003025	6455	Hs.97616	NM_003025	ENSG00000141985	SH3GL1	CNSA1|EEN|SH3D2B|SH3P8	SH3 domain containing GRB2 like 1, endophilin A2	protein-coding
1-3258	chr6	41680745	41681198	+	0	NA	intron (NM_001167827, intron 1 of 8)	intron (NM_001167827, intron 1 of 8)	20377	NR_162107	113218489		NR_162107		MIR10398	-	microRNA 10398	ncRNA
1-2471	chr12	100593588	100594041	+	0	NA	promoter-TSS (NM_022496)	promoter-TSS (NM_022496)	-51	NM_022496	64431	Hs.115088	NM_022496	ENSG00000075089	ACTR6	ARP6|CDA12|HSPC281|MSTP136|hARP6|hARPX	actin related protein 6	protein-coding
1-2192	chr19	50000420	50000873	+	0	NA	promoter-TSS (NR_001285)	promoter-TSS (NR_001285)	-330	NR_001285	84546		NR_001285	ENSG00000200530	SNORD35B	RNU35B|U35B	small nucleolar RNA, C/D box 35B	snoRNA
1-4809	chr17	53988290	53988743	+	0	NA	Intergenic	Intergenic	160050	NM_001102402	58488	Hs.285218	NM_021213	ENSG00000141179	PCTP	PC-TP|STARD2	phosphatidylcholine transfer protein	protein-coding
1-871	chr8	140887915	140888368	+	0	NA	intron (NM_001160372, intron 21 of 22)	intron (NM_001160372, intron 21 of 22)	-172775	NR_104210	51305	Hs.493037	NM_001282534	ENSG00000169427	KCNK9	K2p9.1|KT3.2|TASK-3|TASK3	potassium two pore domain channel subfamily K member 9	protein-coding
1-591	chr7	149359687	149360140	+	0	NA	Intergenic	L1PBa|LINE|L1	-38032	NR_027789	79970	Hs.520785	NM_024910	ENSG00000133624	ZNF767P	ZNF767	zinc finger family member 767, pseudogene	pseudo
1-4187	chr11	64917821	64918274	+	0	NA	Intergenic	MIR|SINE|MIR	-16057	NM_032431	84447	Hs.75859	NM_032431	ENSG00000162298	SYVN1	DER3|HRD1	synoviolin 1	protein-coding
1-2229	chr7	130607537	130607990	+	0	NA	Intergenic	Intergenic	9540	NR_109780	100506860	Hs.635013	NR_109780		LINC00513	-	long intergenic non-protein coding RNA 513	ncRNA
1-3660	chr9	139131599	139132052	+	0	NA	intron (NM_181701, intron 1 of 11)	intron (NM_181701, intron 1 of 11)	5862	NM_181701	169714	Hs.144073	NM_181701	ENSG00000165661	QSOX2	QSCN6L1|SOXN	quiescin sulfhydryl oxidase 2	protein-coding
1-5508	chr21	46738569	46739022	+	0	NA	Intergenic	Intergenic	23110	NR_103811	388830	Hs.592162	NR_103811	ENSG00000237664	LINC00316	C21orf111|NCRNA00316|PRED59	long intergenic non-protein coding RNA 316	ncRNA
1-3210	chr1	200979385	200979838	+	0	NA	intron (NM_017596, intron 1 of 33)	intron (NM_017596, intron 1 of 33)	13231	NM_001252103	23046	Hs.169182	NM_017596	ENSG00000116852	KIF21B	-	kinesin family member 21B	protein-coding
1-4036	chr1	201705873	201706326	+	0	NA	intron (NM_020443, intron 3 of 29)	intron (NM_020443, intron 3 of 29)	-2929	NM_001167738	89796	Hs.585374	NM_020443	ENSG00000134369	NAV1	POMFIL3|STEERIN1|UNC53H1	neuron navigator 1	protein-coding
1-301	chr8	129806560	129807013	+	0	NA	Intergenic	Intergenic	171461	NR_145483	106144608		NR_145483	ENSG00000229140	LINC00976	-	long intergenic non-protein coding RNA 976	ncRNA
1-4970	chr6	18387611	18388064	+	0	NA	5' UTR (NM_182757, exon 1 of 8)	5' UTR (NM_182757, exon 1 of 8)	256	NM_182757	255488	Hs.148741	NM_182757	ENSG00000137393	RNF144B	IBRDC2|PIR2|bA528A10.3|p53RFP	ring finger protein 144B	protein-coding
1-4179	chr11	11636632	11637085	+	0	NA	intron (NM_001363464, intron 1 of 9)	intron (NM_001363464, intron 1 of 9)	6694	NM_001363464	374378	Hs.655152	NM_198516	ENSG00000110328	GALNT18	GALNACT18|GALNT15|GALNTL4|GalNAc-T15|GalNAc-T18	polypeptide N-acetylgalactosaminyltransferase 18	protein-coding
1-2272	chr19	572126	572579	+	0	NA	promoter-TSS (NM_001322243)	promoter-TSS (NM_001322243)	-244	NM_198589	682	Hs.501293	NM_001728	ENSG00000172270	BSG	5F7|CD147|EMMPRIN|EMPRIN|OK|SLC7A11|TCSF	basigin (Ok blood group)	protein-coding
1-4080	chr3	131112731	131113184	+	0	NA	Intergenic	Intergenic	12339	NR_033268	131870	Hs.282050	NM_152395	ENSG00000198585	NUDT16	-	nudix hydrolase 16	protein-coding
1-1935	chr20	47002986	47003439	+	0	NA	Intergenic	Intergenic	14558	NR_026958	284749	Hs.299080	NR_026958	ENSG00000235621	LINC00494	-	long intergenic non-protein coding RNA 494	ncRNA
1-4167	chr10	43475098	43475551	+	0	NA	intron (NR_126352, intron 2 of 2)	intron (NR_126352, intron 2 of 2)	1631	NR_126352	104266963	Hs.559152	NR_126352	ENSG00000229630	LINC01264	-	long intergenic non-protein coding RNA 1264	ncRNA
1-5570	chr3	27708235	27708688	+	0	NA	Intergenic	Intergenic	55353	NM_001278182	8320	Hs.591663	NM_005442	ENSG00000163508	EOMES	TBR2	eomesodermin	protein-coding
1-2431	chr6	21241470	21241923	+	0	NA	Intergenic	LTR90A|LTR|LTR	270427	NR_103790	100874531	Hs.112750	NR_103790	ENSG00000280989	LINC00581	linc-MBOAT1-4	long intergenic non-protein coding RNA 581	ncRNA
1-1648	chr12	2999717	3000170	+	0	NA	promoter-TSS (NM_001160408)	promoter-TSS (NM_001160408)	-114	NM_001160408	7289	Hs.655333	NM_003324	ENSG00000078246	TULP3	TUBL3	TUB like protein 3	protein-coding
1-4181	chr11	12798985	12799438	+	0	NA	intron (NM_021961, intron 3 of 12)	intron (NM_021961, intron 3 of 12)	103243	NM_021961	7003	Hs.655331	NM_021961	ENSG00000187079	TEAD1	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	TEA domain transcription factor 1	protein-coding
1-1570	chr6	13368360	13368813	+	0	NA	intron (NM_018988, intron 1 of 1)	intron (NM_018988, intron 1 of 1)	-39771	NM_001318809	107080638	Hs.484678	NM_001318809	ENSG00000145979	TBC1D7-LOC100130357	-	TBC1D7-LOC100130357 readthrough	protein-coding
1-774	chr6	6759318	6759771	+	0	NA	Intergenic	Intergenic	-136485	NR_026970	285780	Hs.655737	NM_173675	ENSG00000216863	LY86-AS1	LY86-AS|LY86AS	LY86 antisense RNA 1	ncRNA
1-2743	chr20	44970311	44970764	+	0	NA	Intergenic	Intergenic	22527	NM_173073	51006	Hs.593344	NM_015945	ENSG00000080189	SLC35C2	BA394O2.1|C20orf5|CGI-15|OVCOV1	solute carrier family 35 member C2	protein-coding
1-5012	chr9	80366408	80366861	+	0	NA	intron (NM_002072, intron 5 of 6)	intron (NM_002072, intron 5 of 6)	-103396	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
1-2266	chr17	5404261	5404714	+	0	NA	promoter-TSS (NM_001162371)	promoter-TSS (NM_001162371)	-161	NM_001162371	728392	Hs.104305	NM_001162371	ENSG00000286190	LOC728392	-	uncharacterized LOC728392	protein-coding
1-3375	chr1	33642053	33642506	+	0	NA	promoter-TSS (NM_001330483)	promoter-TSS (NM_001330483)	-128	NM_001330483	55223	Hs.656006	NM_018207	ENSG00000116525	TRIM62	DEAR1	tripartite motif containing 62	protein-coding
1-3893	chr10	22292504	22292957	+	0	NA	promoter-TSS (NM_022365)	promoter-TSS (NM_022365)	-71	NM_022365	64215	Hs.499000	NM_022365	ENSG00000136770	DNAJC1	DNAJL1|ERdj1|HTJ1|MTJ1	DnaJ heat shock protein family (Hsp40) member C1	protein-coding
1-6086	chr15	64150952	64151405	+	0	NA	Intergenic	Intergenic	12040	NR_029944	494334		NR_029944	ENSG00000199156	MIR422A	MIRN422A	microRNA 422a	ncRNA
1-695	chr1	156716728	156717181	+	0	NA	intron (NM_001319186, intron 1 of 5)	intron (NM_001319186, intron 1 of 5)	4131	NM_001319188	3068	Hs.743948	NM_004494	ENSG00000143321	HDGF	HMG1L2	heparin binding growth factor	protein-coding
1-924	chr2	53163133	53163586	+	0	NA	Intergenic	Intergenic	-233606	NR_039630	100616431		NR_039630	ENSG00000264975	MIR4431	-	microRNA 4431	ncRNA
1-1139	chr2	121200578	121201031	+	0	NA	Intergenic	Intergenic	23121	NR_027181	84931	Hs.334519	NM_032845	ENSG00000280409	LINC01101	-	long intergenic non-protein coding RNA 1101	ncRNA
1-14	chr16	759531	759984	+	0	NA	Intergenic	Intergenic	-3956	NM_153350	146330	Hs.513244	NM_153350	ENSG00000127585	FBXL16	C16orf22|Fbl16|c380A1.1	F-box and leucine rich repeat protein 16	protein-coding
1-1681	chr1	150848951	150849404	+	0	NA	promoter-TSS (NM_178427)	promoter-TSS (NM_178427)	-102	NM_001286035	405	Hs.632446	NM_001668	ENSG00000143437	ARNT	HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	aryl hydrocarbon receptor nuclear translocator	protein-coding
1-2950	chr7	137982231	137982684	+	0	NA	Intergenic	Intergenic	-162547	NM_003852	8805	Hs.490287	NM_003852	ENSG00000122779	TRIM24	PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1	tripartite motif containing 24	protein-coding
1-6087	chr15	80887900	80888353	+	0	NA	3' UTR (NM_014862, exon 19 of 19)	3' UTR (NM_014862, exon 19 of 19)	14682	NR_049837	100847042		NR_049837	ENSG00000284059	MIR5572	-	microRNA 5572	ncRNA
1-3218	chr2	109767903	109768356	+	0	NA	intron (NM_001099289, intron 1 of 9)	MER33|DNA|hAT-Charlie	-10085	NR_036223	100422863		NR_036223	ENSG00000264934	MIR4265	-	microRNA 4265	ncRNA
1-4986	chr7	55842386	55842839	+	0	NA	Intergenic	Intergenic	-70352	NR_003949	360132	Hs.446691	NM_182827	ENSG00000176826	FKBP9P1	FKBP9L	FKBP prolyl isomerase 9 pseudogene 1	pseudo
1-3130	chr11	57567930	57568383	+	0	NA	intron (NM_001085461, intron 6 of 18)	intron (NM_001085461, intron 6 of 18)	38882	NM_001206886	1500	Hs.166011	NM_001331	ENSG00000198561	CTNND1	BCDS2|CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin delta 1	protein-coding
1-5095	chr14	96734884	96735337	+	0	NA	Intergenic	Intergenic	12563	NM_000710	623	Hs.525572	NM_000710	ENSG00000100739	BDKRB1	B1BKR|B1R|BDKRB2|BKB1R|BKR1|BRADYB1	bradykinin receptor B1	protein-coding
1-1555	chr3	13493161	13493614	+	0	NA	Intergenic	MER66A|LTR|ERV1	28166	NR_046690	100874101	Hs.535701	NR_046690	ENSG00000244502	HDAC11-AS1	-	HDAC11 antisense RNA 1	ncRNA
1-5599	chr5	1450779	1451232	+	0	NA	Intergenic	AluSx1|SINE|Alu	-5450	NM_001044	6531	Hs.406	NM_001044	ENSG00000142319	SLC6A3	DAT|DAT1|PKDYS|PKDYS1	solute carrier family 6 member 3	protein-coding
1-5600	chr5	14017168	14017621	+	0	NA	Intergenic	Intergenic	-72805	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
1-4624	chr2	205039637	205040090	+	0	NA	Intergenic	Intergenic	238392	NM_012092	29851	Hs.56247	NM_012092	ENSG00000163600	ICOS	AILIM|CD278|CVID1	inducible T cell costimulator	protein-coding
1-5850	chr2	159363810	159364263	+	0	NA	intron (NM_001304969, intron 1 of 21)	intron (NM_001304969, intron 1 of 21)	50572	NM_001304969	8502	Hs.407580	NM_003628	ENSG00000144283	PKP4	p0071	plakophilin 4	protein-coding
1-122	chr16	1660458	1660911	+	0	NA	TTS (NR_135176)	TTS (NR_135176)	1389	NM_014714	9742	Hs.389438	NM_014714	ENSG00000187535	IFT140	MZSDS|RP80|SRTD9|WDTC2|c305C8.4|c380F5.1|gs114	intraflagellar transport 140	protein-coding
1-860	chr1	214319853	214320306	+	0	NA	Intergenic	Intergenic	-134423	NM_020197	56950	Hs.66170	NM_020197	ENSG00000143499	SMYD2	HSKM-B|KMT3C|ZMYND14	SET and MYND domain containing 2	protein-coding
1-2689	chr9	35604933	35605386	+	0	NA	promoter-TSS (NM_006285)	promoter-TSS (NM_006285)	-100	NM_006285	7016	Hs.708096	NM_006285	ENSG00000107140	TESK1	-	testis associated actin remodelling kinase 1	protein-coding
1-3847	chr7	5002674	5003127	+	0	NA	Intergenic	Intergenic	-4082	NM_198403	221938	Hs.558694	NM_198403	ENSG00000136297	MMD2	PAQR10	monocyte to macrophage differentiation associated 2	protein-coding
1-999	chr7	380011	380464	+	0	NA	Intergenic	LTR16E1|LTR|ERVL	-39154	NR_033960	442497	Hs.704269	NR_033960	ENSG00000249574	LOC442497	-	uncharacterized LOC442497	ncRNA
1-842	chr4	155648721	155649174	+	0	NA	Intergenic	MER90a|LTR|ERV1	-13046	NM_001301645	9227	Hs.658427	NM_004744	ENSG00000121207	LRAT	LCA14	lecithin retinol acyltransferase	protein-coding
1-1167	chr17	62075482	62075935	+	0	NA	promoter-TSS (NM_001191031)	promoter-TSS (NM_001191031)	-3	NM_001191029	92340	Hs.708161	NM_001164257	ENSG00000224383	PRR29	C17orf72	proline rich 29	protein-coding
1-271	chr2	98964633	98965086	+	0	NA	intron (NM_001079878, intron 1 of 6)	intron (NM_001079878, intron 1 of 6)	1940	NM_001079878	1261	Hs.234785	NM_001298	ENSG00000144191	CNGA3	ACHM2|CCNC1|CCNCa|CCNCalpha|CNCG3|CNG3	cyclic nucleotide gated channel alpha 3	protein-coding
1-2526	chr2	10146720	10147173	+	0	NA	Intergenic	Intergenic	36582	NR_135558	101929882	Hs.405158	NR_135558		LOC101929882	-	uncharacterized LOC101929882	ncRNA
1-1970	chr8	58767792	58768245	+	0	NA	Intergenic	Intergenic	109310	NR_134276	286178	Hs.255156	NR_134276	ENSG00000254139	LOC286178	-	uncharacterized LOC286178	ncRNA
1-1512	chr6	11803348	11803801	+	0	NA	Intergenic	Intergenic	-24294	NM_032744	84830	Hs.126409	NM_032744	ENSG00000111863	ADTRP	AIG1L|C6orf105|dJ413H6.1	androgen dependent TFPI regulating protein	protein-coding
1-1030	chr9	35733132	35733585	+	0	NA	TTS (NR_106912)	TTS (NR_106912)	439	NR_106912	102466201		NR_106912	ENSG00000273945	MIR6853	hsa-mir-6853	microRNA 6853	ncRNA
1-4967	chr6	1216542	1216995	+	0	NA	Intergenic	Intergenic	-95565	NM_033260	94234	Hs.591352	NM_033260	ENSG00000164379	FOXQ1	HFH1	forkhead box Q1	protein-coding
1-4782	chr15	75291972	75292425	+	0	NA	intron (NM_001178111, intron 2 of 7)	intron (NM_001178111, intron 2 of 7)	4294	NM_001178111	192683	Hs.374180	NM_138967	ENSG00000198794	SCAMP5	-	secretory carrier membrane protein 5	protein-coding
1-4587	chr1	47644632	47645085	+	0	NA	promoter-TSS (NR_047498)	promoter-TSS (NR_047498)	-64	NR_047498	100874253	Hs.435758	NR_047498	ENSG00000224805	LINC00853	PDZK1IP1-AS1|ncRNA-a4	long intergenic non-protein coding RNA 853	ncRNA
1-1655	chr15	77871291	77871744	+	0	NA	Intergenic	Intergenic	53580	NR_135692	101929457	Hs.637111	NR_135692	ENSG00000259362	LOC101929457	-	uncharacterized LOC101929457	ncRNA
