	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
REACTOME_CARDIAC_CONDUCTION			CACNA1C CACNA2D1 CACNA2D2 FGF14 FXYD1 FXYD6 KCNE4 SCN2A	CACNB4 CAMK2B FXYD1 KCNJ11 KCNJ2 KCNK17 SCN3A	CACNA2D2 CACNB4 CAMK2B KCNH2 KCNJ11 SCN1B									ATP1A3 CACNA2D2 CACNB2 ITPR1		CACNA2D1 CACNA2D2 CACNG7 CAMK2B FXYD1 KCNH2 KCNJ2 KCNK16 KCNK17 SCN1B SCN3A SCN3B SLC8A1	ATP1A3 CACNA2D1 CACNG7 FGF14 ITPR1 KCNE4 KCNH2 KCNIP3 KCNK16	CACNA2D2 CACNB4 CACNG7 FXYD6 KCNJ2 SCN1B SCN2A			ATP1A3 CACNA1C CACNB4 CACNG6 FXYD1 ITPR1 KCNE4 KCNK3 SCN3B										CACNB4 FGF14 FXYD6 ITPR1 KCNK3 SCN3A		CACNA1C CACNA2D2 CACNG6 FGF14 KCNJ2 KCNK17 SCN2A	CACNA2D1 CACNG6 CAMK2B FXYD6 KCNK3	CACNA2D1 CACNA2D2 CACNG4 FXYD1 ITPR1 KCNE4 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 FXYD1 FXYD6 KCNE4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1		CAMK2B KCNE4 KCNH2 KCNIP3 KCNJ11 KCNK17 KCNK3	CACNA2D1 CACNB4 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CACNG6 CAMK2B FGF14 KCNE4 KCNH2 KCNIP3 KCNK3 SCN2A SCN3A SCN3B SLC8A1		CACNA2D2 CAMK2B FXYD6 KCNH2 KCNK17 KCNK3 SCN1B	CACNB2 CACNG7 SCN3A	ATP1A3 CACNA2D1 CACNA2D2 CAMK2B FXYD6 ITPR1 KCNJ2 KCNK3 SCN3B	CACNA1C CACNA2D1 CACNA2D2 CACNB2 ITPR1 KCNE4 SCN2A SLC8A1	CACNA2D1 CACNB4 CACNG6 FGF14 KCNJ11	ATP1A3 CACNA2D1 CACNA2D2 CACNG6 FGF14 FXYD6 KCNIP3 KCNJ11 KCNJ2 SCN3B	ATP1A3 FXYD6 KCNJ2 KCNK3 SLC8A1		CACNA2D1 CACNB4 FGF14 KCNK17	CACNA2D1 CACNA2D2 CACNB4 KCNK16 KCNK17		ATP1A3 CACNB2 CACNB4 CACNG4 CACNG6 CAMK2B FGF14 FXYD6 KCNH2 KCNJ11 KCNK16 SLC8A1		CACNB2 CACNG7 SCN3A	ATP1A3 CACNA2D2 CACNB4 CACNG6 CACNG7 FXYD6 ITPR1 KCNE4 SLC8A1	ATP1A3 CACNA1C CACNA2D2 CACNB4 CACNG7 CAMK2B FXYD6 ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK3 SCN1B	CACNA2D1 CACNA2D2 FXYD6 ITPR1 KCNE4 KCNH2 KCNK3 SCN2A SLC8A1	CACNA1C CACNA2D2 CACNB4 CACNG6 FGF14 FXYD1 KCNE4 KCNIP3 KCNJ2 KCNK17 SCN2A SCN3A SLC8A1		ATP1A3 CACNA2D1	ABCC9 ATP1A3 CACNA2D1 CACNA2D2 CACNG4 FXYD6 ITPR1 KCNIP3 KCNJ2 SCN3B	ATP1A3 CAMK2B KCNE4			ABCC9 CACNB2 ITPR1	ABCC9 ATP1A3 CACNA1C CACNB2 SCN2A	ABCC9 CACNB2	ABCC9 CACNA2D2 CACNB4 KCNJ11 KCNJ2 KCNK3 SCN1B		ABCC9 CACNG6 FXYD1 KCNIP3 KCNJ2		
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS																																																																FZD4 SYT2		APOB SYT2							
REACTOME_CA_DEPENDENT_EVENTS				ADCY5 CAMK2B	ADCY1 CAMK2B												ADCY1 ADCY2 ADCY5				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5						ADCY1 ADCY2 ADCY5			ADCY2 CAMK2B						ADCY1 ADCY2 ADCY5 CAMK2B PRKCG	ADCY2 ADCY5						ADCY1 ADCY2						ADCY5 CAMK2B PRKCG					ADCY1 ADCY5 PRKCG									ADCY5 PRKCG		
REACTOME_CD28_CO_STIMULATION																													AKT3 GRAP2				AKT3 GRAP2 PAK3			AKT3 GRAP2 PAK3																																					
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS																																		CAMK2B HSPA12A HSPA2 HSPA6																																							
REACTOME_CELL_CELL_COMMUNICATION			ACTN3 DST PARD6A SDK2 SFTPA2 SIRPA	CADM2 CADM3 CDH5 SFTPA2	ACTN3 CADM3 CDH5 PARD6A SDK2 SFTPA2													DST KIRREL3 SDK1 SDK2 SIRPA		CDH5 DST SDK1 SFTPA2									DST SDK1 SIRPA		CADM2 DST SIRPA		ACTN3 CADM2 CLDN6 KIRREL3 SDK2 SIRPA		CADM2 CDH5 DST KIRREL3 LIMS2 PARD6A SDK1 SFTPA2	CADM2 CADM3 CDH5 CLDN6 DST KIRREL3 LIMS2 PARD6A SIRPA								CADM2 CDH5 CLDN6 LIMS2 PARD6A SDK1 SDK2 SFTPA2	CADM2 CDH5 DST KIRREL3 SDK1					CADM2 DST SIRPA						CDH5 DST KIRREL3 SDK1 SDK2 SIRPA	CADM2 DST KIRREL3 SDK1 SDK2 SIRPA	CADM2 CDH5 CLDN6 SDK2 SFTPA2				ACTN3 CLDN6 LIMS2 PARD6A SDK1 SFTPA2 SIRPA	CADM2 CADM3 LIMS2 SDK1	PARD6A SDK2		CDH5 DST							
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION		CLDN6 SDK1		CADM2 CADM3 CDH5	CADM3 CDH5 PARD6A SDK2										CADM2 CADM3													CADM2 SDK2							CADM2 CDH5 PARD6A SDK1	CADM2 CADM3 CDH5 CLDN6 PARD6A			CDH5 SDK2					CADM2 CDH5 CLDN6 PARD6A SDK1 SDK2	CADM2 CDH5 SDK1													CADM2 CDH5 CLDN6 SDK2					CADM2 CADM3 SDK1	PARD6A SDK2									
REACTOME_CELL_JUNCTION_ORGANIZATION				CADM2 CADM3 CDH5	CADM3 CDH5 PARD6A SDK2										CADM2 CADM3					CDH5 DST SDK1								CADM2 SDK2							CADM2 CDH5 DST LIMS2 PARD6A SDK1	CADM2 CADM3 CDH5 CLDN6 DST LIMS2 PARD6A								CADM2 CDH5 CLDN6 LIMS2 PARD6A SDK1 SDK2	CADM2 CDH5 DST SDK1											CDH5 DST SDK1 SDK2		CADM2 CDH5 CLDN6 SDK2					CADM2 CADM3 LIMS2 SDK1	PARD6A SDK2		CDH5 DST							
REACTOME_CGMP_EFFECTS														ITPR1 KCNMB3		KCNMA1 KCNMB2 KCNMB3 PDE2A			KCNMB2 KCNMB3		ITPR1 KCNMA1 KCNMB2 PDE2A									KCNMA1 KCNMB3	ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 KCNMB3	ITPR1 KCNMB2 KCNMB3 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2					ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A		KCNMB2 KCNMB3						ITPR1 KCNMA1 KCNMB2 PDE2A	ITPR1 KCNMB2					ITPR1 KCNMB2											
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES								CCL19 CXCL12																																																																	
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS			BGN VCAN																														CHST9 VCAN																						BGN CHST9	CHST9 VCAN																	
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM														CHST9 GPC2																									GPC2 GPC6			BGN GPC2		B3GAT1 BGN GPC6											BGN CHST9	CHST9 GPC6 VCAN										CHST9 GPC2							
REACTOME_CHYLOMICRON_ASSEMBLY																APOA1 APOC3							APOA1 APOA4 APOC3																	APOA4 APOB						APOA1 APOC3		APOA1 APOC3										APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3				APOA4 APOB	APOA4 APOB						
REACTOME_CHYLOMICRON_CLEARANCE																																								APOB LIPC											APOB LIPC																						
REACTOME_CHYLOMICRON_REMODELING																APOA1 APOC3							APOA1 APOA4 APOC3																	APOA4 APOB						APOA1 APOC3		APOA1 APOC3										APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3				APOA4 APOB	APOA4 APOB						
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_								CCL19 CXCL12 CYSLTR2 FFAR1 FFAR3 NTS TAC1	CYSLTR2 SUCNR1 TACR3				SUCNR1 TACR3		ADORA2A AGT GHRL NTS SSTR5	APLN AVPR1B CCL19 CHRM4 CNR1 FFAR2 GAL GHRL MLN SST SSTR2 SSTR5 SUCNR1 TACR3	BRS3 ECE2 FFAR2 GAL GHRL HRH3 PTGDR2 SSTR1 SSTR5 UTS2B				ADORA2A AGT FFAR1 FFAR2 FFAR3 GHRL NTS SSTR1 TAC1 TAC3 TACR3		ADORA2A AGT BRS3 MLN					CXCL12 CYSLTR2 FFAR1 NTS TAC1				CXCL12 NTS TAC1	AGT APLN CHRM4 FFAR1 FFAR2 FFAR3 GAL GPBAR1 MLN NPW NTS PTGDR2 PYY SSTR1 TAC1		APLN AVPR1B CCL19 CHRM4 CNR1 DRD2 FFAR2 GAL GPBAR1 NPW PTGDR2 PYY SSTR1 TAC3 UTS2B	ADORA2A AGT APLN AVPR1B BRS3 CCL19 CHRM4 CNR1 CYSLTR2 FFAR3 GAL GPBAR1 NPY NTS PTGDR2 PYY SST SSTR5	FFAR3 NPY SUCNR1 TACR3					FFAR2 GAL GPBAR1 NPW PTGDR2 TACR3			AGT APLN CYSLTR2 FFAR2 GPBAR1 SUCNR1 UTS2B		APLN AVPR1B BRS3 CXCL12 ECE2 GPBAR1 MLN NPY PTGDR2 PYY SSTR3 SSTR5								CCL19 CYSLTR2 FFAR1 FFAR3 NTS SST SUCNR1 TAC1 TACR3	APLN CYSLTR2 ECE2 FFAR1 FFAR3 GPBAR1 NPW NTS PTGDR2 PYY SUCNR1 TAC1	ADORA2A APLN BRS3 CNR1 ECE2 GPBAR1 NPW PTGDR2 SSTR1 TAC3 UTS2B		ADORA2A AGT BRS3 CCL19 CNR1 FFAR2 GAL HRH3 MLN PTGDR2 SSTR5														
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_			GNG2 GNG4 SCT WNT9A		CRH SCT WNT9A				CYSLTR2 PTHLH					CRH FZD4 WNT9A		FZD4 GIP GNG2 GNG4 PTHLH SCT UCN3 WNT9A	GNG2 GNG4 PTHLH SCT	CRH FZD4 SCT WNT9A										CYSLTR2 PTHLH							CRH FZD4 GIP GNG2 GNG4 PTHLH	CRH CYSLTR2 FZD4 GNG2 GNG4 SCT			CRH FZD4 WNT9A					CRH FZD4 GIP GNG4 SCT			CRH FZD4 GIP GNG2 SCT												CRH GNG2 GNG4 PTHLH SCT UCN3			CRH FZD4 GIP GNG4 PTCH1 WNT9A		FZD4 WNT9A							CRH FZD4 GNG4 PTCH1 UCN3 WNT9A		
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS																																																																		APOB SYT2							
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES																					ADAMTS2 COL12A1 COL16A1 COL1A2 COL22A1							COL14A1 COL16A1			COL12A1 COL14A1 COL16A1																			COL14A1 COL1A2									COL14A1 COL16A1 COL1A2 COL21A1			COL12A1 COL14A1 COL16A1 COL21A1 COL22A1	COL16A1 COL22A1				COL1A2 COL21A1				COL12A1 COL21A1 COL22A1		
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION				COL12A1 COL22A1	COL12A1 COL21A1														COL12A1 COL21A1	COL12A1 COL21A1	COL12A1 COL16A1 COL1A2 COL22A1							COL14A1 COL16A1			COL12A1 COL14A1 COL16A1		COL12A1 COL14A1 COL1A2	COL16A1 COL21A1 COL22A1	COL14A1 COL16A1 COL1A2					COL14A1 COL21A1 COL22A1		COL12A1 COL16A1				COL1A2 COL22A1				COL14A1 COL1A2	COL21A1 COL22A1								COL14A1 COL16A1 COL1A2 COL21A1			COL12A1 COL14A1 COL16A1 COL21A1 COL22A1	COL16A1 COL22A1				COL1A2 COL21A1				COL12A1 COL21A1 COL22A1		
REACTOME_COLLAGEN_DEGRADATION			COL16A1 COL1A2 MMP11 MMP2													COL14A1 COL1A2 MMP11 MMP13 TMPRSS6					COL12A1 COL16A1 COL1A2 TMPRSS6							COL14A1 COL16A1			COL12A1 COL14A1 COL16A1		COL12A1 COL14A1 COL1A2 MMP13			COL16A1 COL1A2 MMP2 TMPRSS6			MMP2 TMPRSS6								COL12A1 MMP11 TMPRSS6			COL14A1 COL1A2									COL14A1 COL16A1 COL1A2 MMP11 TMPRSS6			COL12A1 COL14A1 COL16A1 MMP11	COL16A1 MMP11 TMPRSS6				COL1A2 TMPRSS6						
REACTOME_COLLAGEN_FORMATION			ADAMTS2 COL16A1 COL1A2 DST																	COL12A1 COL21A1 DST	ADAMTS2 COL12A1 COL16A1 COL1A2 COL22A1 DST							COL14A1 COL16A1			COL12A1 COL14A1 COL16A1 DST																			COL14A1 COL1A2 DST	COL21A1 COL22A1 DST								COL14A1 COL16A1 COL1A2 COL21A1			COL12A1 COL14A1 COL16A1 COL21A1 COL22A1					COL1A2 COL21A1 DST				COL12A1 COL21A1 COL22A1		
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER		FGF9 KLB																																																																							
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING			GNG2 GNG4 RGS9											GNAO1 RGS11 RGS9		GNAO1 GNG2 GNG4	GNAO1 GNG2 GNG4 RGS9																			GNAO1 GNG2 GNG4				GNAO1 GNG4 RGS9				GNAO1 GNG4 RGS11 RGS9			GNAO1 GNG2 RGS9						GNG2 GNG4 RGS9				GNAO1 GNG4 RGS9		GNAO1 GNG2 GNG4			GNAO1 GNG4 RGS9									GNG4 RGS9		
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING																																														TUBA1A TUBB3 TUBB4A							TUBA1A TUBB3 TUBB4A									TUBA1A TUBB3 TUBB4A											
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC			CENPE KIF1A KIF5A TUBA1A																																								KIF1A TUBB2B			TUBA1A TUBB3 TUBB4A																											
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC																										DYNC1I1 TUBB4A													DYNC1I1 TUBB4A							TUBA1A TUBB3 TUBB4A							TUBA1A TUBB3 TUBB4A									DYNC1I1 TUBA1A TUBB3 TUBB4A											
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT															SPTBN4 TUBB4A											DYNC1I1 TUBB4A																				TUBA1A TUBB3 TUBB4A							ANK2 SPTBN4 TUBA1A TUBB3 TUBB4A									ANK2 DYNC1I1 TUBA1A TUBB3 TUBB4A											
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY																																HLA-DQA2 PAK3	AKT3 GRAP2 HLA-DQA2 PAK3				HLA-DQA2 PAK3																		HLA-DQA2 PAK3																		
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING																																												CAMK2B DLG2 GRIN1									CAMK2B GRIN1 NEFL			DLG2 GRIN1 NEFL																	
REACTOME_CRMPS_IN_SEMA3A_SIGNALING		DPYSL3 DPYSL4			CDK5R1 DPYSL4											CDK5R1 CRMP1	CDK5R1 CRMP1																							CDK5R1 DPYSL3																		CDK5R1 DPYSL3 DPYSL4				CDK5R1 DPYSL3											
REACTOME_CS_DS_DEGRADATION			BGN VCAN																																																																						
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM							IL11 TNFSF14						IL17C NEFL NUP210											BST2 IFI27 IGHG1 IL11 IL17C	BST2 CCL19 HLA-DQA2 IFI27 IGHG1 IL11																	CAMK2B CD70 CRLF1 CSF1R EDAR HERC5 IL17C KSR2 MAPK10 RASAL1 RSAD2 SOCS1 TNFRSF6B												CSH1 GFRA1 NEFL TNFSF14 XAF1						EDAR HERC5 HLA-DQA2 KIT		BCL2 CRLF1 CSF1R EDAR GFRA1 HERC5 IFI27 IFI6 IFIT1 IGHG1 KIT KLB KSR2 MAPK10 MAPK12 MX1 MX2 NUP210 PELI3 RET RSAD2 SHC3 SPRED3 STX1A TNFSF14 USP41											
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES			PODXL2 SULT1A4 SULT2A1											PODXL2 SULT1A4			PODXL2 SULT1A4 SULT2A1 TPST2																PODXL2 SULT1A4 SULT2A1	PODXL2 SULT1A4 SULT2A1						SULT1A4 SULT2A1				PODXL2 SULT1A4		SULT1A4 SULT2A1		PODXL2 SULT2A1 TPST2		SULT2A1 TPST2							SULT1A4 TPST2		SULT2A1 TPST2			PODXL2 SULT2A1 TPST2											
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS_												MUC16 MUC5AC																	MUC16 MUC3A MUC5AC MUC5B																ITPR1 MUC16 MUC3A PLCG2																												
REACTOME_DAG_AND_IP3_SIGNALING				ADCY5 CAMK2B	ADCY1 CAMK2B									ITPR1 PRKCG			ADCY1 ADCY2 ADCY5 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1								ADCY1 ADCY2 ADCY5						ADCY1 ADCY2 ADCY5 ITPR1			ADCY2 CAMK2B						ADCY1 ADCY2 ADCY5 CAMK2B ITPR1 PRKCG	ADCY2 ADCY5 ITPR1						ADCY1 ADCY2					ADCY5 ITPR1 PRKCG	ADCY5 CAMK2B ITPR1 PRKCG					ADCY1 ADCY5 ITPR1 PRKCG									ADCY5 PRKCG		
REACTOME_DAP12_INTERACTIONS																																							GRAP2 PLCG2																																		
REACTOME_DAP12_SIGNALING			GRAP2 PLCG2																															GRAP2 PLCG2				GRAP2 PLCG2	GRAP2 PLCG2																																		
REACTOME_DECTIN_2_FAMILY			MUC15 PLCG2		MUC5B PLCG2							MUC16 MUC5AC			MUC17 MUC5AC	MUC15 MUC16 MUC5B	MUC15 MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B					MUC15 PLCG2	MUC15 MUC17 MUC3A	MUC15 MUC16 MUC17 MUC3A MUC5B								MUC15 MUC17 MUC5B	MUC16 MUC3A PLCG2					MUC3A MUC5AC							MUC17 PLCG2	MUC15 MUC17 MUC5B PLCG2	MUC17 PLCG2			MUC16 MUC17 MUC5AC MUC5B											
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE			BGN VCAN																		GPC6 VCAN																		GPC2 GPC6	GPC6 VCAN		BGN GPC2		BGN GPC6												GPC6 VCAN																	
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_												MUC16 MUC5AC			MUC17 MUC5AC	MUC15 MUC16 MUC5B	MUC15 MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B						MUC15 MUC17 MUC3A	MUC15 MUC16 MUC17 MUC3A MUC5B								MUC15 MUC17 MUC5B	MUC16 MUC3A					MUC3A MUC5AC								MUC15 MUC17 MUC5B				MUC16 MUC17 MUC5AC MUC5B											
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE			BGN VCAN																																																																						
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD			BGN VCAN																																																																						
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS			BGN VCAN																																																																						
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2																																							GPC2 GPC6																																		
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A																																																									F10 TPST2																
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_												MUC16 MUC5AC			MUC17 MUC5AC	MUC15 MUC16 MUC5B	MUC15 MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B						MUC15 MUC17 MUC3A	MUC15 MUC16 MUC17 MUC3A MUC5B								MUC15 MUC17 MUC5B	MUC16 MUC3A					MUC3A MUC5AC								MUC15 MUC17 MUC5B				MUC16 MUC17 MUC5AC MUC5B											
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS_																																																									F10 TPST2																
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX			COL16A1 COL1A2 MMP11 MMP2 SCUBE1 SCUBE3 SPOCK3													COL14A1 COL1A2 MMP11 MMP13 SCUBE1 SCUBE3 SPOCK3 TMPRSS6												COL14A1 COL16A1 FBN1 SPOCK3			COL12A1 COL14A1 COL16A1		COL12A1 COL14A1 COL1A2 FBN1 MMP13 SCUBE1 SCUBE3 SPOCK3			COL16A1 COL1A2 MMP2 SCUBE1 SCUBE3 SPOCK3 TMPRSS6											COL12A1 MMP11 SCUBE1 SPOCK3 SPP1 TMPRSS6			COL14A1 COL1A2 SCUBE1 SPOCK3									COL14A1 COL16A1 COL1A2 MMP11 SCUBE1 SPP1 TMPRSS6			COL12A1 COL14A1 COL16A1 MMP11 SCUBE1 SCUBE3	COL16A1 FBN1 MMP11 TMPRSS6	MMP13 SPP1									
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS			BGN VCAN																																																																						
REACTOME_DEVELOPMENTAL_BIOLOGY						EPHA8 NEUROG3 PAX4 TUBB4A										ANK2 BOC CACNA1G CDK5R1 CRMP1 DCX DNM3 EFNB3 EPHA4 EPHA8 EPHB3 EVL GAP43 GCK GDF1 GFRA1 GFRA3 ISL1 KRT4 KRTAP5-2 LEFTY1 NCAM1 NFASC ONECUT1 PAK6 PAX6 PLXNC1 PMP22 RET RFX6 ROBO1 SCN1B SCN3A SCN3B SPTBN4 TUBA1A VAV3														CACNA1G DPYSL3 EPHA8 GAP43 GATA2 NCAM1 NKX2-2 ONECUT1 PAX4	ABLIM2 CACNB4 DCX EPHB3 EVL GATA2 NFASC PAX6 POU5F1 SCN3A SHC3 SPTBN4 TRPC6	CXCL12 EPHA8 GATA2 GDF1 PAK3 SCN3A					DCX EPHA8 GATA2 GDF1 ONECUT1 PAK3 SCN3A			ABLIM2 AKT3 CACNA1C CACNG4 CDK5R1 CHL1 CXCL12 DPYSL3 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GAP43 HHEX INSM1 ISL1 MAFB MMP2 NCAM1 NEUROD1 PAK3 PAK6 PLXNC1 PMP22 RFX6 ROBO1 SCN2A SCN3A SCN3B SPTBN4 STX1A TRPC7 VAV3			CACNB2 DCX GDF1 ONECUT1 SCN3A TUBB2B										ABLIM2 ANK2 BOC CACNA1H CACNB2 CACNB4 CACNG4 CDK5R1 EFNB3 EPHA4 GCK GRIN1 HHEX INSM1 LGI3 MAFA MAPK12 MMP2 MSI1 NEUROD1 NFASC NKX2-2 PAX4 PAX6 PLXNC1 RET SPTBN4 TRPC7 TUBA1A TUBB3 TUBB4A VAV3															CACNB2 ONECUT1 TUBA1A					
REACTOME_DISEASE					ABCC8 ADAMTSL1 ADAMTSL2 ADCY1 CAMK2B CDK5R1 CDKN1C CRH DLL1 DLL4 DPEP1 F10 FGF9 GCK GPC2 HEYL KCNJ11 KHK KLB LTF MUC5B NOXO1 PLCG2 SCT SFTPA2 SPON1 SYT2 TUBB4A	ADORA2A DPEP1 IGHG1 KIT TUBB4A						ADORA2A CYSLTR2 ENTPD1 LTF MUC16 MUC5AC NUP210					ABCC8 ADCY1 ADCY2 ADCY5 AKT3 CCND2 CDK5R1 CDKN1C DLL1 ENTPD1 FAM131B GCK GNG2 GNG4 GPC6 HEY1 ITPR1 KHK KL KSR2 LRAT LTF MUC15 MUC16 MUC17 PRELP PTHLH RBP1 SCT SFTPA2 SNAP25 SPON1 SPON2 STX1A TAF9B TPST2 TUBA1A TUBB3 UBE2S																																																								
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM														GPC2 PRELP																								GPC2 PRELP	GPC2 GPC6 PRELP	GPC6 PRELP VCAN		BGN GPC2 PRELP																															
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS					ADAMTSL1 ADAMTSL2 MUC5B SPON1							MUC16 MUC5AC			MUC17 MUC5AC	ADAMTSL2 MUC15 MUC16 MUC5B	MUC15 MUC16 MUC17 SPON1 SPON2											MUC15 SPON1	MUC16 MUC3A MUC5AC MUC5B						ADAMTSL1 ADAMTSL2 MUC15 MUC17 MUC3A SPON1 SPON2	ADAMTSL2 MUC15 MUC16 MUC17 MUC3A MUC5B SPON1				ADAMTSL1 MUC16 SPON1 SPON2		ADAMTSL2 SPON1 SPON2		ADAMTSL1 MUC15 MUC17 MUC5B	MUC16 MUC3A SPON1					MUC3A MUC5AC SPON1					ADAMTS2 MUC5AC			MUC15 MUC17 MUC5B SPON2				MUC16 MUC17 MUC5AC MUC5B											
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM																																																			EPM2A KHK							EPM2A KHK PPP1R3C									EPM2A PPP1R3C		EPM2A KHK				
REACTOME_DISEASES_OF_GLYCOSYLATION					ADAMTSL1 ADAMTSL2 GPC2 MUC5B SPON1							MUC16 MUC5AC		GPC2 MUC3A PRELP SPON1			GPC6 MUC15 MUC16 MUC17 PRELP SPON1 SPON2												MUC16 MUC3A MUC5AC MUC5B						ADAMTSL1 ADAMTSL2 MUC15 MUC17 MUC3A PRELP SPON1 SPON2	ADAMTSL2 MUC15 MUC16 MUC17 MUC3A MUC5B PRELP SPON1			GPC2 GPC6 PRELP SPON1 SPON2	ADAMTSL1 GPC6 MUC16 PRELP SPON1 SPON2 VCAN		ADAMTSL2 BGN GPC2 PRELP SPON1 SPON2		ADAMTSL1 BGN GPC6 MUC15 MUC17 MUC5B						MUC3A MUC5AC SPON1					ADAMTS2 BGN MUC5AC			GPC2 MUC15 MUC17 MUC5B PRELP SPON2															MUC5AC PRELP
