	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_HYPEROSMOTIC_RESPONSE								AKR1B1 SST															AKR1B1 MAPK10																AKR1B1 MAPK10											
GO_ICOSANOID_METABOLIC_PROCESS							ATP6V1B1 DPEP1															ATP6V1B1 GGT5																					CPA1 DPEP1 GGT5						ATP6V1B1 CPA1	
GO_IDENTICAL_PROTEIN_BINDING		CAMK2B CTPS1 KCNJ2 MSI1 MX1 PTPRT S100A1 ST8SIA3 STX1A SYN1														ADORA2A APLN CRYBA2 CSF1R GCH1 IFI27 JAM3 MTUS2 NR4A3 USH1G				ACSL6 ADD2 BCAT1 CCDC88A E2F7 MTUS2 PTPRT S100A1 STX1A SYN1 SYP								BCAT1 CTPS1 DRD2 FOXP2 FSD1 MSI1 MYBPC3 PDE2A ST8SIA3 STXBP1												APLN APLP1 CCDC88A CRMP1 DRD2 E2F7 HCN4 NR4A3 PDE2A TP73					BCAT1 S100A1 TP73			BCAT1 CNR1 CRYBA2 CSF1R E2F7 GRIK5 MAPK4 STXBP1 SYP TUBA1A		
GO_IMMUNE_EFFECTOR_PROCESS				CRISP3 POU2F2 RSAD2 TRPM2													HERC5 MX1				BST2 IFI27 IFI44L										AMPD3 ARHGAP9 CD96 CHRNB4 DLL1 HERC5 MDK PLCG2 POU2F2 SPON2																			
GO_IMMUNE_RECEPTOR_ACTIVITY									CRLF1 GFRA1																																					GFRA3 HLA-DQA2				
GO_IMMUNE_SYSTEM_DEVELOPMENT																															CBFA2T3 DLL1 FLT1 MDK PLCG2 POU2F2 TP73		BCL2 CBFA2T3 EPHB3																	
GO_IMMUNOLOGICAL_SYNAPSE																																											CD37 VAV3							
GO_IMPORT_ACROSS_PLASMA_MEMBRANE		KCNJ2 RGS4 SLC8A1 TRPM2		ATP1A3 KCNJ2 TRPM2	CNGA3 KCNJ11 SLC12A5 WNK3		FAM155B HCN4 WNK2	AGT CNGA3 KCNJ2 RGS4 SLC8A1 WNK3										AGT RGS4 TRPM2		ATP1A3 RGS4 WNK2																			AGT ATP1A3 HCN4 RGS4 SLC12A5	FAM155B HCN4			AGT CNGA3 KCNH2 KCNJ6			AGT ATP1A3	KCNJ6 SLC8A1		AGT FAM155B HCN4 KCNH2 KCNJ11	
GO_IMPORT_INTO_CELL		KCNJ2 MX1 MX2 RGS4 SLC18A1 SLC8A1 SNAP25 TRPM2		ATP1A3 KCNJ2 TRPM2	CNGA3 KCNJ11 MX1 SLC12A5 SNAP25 WNK3		FAM155B HCN4 SLC18A1 WNK2	AGT CALY CNGA3 KCNJ2 RGS4 SLC8A1 WNK3	ATP1A3 DRD2 TRPM2			MX2 WNK3						AGT RGS4 SNAP25 TRPM2		ATP1A3 RGS4 WNK2				KCNJ2 SLC18A1			CALY KCNJ11		DRD2 MX1								CACNA2D1 CACNG4 DRD2 MX2		AGT ATP1A3 DRD2 HCN4 RGS4 SLC12A5 SLC18A1 SNAP25	DRD2 FAM155B HCN4			AGT CALY CNGA3 KCNH2 KCNJ6			AGT ATP1A3	KCNJ6 MX2 SLC8A1		AGT FAM155B HCN4 KCNH2 KCNJ11	
GO_IMPORT_INTO_NUCLEUS																		AGT SIX2																																
GO_INACTIVATION_OF_MAPK_ACTIVITY								RGS4 SPRED3																															RGS4 SPRED3											
GO_INFLAMMATORY_RESPONSE															CD200 CD96 NAIP PRKD1																												ADORA2A AGT DPEP1 GGT5 GHRL ISL1 JAM3 MDK PRKD1							
GO_INHIBITORY_POSTSYNAPTIC_POTENTIAL																																											ADORA2A IGSF9B							
GO_INHIBITORY_SYNAPSE		IGSF21 IGSF9B																																																
GO_INNATE_IMMUNE_RESPONSE												C7 CSF1R MUC15 MX2 SPON2			CD96 HERC5 MX2 NAIP PLCG2 PRKD1 XAF1	CSF1R FFAR2 GCH1 IFI27 MX2 PLCG2	HERC5 MX1				BST2 IFI27 XAF1								CD96 DRD2 MX1							CRISP3 SPON2										BST2 EVL HLA-DQA2 NAIP XAF1	C7 EVL FFAR2 GCH1 HERC5 MX2			
GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION									FFAR2 MUC15							FFAR2 PLCG2																																		
GO_INNERVATION								PRKCG RET	GABRB3 UNC13A																														ISL1 RET											
GO_INNER_EAR_MORPHOGENESIS					ATP6V1B1 NR4A3		ATP6V1B1 USH1G									NR4A3 USH1G						ATP6V1B1 PROX1								FGF9 PROX1	FGF9 PROX1									ATP6V1B1 NR4A3										
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE		KCNJ2 SLC8A1 TRPM2		ATP1A3 KCNJ2 TRPM2	CNGA3 KCNJ11 SLC12A5 WNK3		FAM155B HCN4 WNK2	CNGA3 KCNJ2 SLC8A1 WNK3	ATP1A3 TRPM2											ATP1A3 WNK2																			ATP1A3 HCN4 SLC12A5	FAM155B HCN4			CNGA3 KCNH2 KCNJ6				KCNJ6 SLC8A1		FAM155B HCN4 KCNH2 KCNJ11	
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT		KCNB2 KCNJ2 KCNK17 RGS4 S100A1 SLC8A1 SNAP25 TRPM2		ATP1A3 KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	ATP6V1B1 CACNA1C CNGA3 KCNG1 KCNH8 KCNIP3 KCNJ11 SLC12A5 SNAP25 WNK3		ATP6V1B1 FAM155B FGF14 HCN4 KCNG1 KCNH7 KCNIP3 SCN2A WNK2	ANK2 ASIC4 CACNA1C CACNB2 CNGA3 HECW2 KCNB2 KCNH8 KCNJ2 KCNK17 RGS4 SCN1B SLC26A7 SLC6A17 SLC8A1 WNK3	ATP1A3 DRD2 GABRB3 HECW2 KCNK3 RGS9 TRPM2											ATP1A3 ITPR1 KCNK17 RGS4 S100A1 WNK2				KCNJ2 KCNK17 SCN2A						CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3 SLC6A16							CACNA2D1 CACNG4 DPP10 DRD2 HECW2 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3 PLCG2 RGS9 SLC6A16		ABCC8 ANK2 ASIC4 ATP1A3 CACNA1A CACNA1C DPP10 DRD2 FGF14 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 RGS4 S100A1 SCN1B SLC12A5 SNAP25	ATP6V1B1 DRD2 FAM155B HCN4 KCNH3 SLC6A17					RGS4 S100A1 SCN1B				ATP6V1B1 FAM155B FGF14 HCN4 ITPR1 KCNH2 KCNJ11 S100A1 SCN1B	CACNA1C FAM155B
GO_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS																																											AVPR1B PLCG2							
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS																																											AVPR1B PLCG2							
GO_INSULIN_METABOLIC_PROCESS								CPE PCSK2																																			CPE PCSK2							
GO_INSULIN_SECRETION		BRSK2 ILDR2 SNAP25 STX1A UCN3			BAIAP3 BRSK2 CACNA1C KCNJ11 RAPGEF4 RFX6 SNAP25			BAIAP3 CACNA1C CNR1 PTPRN SFRP1 STXBP5L UCN3		ADCY5 GHRL	ADCY5 STX1A STXBP5L			CHGA STX1A STXBP5L				CACNA1C PTPRN SNAP25	CPLX1 DRD2 ILDR2	ISL1 ITPR1 STX1A UCN3		CACNA1C CHGA PTPRN					KCNJ11 VGF		DRD2 RAPGEF4			ILDR2 ISL1 SNAP25					CPLX1 DRD2 ILDR2 RAPGEF4		ABCC8 BAIAP3 CACNA1A CACNA1C CHGA DRD2 ISL1 SNAP25 STX1A STXBP5L UCN3 VGF		ISL1 STXBP5L		BAIAP3 CACNA1C GHRL ISL1 NEUROD1 PTPRN RFX6 VGF						ITPR1 KCNJ11 VGF	
GO_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS					BAIAP3 BRSK2 RFX6			BAIAP3 PTPRN		ADCY5 GHRL																																	BAIAP3 GHRL PTPRN RFX6							
GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE								SLC6A17 SV2A SYP												STX1A SYP																			STX1A SV2A SYP											
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY																																ITGA7 VAV3																		
GO_INTERACTION_WITH_SYMBIONT																CSF1R IFI27																																		
GO_INTERCALATED_DISC	KCNJ2 SPTBN4	KCNJ2 SLC8A1						ANK2 KCNJ2 SCN1B SLC8A1																KCNJ2 SCN2A															ANK2 SCN1B SPTBN4										KCNJ11 SCN1B	
GO_INTERLEUKIN_12_PRODUCTION																																											ISL1 MDK							
GO_INTERLEUKIN_6_PRODUCTION																															CD200 POU2F2 SPON2												GHRL ISL1 POU2F2							
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS																																							NEFM SYNM											
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON										ADCY5 SYNM																																								
GO_INTRACELLULAR_CAMP_ACTIVATED_CATION_CHANNEL_ACTIVITY								CNGA3 CNGA4																																CNGA4 HCN4										
GO_INTRACELLULAR_CGMP_ACTIVATED_CATION_CHANNEL_ACTIVITY								CNGA3 CNGA4																																										
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY								CNGA3 CNGA4																						HCN4 ITPR1 MCOLN3									HCN4 MCOLN3	CNGA4 HCN4									HCN4 ITPR1	
GO_INTRACELLULAR_TRANSPORT					AP3B2 BAIAP3 BRSK2 CDK5R1 CNIH2 DENND2A DLG2 KCNIP3 MAP2 MAP6 MYBPC3 SGSM1																											DLG2 KIF1A NACAD NDRG4 RNF157 SORCS2 SPTBN4																		
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS																														BCL2 ITPR1																				
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE																				CPT1C ELOVL4 STX1A SYN1 SYP																					SYP SYT5									
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE		CD52 CHRM4 DLG2 FUT1 IGSF21 KCNB2 KCNJ2 KCNK17 PTPRT SLC8A1 SNAP25 STX1A TRPM2	ADCY1 FFAR2 FLT1 FUT1 GPC2 KCNMB2 PCDHB14 PODXL2 REEP2 SCN1B SORCS2	ADCY5 ATP1A3 DLG2 KCNB2 KCNH7 KCNJ2 KCNK17 TENM2 TRPM2	CACNA1C CNIH2 DLG2 ITGBL1 KCNG1 KCNH8 KCNIP3 KCNJ11 LRFN1 RTN4RL1 SLC12A5 SNAP25 TSPAN11		HCN4 KCNG1 KCNH7 KCNIP3 NTNG2 RTN4RL1 SCN2A SSTR3	ASIC4 AVPR1B CACNA1C CACNB2 CALY CD37 CDHR1 CHRM4 CNR1 EPHA8 GPC2 ITGBL1 JAM3 KCNB2 KCNH8 KCNJ2 KCNK17 LAPTM5 LGR6 PCDH17 PLXNC1 RET SCN1B SLC16A12 SLC26A7 SLC6A17 SLC8A1 SSTR3	ADCY1 ATP1A3 BRS3 DRD2 EPHA4 EPHB3 FFAR2 GABBR2 GABRB3 IGSF21 KCNK3 LAPTM5 LGR6 SLC38A3 TENM2 TRPM2 TSPAN11		ADCY1 ADCY5 CHRNA3 CHRNB2 PODXL2 RTN4RL1 STX1A TENM2					ADORA2A CALY CSF1R FFAR2 JAM3 KCNH3 KCNH6 RTN4RL1 SLC38A3 SSTR1			C7 DRD2 EPHB3 FLT1 FUT1 SLC26A7 SORCS2	ADCY2 ATP1A3 CD37 CHRM4 CPT1C DLL1 GPC2 ITGA7 KCNK17 PTPRT SLC16A12 STX1A				ADCY2 KCNJ2 KCNK17 RET SCN2A						ADCY1 BOC CACNA1H CSF1R EPHB3 HCN4 KCNH6 KCNK3 LAPTM5 SLC16A12	CACNA1H CD200 CD96 CHRM4 CHRNB4 DLL1 DRD2 FLT1 ITGA7 NTNG2 SCN1B SLC16A12	ADORA2A DLG2 GRIK5 ITGA7 LAPTM5 PTPRT SNAP25 SORCS2	CD37 EPHA4 EPHB3 INSRR SLC6A17				ADCY1 CACNG4 CD96 CHRM4 DPP10 DRD2 FLT1 FUT1 GABBR2 GPC2 HRH3 KCNB2 KCNH7 KCNK16 KCNK17 NFASC PCDHA2 RAB26 ROS1		ABCC8 ADCY2 ASIC4 ATP1A3 BOC BRS3 CACNA1C CNIH2 DLG2 DPP10 DRD2 EFNB3 GRIK5 HCN4 IGSF21 ITGA7 ITGBL1 JAM3 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 LAPTM5 LRRTM3 NFASC PTPRT RAB26 REEP2 RET SCN1B SLC12A5 SLC16A12 SNAP25 STX1A				ADCY2 ADORA2A ASIC4 AVPR1B CACNA1C CALY CD37 DLG2 GGT5 GPC2 INSRR JAM3 KCNH2 KCNJ6 KCNK3 RAB26	GRIK5 KCNH8 NTNG2 PCDHA2		ATP1A3 DPP10 EPHA8 GRIK3 HLA-DQA2 HRH3 KCNA6 ROS1	BRS3 C7 FFAR2 KCNA6 KCNJ6 ROBO1 SLC8A1	ATP1A3 CHRM4 CNR1 CSF1R GRIK5 KCNG1 PODXL2 REEP2 SSTR3	BRS3 CNIH2 CPT1C EFNB3 FUT1 HCN4 KCNH2 KCNJ11 LRFN1 PODXL2 RET SCN1B	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE					CNIH2 LRFN1																																ADCY1 CACNG4		CNIH2 EFNB3 GRIK5 LRRTM3										CNIH2 EFNB3 LRFN1	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE									ADCY1 DRD2 EPHA4		ADCY1 CHRNB2															ADCY1 EPHA4						ADORA2A GRIK5					ADCY1 CACNG4 DRD2		CNIH2 DRD2 EFNB3 GRIK5 LRRTM3										CNIH2 EFNB3 LRFN1	
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE					CNIH2 LRFN1						ADCY1 CHRNB2																										ADCY1 CACNG4		CNIH2 EFNB3 GRIK5 LRRTM3										CNIH2 EFNB3 LRFN1	
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE							NTNG2 SCN2A		DRD2 EPHA4		CHRNB2 STX1A																				DRD2 NTNG2	ADORA2A GRIK5							DRD2 EFNB3 GRIK5 STX1A					GRIK5 NTNG2				CNR1 GRIK5		
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE							NTNG2 SCN2A		ADCY1 DRD2 EPHA4		ADCY1 CHRNB2 STX1A			ADCY1 STX1A												ADCY1 EPHA4						ADORA2A GRIK5					ADCY1 CACNG4 DRD2		CNIH2 DRD2 EFNB3 GRIK5 LRRTM3 STX1A					GRIK5 NTNG2				CNR1 GRIK5	CNIH2 EFNB3 LRFN1	
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE		STX1A SYN1			SYN1 SYP			SLC6A17 SV2A SYP												STX1A SYN1 SYP																			RAB26 RAB3C STX1A SV2A SYP				RAB26 SYN1							
GO_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY																																											KCNH2 KCNJ6						KCNH2 KCNJ11	
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING																																					CACNG4 DRD2													
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY																																GRIK5 SULT1A4																		
GO_ION_CHANNEL_BINDING		SLC8A1 STX1A						ANK2 CABP4 SCN1B SLC8A1						CABP4 STX1A														KCNIP3 SCN1B											ABCC8 ANK2 DPP10 KCNIP3 SCN1B STX1A										KCNJ11 SCN1B	
GO_ION_CHANNEL_REGULATOR_ACTIVITY			KCNMB2 SCN1B		KCNIP3 WNK3		KCNIP3 WNK2	CABP4 SCN1B WNK3						CABP4 STX1A						ITPR1 STX1A WNK2		CABP4 NPY						KCNIP3 SCN1B											DPP10 KCNIP3 KCNMB2 SCN1B STX1A										ITPR1 SCN1B	
GO_ION_GATED_CHANNEL_ACTIVITY																																							KCNMA1 KCNMB2											
GO_ION_HOMEOSTASIS				ADCY5 ATP1A3 KCNJ2 TRPM2				AGT ALAS2 ANK2 AVPR1B CACNA1C CACNB2 CNR1 KCNJ2 MLLT11 SCN1B SLC8A1 SV2A WNK3		ADCY5 ANK2 GHRL								AGT CACNA1C MLLT11 TRPM2										ALAS2 C7 CD52 DRD2 MLLT11 SCN1B SGCD		BCL2 HCN4 ITPR1 KCNK3 MCOLN3									AGT ANK2 ATP1A3 CACNA1A CACNA1C DRD2 HCN4 KCNMA1 MCOLN3 MLLT11 SCGN SCN1B SGCD SLC12A5 SV2A				ADORA2A AGT AVPR1B CACNA1C GHRL KCNH2 KCNK3 MLLT11 PLCG2		AVPR1B SCN1B				AGT ATP6V1B1 FAM155B HCN4 ITPR1 KCNH2 SCGN SCN1B	CACNA1C FAM155B
GO_ION_TRANSMEMBRANE_TRANSPORT		DLG2 KCNB2 KCNJ2 KCNK17 RGS4 S100A1 SLC8A1 SNAP25 TRPM2 UNC79		ATP1A3 DLG2 KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	ATP6V1B1 CACNA1C CNGA3 CNIH2 DLG2 KCNG1 KCNH8 KCNIP3 KCNJ11 SLC12A5 SNAP25 UNC79 WNK3		ATP6V1B1 FAM155B FGF14 HCN4 KCNG1 KCNH7 KCNIP3 SCN2A WNK2	AGT ANK2 ASIC4 CACNA1C CACNB2 CNGA3 CNGA4 HECW2 KCNB2 KCNH8 KCNJ2 KCNK17 RGS4 SCN1B SLC16A12 SLC26A7 SLC6A17 SLC8A1 UNC79 WNK3	ATP1A3 DRD2 GABRB3 HECW2 KCNK3 RGS9 SLC38A3 TRPM2											ATP1A3 ITPR1 KCNK17 RGS4 S100A1 SLC16A12 UNC79 WNK2				KCNJ2 KCNK17 SCN2A						CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3 SLC16A12 SLC6A16	CACNA1H CHRNB4 DRD2 PLCG2 RGS4 SCN1B SLC16A12 SLC6A16						ATP8B2 CACNA2D1 CACNG4 DPP10 DRD2 HECW2 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3 PLCG2 RGS9 SLC6A16		ABCC8 AGT ANK2 ASIC4 ATP1A3 CACNA1A CACNA1C CNIH2 DLG2 DPP10 DRD2 FGF14 GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 RGS4 S100A1 SCN1B SLC12A5 SLC16A12 SNAP25	ATP6V1B1 CHRNB4 CNGA4 DRD2 FAM155B HCN4 KCNH3 SLC6A17			AGT ASIC4 ATP8B2 CACNA1C CNGA3 DLG2 KCNH2 KCNJ6 KCNK3 PLCG2		RGS4 S100A1 SCN1B	AGT ATP1A3 CACNA1B DPP10 GRIK3 KCNA6 MAPK8IP2			AGT ATP6V1B1 CNIH2 FAM155B FGF14 HCN4 ITPR1 KCNH2 KCNJ11 S100A1 SCN1B	ATP8B2 CACNA1C FAM155B
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		KCNB2 KCNJ2 KCNK17 SLC18A1 SLC8A1 SNAP25 TRPM2		ATP1A3 KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	ATP6V1B1 CACNA1C CNGA3 KCNG1 KCNH8 KCNIP3 KCNJ11 SLC12A5 SNAP25		ATP6V1B1 FAM155B HCN4 KCNG1 KCNH7 KCNIP3 SCN2A SLC18A1	ASIC4 CACNA1C CACNB2 CNGA3 CNGA4 CNR1 KCNB2 KCNH8 KCNJ2 KCNK17 SCN1B SLC16A12 SLC26A7 SLC8A1																KCNJ2 KCNK17 SCN2A SLC18A1 SLC22A13						CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3 SLC16A12									ABCC8 ASIC4 ATP1A3 CACNA1A CACNA1C GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 SCN1B SLC12A5 SLC16A12 SLC18A1 SNAP25	ATP6V1B1 CHRNB4 CNGA4 FAM155B HCN4 KCNH3								ATP1A3 CNR1 GRIK5 KCNG1	ATP6V1B1 FAM155B HCN4 ITPR1 KCNH2 KCNJ11 SCN1B	CACNA1C FAM155B
GO_ION_TRANSPORT	CHRNB2 KCNJ2 ROS1 SPTBN4 STXBP1 SV2A	CAMK2B DLG2 KCNB2 KCNJ2 KCNK17 RGS4 S100A1 SLC18A1 SLC8A1 SNAP25 STX1A TRPM2 UNC79		ATP1A3 DLG2 KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	ATP6V1B1 CACNA1C CNGA3 CNIH2 DLG2 KCNG1 KCNH8 KCNIP3 KCNJ11 SLC12A5 SNAP25 UNC79 WNK3		ATP6V1B1 FAM155B FGF14 HCN4 KCNG1 KCNH7 KCNIP3 SCN2A SLC18A1 WNK2	AGT ANK2 ASIC4 AVPR1B CACNA1C CACNB2 CNGA3 CNGA4 CNR1 HECW2 KCNB2 KCNH8 KCNJ2 KCNK17 RGS4 SCN1B SLC16A12 SLC26A7 SLC6A17 SLC8A1 SV2A UNC79 WNK3 XKR7			BCL2 CHRNA3 CHRNB2 HECW2 S100A1 SLC18A1 STX1A													KCNJ2 KCNK17 SCN2A SLC18A1 SLC22A13						BCL2 CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3 SLC16A12 SLC6A16							ATP8B2 CACNA2D1 CACNG4 CPLX1 DPP10 DRD2 HECW2 HRH3 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3 NKAIN1 PLCG2 RGS9 ROS1 SLC6A16		ABCC8 AGT ANK2 ASIC4 ATP1A3 CACNA1A CACNA1C CNIH2 DLG2 DPP10 DRD2 FGF14 GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 RGS4 S100A1 SCN1B SLC12A5 SLC16A12 SLC18A1 SNAP25 SPTBN4 STX1A SV2A	ATP6V1B1 CHRNB4 CNGA4 DRD2 FAM155B HCN4 KCNH3 SLC6A17 XKR7			ADORA2A AGT ASIC4 ATP8B2 AVPR1B CACNA1C CNGA3 DLG2 KCNH2 KCNJ6 KCNK3 NKAIN1 PLCG2		AVPR1B RGS4 S100A1 SCN1B	AGT ATP1A3 CACNA1B DPP10 GRIK3 HRH3 KCNA6 MAPK8IP2 ROS1		ATP1A3 ATP8B2 CNR1 GRIK5 KCNG1 SPTBN4 STXBP1	AGT ATP6V1B1 CAMK2B CNIH2 FAM155B FGF14 HCN4 ITPR1 KCNH2 KCNJ11 S100A1 SCN1B	ATP8B2 CACNA1C FAM155B
GO_ISOPRENOID_BINDING																						LRAT RBP1																												
GO_ISOPRENOID_METABOLIC_PROCESS								AKR1B1 APOB GPC2														LRAT RBP1							AKR1B1 CLPS														AKR1B1 GPC2 LRAT							
GO_I_BAND		S100A1 SLC8A1						ANK2 CACNA1C SLC8A1										CACNA1C PGM5				CACNA1C IGFN1 PGM5																												
GO_JNK_CASCADE																										EPHA4 SH2D3C																				MAPK10 MAPK8IP2				
GO_KERATINOCYTE_PROLIFERATION																																											MDK PRKD1							
GO_KIDNEY_EPITHELIUM_DEVELOPMENT								AGT MTSS1 RET SFRP1	BCL2 CRLF1 EPHA4 PTCH1									AGT BASP1 SIX2		DLL1 SIX2		GDF11 PTCH1	CRLF1 DCHS1 DLL1 GDF11 SFRP1			DCHS1 EPHA4				BCL2 PTCH1	CRLF1 DLL1 SIX2		BCL2 EPHA4 HEYL					DCHS1 SIX2					AGT DCHS1 SIX2			AGT DCHS1			AGT CRLF1 RET	
GO_KIDNEY_MESENCHYME_DEVELOPMENT																		BASP1 SIX2																																
GO_KIDNEY_MORPHOGENESIS									BCL2 PTCH1									AGT BASP1 SIX2												BCL2 PTCH1								DCHS1 SIX2					AGT DCHS1 SIX2			AGT DCHS1				
GO_KINASE_ACTIVATOR_ACTIVITY					CDK5R1 CDK5R2																																						CDK5R2 GHRL							
GO_KINASE_ACTIVITY	AK5 MAP3K12 PRKCG PRKCH ROS1	AKT3 BRSK2 CAMK2B DLG2 PRKCG							CERKL CIT EPHA4 EPHB3 MAPK4 NEK10 SBK1 STK33			CIT CSF1R STK31 WNK3	MAP3K12 PRKCG		MMD2 PRKD1 STK31				EPHB3 FLT1 STK31			AKT3 EFNB3 NEK10 PRKCH ROS1 STK31								CERKL CSF1R EPHB3 NEK10 TTBK1		BRSK1 CAMKV DLG2 PRKCH	EPHA4 EPHB3 INSRR					CDK5R1 MMD2 NEK10 STK33 TTBK1												
GO_KINASE_BINDING	MAP3K12 SPRED3 SRCIN1 STXBP1 SV2A	BRSK2 DLG2 IGSF9B JAKMIP2 SPDYE1 SRCIN1 STX1A SYN1		CCDC88A DLG2 GCH1	BRSK1 BRSK2 CDK5R1 DLG2 GCH1 NR4A3 PHYHIP SPRED3 SYN1			ANGPT2 ANK2 AVPR1B CCDC88A NR4A3 PAX6 SPDYE1 SPRED3 SRCIN1 SV2A		ANGPT2 ANK2 DLG2 GCH1 PHYHIP			IGSF9B MAP3K12	PHYHIP SPDYE6 STX1A STXBP1									ANGPT2 CADPS IGSF9B JAKMIP2 SRCIN1 TP73				CDK5R1 MAPK8IP1 SRCIN1 SV2A							ANGPT2 SPDYE1 SV2A						CADPS CCDC88A IGSF9B NR4A3 TP73			AVPR1B BRSK1 DLG2 GCH1 IGSF9B MAPK4 SPDYE6 SYN1		AVPR1B TP73					
GO_KINASE_INHIBITOR_ACTIVITY																																																	CDKN1C MAPK8IP1	
GO_KINASE_REGULATOR_ACTIVITY					CDK5R1 CDK5R2 CDKN1C																						CDK5R1 MAPK8IP1																							
GO_KINESIN_BINDING																																														ATCAY MAPK8IP2				
GO_LAMELLIPODIUM											EVL STMN2																																				DOCK8 EVL			
GO_LATERAL_PLASMA_MEMBRANE																																								ATP6V1B1 DRD2										
GO_LATE_ENDOSOME																																																	ANKRD13B LRAT PGA4	
GO_LAYER_FORMATION_IN_CEREBRAL_CORTEX					CDK5R1 CDK5R2																																													
GO_LBD_DOMAIN_BINDING																															PROX1 SPON1																			
GO_LEADING_EDGE_MEMBRANE																																ADORA2A AMPH DDN																	DDN KCNJ11 MPP2	
GO_LEARNING		C1QL1 SNAP25			BRSK1 C1QL1 SLC12A5 SNAP25		MAP1A NEUROD2	AGT MAP1A NEUROD2										AGT MAP1A SNAP25										DRD2 FOXP2 NDRG4				BRSK1 NDRG4 SNAP25							AGT BRSK1 DRD2 MAP1A NDRG4 NEUROD2 SLC12A5 SNAP25				AGT BRSK1 C1QL1 NDRG4 NPTX2			AGT MAPK8IP2				
GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE								CRYBA2 PAX6 SPRED3														CRYBA2 PAX6 PROX1																										CRYBA2 SPRED3		
GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL																																					ADD2 MDK												MDK PODXL2	
GO_LEUKOCYTE_CHEMOTAXIS			FFAR2 FLT1 TNFSF14						FFAR2 SCG2 TRPM2							CSF1R FFAR2 JAM3																											DPEP1 JAM3 MDK VAV3							
GO_LEUKOCYTE_DIFFERENTIATION				POU2F2 RSAD2 TRPM2																											CBFA2T3 DLL1 MDK PLCG2 POU2F2																			
