	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2																FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9														
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9														
REACTOME_DSCAM_INTERACTIONS																DSCAML1 MAPK12									DSCAML1 MAPK12																															DSCAML1 MAPK12	DSCAML1 MAPK12	DSCAML1 MAPK12			DSCAML1 MAPK12		DSCAML1 MAPK12						
REACTOME_ECM_PROTEOGLYCANS			BGN ITGA7 SPARC VCAN																												NCAM1 SPARC VCAN								NCAM1 SPARC VCAN																	BGN ITGA7 SPARC	BGN ITGA7 SPARC VCAN												ITGA7 SPARC
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS		ITPR1 PRKCH													ITPR1 PRKCH			DGKB ITPR1 PRKCH	DGKB ITPR1 PRKCH		ITPR1 PRKCH					ITPR1 PRKCH						DGKB ITPR1 PRKCH		ITPR1 PRKCH										DGKB ITPR1 PRKCH			DGKB PRKCH			DGKB ITPR1 PRKCH		DGKB PRKCH			DGKB ITPR1 PRKCH	DGKB ITPR1 PRKCH					ITPR1 PRKCH								
REACTOME_ELASTIC_FIBRE_FORMATION												FBN1 LTBP2																																																		FBN1 LTBP2							
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE														EPHA4 EPHA8																																	EPHA4 EPHA8																						
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING																											EFNB3 EPHB3																		EFNB3 EPHB3																								
REACTOME_EPHRIN_SIGNALING														EFNB3 EPHB3													EFNB3 EPHB3				EPHB3 PAK3			EFNB3 EPHB3	EFNB3 EPHB3 PAK3				EFNB3 EPHB3 PAK3				EFNB3 EPHB3		EFNB3 EPHB3											EFNB3 EPHB3	EFNB3 EPHB3												
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS												EFNB3 EPHA4 VAV3		EFNB3 EPHA4 EPHA8 EPHB3 VAV3		EPHA4 EPHB3 MMP2											EFNB3 EPHB3		EPHB3 MMP2			EPHA4 EPHB3 MMP2		EFNB3 EPHB3 VAV3	EFNB3 EPHA4 EPHB3 MMP2 VAV3				EFNB3 EPHA4 EPHB3 MMP2 VAV3				EFNB3 EPHA4 EPHB3 MMP2	EPHA4 MMP2	EFNB3 EPHB3		EPHA4 EPHA8 EPHB3 MMP2 VAV3	EPHA4 EPHB3				EFNB3 EPHA4 MMP2 VAV3			EFNB3 EPHA4 MMP2	EFNB3 EPHA4 EPHB3				EFNB3 EPHA4	EPHA4 EPHB3 MMP2 VAV3							EFNB3 EPHA4	
REACTOME_EPH_EPHRIN_SIGNALING												EFNB3 EPHA4 VAV3		EFNB3 EPHA4 EPHA8 EPHB3 VAV3																EPHA8 PAK3					EFNB3 EPHA4 EPHB3 MMP2 PAK3 VAV3	EPHA8 PAK3			EFNB3 EPHA4 EPHB3 MMP2 PAK3 VAV3				EFNB3 EPHA4 EPHB3 MMP2				EPHA4 EPHA8 EPHB3 MMP2 VAV3	EPHA4 EPHB3				EFNB3 EPHA4 MMP2 VAV3								EFNB3 EPHA4	EPHA4 EPHB3 MMP2 VAV3								
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT													SPTBN4 TUBB4A																		ANK2 CNIH2 SPTBN4 TUBA1A TUBB2B														CNIH2 TUBA1A TUBB2B TUBB4A							ANK2 CNIH2 SPTBN4 TUBA1A TUBB4A															CNIH2 SPTBN4 TUBA1A		
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING																			AKT3 BCL2												AKT3 BCL2	AKT3 BCL2			AKT3 BCL2								AKT3 BCL2			AKT3 BCL2											AKT3 BCL2												
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION			BGN ITGA7 JAM3 MMP2 SPARC SPOCK3 SPP1 VCAN													ADAM12 COL12A1 LTBP2 MMP2 SPARC SPOCK3 VCAN		ADAM12 COL12A1 COL21A1 ITGA7 JAM3 SPOCK3 VCAN						BGN ITGA4 SPP1			ADAM12 COL12A1 COL21A1 JAM3 SPOCK3		ADAM12 COL12A1 LTBP2 MMP2 SPOCK3		ADAM12 COL12A1 FBN1 JAM3 NCAM1 SPARC SPOCK3 VCAN	COL12A1 COL21A1 COL22A1 ITGA7 JAM3 LTBP2 MMP2 SPARC SPOCK3 VCAN							COL21A1 COL22A1 ITGA4 MMP2 NCAM1 SPARC SPOCK3 VCAN							ADAM12 COL12A1 COL21A1 ITGA7 LTBP2 MMP2 NCAM1 SPOCK3 SPP1	ADAM12 COL12A1 COL21A1 COL22A1 ITGA4 ITGA7 LTBP2 MMP2							BGN FBN1 ITGA4	ADAM12 COL12A1 COL21A1 COL22A1 LTBP2 MMP2 NCAM1 SPOCK3 SPP1 VCAN						BGN COL12A1 COL21A1 COL22A1 ITGA7 JAM3 LTBP2 MMP2 SPARC SPOCK3	COL22A1 FBN1 ITGA7 LTBP2							
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING			AKT3 GNG2 GNG4 MMP2																												AKT3 BCL2 GNG2				AKT3 BCL2 GNG2 GNG4 MMP2				AKT3 GNG4 MMP2				AKT3 BCL2 GNG4 MMP2			AKT3 BCL2 GNG2 MMP2	GNG2 GNG4 MMP2					GNG2 GNG4 MMP2					AKT3 BCL2 GNG2 GNG4	AKT3 GNG2 GNG4				BCL2 GNG4					BCL2 MMP2		
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	DOCK4 GATA2		CENPE DOCK8 GATA2 KIF1A KIF5A TUBA1A TUBB2B										DOCK8 GATA2 TUBB4A														DOCK8 KIF5A TUBB2B TUBB4A				CENPE GATA2 KIF5A TUBA1A TUBB2B					GATA2 KIF1A				CENPE KIF5A TUBB2B		DOCK4 KIF1A TUBB2B			DOCK4 KIF1A TUBA1A TUBB2B TUBB4A					DOCK4 DOCK8 KIF5A TUBA1A												CENPE DOCK8 TUBB4A			DOCK8 KIF5A TUBB2B				
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS																																																				ACSL6 ELOVL4																	
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION																										ITPR1 PLCG2												GRAP2 PLCG2																							GRAP2 ITPR1 PLCG2 VAV3								
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION																																						GRAP2 MAPK10 PLCG2			GRAP2 MAPK10 VAV3								GRAP2 MAPK10												GRAP2 MAPK10 PLCG2 VAV3				GRAP2 MAPK10				
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS					ADCY1 ADCY5 PLCG2													ADCY1 ADCY5 ITPR1	ADCY1 ADCY2 ADCY5 ITPR1							ITPR1 PLCG2	ADCY1 ADCY2 ADCY5 PLCG2					ADCY1 ADCY2 ITPR1 PLCG2		ADCY1 ADCY2 ADCY5 ITPR1				ADCY2 ADCY5 PLCG2					ADCY1 ADCY2 ADCY5 ITPR1	ADCY2 ADCY5 ITPR1 PLCG2	ADCY1 ADCY5 ITPR1					ADCY1 ADCY2 ITPR1					ADCY1 ADCY5 ITPR1 PLCG2						ADCY1 ADCY2 ADCY5 ITPR1 PLCG2								
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING																																						GRAP2 MAPK10 PLCG2																															
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION																FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9												FGF17 FGF9									FGF17 FGF9														
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION																FGF17 FGF9															FGF17 FGF9	FGF17 FGF9														FGF17 FGF9									FGF17 FGF9														
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FLT3_SIGNALING		DLG2 FGF9 SPRED3 SPTBN4			CAMK2B DLG2 FGF9 KSR2 SPTBN4									CAMK2B FGF17 FGF9 GFRA1 GFRA3 KSR2 NCAM1 RET SPRED3 SPTBN4	DLG2 FGF17 GFRA1 GFRA3 KSR2 MAPK12 RASAL1 RET SPRED3 SPTBN4	DLG2 FGF17 FGF9 GFRA1 KSR2 MAPK12 RASAL1 SPRED3		DLG2 FGF9 GFRA1 KSR2 SPRED3																									CAMK2B DLG2 FGF17 GFRA1 MAPK12 NCAM1 RASAL1 SPRED3 SPTBN4			FGF17 FGF9 GFRA1 KSR2 NCAM1 RASAL1 RET SPTBN4									DLG2 FGF17 FGF9 GFRA1 GFRA3 KSR2 NCAM1 RASAL1 SPTBN4														
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC			TUBA1A TUBB2B																								TUBB2B TUBB4A				TUBA1A TUBB2B	TUBA1A TUBB2B													TUBA1A TUBB2B TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A								
REACTOME_FOXO_MEDIATED_TRANSCRIPTION		AKT3 NPY																																																																			
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES																																		GCK NPY	GCK NPY																																		
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING														FGF17 FGF9		FGF17 FGF9															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9	FGF17 FGF9											FGF17 FGF9									FGF17 FGF9		FGF17 FGF9												
REACTOME_GABA_B_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4 KCNJ2	ADCY1 ADCY5 GABBR2 KCNJ2 KCNJ6	ADCY1 ADCY5 KCNJ2									GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2	ADCY1 ADCY5 GABBR2 KCNJ2 KCNJ6	ADCY5 GABBR2	ADCY1 ADCY5 GABBR2 GNG2	ADCY1 ADCY2 ADCY5 KCNJ6								ADCY1 ADCY2 ADCY5 GNG2 KCNJ6				ADCY2 ADCY5 GNG2 KCNJ2	ADCY1 ADCY2 GABBR2		ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2	ADCY1 GABBR2 GNG2 GNG4 KCNJ2		ADCY2 KCNJ2	ADCY2 ADCY5 KCNJ2	ADCY5 GABBR2 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 GNG4 KCNJ2	ADCY2 ADCY5	ADCY1 ADCY5 GNG4 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2 KCNJ6	ADCY5 GABBR2 GNG2 GNG4 KCNJ2		ADCY1 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4			ADCY1 ADCY5 GABBR2	ADCY5 GABBR2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 GABBR2 GNG2 GNG4 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ6			ADCY1 ADCY2 ADCY5 GABBR2 GNG4 KCNJ2 KCNJ6				GNG2 KCNJ6			ADCY5 GNG4 KCNJ2	
REACTOME_GABA_RECEPTOR_ACTIVATION			ADCY1 GNG2 GNG4 KCNJ2	ADCY1 ADCY5 GABBR2 KCNJ2 KCNJ6	ADCY1 ADCY5 KCNJ2									GABRB3 GNG2 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2	ADCY1 ADCY5 GABBR2 GABRB3 KCNJ2 KCNJ6	ADCY5 GABBR2	ADCY1 ADCY5 GABBR2 GNG2	ADCY1 ADCY2 ADCY5 GABRB3 KCNJ6								ADCY1 ADCY2 ADCY5 GNG2 KCNJ6				ADCY2 ADCY5 GABRB3 GNG2 KCNJ2	ADCY1 ADCY2 GABBR2		ADCY1 ADCY2 ADCY5 GNG2 GNG4 KCNJ2	ADCY1 GABBR2 GNG2 GNG4 KCNJ2		ADCY2 KCNJ2	ADCY2 ADCY5 KCNJ2	ADCY5 GABBR2 GABRB3 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 GNG4 KCNJ2	ADCY2 ADCY5 GABRB3	ADCY1 ADCY5 GNG4 KCNJ6	ADCY5 GABBR2 GNG2 KCNJ2 KCNJ6	ADCY5 GABBR2 GNG2 GNG4 KCNJ2		ADCY1 KCNJ6	ADCY1 ADCY2 GNG2		GABBR2 GNG2 GNG4			ADCY1 ADCY5 GABBR2 GABRB3	ADCY5 GABBR2 GABRB3 GNG4 KCNJ2 KCNJ6	ADCY1 ADCY2 GABBR2 GABRB3 GNG2 GNG4 KCNJ6	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ6			ADCY1 ADCY2 ADCY5 GABBR2 GNG4 KCNJ2 KCNJ6				GNG2 KCNJ6			ADCY5 GNG4 KCNJ2	
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION			CPLX1 GAD2 SNAP25 STX1A STXBP1									SNAP25 STXBP1			SNAP25 STX1A	SNAP25 STX1A		CPLX1 STX1A	SNAP25 STX1A						STX1A STXBP1		CPLX1 SNAP25				CPLX1 GAD2 SNAP25 STX1A	CPLX1 SNAP25 STX1A STXBP1		CPLX1 SNAP25	CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 GAD2 SNAP25 STX1A STXBP1			CPLX1 SNAP25	CPLX1 SNAP25					GAD2 SNAP25			CPLX1 GAD2 STX1A STXBP1	CPLX1 STXBP1	SNAP25 STX1A	CPLX1 GAD2			CPLX1 STX1A				CPLX1 STXBP1				
REACTOME_GAP_JUNCTION_ASSEMBLY			TUBA1A TUBB2B																GJD2 TUBA1A								TUBB2B TUBB4A				TUBA1A TUBB2B									GJD2 TUBB2B		GJD2 TUBB2B			TUBA1A TUBB2B TUBB4A							TUBA1A TUBB4A																	
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION																											TUBB2B TUBB4A													GJD2 TUBB2B		GJD2 TUBB2B			TUBA1A TUBB2B TUBB4A																								
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES			GRAP2 HLA-DQA2 PAK3 PLCG2		GRAP2 PLCG2																						EVL GRAP2 PLCG2			HLA-DQA2 PAK3	GRAP2 HLA-DQA2 PAK3	EVL GRAP2 PLCG2			EVL GRAP2 PAK3	HLA-DQA2 PAK3	GRAP2 PLCG2	EVL GRAP2 PLCG2	EVL PAK3 PLCG2															HLA-DQA2 PAK3	EVL GRAP2 PLCG2	EVL GRAP2 PLCG2	EVL GRAP2 PLCG2				EVL GRAP2 PLCG2	EVL PLCG2		EVL HLA-DQA2	EVL GRAP2				
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION																BOC PTCH1																		BOC PTCH1											BOC PTCH1							BOC PTCH1					BOC PTCH1												
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION												ITPR1 RAPGEF4			ADCY5 GNG2 GNG4 ITPR1 RAPGEF4			ADCY5 GNG2 ITPR1	ADCY5 ITPR1								ADCY5 GNG2 RAPGEF4				ADCY5 GNG2 RAPGEF4			ADCY5 GNG2 GNG4 ITPR1 RAPGEF4	GNG2 GNG4 RAPGEF4								ADCY5 GNG4 ITPR1 RAPGEF4	ADCY5 ITPR1 RAPGEF4	ADCY5 GNG4 ITPR1 RAPGEF4	ADCY5 GNG2 RAPGEF4	ADCY5 GNG2 GNG4			GNG2 ITPR1		GNG2 GNG4 RAPGEF4			ADCY5 ITPR1 RAPGEF4	ADCY5 GNG4 ITPR1	GNG2 GNG4 ITPR1 RAPGEF4	GNG2 GNG4 RAPGEF4			ADCY5 GNG4 ITPR1				GNG2 RAPGEF4			ADCY5 GNG4 ITPR1 RAPGEF4	
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION			ADCY1 GNG2 GNG4	ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY1 ADCY5		ADCY1 ADCY5 GNG2	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5 GNG2				ADCY2 ADCY5 GNG2	ADCY1 ADCY2		ADCY1 ADCY2 ADCY5 GNG2 GNG4	ADCY1 GNG2 GNG4			ADCY2 ADCY5	ADCY5 GNG4				ADCY1 ADCY2 ADCY5 GNG4	ADCY2 ADCY5	ADCY1 ADCY5 GNG4	ADCY5 GNG2	ADCY5 GNG2 GNG4			ADCY1 ADCY2 GNG2		GNG2 GNG4			ADCY1 ADCY5	ADCY5 GNG4	ADCY1 ADCY2 GNG2 GNG4	ADCY1 GNG2 GNG4			ADCY1 ADCY2 ADCY5 GNG4							ADCY5 GNG4	
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS			GNG2 GNG4																																												GNG2 GNG4					GNG2 GNG4						GNG2 GNG4											
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 SNAP25 STX1A STXBP1									SNAP25 STXBP1			SNAP25 STX1A	SNAP25 STX1A		CPLX1 STX1A	SNAP25 STX1A						STX1A STXBP1		CPLX1 SNAP25				CPLX1 SNAP25 STX1A	CPLX1 SNAP25 STX1A STXBP1		CPLX1 SNAP25	CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A STXBP1			CPLX1 SNAP25	CPLX1 SNAP25								CPLX1 STX1A STXBP1	CPLX1 STXBP1	SNAP25 STX1A				CPLX1 STX1A				CPLX1 STXBP1				
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM																																									BGN GPC2 PRELP																												
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			CENPE KIF1A KIF5A TUBA1A TUBB2B																								KIF5A TUBB2B TUBB4A										KIF19 KIF5A TUBB4A			CENPE KIF5A TUBB2B		KIF1A TUBB2B			KIF1A TUBA1A TUBB2B TUBB4A																								
REACTOME_GPCR_LIGAND_BINDING								PTHLH SUCNR1 TACR3	PTHLH SSTR3		ADORA2A GABBR2		ADORA2A AGT APLN GHRL SSTR3	APLN AVPR1B CHRM4 CNR1 FFAR2 GHRL GNG2 GNG4 MLN PTHLH SST SSTR2 SSTR3 SUCNR1 TACR3 UCN3 WNT9A	AGT AVPR1B BRS3 CHRM4 CNR1 FFAR2 GHRL GNG2 GNG4 HRH3 MLN PTHLH SST SSTR1 SSTR3 UCN3	APLN BRS3 DRD2 FFAR2 GABBR2 GHRL PTCH1 SST SSTR2 UCN3 WNT9A	APLN DRD2 FFAR2 GABBR2 GHRL PTCH1 SSTR2		ADORA2A AGT FFAR2 GHRL PTCH1 PTHLH SSTR1 TAC3 TACR3 UCN3	CNR1 PTHLH	ADORA2A AGT BRS3 MLN													APLN AVPR1B CHRM4 CNR1 DRD2 FFAR2 GNG2 GNG4 NPY PTCH1 PTHLH SST SSTR1 TAC3	ADORA2A AGT APLN AVPR1B BRS3 CHRM4 CNR1 GABBR2 GNG2 GNG4 NPY PTHLH SST TAC3 WNT9A						FFAR2 GABBR2 PTCH1 SSTR1 TACR3 WNT9A					APLN AVPR1B BRS3 CHRM4 DRD2 GABBR2 GNG2 MLN NPY SSTR3	ADORA2A BRS3 CHRM4 GABBR2 GNG2 GNG4 NPY SST TACR3									ADORA2A APLN BRS3 CNR1 GABBR2 GNG4 PTCH1 SSTR1 TAC3 UCN3 WNT9A	AGT APLN BRS3 CHRM4 DRD2 FFAR2 GABBR2 GNG2 GNG4 PTCH1 PTHLH SSTR2 SSTR3 TAC3 UCN3 WNT9A	ADORA2A AGT APLN BRS3 CNR1 DRD2 FFAR2 GABBR2 GNG2 GNG4 HRH3 MLN PTHLH UCN3 WNT9A			ADORA2A AGT AVPR1B CHRM4 CNR1 GABBR2 GHRL GNG4 MLN PTCH1 SSTR1 SSTR3 TAC3 WNT9A							AGT APLN BRS3 CHRM4 CNR1 GNG4 MLN PTCH1 PTHLH TAC3 UCN3 WNT9A	
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE																																							PLCG2 VAV3																														
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS																																									MCF2L VAV3						GNG2 GNG4 VAV3			GNG2 MCF2L		GNG2 GNG4 MCF2L VAV3										GNG4 MCF2L							
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS		ITPR1 NPY PRKCG RGS5 SSTR3	ADCY1 APLN CAMK2B CHRM4 GNG2 GNG4 LRAT PRKCG RGS4 RGS9 SSTR1 SSTR3	ADCY1 ADCY5 CAMK2B GABBR2 GPC2 RGS5 RGS9				APOB SUCNR1	APOB SSTR3			APLN GNAO1 GPC2 ITPR1 PRKCG RBP1 RGS17 RGS5 RGS9 SSTR1	AGT APLN GPC2 SSTR3	APLN CAMK2B CHRM4 CNR1 GNAO1 GNG2 GNG4 GPC2 PRKCG RGS17 RGS4 RGS5 SST SSTR2 SSTR3 SUCNR1	ADCY1 ADCY2 ADCY5 AGT APOB CHRM4 CLPS CNR1 GNAO1 GNG2 GNG4 GPC2 HRH3 ITPR1 LRAT PRKCG RBP1 RGS17 RGS4 RGS9 SST SSTR1 SSTR3	ADCY1 ADCY5 APLN GABBR2 LRAT RGS17 RGS4 RGS5 RGS9 SST SSTR2	ADCY5 APLN GABBR2 RGS17 SSTR2	ADCY1 ADCY5 APLN GABBR2 GNG2 ITPR1 SSTR3	ADCY1 ADCY2 ADCY5 AGT ITPR1 LRAT RBP1 RGS17 RGS5 SSTR1		AGT ITPR1 LRAT PRKCG						ADCY1 ADCY2 ADCY5 APLN APOB GNG2 LRAT RGS17 SSTR1		AGT GNAO1 ITPR1 NPY RGS4 SSTR1 SSTR2		ADCY2 ADCY5 AGT APLN CHRM4 GNG2 LRAT RGS17 RGS4 RGS5 SSTR1	ADCY1 ADCY2 APLN CAMK2B CHRM4 GABBR2 GPC2 HRH3 ITPR1 RGS17 RGS4 RGS5 RGS9 SSTR1 SSTR2		ADCY1 ADCY2 ADCY5 APLN CHRM4 CNR1 GNG2 GNG4 ITPR1 LRAT NPY RBP1 RGS17 RGS5 SST SSTR1	ADCY1 AGT APLN CHRM4 CNR1 GABBR2 GNAO1 GNG2 GNG4 NPY RBP1 RGS17 SST		ADCY2 AGT CAMK2B CLPS GNAO1 GPC2 SSTR2 SSTR3	ADCY2 ADCY5 CLPS GNAO1 GPC2 SSTR3	ADCY5 APOB CAMK2B CLPS GABBR2 GNAO1 GNG4 RBP1 RGS4 RGS9 SSTR2 SUCNR1				ADCY1 ADCY2 ADCY5 AGT CAMK2B CHRM4 CLPS GNAO1 GNG4 ITPR1 LRAT NPY PRKCG RBP1 RGS9 SST	ADCY2 ADCY5 AGT APLN CLPS ITPR1 RGS17 SUCNR1	ADCY1 ADCY5 APLN GNG4 ITPR1 LRAT RGS17	ADCY5 APLN CHRM4 CLPS GABBR2 GNAO1 GNG2 NPY RGS17 RGS4 RGS9 SSTR3	ADCY5 CHRM4 GABBR2 GNG2 GNG4 GPC2 NPY RBP1 RGS17 RGS4 SST			ADCY1 ADCY2 APLN APOB CHRM4 GNG2 ITPR1	APOB LRAT	CAMK2B GABBR2 GNG2 GNG4 LRAT PRKCG RBP1 RGS17 RGS5 RGS9 SSTR1			ADCY1 ADCY5 APLN CHRM4 GABBR2 GNAO1 GPC2 HRH3 ITPR1 LRAT PRKCG RGS17 RGS5 RGS9 SUCNR1	ADCY5 APLN CAMK2B CNR1 GABBR2 GNAO1 GNG4 ITPR1 LRAT PRKCG RGS17 RGS9 SSTR1	ADCY1 ADCY2 AGT APLN CHRM4 GABBR2 GNAO1 GNG2 GNG4 GPC2 ITPR1 LRAT RBP1 RGS17 RGS4 RGS5 RGS9 SSTR2 SSTR3	ADCY1 AGT APLN CNR1 GABBR2 GNAO1 GNG2 GNG4 HRH3 LRAT RGS17 RGS5			ADCY1 ADCY2 ADCY5 AGT CHRM4 CLPS CNR1 GABBR2 GNAO1 GNG4 GPC2 ITPR1 LRAT PRKCG RBP1 RGS17 RGS5 RGS9 SSTR1 SSTR3		ADCY5 LRAT RGS4	AGT APOB GNAO1 GPC2 HRH3 ITPR1			APOB CHRM4 CNR1 LRAT PRKCG RGS9 SSTR3	ADCY5 AGT APLN CAMK2B CHRM4 CNR1 GNG4 ITPR1 LRAT PRKCG RGS17 RGS9	
