PeakID (cmd=annotatePeaks.pl NKX2_2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
33386	chr22	29338515	29339880	+	0	NA	intron (NM_032173, intron 1 of 8)	intron (NM_032173, intron 1 of 8)	25820	NM_032173	84133	Hs.604200	NM_032173	ENSG00000183579	ZNRF3	BK747E2.3|RNF203	zinc and ring finger 3	protein-coding
34980	chr3	45684164	45685009	+	0	NA	intron (NM_014240, intron 2 of 7)	intron (NM_014240, intron 2 of 7)	45788	NR_033947	644714	Hs.712889	NR_033947		LIMD1-AS1	-	LIMD1 antisense RNA 1	ncRNA
44618	chr6	20768568	20769340	+	0	NA	intron (NM_017774, intron 7 of 15)	intron (NM_017774, intron 7 of 15)	234266	NM_017774	54901	Hs.657604	NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
23150	chr17	75954170	75954864	+	0	NA	Intergenic	CpG	-45801	NM_018996	57690	Hs.406810	NM_018996	ENSG00000078687	TNRC6C	-	trinucleotide repeat containing adaptor 6C	protein-coding
36627	chr3	128897963	128898866	+	0	NA	intron (NM_001127192, intron 1 of 4)	intron (NM_001127192, intron 1 of 4)	4325	NM_001127195	7555	Hs.518249	NM_003418	ENSG00000169714	CNBP	CNBP1|DM2|PROMM|RNF163|ZCCHC22|ZNF9	CCHC-type zinc finger nucleic acid binding protein	protein-coding
32306	chr20	57936212	57937719	+	0	NA	Intergenic	L1MD2|LINE|L1	61299	NM_001302456	1908	Hs.1408	NM_000114	ENSG00000124205	EDN3	ET-3|ET3|HSCR4|PPET3|WS4B	endothelin 3	protein-coding
41165	chr5	16931273	16931876	+	0	NA	intron (NM_012334, intron 1 of 40)	intron (NM_012334, intron 1 of 40)	4823	NM_012334	4651	Hs.481720	NM_012334	ENSG00000145555	MYO10	-	myosin X	protein-coding
37354	chr3	170809898	170810429	+	0	NA	intron (NM_015028, intron 23 of 32)	intron (NM_015028, intron 23 of 32)	14385	NR_030295	693154		NR_030295	ENSG00000207963	MIR569	MIRN569|hsa-mir-569	microRNA 569	ncRNA
20070	chr16	67080765	67081498	+	0	NA	intron (NM_001368710, intron 3 of 4)	intron (NM_001368710, intron 3 of 4)	18079	NM_001755	865	Hs.460988	NM_001755	ENSG00000067955	CBFB	PEBP2B	core-binding factor subunit beta	protein-coding
53475	chr9	8087968	8088740	+	0	NA	Intergenic	Intergenic	-288576	NM_001318059	90871	Hs.7517	NM_033428	ENSG00000137038	DMAC1	C9orf123|TMEM261	distal membrane arm assembly complex 1	protein-coding
48845	chr7	66093178	66094297	+	0	NA	promoter-TSS (NM_153033)	promoter-TSS (NM_153033)	-131	NM_001167961	154881	Hs.546627	NM_153033	ENSG00000243335	KCTD7	CLN14|EPM3	potassium channel tetramerization domain containing 7	protein-coding
5599	chr10	7527728	7528239	+	0	NA	Intergenic	Intergenic	-74535	NM_001029880	57713	Hs.407983	NM_001018039	ENSG00000198879	SFMBT2	-	Scm like with four mbt domains 2	protein-coding
43140	chr5	138205571	138206297	+	0	NA	3' UTR (NM_015564, exon 2 of 2)	3' UTR (NM_015564, exon 2 of 2)	-4985	NM_001323990	1495	Hs.445981	NM_001903	ENSG00000044115	CTNNA1	CAP102|MDPT2	catenin alpha 1	protein-coding
15238	chr13	102783428	102784194	+	0	NA	intron (NM_001321937, intron 1 of 3)	intron (NM_001321937, intron 1 of 3)	-85457	NR_039854	100616239		NR_039854	ENSG00000264482	MIR4705	-	microRNA 4705	ncRNA
1906	chr1	61038525	61039272	+	0	NA	intron (NR_146508, intron 4 of 7)	L3|LINE|CR1	49459	NR_146508	105378763	Hs.551175	NR_146508	ENSG00000226476	LINC01748	-	long intergenic non-protein coding RNA 1748	ncRNA
9150	chr11	47078701	47079544	+	0	NA	intron (NM_001003678, intron 3 of 8)	L1MEc|LINE|L1	119308	NM_032389	84364	Hs.436204	NM_032389	ENSG00000149182	ARFGAP2	IRZ|NBLA10535|ZFP289|ZNF289	ADP ribosylation factor GTPase activating protein 2	protein-coding
26391	chr19	56031159	56031994	+	0	NA	Intergenic	MIR|SINE|MIR	16924	NM_001370096	646643	Hs.532676	NM_001101401	ENSG00000187550	SBK2	SGK069	SH3 domain binding kinase family member 2	protein-coding
32210	chr20	54901505	54902324	+	0	NA	Intergenic	Intergenic	-32116	NM_080821	116151	Hs.143736	NM_080821	ENSG00000124098	FAM210B	5A3|C20orf108|dJ1167H4.1	family with sequence similarity 210 member B	protein-coding
28467	chr2	100884134	100884820	+	0	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	54718	NM_198461	164832	Hs.21380	NM_198461	ENSG00000170500	LONRF2	RNF192	LON peptidase N-terminal domain and ring finger 2	protein-coding
45045	chr6	35694160	35695187	+	0	NA	non-coding (NR_027117, exon 10 of 10)	non-coding (NR_027117, exon 10 of 10)	1687	NM_001145775	2289	Hs.407190	NM_004117	ENSG00000096060	FKBP5	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	FKBP prolyl isomerase 5	protein-coding
44605	chr6	20401419	20402338	+	0	NA	promoter-TSS (NM_001949)	promoter-TSS (NM_001949)	-232	NM_001949	1871	Hs.269408	NM_001949	ENSG00000112242	E2F3	E2F-3	E2F transcription factor 3	protein-coding
29590	chr2	177156162	177157301	+	0	NA	intron (NM_001006635, intron 2 of 10)	L2b|LINE|L2	22561	NM_006554	10651	Hs.470728	NM_006554	ENSG00000128654	MTX2	-	metaxin 2	protein-coding
5350	chr1	245835423	245836192	+	0	NA	intron (NM_018012, intron 10 of 14)	intron (NM_018012, intron 10 of 14)	-437988	NR_151721	111216275	Hs.663694	NR_151721	ENSG00000232192	KIF26B-AS1	-	KIF26B antisense RNA 1	ncRNA
12870	chr12	95510841	95511345	+	0	NA	intron (NM_018351, intron 8 of 20)	intron (NM_018351, intron 8 of 20)	-43699	NM_001032287	7181	Hs.108301	NM_003297	ENSG00000120798	NR2C1	TR2	nuclear receptor subfamily 2 group C member 1	protein-coding
47833	chr7	5222474	5223442	+	0	NA	Intergenic	Intergenic	-6906	NM_015610	26100	Hs.122363	NM_015610	ENSG00000157954	WIPI2	ATG18B|Atg21|CGI-50|IDDSSA|WIPI-2	WD repeat domain, phosphoinositide interacting 2	protein-coding
23078	chr17	73975000	73976058	+	0	NA	promoter-TSS (NM_004035)	promoter-TSS (NM_004035)	208	NM_001113324	100134934	Hs.593566	NM_001113324	ENSG00000257949	TEN1	C17orf106	TEN1 subunit of CST complex	protein-coding
6247	chr10	52381551	52382940	+	0	NA	intron (NM_147156, intron 1 of 10)	intron (NM_147156, intron 1 of 10)	1471	NM_147156	259230	Hs.654698	NM_147156	ENSG00000198964	SGMS1	MOB|MOB1|SMS1|TMEM23|hmob33	sphingomyelin synthase 1	protein-coding
52904	chr8	130917077	130917500	+	0	NA	intron (NM_001353274, intron 1 of 11)	MER102b|DNA|hAT-Charlie	34769	NM_001353314	51571	Hs.126941	NM_016623	ENSG00000153310	FAM49B	BM-009|L1	family with sequence similarity 49 member B	protein-coding
16872	chr14	91286987	91288032	+	0	NA	Intergenic	Intergenic	-4735	NM_001010854	145567	Hs.655697	NM_001010854	ENSG00000165914	TTC7B	TTC7L1|c14_5685	tetratricopeptide repeat domain 7B	protein-coding
39099	chr4	77008144	77008767	+	0	NA	intron (NM_001130017, intron 3 of 9)	intron (NM_001130017, intron 3 of 9)	12607	NM_001179	419	Hs.24976	NM_001179	ENSG00000156219	ART3	ARTC3	ADP-ribosyltransferase 3	protein-coding
10798	chr11	121337139	121337990	+	0	NA	intron (NM_003105, intron 1 of 47)	intron (NM_003105, intron 1 of 47)	14541	NM_003105	6653	Hs.368592	NM_003105	ENSG00000137642	SORL1	C11orf32|LR11|LRP9|SORLA|SorLA-1|gp250	sortilin related receptor 1	protein-coding
35884	chr3	86224438	86226079	+	0	NA	Intergenic	Intergenic	-305835	NR_135563	101927494	Hs.385622	NR_135563	ENSG00000241328	LINC02070	-	long intergenic non-protein coding RNA 2070	ncRNA
41336	chr5	34005645	34006543	+	0	NA	intron (NR_037951, intron 6 of 8)	intron (NR_037951, intron 6 of 8)	2061	NM_203382	23600	Hs.508343	NM_014324	ENSG00000242110	AMACR	AMACRD|CBAS4|P504S|RACE|RM	alpha-methylacyl-CoA racemase	protein-coding
36118	chr3	108307907	108309090	+	0	NA	promoter-TSS (NM_020890)	promoter-TSS (NM_020890)	-71	NM_014648	9666	Hs.409210	NM_014648	ENSG00000198919	DZIP3	PPP1R66|UURF2|hRUL138	DAZ interacting zinc finger protein 3	protein-coding
26952	chr2	25517520	25518072	+	0	NA	intron (NR_135490, intron 3 of 23)	intron (NR_135490, intron 3 of 23)	33794	NR_031570	100302246		NR_031570	ENSG00000221445	MIR1301	MIRN1301|hsa-mir-1301|mir-1301	microRNA 1301	ncRNA
29501	chr2	171627098	171627927	+	0	NA	promoter-TSS (NR_110185)	promoter-TSS (NR_110185)	-236	NR_110185	101926913	Hs.301715	NR_110185		LOC101926913	-	uncharacterized LOC101926913	ncRNA
16623	chr14	77224405	77225022	+	0	NA	Intergenic	Intergenic	-3098	NM_014909	22846	Hs.525479	NM_014909	ENSG00000071246	VASH1	KIAA1036|TTCP 1	vasohibin 1	protein-coding
37609	chr3	181716994	181717673	+	0	NA	intron (NR_104146, intron 5 of 7)	intron (NR_104146, intron 5 of 7)	47181	NR_104146	100996490	Hs.606987	NR_104146	ENSG00000242512	LINC01206	-	long intergenic non-protein coding RNA 1206	ncRNA
21209	chr17	8089296	8091691	+	0	NA	TTS (NR_039746)	TTS (NR_039746)	230	NR_039746	100616406		NR_039746	ENSG00000283160	MIR4521	mir-4521	microRNA 4521	ncRNA
42498	chr5	103224676	103225226	+	0	NA	Intergenic	Intergenic	-326461	NM_031438	83594	Hs.434289	NM_031438	ENSG00000112874	NUDT12	-	nudix hydrolase 12	protein-coding
27405	chr2	43599604	43600316	+	0	NA	intron (NM_001083953, intron 29 of 37)	AluSz|SINE|Alu	145610	NR_027251	100129726	Hs.194480	NM_178529	ENSG00000279873	LINC01126	-	long intergenic non-protein coding RNA 1126	ncRNA
52464	chr8	103557461	103558017	+	0	NA	Intergenic	Intergenic	-6078	NM_024410	4956	Hs.159274	NM_024410	ENSG00000155087	ODF1	CT133|HSPB10|ODF|ODF2|ODF27|ODFP|ODFPG|ODFPGA|ODFPGB|RT7|SODF	outer dense fiber of sperm tails 1	protein-coding
22192	chr17	44860416	44861003	+	0	NA	intron (NM_030753, intron 1 of 4)	intron (NM_030753, intron 1 of 4)	35349	NM_030753	7473	Hs.445884	NM_030753	ENSG00000108379	WNT3	INT4|TETAMS	Wnt family member 3	protein-coding
52743	chr8	124246134	124246650	+	0	NA	intron (NM_001204180, intron 4 of 5)	MIR|SINE|MIR	7225	NM_032847	84933	Hs.707401	NM_032847	ENSG00000189376	C8orf76	-	chromosome 8 open reading frame 76	protein-coding
1612	chr1	50561224	50562362	+	0	NA	intron (NM_001144777, intron 1 of 6)	intron (NM_001144777, intron 1 of 6)	-7788	NM_001144776	1996	Hs.213050	NM_021952	ENSG00000162374	ELAVL4	HUD|PNEM	ELAV like RNA binding protein 4	protein-coding
28936	chr2	134004913	134005690	+	0	NA	intron (NM_207363, intron 4 of 19)	intron (NM_207363, intron 4 of 19)	-18466	NR_110294	101928161	Hs.661917	NR_110294	ENSG00000226953	NCKAP5-AS2	-	NCKAP5 antisense RNA 2	ncRNA
35020	chr3	46989241	46990231	+	0	NA	intron (NM_144716, intron 2 of 7)	intron (NM_144716, intron 2 of 7)	28255	NR_102269	151903	Hs.631918	NM_144716	ENSG00000160799	CCDC12	-	coiled-coil domain containing 12	protein-coding
13497	chr12	122119973	122120335	+	0	NA	Intergenic	Intergenic	-9604	NM_001363685	283385	Hs.434154	NM_173855	ENSG00000139714	MORN3	-	MORN repeat containing 3	protein-coding
17162	chr14	103511716	103512627	+	0	NA	intron (NM_006035, intron 1 of 36)	L2a|LINE|L2	11715	NM_006035	9578	Hs.654634	NM_006035	ENSG00000198752	CDC42BPB	MRCKB	CDC42 binding protein kinase beta	protein-coding
42353	chr5	95512807	95513815	+	0	NA	intron (NR_130776, intron 1 of 4)	intron (NR_130776, intron 1 of 4)	98469	NR_030309	693168		NR_030309	ENSG00000207578	MIR583	MIRN583|hsa-mir-583	microRNA 583	ncRNA
41508	chr5	45038270	45039053	+	0	NA	Intergenic	Intergenic	229612	NM_016640	10884	Hs.124165	NM_016640	ENSG00000112996	MRPS30	MRP-S30|PAP|PDCD9|S30mt	mitochondrial ribosomal protein S30	protein-coding
4996	chr1	232769629	232770332	+	0	NA	Intergenic	Intergenic	-83837	NR_146922	105373199	Hs.254475	NR_146922	ENSG00000225919	LINC01745	-	long intergenic non-protein coding RNA 1745	ncRNA
9959	chr11	83681876	83682625	+	0	NA	intron (NM_001142699, intron 12 of 27)	intron (NM_001142699, intron 12 of 27)	-288782	NM_001142702	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
54292	chr9	88903296	88903898	+	0	NA	exon (NM_024617, exon 27 of 27)	exon (NM_024617, exon 27 of 27)	-6144	NM_030940	81689	Hs.449291	NM_030940	ENSG00000135070	ISCA1	HBLD2|ISA1|MMDS5|hIscA	iron-sulfur cluster assembly 1	protein-coding
7212	chr10	97086738	97087746	+	0	NA	intron (NM_001034956, intron 24 of 27)	intron (NM_001034956, intron 24 of 27)	-36482	NM_020992	9124	Hs.368525	NM_020992	ENSG00000107438	PDLIM1	CLIM1|CLP-36|CLP36|HEL-S-112|hCLIM1	PDZ and LIM domain 1	protein-coding
55046	chr9	123342235	123343082	+	0	NA	promoter-TSS (NR_073555)	promoter-TSS (NR_073555)	-210	NM_001272039	55755	Hs.269560	NM_018249	ENSG00000136861	CDK5RAP2	C48|Cep215|MCPH3	CDK5 regulatory subunit associated protein 2	protein-coding
55821	chrX	15483417	15483964	+	0	NA	intron (NM_001018109, intron 3 of 9)	intron (NM_001018109, intron 3 of 9)	25742	NR_037859	100532742	Hs.495728	NR_037859		PIR-FIGF	-	PIR-FIGF readthrough	ncRNA
27658	chr2	53228416	53229281	+	0	NA	Intergenic	Intergenic	-299095	NR_039630	100616431		NR_039630	ENSG00000264975	MIR4431	-	microRNA 4431	ncRNA
1132	chr1	33343590	33344349	+	0	NA	Intergenic	Intergenic	-5884	NM_001171941	252995	Hs.524234	NM_153756	ENSG00000160097	FNDC5	FRCP2|irisin	fibronectin type III domain containing 5	protein-coding
47272	chr6	151707924	151708917	+	0	NA	intron (NM_020861, intron 1 of 2)	Charlie1a|DNA|hAT-Charlie	4274	NM_020861	57621	Hs.520073	NM_020861	ENSG00000181472	ZBTB2	ZNF437	zinc finger and BTB domain containing 2	protein-coding
50716	chr8	3745784	3746493	+	0	NA	intron (NM_033225, intron 5 of 69)	intron (NM_033225, intron 5 of 69)	1106298	NM_033225	64478	Hs.571466	NM_033225	ENSG00000183117	CSMD1	PPP1R24	CUB and Sushi multiple domains 1	protein-coding
9621	chr11	67426677	67427401	+	0	NA	Intergenic	LTR13|LTR|ERVK	-8838	NM_080658	91703	Hs.126265	NM_080658	ENSG00000132744	ACY3	ACY-3|HCBP1	aminoacylase 3	protein-coding
4082	chr1	197432906	197433674	+	0	NA	intron (NR_047564, intron 11 of 11)	intron (NR_047564, intron 11 of 11)	195908	NM_001193640	23418	Hs.126135	NM_012076	ENSG00000134376	CRB1	LCA8|RP12	crumbs cell polarity complex component 1	protein-coding
33614	chr22	36635367	36636274	+	0	NA	promoter-TSS (NM_030882)	promoter-TSS (NM_030882)	180	NM_145637	23780	Hs.474740	NM_030882	ENSG00000128335	APOL2	APOL-II|APOL3	apolipoprotein L2	protein-coding
53893	chr9	36406883	36407762	+	0	NA	Intergenic	Intergenic	-6127	NM_194330	152006	Hs.333503	NM_022781	ENSG00000137075	RNF38	-	ring finger protein 38	protein-coding
10662	chr11	118069015	118069381	+	0	NA	intron (NR_104479, intron 6 of 8)	intron (NR_104479, intron 6 of 8)	14463	NM_153206	120425	Hs.16291	NM_153206	ENSG00000160593	JAML	AMICA|AMICA1|CREA7-1|CREA7-4|Gm638	junction adhesion molecule like	protein-coding
11901	chr12	44901003	44901747	+	0	NA	TTS (NM_006159)	TTS (NM_006159)	368069	NM_001145109	4753	Hs.505326	NM_006159	ENSG00000184613	NELL2	NRP2	neural EGFL like 2	protein-coding
47273	chr6	151711165	151712025	+	0	NA	intron (NM_020861, intron 1 of 2)	CpG	1099	NM_020861	57621	Hs.520073	NM_020861	ENSG00000181472	ZBTB2	ZNF437	zinc finger and BTB domain containing 2	protein-coding
42430	chr5	99861884	99862554	+	0	NA	Intergenic	L1PB|LINE|L1	-8859	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
51454	chr8	40010209	40011208	+	0	NA	promoter-TSS (NM_020130)	promoter-TSS (NM_020130)	-293	NM_020130	56892	Hs.591849	NM_020130	ENSG00000176907	TCIM	C8orf4|TC-1|TC1	transcriptional and immune response regulator	protein-coding
15182	chr13	100119985	100120485	+	0	NA	Intergenic	Intergenic	31325	NR_110731	102725509	Hs.648968	NR_110731		LINC01232	TCONS_00021520	long intergenic non-protein coding RNA 1232	ncRNA
32124	chr20	48768584	48769121	+	0	NA	intron (NR_027889, intron 1 of 6)	intron (NR_027889, intron 1 of 6)	1408	NM_199129	387521	Hs.744839	NM_199129	ENSG00000240849	TMEM189	KUA	transmembrane protein 189	protein-coding
43165	chr5	138629978	138630810	+	0	NA	intron (NM_001194956, intron 1 of 13)	intron (NM_001194956, intron 1 of 13)	955	NM_001194955	9782	Hs.268939	NM_018834	ENSG00000015479	MATR3	ALS21|MPD2|VCPDM	matrin 3	protein-coding
20665	chr16	85496636	85497151	+	0	NA	Intergenic	Intergenic	-148122	NM_001134473	23199	Hs.461647	NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
1892	chr1	60368588	60369445	+	0	NA	intron (NR_134981, intron 6 of 7)	L3|LINE|CR1	23429	NM_000775	1573	Hs.152096	NM_000775	ENSG00000134716	CYP2J2	CPJ2|CYPIIJ2	cytochrome P450 family 2 subfamily J member 2	protein-coding
31424	chr20	23048998	23049515	+	0	NA	Intergenic	L1MC2|LINE|L1	17705	NM_012072	22918	Hs.97199	NM_012072	ENSG00000125810	CD93	C1QR1|C1qR(P)|C1qRP|CDw93|ECSM3|MXRA4|dJ737E23.1	CD93 molecule	protein-coding
40243	chr4	147112114	147112568	+	0	NA	3' UTR (NM_007080, exon 4 of 4)	3' UTR (NM_007080, exon 4 of 4)	15471	NM_007080	11157	Hs.190520	NM_007080	ENSG00000164167	LSM6	YDR378C	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
5354	chr1	246037894	246038893	+	0	NA	intron (NM_022743, intron 8 of 11)	intron (NM_022743, intron 8 of 11)	542321	NM_022743	64754	Hs.567571	NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
47087	chr6	144966718	144967650	+	0	NA	intron (NM_007124, intron 50 of 73)	intron (NM_007124, intron 50 of 73)	240393	NR_132778	106635530		NR_132778		SNORA98	-	small nucleolar RNA, H/ACA box 98	snoRNA
18893	chr15	99280120	99280753	+	0	NA	intron (NM_000875, intron 2 of 20)	intron (NM_000875, intron 2 of 20)	-47219	NR_039864	100616432		NR_039864	ENSG00000264480	MIR4714	-	microRNA 4714	ncRNA
5827	chr10	22621992	22622450	+	0	NA	Intergenic	Intergenic	-12153	NM_001253855	9576	Hs.655170	NM_012443	ENSG00000077327	SPAG6	CT141|Repro-SA-1|pf16	sperm associated antigen 6	protein-coding
1592	chr1	49341117	49342303	+	0	NA	intron (NR_136623, intron 4 of 12)	intron (NR_136623, intron 4 of 12)	-99069	NM_001349793	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding
15880	chr14	49640395	49640822	+	0	NA	Intergenic	L1MA8|LINE|L1	412490	NM_001030001	6235	Hs.156367	NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
49846	chr7	116588760	116589579	+	0	NA	Intergenic	Intergenic	-4386	NR_161422	7982	Hs.368131	NM_018412	ENSG00000004866	ST7	ETS7q|FAM4A|FAM4A1|HELG|RAY1|SEN4|TSG7	suppression of tumorigenicity 7	protein-coding
2573	chr1	99941383	99942319	+	0	NA	intron (NR_125951, intron 2 of 2)	intron (NR_125951, intron 2 of 2)	11509	NR_125951	101928270	Hs.576048	NR_125951	ENSG00000224445	LINC01708	-	long intergenic non-protein coding RNA 1708	ncRNA
34705	chr3	32433931	32434611	+	0	NA	intron (NM_138410, intron 1 of 4)	intron (NM_138410, intron 1 of 4)	926	NM_181472	112616	Hs.440494	NM_138410	ENSG00000153551	CMTM7	CKLFSF7	CKLF like MARVEL transmembrane domain containing 7	protein-coding
31001	chr20	7647698	7648457	+	0	NA	Intergenic	L2a|LINE|L2	273028	NM_017545	54363	Hs.193640	NM_017545	ENSG00000101323	HAO1	GOX|GOX1|HAOX1	hydroxyacid oxidase 1	protein-coding
25665	chr19	36561238	36561860	+	0	NA	intron (NM_001083961, intron 7 of 31)	intron (NM_001083961, intron 7 of 31)	15750	NM_173636	284403	Hs.116244	NM_173636	ENSG00000075702	WDR62	C19orf14|MCPH2	WD repeat domain 62	protein-coding
31338	chr20	20461109	20461972	+	0	NA	intron (NM_020343, intron 36 of 39)	intron (NM_020343, intron 36 of 39)	112792	NM_002196	3642	Hs.89584	NM_002196	ENSG00000173404	INSM1	IA-1|IA1	INSM transcriptional repressor 1	protein-coding
28288	chr2	85766420	85767250	+	0	NA	promoter-TSS (NR_038942)	promoter-TSS (NR_038942)	544	NM_005911	4144	Hs.516157	NM_005911	ENSG00000168906	MAT2A	MATA2|MATII|SAMS2	methionine adenosyltransferase 2A	protein-coding
29710	chr2	182916094	182916811	+	0	NA	intron (NM_001261424, intron 2 of 5)	intron (NM_001261424, intron 2 of 5)	65872	NM_001261424	151242	Hs.10941	NM_001080545	ENSG00000150722	PPP1R1C	IPP5	protein phosphatase 1 regulatory inhibitor subunit 1C	protein-coding
44575	chr6	19382381	19383544	+	0	NA	Intergenic	Intergenic	-67090	NR_134615	105374960	Hs.519913	NR_134615		LOC105374960	-	uncharacterized LOC105374960	ncRNA
17947	chr15	60839883	60840982	+	0	NA	intron (NM_134261, intron 2 of 10)	intron (NM_134261, intron 2 of 10)	44293	NM_134262	6095	Hs.560343	NM_002943	ENSG00000069667	RORA	IDDECA|NR1F1|ROR1|ROR2|ROR3|RZR-ALPHA|RZRA	RAR related orphan receptor A	protein-coding
56545	chrX	92928005	92928831	+	0	NA	promoter-TSS (NM_001171111)	promoter-TSS (NM_001171111)	159	NM_004538	4675	Hs.21365	NM_004538	ENSG00000186310	NAP1L3	MB20|NPL3	nucleosome assembly protein 1 like 3	protein-coding
30529	chr2	227015786	227016532	+	0	NA	intron (NR_046102, intron 2 of 6)	intron (NR_046102, intron 2 of 6)	8649	NR_046102	646736	Hs.712836	NR_046102		LOC646736	-	uncharacterized LOC646736	ncRNA
43312	chr5	141987608	141987978	+	0	NA	intron (NM_001354956, intron 3 of 4)	intron (NM_001354956, intron 3 of 4)	13106	NM_001144892	2246	Hs.483635	NM_000800	ENSG00000113578	FGF1	AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1	fibroblast growth factor 1	protein-coding
35407	chr3	59034194	59035438	+	0	NA	intron (NR_147235, intron 1 of 6)	MER5A|DNA|hAT-Charlie	935	NM_198463	200844	Hs.368434	NM_198463	ENSG00000163689	C3orf67	-	chromosome 3 open reading frame 67	protein-coding
12899	chr12	96972128	96972909	+	0	NA	intron (NM_001306084, intron 20 of 67)	intron (NM_001306084, intron 20 of 67)	89163	NM_001306084	144535	Hs.382121	NM_198520	ENSG00000188596	CFAP54	C12orf55|C12orf63	cilia and flagella associated protein 54	protein-coding
19499	chr16	19256350	19257549	+	0	NA	intron (NM_001330509, intron 7 of 7)	intron (NM_001330509, intron 7 of 7)	-40104	NM_001256720	728276	Hs.632180	NM_001256720	ENSG00000261210	CLEC19A	-	C-type lectin domain containing 19A	protein-coding
5055	chr1	234350565	234351383	+	0	NA	intron (NM_001300845, intron 1 of 6)	intron (NM_001300845, intron 1 of 6)	1017	NM_001300845	148641	Hs.158748	NM_173508	ENSG00000183780	SLC35F3	-	solute carrier family 35 member F3	protein-coding
54737	chr9	107081347	107082605	+	0	NA	Intergenic	Intergenic	49466	NR_135141	105376194	Hs.553289	NR_135141		LOC105376194	-	uncharacterized LOC105376194	ncRNA
52749	chr8	124428144	124429480	+	0	NA	promoter-TSS (NM_001283024)	promoter-TSS (NM_001283024)	-153	NR_133926	55093	Hs.18029	NM_018024	ENSG00000156795	WDYHV1	C8orf32	WDYHV motif containing 1	protein-coding
