PeakID (cmd=annotatePeaks.pl FOXA1_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5353	chr4	87953214	87954214	+	0	NA	intron (NM_001313960, intron 1 of 17)	intron (NM_001313960, intron 1 of 17)	25561	NM_005935	4299	Hs.480190	NM_005935	ENSG00000172493	AFF1	AF4|MLLT2|PBM1	AF4/FMR2 family member 1	protein-coding
2815	chr2	182404021	182405021	+	0	NA	TTS (NM_000885)	TTS (NM_000885)	82408	NM_000885	3676	Hs.72981	NM_000885	ENSG00000115232	ITGA4	CD49D|IA4	integrin subunit alpha 4	protein-coding
8737	chr6	148162743	148163743	+	0	NA	Intergenic	Intergenic	333417	NM_001030060	389432	Hs.567973	NM_001030060	ENSG00000203727	SAMD5	dJ875H10.1	sterile alpha motif domain containing 5	protein-coding
9140	chr7	30673909	30674909	+	0	NA	TTS (NM_001316772)	TTS (NM_001316772)	39915	NM_002047	2617	Hs.404321	NM_002047	ENSG00000106105	GARS	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	glycyl-tRNA synthetase	protein-coding
5886	chr4	156699239	156700239	+	0	NA	intron (NM_001291955, intron 3 of 12)	intron (NM_001291955, intron 3 of 12)	19566	NM_000857	2983	Hs.77890	NM_000857	ENSG00000061918	GUCY1B1	GC-S-beta-1|GC-SB3|GUC1B3|GUCB3|GUCSB3|GUCY1B3	guanylate cyclase 1 soluble subunit beta 1	protein-coding
13963	chr12	71553030	71554030	+	0	NA	Intergenic	Intergenic	-1751	NM_004616	7103	Hs.170563	NM_004616	ENSG00000127324	TSPAN8	CO-029|TM4SF3	tetraspanin 8	protein-coding
1400	chr1	234398167	234399167	+	0	NA	intron (NM_173508, intron 3 of 7)	intron (NM_173508, intron 3 of 7)	-43546	NR_039818	100616380		NR_039818	ENSG00000264377	MIR4671	-	microRNA 4671	ncRNA
5639	chr4	120061827	120062827	+	0	NA	intron (NM_016599, intron 2 of 5)	intron (NM_016599, intron 2 of 5)	5388	NM_016599	51778	Hs.732122	NM_016599	ENSG00000172399	MYOZ2	C4orf5|CMH16|CS-1|FATZ-2	myozenin 2	protein-coding
18276	chr20	17424372	17425372	+	0	NA	intron (NM_001201529, intron 7 of 10)	intron (NM_001201529, intron 7 of 10)	87152	NM_001195	631	Hs.129702	NM_001195	ENSG00000125864	BFSP1	CP115|CP94|CTRCT33|LIFL-H	beaded filament structural protein 1	protein-coding
14820	chr13	66672613	66673613	+	0	NA	Intergenic	Intergenic	-119269	NR_039853	100616205		NR_039853	ENSG00000263561	MIR4704	-	microRNA 4704	ncRNA
7714	chr6	23499438	23500438	+	0	NA	Intergenic	Intergenic	-626505	NM_080723	140767	Hs.726270	NM_080723	ENSG00000152954	NRSN1	VMP|p24	neurensin 1	protein-coding
7121	chr5	127017857	127018857	+	0	NA	Intergenic	Intergenic	-20724	NM_001317938	728586	Hs.582532	NM_001317938	ENSG00000230561	CCDC192	LINC01183	coiled-coil domain containing 192	protein-coding
8204	chr6	96968842	96969842	+	0	NA	promoter-TSS (NM_015323)	promoter-TSS (NM_015323)	-340	NM_015323	23376	Hs.149367	NM_015323	ENSG00000014123	UFL1	KIAA0776|Maxer|NLBP|RCAD	UFM1 specific ligase 1	protein-coding
17279	chr17	73780261	73781261	+	0	NA	promoter-TSS (NR_039892)	promoter-TSS (NR_039892)	-73	NR_039892	100616282		NR_039892	ENSG00000283853	MIR4738	-	microRNA 4738	ncRNA
6589	chr5	73876522	73877522	+	0	NA	Intergenic	Intergenic	-44221	NR_126354	104310351	Hs.582291	NR_126354	ENSG00000248673	LINC01331	-	long intergenic non-protein coding RNA 1331	ncRNA
17953	chr19	5680291	5681291	+	0	NA	promoter-TSS (NM_198707)	promoter-TSS (NM_198707)	116	NM_205767	125988	Hs.356626	NM_205767	ENSG00000174917	MICOS13	C19orf70|MIC13|P117|QIL1	mitochondrial contact site and cristae organizing system subunit 13	protein-coding
14778	chr13	61631220	61632220	+	0	NA	Intergenic	Intergenic	142294	NR_036128	100422973		NR_036128	ENSG00000266663	MIR3169	-	microRNA 3169	ncRNA
3853	chr3	76734701	76735701	+	0	NA	Intergenic	Intergenic	-354049	NM_001290065	6092	Hs.13305	NM_002942	ENSG00000185008	ROBO2	SAX3	roundabout guidance receptor 2	protein-coding
14364	chr12	122070762	122071762	+	0	NA	intron (NM_032790, intron 1 of 1)	intron (NM_032790, intron 1 of 1)	6807	NM_032790	84876	Hs.55148	NM_032790		ORAI1	CRACM1|IMD9|ORAT1|TAM2|TMEM142A	ORAI calcium release-activated calcium modulator 1	protein-coding
8625	chr6	139929262	139930262	+	0	NA	Intergenic	Intergenic	-134029	NR_033919	645434	Hs.666240	NR_033919	ENSG00000238099	LINC01625	-	long intergenic non-protein coding RNA 1625	ncRNA
2660	chr2	165567420	165568420	+	0	NA	intron (NM_001365672, intron 7 of 13)	intron (NM_001365672, intron 7 of 13)	-23633	NR_033309	100337591	Hs.664357	NR_033309	ENSG00000206869	SNORA70F	U70F	small nucleolar RNA, H/ACA box 70F	snoRNA
14317	chr12	116254901	116255901	+	0	NA	Intergenic	Intergenic	331058	NR_030351	693205		NR_030351	ENSG00000207967	MIR620	MIRN620|hsa-mir-620	microRNA 620	ncRNA
14980	chr13	81539218	81540218	+	0	NA	Intergenic	Intergenic	-52808	NR_125770	103724386	Hs.539622	NR_125770		LINC00377	TCONS_00021861	long intergenic non-protein coding RNA 377	ncRNA
17702	chr18	48000550	48001550	+	0	NA	Intergenic	Intergenic	-85407	NM_001292040	5596	Hs.433728	NM_002747	ENSG00000141639	MAPK4	ERK-4|ERK4|PRKM4|p63-MAPK|p63MAPK	mitogen-activated protein kinase 4	protein-coding
17223	chr17	66816523	66817523	+	0	NA	Intergenic	MIR|SINE|MIR	134510	NM_007168	10351	Hs.58351	NM_007168	ENSG00000141338	ABCA8	-	ATP binding cassette subfamily A member 8	protein-coding
18390	chr20	35114069	35115069	+	0	NA	intron (NM_183006, intron 1 of 6)	L2b|LINE|L2	24371	NM_183006	22839	Hs.249600	NM_014902	ENSG00000080845	DLGAP4	DAP-4|DAP4|DLP4|SAPAP-4|SAPAP4	DLG associated protein 4	protein-coding
12082	chr10	55360670	55361670	+	0	NA	Intergenic	Intergenic	-829710	NM_000242	4153	Hs.499674	NM_000242	ENSG00000165471	MBL2	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	mannose binding lectin 2	protein-coding
14978	chr13	81455966	81456966	+	0	NA	Intergenic	Intergenic	-136060	NR_125770	103724386	Hs.539622	NR_125770		LINC00377	TCONS_00021861	long intergenic non-protein coding RNA 377	ncRNA
12848	chr11	29796874	29797874	+	0	NA	Intergenic	Intergenic	157025	NR_149106	105376606	Hs.577275	NR_149106	ENSG00000255117	LINC02546	-	long intergenic non-protein coding RNA 2546	ncRNA
8936	chr7	7838493	7839493	+	0	NA	intron (NM_001302350, intron 3 of 4)	intron (NM_001302350, intron 3 of 4)	-80755	NM_002947	6119	Hs.487540	NM_002947	ENSG00000106399	RPA3	REPA3|RP-A p14	replication protein A3	protein-coding
17709	chr18	49166232	49167232	+	0	NA	Intergenic	Intergenic	248320	NR_040074	100287225	Hs.448920	NR_040074	ENSG00000227115	LINC01630	-	long intergenic non-protein coding RNA 1630	ncRNA
14701	chr13	50818872	50819872	+	0	NA	intron (NR_109974, intron 2 of 6)	MIR3|SINE|MIR	73218	NR_002183	145165	Hs.511834	NM_153290		ST13P4	FAM10A4|FAM10A4P	ST13, Hsp70 interacting protein pseudogene 4	pseudo
12074	chr10	54533973	54534973	+	0	NA	Intergenic	Intergenic	-3013	NM_000242	4153	Hs.499674	NM_000242	ENSG00000165471	MBL2	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	mannose binding lectin 2	protein-coding
8929	chr7	7556892	7557892	+	0	NA	intron (NM_001037763, intron 7 of 34)	intron (NM_001037763, intron 7 of 34)	18112	NM_001037763	340267	Hs.491104	NM_001037763	ENSG00000215018	COL28A1	COL28	collagen type XXVIII alpha 1 chain	protein-coding
5542	chr4	108279701	108280701	+	0	NA	Intergenic	L1MEd|LINE|L1	-322731	NM_014421	27123	Hs.211869	NM_014421	ENSG00000155011	DKK2	DKK-2	dickkopf WNT signaling pathway inhibitor 2	protein-coding
13739	chr12	43183824	43184824	+	0	NA	Intergenic	Intergenic	98306	NR_135028	105369739	Hs.126660	NR_135028	ENSG00000257114	LINC02450	-	long intergenic non-protein coding RNA 2450	ncRNA
9978	chr8	8602068	8603068	+	0	NA	Intergenic	Intergenic	43121	NM_194284	137075	Hs.183617	NM_194284	ENSG00000253958	CLDN23	CLDNL|hCG1646163	claudin 23	protein-coding
4839	chr4	13703072	13704072	+	0	NA	intron (NR_121681, intron 2 of 3)	intron (NR_121681, intron 2 of 3)	46769	NR_121681	101929071	Hs.543714	NR_121681	ENSG00000250634	LINC01182	-	long intergenic non-protein coding RNA 1182	ncRNA
17729	chr18	52546093	52547093	+	0	NA	intron (NM_004163, intron 2 of 5)	intron (NM_004163, intron 2 of 5)	50885	NM_004163	5874	Hs.25318	NM_004163	ENSG00000041353	RAB27B	C25KG	RAB27B, member RAS oncogene family	protein-coding
5476	chr4	100129487	100130487	+	0	NA	exon (NM_000672, exon 6 of 8)	exon (NM_000672, exon 6 of 8)	10416	NM_001102470	130	Hs.586161	NM_000672	ENSG00000172955	ADH6	ADH-5	alcohol dehydrogenase 6 (class V)	protein-coding
1673	chr2	22983097	22984097	+	0	NA	Intergenic	Intergenic	224246	NR_110577	102723362	Hs.502887	NR_110577	ENSG00000233587	LINC01884	-	long intergenic non-protein coding RNA 1884	ncRNA
10031	chr8	15351698	15352698	+	0	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-45398	NM_178234	7991	Hs.426324	NM_006765	ENSG00000104723	TUSC3	D8S1992|M33|MRT22|MRT7|MagT2|N33|OST3A|SLC58A2	tumor suppressor candidate 3	protein-coding
18378	chr20	32156617	32157617	+	0	NA	intron (NM_001039709, intron 1 of 10)	intron (NM_001039709, intron 1 of 10)	6946	NM_001039709	9139	Hs.153934	NM_005093	ENSG00000078699	CBFA2T2	EHT|MTGR1|ZMYND3|p85	CBFA2/RUNX1 partner transcriptional co-repressor 2	protein-coding
4361	chr3	149265367	149266367	+	0	NA	intron (NM_015472, intron 3 of 6)	intron (NM_015472, intron 3 of 6)	73383	NM_004617	7104	Hs.133527	NM_004617	ENSG00000169903	TM4SF4	ILTMP|il-TMP	transmembrane 4 L six family member 4	protein-coding
7296	chr5	153676048	153677048	+	0	NA	intron (NM_198321, intron 2 of 11)	intron (NM_198321, intron 2 of 11)	-50118	NR_031626	100302181		NR_031626	ENSG00000221430	MIR1294	MIRN1294|hsa-mir-1294|mir-1294	microRNA 1294	ncRNA
900	chr1	167907018	167908018	+	0	NA	intron (NM_001349780, intron 1 of 17)	L1ME3C|LINE|L1	-1208	NM_001143674	25874	Hs.517768	NM_015415	ENSG00000143158	MPC2	BRP44|SLC54A2	mitochondrial pyruvate carrier 2	protein-coding
3252	chr2	238801113	238802113	+	0	NA	intron (NM_001308353, intron 3 of 3)	intron (NM_001308353, intron 3 of 3)	33347	NM_001308353	10267	Hs.471783	NM_005855	ENSG00000132329	RAMP1	-	receptor activity modifying protein 1	protein-coding
3758	chr3	67841718	67842718	+	0	NA	intron (NR_109992, intron 3 of 6)	intron (NR_109992, intron 3 of 6)	137097	NR_109992	101927111	Hs.518057	NR_109992	ENSG00000241316	SUCLG2-AS1	-	SUCLG2 antisense RNA 1 (head to head)	ncRNA
11329	chr9	84127665	84128665	+	0	NA	Intergenic	L1MC4a|LINE|L1	176285	NM_001303103	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
13768	chr12	45959777	45960777	+	0	NA	Intergenic	L2a|LINE|L2	161427	NR_028408	400027	Hs.597122	NR_028408		LINC00938	-	long intergenic non-protein coding RNA 938	ncRNA
13083	chr11	79815439	79816439	+	0	NA	Intergenic	Intergenic	657907	NR_120570	101928944	Hs.547927	NR_120570	ENSG00000255178	LINC02720	-	long intergenic non-protein coding RNA 2720	ncRNA
5315	chr4	84277943	84278943	+	0	NA	Intergenic	L1ME2z|LINE|L1	-22137	NM_001166498	10855	Hs.44227	NM_006665	ENSG00000173083	HPSE	HPA|HPA1|HPR1|HPSE1|HSE1	heparanase	protein-coding
5056	chr4	47172142	47173142	+	0	NA	intron (NM_000812, intron 4 of 8)	intron (NM_000812, intron 4 of 8)	139058	NM_000812	2560	Hs.27283	NM_000812	ENSG00000163288	GABRB1	EIEE45	gamma-aminobutyric acid type A receptor beta1 subunit	protein-coding
1949	chr2	60700318	60701318	+	0	NA	intron (NM_022893, intron 2 of 3)	intron (NM_022893, intron 2 of 3)	79815	NM_001363864	53335	Hs.370549	NM_018014	ENSG00000119866	BCL11A	BCL11A-L|BCL11A-S|BCL11A-XL|BCL11a-M|CTIP1|DILOS|EVI9|HBFQTL5|ZNF856	BAF chromatin remodeling complex subunit BCL11A	protein-coding
8085	chr6	80310289	80311289	+	0	NA	Intergenic	Intergenic	-30257	NM_031469	83699	Hs.302772	NM_031469	ENSG00000198478	SH3BGRL2	-	SH3 domain binding glutamate rich protein like 2	protein-coding
1311	chr1	219837857	219838857	+	0	NA	Intergenic	Intergenic	-51870	NM_001355457	643136	Hs.647764	NM_001085394	ENSG00000215817	ZC3H11B	ZC3HDC11B	zinc finger CCCH-type containing 11B	protein-coding
13573	chr12	17033639	17034639	+	0	NA	Intergenic	Intergenic	-107542	NR_036619	728622	Hs.741380	NR_036619		SKP1P2	SKP1B|p19B	S-phase kinase associated protein 1 pseudogene 2	pseudo
12092	chr10	57457828	57458828	+	0	NA	Intergenic	MIR3|SINE|MIR	-70626	NM_001354404	65217	Hs.280209	NM_033056	ENSG00000150275	PCDH15	CDHR15|DFNB23|USH1F	protocadherin related 15	protein-coding
17077	chr17	46946154	46947154	+	0	NA	Intergenic	L2c|LINE|L2	-23495	NM_001002027	516	Hs.80986	NM_005175	ENSG00000159199	ATP5MC1	ATP5A|ATP5G|ATP5G1	ATP synthase membrane subunit c locus 1	protein-coding
1205	chr1	212281210	212282210	+	0	NA	Intergenic	Intergenic	30755	NR_036068	100422947		NR_036068	ENSG00000264358	MIR3122	mir-3122	microRNA 3122	ncRNA
1593	chr2	11527642	11528642	+	0	NA	Intergenic	MER57E1|LTR|ERV1	-5965	NR_047499	100874055	Hs.102428	NR_047499	ENSG00000224177	LINC00570	ncRNA-a5	long intergenic non-protein coding RNA 570	ncRNA
10088	chr8	24426683	24427683	+	0	NA	Intergenic	L2c|LINE|L2	-21052	NR_125808	101929294	Hs.637673	NR_125808		LOC101929294	-	uncharacterized LOC101929294	ncRNA
18834	chr22	36759214	36760214	+	0	NA	intron (NM_002473, intron 1 of 40)	intron (NM_002473, intron 1 of 40)	24398	NM_002473	4627	Hs.474751	NM_002473	ENSG00000100345	MYH9	BDPLT6|DFNA17|EPSTS|FTNS|MATINS|MHA|NMHC-II-A|NMMHC-IIA|NMMHCA	myosin heavy chain 9	protein-coding
6997	chr5	117503053	117504053	+	0	NA	intron (NR_104997, intron 2 of 2)	intron (NR_104997, intron 2 of 2)	-114716	NR_104609	100505811	Hs.369776	NR_104609	ENSG00000250427	LINC02148	HNCAT21	long intergenic non-protein coding RNA 2148	ncRNA
11903	chr10	25550104	25551104	+	0	NA	intron (NM_020752, intron 2 of 10)	intron (NM_020752, intron 2 of 10)	-85399	NR_027333	100128811	Hs.700407	NR_027333	ENSG00000233642	GPR158-AS1	-	GPR158 antisense RNA 1	ncRNA
6567	chr5	71199007	71200007	+	0	NA	Intergenic	Intergenic	184405	NM_004291	9607	Hs.1707	NM_004291	ENSG00000164326	CARTPT	CART	CART prepropeptide	protein-coding
9773	chr7	129906048	129907048	+	0	NA	promoter-TSS (NM_001869)	promoter-TSS (NM_001869)	-155	NM_001869	1358	Hs.490038	NM_001869	ENSG00000158516	CPA2	-	carboxypeptidase A2	protein-coding
6539	chr5	66199850	66200850	+	0	NA	intron (NM_001164664, intron 4 of 28)	intron (NM_001164664, intron 4 of 28)	-54551	NM_001290226	375449	Hs.595458	NM_015183	ENSG00000069020	MAST4	-	microtubule associated serine/threonine kinase family member 4	protein-coding
13220	chr11	100554772	100555772	+	0	NA	non-coding (NR_133571, exon 2 of 2)	non-coding (NR_133571, exon 2 of 2)	-2747	NM_152432	143872	Hs.44004	NM_032021	ENSG00000165895	ARHGAP42	AD031|GRAF3|TMEM133	Rho GTPase activating protein 42	protein-coding
18453	chr20	47804537	47805537	+	0	NA	promoter-TSS (NM_001322933)	promoter-TSS (NM_001322933)	-130	NM_001322928	6780	Hs.596704	NM_004602	ENSG00000124214	STAU1	PPP1R150|STAU	staufen double-stranded RNA binding protein 1	protein-coding
2238	chr2	117086538	117087538	+	0	NA	Intergenic	Intergenic	985647	NM_001321913	57628	Hs.580539	NM_020868	ENSG00000175497	DPP10	DPL2|DPPY|DPRP-3|DPRP3	dipeptidyl peptidase like 10	protein-coding
15908	chr15	26628573	26629573	+	0	NA	Intergenic	Intergenic	245164	NR_103801	2562	Hs.302352	NM_000814	ENSG00000166206	GABRB3	ECA5|EIEE43	gamma-aminobutyric acid type A receptor beta3 subunit	protein-coding
9041	chr7	20326450	20327450	+	0	NA	Intergenic	Intergenic	-9381	NR_110117	101927769	Hs.256080	NR_110117	ENSG00000226097	LOC101927769	-	uncharacterized LOC101927769	ncRNA
5520	chr4	105415012	105416012	+	0	NA	intron (NM_025212, intron 1 of 2)	intron (NM_025212, intron 1 of 2)	539	NR_132741	80319	Hs.12248	NM_025212	ENSG00000168772	CXXC4	IDAX	CXXC finger protein 4	protein-coding
18522	chr20	58619455	58620455	+	0	NA	Intergenic	L1M2|LINE|L1	-11025	NR_161292	284756	Hs.335319	NR_126504	ENSG00000176659	C20orf197	-	chromosome 20 open reading frame 197	ncRNA
9541	chr7	98648286	98649286	+	0	NA	intron (NM_020429, intron 8 of 18)	L1MC5|LINE|L1	37998	NR_110102	101927550	Hs.636663	NR_110102		LOC101927550	-	uncharacterized LOC101927550	ncRNA
5439	chr4	96270517	96271517	+	0	NA	intron (NM_003728, intron 1 of 15)	intron (NM_003728, intron 1 of 15)	199107	NM_003728	8633	Hs.388565	NM_003728	ENSG00000182168	UNC5C	UNC5H3	unc-5 netrin receptor C	protein-coding
8291	chr6	106451861	106452861	+	0	NA	Intergenic	Intergenic	-81850	NM_001198	639	Hs.436023	NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR/SET domain 1	protein-coding
6285	chr5	24546949	24547949	+	0	NA	intron (NM_006727, intron 2 of 11)	L1MEg|LINE|L1	97638	NM_006727	1008	Hs.92489	NM_006727	ENSG00000040731	CDH10	-	cadherin 10	protein-coding
5486	chr4	101819505	101820505	+	0	NA	Intergenic	Intergenic	-223735	NR_046811	100874275	Hs.136318	NR_046811	ENSG00000250223	LINC01216	EMCN-IT3	long intergenic non-protein coding RNA 1216	ncRNA
8914	chr7	4475766	4476766	+	0	NA	Intergenic	Intergenic	-245660	NM_001037165	221937	Hs.487393	NM_001037165	ENSG00000164916	FOXK1	FOXK1L	forkhead box K1	protein-coding
17079	chr17	47176552	47177552	+	0	NA	Intergenic	Intergenic	-32770	NM_001159388	124872	Hs.374679	NM_153446	ENSG00000167080	B4GALNT2	B4GALT|GALGT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	protein-coding
16719	chr16	69027380	69028380	+	0	NA	intron (NM_024562, intron 15 of 17)	intron (NM_024562, intron 15 of 17)	-111676	NM_001199280	3038	Hs.592069	NM_005329	ENSG00000103044	HAS3	-	hyaluronan synthase 3	protein-coding
4415	chr3	156403828	156404828	+	0	NA	intron (NM_001184717, intron 2 of 5)	intron (NM_001184717, intron 2 of 5)	9875	NM_001184718	25976	Hs.744050	NM_015508	ENSG00000163659	TIPARP	ARTD14|PARP7|pART14	TCDD inducible poly(ADP-ribose) polymerase	protein-coding
6180	chr5	7551017	7552017	+	0	NA	intron (NM_020546, intron 3 of 24)	MIRb|SINE|MIR	155266	NM_020546	108	Hs.481545	NM_020546	ENSG00000078295	ADCY2	AC2|HBAC2	adenylate cyclase 2	protein-coding
826	chr1	157652540	157653540	+	0	NA	intron (NM_001320333, intron 10 of 15)	intron (NM_001320333, intron 10 of 15)	17519	NM_001320333	115352	Hs.292449	NM_052939	ENSG00000160856	FCRL3	CD307c|FCRH3|IFGP3|IRTA3|SPAP2	Fc receptor like 3	protein-coding
18155	chr20	8290978	8291978	+	0	NA	intron (NM_182734, intron 2 of 32)	L1PA17|LINE|L1	62127	NR_046809	100874337	Hs.662218	NR_046809	ENSG00000225479	PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
15639	chr14	68697809	68698809	+	0	NA	intron (NM_001321817, intron 8 of 11)	intron (NM_001321817, intron 8 of 11)	397195	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
14244	chr12	104232031	104233031	+	0	NA	intron (NM_001031701, intron 1 of 13)	L1MD2|LINE|L1	2481	NM_001031701	51559	Hs.48428	NM_016575	ENSG00000111696	NT5DC3	TU12B1-TY|TU12B1TY	5'-nucleotidase domain containing 3	protein-coding
17575	chr18	32646811	32647811	+	0	NA	intron (NR_046177, intron 1 of 6)	intron (NR_046177, intron 1 of 6)	25934	NM_001256420	10982	Hs.532824	NM_014268	ENSG00000166974	MAPRE2	CSCSC2|EB1|EB2|RP1	microtubule associated protein RP/EB family member 2	protein-coding
10731	chr8	113821607	113822607	+	0	NA	intron (NM_001363185, intron 10 of 66)	MER67D|LTR|ERV1	166385	NR_031745	100302225		NR_031745	ENSG00000238399	MIR2053	hsa-mir-2053	microRNA 2053	ncRNA
10179	chr8	34495003	34496003	+	0	NA	Intergenic	Intergenic	-145936	NR_125746	103689844	Hs.590682	NR_125746	ENSG00000254344	LINC01288	TCONS_00014671	long intergenic non-protein coding RNA 1288	ncRNA
10265	chr8	51963088	51964088	+	0	NA	Intergenic	Intergenic	758417	NM_144651	137902	Hs.444882	NM_144651	ENSG00000147485	PXDNL	PMR1|PRM1|VPO2	peroxidasin like	protein-coding
18614	chr21	27472530	27473530	+	0	NA	intron (NM_001136129, intron 1 of 14)	intron (NM_001136129, intron 1 of 14)	39678	NM_001136016	351	Hs.434980	NM_000484	ENSG00000142192	APP	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2|preA4	amyloid beta precursor protein	protein-coding
17069	chr17	46387862	46388862	+	0	NA	intron (NM_001075099, intron 4 of 12)	intron (NM_001075099, intron 4 of 12)	16653	NR_131240	105371807	Hs.661105	NR_131239	ENSG00000235300	THRA1/BTR	-	uncharacterized LOC105371807	ncRNA
12024	chr10	36622357	36623357	+	0	NA	Intergenic	Intergenic	555627	NR_110138	102578074		NR_110138	ENSG00000280719	PCAT5	LINC01452|TPCAT-10-36067	prostate cancer associated transcript 5	ncRNA
2499	chr2	149884047	149885047	+	0	NA	Intergenic	Intergenic	-10434	NM_001317005	130576	Hs.357567	NM_177964	ENSG00000150556	LYPD6B	CT116|LYPD7	LY6/PLAUR domain containing 6B	protein-coding
15289	chr14	23714085	23715085	+	0	NA	intron (NM_001370218, intron 5 of 15)	intron (NM_001370218, intron 5 of 15)	7440	NM_001282322	100507650		NM_001282322	ENSG00000215277	RNF212B	C14orf164	ring finger protein 212B	protein-coding
14496	chr13	30283816	30284816	+	0	NA	Intergenic	Intergenic	62486	NR_135320	102723345	Hs.121353	NR_135320		LOC102723345	-	uncharacterized LOC102723345	ncRNA
5699	chr4	129474411	129475411	+	0	NA	Intergenic	Intergenic	125740	NR_125882	100507487	Hs.549644	NR_125882	ENSG00000251432	LINC02615	-	long intergenic non-protein coding RNA 2615	ncRNA
17897	chr18	71883588	71884588	+	0	NA	Intergenic	Intergenic	68330	NM_014177	29090	Hs.532835	NM_014177	ENSG00000075336	TIMM21	C18orf55|HSPC154|TIM21	translocase of inner mitochondrial membrane 21	protein-coding
17250	chr17	69799889	69800889	+	0	NA	Intergenic	L2c|LINE|L2	221731	NR_110876	102723505	Hs.547482	NR_110876		ROCR	LINC02095	regulator of chondrogenesis RNA	ncRNA
12384	chr10	94570353	94571353	+	0	NA	Intergenic	Intergenic	-15735	NM_001013848	54536	Hs.655657	NM_019053	ENSG00000138190	EXOC6	EXOC6A|SEC15|SEC15L|SEC15L1|SEC15L3|Sec15p	exocyst complex component 6	protein-coding
5638	chr4	120051531	120052531	+	0	NA	Intergenic	Intergenic	-4908	NM_016599	51778	Hs.732122	NM_016599	ENSG00000172399	MYOZ2	C4orf5|CMH16|CS-1|FATZ-2	myozenin 2	protein-coding
16769	chr16	76946689	76947689	+	0	NA	Intergenic	Intergenic	44356	NR_039870	100616172		NR_039870	ENSG00000266426	MIR4719	-	microRNA 4719	ncRNA
3837	chr3	74106304	74107304	+	0	NA	Intergenic	Intergenic	248409	NR_146637	105377165		NR_146637		LINC02005	-	long intergenic non-protein coding RNA 2005	ncRNA
11241	chr9	75548817	75549817	+	0	NA	intron (NM_000689, intron 2 of 12)	intron (NM_000689, intron 2 of 12)	18652	NM_000689	216	Hs.76392	NM_000689	ENSG00000165092	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	aldehyde dehydrogenase 1 family member A1	protein-coding
