PeakID (cmd=annotatePeaks.pl MAFB_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7885	chr17	27871024	27871589	+	0	NA	3' UTR (NM_020791, exon 20 of 20)	3' UTR (NM_020791, exon 20 of 20)	22749	NM_198147	116236	Hs.106510	NM_198147	ENSG00000168792	ABHD15	-	abhydrolase domain containing 15	protein-coding
13170	chr3	116737986	116738290	+	0	NA	Intergenic	Intergenic	97860	NR_121607	100506724	Hs.125983	NR_121607	ENSG00000242385	LINC00901	LSAMP-AS4|TCONS_00005428	long intergenic non-protein coding RNA 901	ncRNA
9902	chr2	61371993	61372636	+	0	NA	promoter-TSS (NR_036496)	promoter-TSS (NR_036496)	63	NM_001367070	339804	Hs.140617	NM_001143959	ENSG00000237651	C2orf74	-	chromosome 2 open reading frame 74	protein-coding
18396	chr7	50149906	50150770	+	0	NA	intron (NM_001161834, intron 2 of 8)	(TA)n|Simple_repeat|Simple_repeat	14656	NM_001161834	100130988	Hs.99248	NM_001161834	ENSG00000164500	SPATA48	C7orf72	spermatogenesis associated 48	protein-coding
20248	chr8	143420693	143421300	+	0	NA	intron (NM_001291931, intron 2 of 10)	intron (NM_001291931, intron 2 of 10)	63547	NM_001366902	203062	Hs.370931	NM_145003	ENSG00000171045	TSNARE1	-	t-SNARE domain containing 1	protein-coding
6504	chr15	33108109	33108600	+	0	NA	intron (NM_001103184, intron 13 of 16)	intron (NM_001103184, intron 13 of 16)	-97288	NR_109767	100131315	Hs.610545	NR_109767	ENSG00000259721	LOC100131315	-	uncharacterized LOC100131315	ncRNA
17572	chr6	129822300	129823190	+	0	NA	intron (NM_000426, intron 58 of 64)	intron (NM_000426, intron 58 of 64)	208577	NM_033515	93663	Hs.486458	NM_033515	ENSG00000146376	ARHGAP18	MacGAP|SENEX|bA307O14.2	Rho GTPase activating protein 18	protein-coding
8248	chr17	65511647	65512140	+	0	NA	intron (NM_181671, intron 1 of 9)	intron (NM_181671, intron 1 of 9)	-44192	NR_030385	693131		NR_030385	ENSG00000263690	MIR548D2	MIRN548D2	microRNA 548d-2	ncRNA
1013	chr1	150894793	150895257	+	0	NA	Intergenic	L1M5|LINE|L1	-3714	NM_001366417	9869	Hs.643565	NM_012432	ENSG00000143379	SETDB1	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	SET domain bifurcated histone lysine methyltransferase 1	protein-coding
2929	chr10	133606963	133607274	+	0	NA	intron (NR_038365, intron 3 of 4)	intron (NR_038365, intron 3 of 4)	15417	NR_038365	399827	Hs.523353	NM_001001677	ENSG00000189275	LINC01164	-	long intergenic non-protein coding RNA 1164	ncRNA
5072	chr12	130998131	130998634	+	0	NA	intron (NM_001351227, intron 2 of 20)	intron (NM_001351227, intron 2 of 20)	114619	NM_015347	23504	Hs.657441	NM_015347	ENSG00000060709	RIMBP2	PPP1R133|RBP2|RIM-BP2	RIMS binding protein 2	protein-coding
16294	chr5	150416208	150416540	+	0	NA	exon (NM_001258455, exon 12 of 16)	exon (NM_001258455, exon 12 of 16)	16222	NM_001329790	2878	Hs.386793	NM_002084	ENSG00000211445	GPX3	GPx-P|GSHPx-3|GSHPx-P	glutathione peroxidase 3	protein-coding
1860	chr10	364436	364833	+	0	NA	intron (NM_014974, intron 31 of 36)	intron (NM_014974, intron 31 of 36)	138700	NM_001202468	10771	Hs.292265	NM_006624	ENSG00000015171	ZMYND11	BRAM1|BS69|MRD30	zinc finger MYND-type containing 11	protein-coding
15946	chr5	112592200	112593041	+	0	NA	intron (NM_001085377, intron 3 of 18)	intron (NM_001085377, intron 3 of 18)	38015	NM_002387	4163	Hs.593171	NM_002387	ENSG00000171444	MCC	MCC1	MCC regulator of WNT signaling pathway	protein-coding
16188	chr5	140705541	140706137	+	0	NA	Intergenic	Intergenic	-4413	NM_018912	56114	Hs.368160	NM_018912	ENSG00000204956	PCDHGA1	PCDH-GAMMA-A1	protocadherin gamma subfamily A, 1	protein-coding
11120	chr2	239182939	239183300	+	0	NA	intron (NM_022817, intron 4 of 22)	intron (NM_022817, intron 4 of 22)	14132	NM_022817	8864	Hs.58756	NM_003894	ENSG00000132326	PER2	FASPS|FASPS1	period circadian regulator 2	protein-coding
9732	chr2	43745322	43745674	+	0	NA	intron (NM_001083953, intron 22 of 37)	intron (NM_001083953, intron 22 of 37)	77615	NM_001083953	63892	Hs.369592	NM_022065	ENSG00000115970	THADA	ARMC13|GITA	THADA armadillo repeat containing	protein-coding
15871	chr5	103053786	103054258	+	0	NA	Intergenic	Intergenic	-155532	NM_001300741	83594	Hs.434289	NM_031438	ENSG00000112874	NUDT12	-	nudix hydrolase 12	protein-coding
17200	chr6	82957328	82958327	+	0	NA	promoter-TSS (NM_015525)	promoter-TSS (NM_015525)	-366	NM_015525	25998	Hs.306425	NM_015525	ENSG00000005700	IBTK	BTBD26|BTKI	inhibitor of Bruton tyrosine kinase	protein-coding
13756	chr3	188069980	188070691	+	0	NA	intron (NM_001167671, intron 2 of 10)	MIR3|SINE|MIR	127142	NM_001167671	4026	Hs.720220	NM_005578	ENSG00000145012	LPP	-	LIM domain containing preferred translocation partner in lipoma	protein-coding
11177	chr20	3576518	3576962	+	0	NA	intron (NM_139322, intron 20 of 24)	intron (NM_139322, intron 20 of 24)	67306	NM_145762	64096	Hs.302025	NM_022139	ENSG00000125861	GFRA4	-	GDNF family receptor alpha 4	protein-coding
17964	chr6	166701169	166702236	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	20178	NM_175922	285800	Hs.731862	NM_175922	ENSG00000176381	PRR18	-	proline rich 18	protein-coding
16170	chr5	139044274	139045062	+	0	NA	intron (NM_001317207, intron 1 of 2)	intron (NM_001317207, intron 1 of 2)	5528	NM_001317206	51523	Hs.189119	NM_016463	ENSG00000171604	CXXC5	CF5|HSPC195|RINF|WID	CXXC finger protein 5	protein-coding
14643	chr4	120205985	120206443	+	0	NA	intron (NM_001371397, intron 15 of 15)	intron (NM_001371397, intron 15 of 15)	15586	NM_001001701	401152	Hs.173705	NM_001001701	ENSG00000164096	C4orf3	ALN|HCVFTP1	chromosome 4 open reading frame 3	protein-coding
2759	chr10	112188424	112189181	+	0	NA	Intergenic	Intergenic	-68863	NM_004419	1847	Hs.2128	NM_004419	ENSG00000138166	DUSP5	DUSP|HVH3	dual specificity phosphatase 5	protein-coding
2247	chr10	59357205	59357838	+	0	NA	Intergenic	Intergenic	-293202	NR_037490	100500834		NR_037490	ENSG00000264747	MIR3924	-	microRNA 3924	ncRNA
13569	chr3	170679153	170679970	+	0	NA	Intergenic	Intergenic	-53135	NM_020390	56648	Hs.164144	NM_020390	ENSG00000163577	EIF5A2	EIF-5A2|eIF5AII	eukaryotic translation initiation factor 5A2	protein-coding
13088	chr3	110530318	110530558	+	0	NA	Intergenic	X9_LINE|LINE|L1?	258368	NR_045114	100506555	Hs.535689	NR_045114		NECTIN3-AS1	PVRL3-AS1	NECTIN3 antisense RNA 1	ncRNA
8876	chr18	60233714	60234299	+	0	NA	intron (NM_017742, intron 11 of 13)	MIRb|SINE|MIR	43748	NM_017742	54877	Hs.114191	NM_017742	ENSG00000141664	ZCCHC2	C18orf49	zinc finger CCHC-type containing 2	protein-coding
4877	chr12	111870033	111870650	+	0	NA	intron (NM_005475, intron 2 of 7)	L1MB7|LINE|L1	-2325	NM_001291424	10019	Hs.506784	NM_005475	ENSG00000111252	SH2B3	IDDM20|LNK	SH2B adaptor protein 3	protein-coding
11778	chr21	22497603	22498048	+	0	NA	intron (NM_001352595, intron 1 of 14)	(TA)n|Simple_repeat|Simple_repeat	-21655	NM_001352597	4685	Hs.473450	NM_004540	ENSG00000154654	NCAM2	NCAM21	neural cell adhesion molecule 2	protein-coding
9535	chr2	26240691	26241652	+	0	NA	Intergenic	Intergenic	-15782	NM_016131	10890	Hs.467960	NM_016131	ENSG00000084733	RAB10	-	RAB10, member RAS oncogene family	protein-coding
15111	chr4	190342870	190343145	+	0	NA	Intergenic	Intergenic	-237753	NR_121679	101928971	Hs.519164	NR_121679	ENSG00000250739	LINC01262	TCONS_l2_00021807	long intergenic non-protein coding RNA 1262	ncRNA
2885	chr10	126396530	126397069	+	0	NA	intron (NR_120630, intron 2 of 2)	intron (NR_120630, intron 2 of 2)	4202	NR_120630	101927944	Hs.437448	NR_120630		FAM53B-AS1	-	FAM53B antisense RNA 1	ncRNA
624	chr1	66736854	66737343	+	0	NA	intron (NM_001297441, intron 6 of 15)	intron (NM_001297441, intron 6 of 15)	-60693	NM_001037339	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding
10372	chr2	142979815	142980876	+	0	NA	Intergenic	Intergenic	-91075	NM_018557	53353	Hs.656461	NM_018557	ENSG00000168702	LRP1B	LRP-1B|LRP-DIT|LRPDIT	LDL receptor related protein 1B	protein-coding
5414	chr13	51103584	51103959	+	0	NA	TTS (NR_109974)	TTS (NR_109974)	-2186	NR_125753	103689915	Hs.722230	NR_125753	ENSG00000186047	DLEU1-AS1	LINC01308	DLEU1 antisense RNA 1	ncRNA
16926	chr6	40973985	40974286	+	0	NA	intron (NR_110873, intron 1 of 5)	AluSz|SINE|Alu	16884	NR_110873	101929555	Hs.552555	NR_110873		LOC101929555	-	uncharacterized LOC101929555	ncRNA
11797	chr21	28330262	28330849	+	0	NA	intron (NM_007038, intron 1 of 7)	intron (NM_007038, intron 1 of 7)	4275	NR_039916	100616243		NR_039916	ENSG00000266133	MIR4759	-	microRNA 4759	ncRNA
21061	chr9	130110492	130110958	+	0	NA	intron (NR_104591, intron 16 of 26)	intron (NR_104591, intron 16 of 26)	-48692	NM_001271711	29988	Hs.179522	NM_014580	ENSG00000136856	SLC2A8	GLUT8|GLUTX1	solute carrier family 2 member 8	protein-coding
6665	chr15	50168281	50169000	+	0	NA	non-coding (NR_073598, exon 26 of 29)	non-coding (NR_073598, exon 26 of 29)	236936	NR_073598	79895	Hs.511311	NM_024837	ENSG00000104043	ATP8B4	ATPIM	ATPase phospholipid transporting 8B4 (putative)	protein-coding
9766	chr2	46051090	46051566	+	0	NA	intron (NM_005400, intron 1 of 14)	intron (NM_005400, intron 1 of 14)	172514	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
12491	chr3	24267001	24267396	+	0	NA	intron (NM_001354714, intron 2 of 8)	intron (NM_001354714, intron 2 of 8)	74383	NR_121667	101927854	Hs.570625	NR_121667		LOC101927854	-	uncharacterized LOC101927854	ncRNA
2536	chr10	88814280	88814678	+	0	NA	intron (NM_001318905, intron 14 of 15)	L2a|LINE|L2	34428	NM_001146157	643161	Hs.729945	NM_001146157	ENSG00000188100	FAM25A	bA96C23.5	family with sequence similarity 25 member A	protein-coding
1438	chr1	207846622	207847230	+	0	NA	intron (NM_175710, intron 1 of 11)	intron (NM_175710, intron 1 of 11)	28448	NM_175710	1379	Hs.628568	NM_175710	ENSG00000197721	CR1L	-	complement C3b/C4b receptor 1 like	protein-coding
19130	chr7	155653348	155654161	+	0	NA	Intergenic	Intergenic	-48597	NM_000193	6469	Hs.164537	NM_000193	ENSG00000164690	SHH	HHG1|HLP3|HPE3|MCOPCB5|SMMCI|ShhNC|TPT|TPTPS	sonic hedgehog signaling molecule	protein-coding
6838	chr15	68789928	68790277	+	0	NA	Intergenic	Intergenic	-20610	NM_001324014	10391	Hs.551213	NM_006091	ENSG00000103647	CORO2B	CLIPINC	coronin 2B	protein-coding
220	chr1	22674712	22675464	+	0	NA	Intergenic	Intergenic	82356	NR_039613	100616433		NR_039613	ENSG00000266564	MIR4418	-	microRNA 4418	ncRNA
12966	chr3	87877471	87877889	+	0	NA	intron (NM_001322210, intron 2 of 2)	intron (NM_001322210, intron 2 of 2)	35824	NM_001322209	3355	Hs.248136	NM_000866	ENSG00000179097	HTR1F	5-HT-1F|5-HT1F|5HT6|HTR1EL|MR77	5-hydroxytryptamine receptor 1F	protein-coding
12621	chr3	44146458	44146757	+	0	NA	Intergenic	Intergenic	-9097	NR_029700	406929		NR_029700	ENSG00000207954	MIR138-1	MIRN138-1|mir-138-1	microRNA 138-1	ncRNA
14526	chr4	102177233	102177815	+	0	NA	intron (NM_001130691, intron 1 of 12)	intron (NM_001130691, intron 1 of 12)	-15495	NR_107033	102465868		NR_107033	ENSG00000273882	MIR8066	hsa-mir-8066	microRNA 8066	ncRNA
11741	chr21	16645519	16646087	+	0	NA	Intergenic	Intergenic	-208482	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
15506	chr5	58055271	58055848	+	0	NA	intron (NM_138453, intron 3 of 4)	intron (NM_138453, intron 3 of 4)	176657	NM_138453	115827	Hs.4290	NM_138453	ENSG00000152932	RAB3C	-	RAB3C, member RAS oncogene family	protein-coding
8796	chr18	50259194	50259646	+	0	NA	intron (NM_005215, intron 1 of 28)	intron (NM_005215, intron 1 of 28)	392853	NM_005215	1630	Hs.162025	NM_005215	ENSG00000187323	DCC	CRC18|CRCR1|HGPPS2|IGDCC1|MRMV1|NTN1R1	DCC netrin 1 receptor	protein-coding
3318	chr11	43991108	43991565	+	0	NA	Intergenic	Intergenic	27149	NM_001145033	387763	Hs.530443	NM_001145033	ENSG00000187479	C11orf96	AG2	chromosome 11 open reading frame 96	protein-coding
13609	chr3	173301811	173302337	+	0	NA	promoter-TSS (NM_001365928)	promoter-TSS (NM_001365928)	-150	NM_001365928	22871	Hs.478289	NM_014932	ENSG00000169760	NLGN1	NL1	neuroligin 1	protein-coding
16126	chr5	134509412	134509799	+	0	NA	intron (NR_161235, intron 2 of 5)	intron (NR_161235, intron 2 of 5)	74262	NR_037895	340073	Hs.434422	NR_037895	ENSG00000249647	C5orf66-AS2	-	C5orf66 antisense RNA 2	ncRNA
2187	chr10	45248215	45248759	+	0	NA	Intergenic	Intergenic	-158277	NM_001345926	643236	Hs.292788	NM_001123376	ENSG00000187783	TMEM72	C10orf127|KSP37	transmembrane protein 72	protein-coding
17801	chr6	148628585	148629280	+	0	NA	intron (NM_001346505, intron 1 of 19)	intron (NM_001346505, intron 1 of 19)	-35042	NM_015278	23328	Hs.193133	NM_015278	ENSG00000111961	SASH1	CAPOK|DUH1|SH3D6A|dJ323M4.1	SAM and SH3 domain containing 1	protein-coding
11856	chr21	38211177	38212028	+	0	NA	intron (NR_148020, intron 6 of 10)	intron (NR_148020, intron 6 of 10)	123056	NM_001352518	3141	Hs.371350	NM_000411	ENSG00000159267	HLCS	HCS	holocarboxylase synthetase	protein-coding
11368	chr20	21548999	21549531	+	0	NA	Intergenic	Intergenic	-1397	NR_109880	101929625	Hs.542413	NR_109880		LINC01727	-	long intergenic non-protein coding RNA 1727	ncRNA
3434	chr11	64456019	64456677	+	0	NA	intron (NM_138732, intron 4 of 19)	intron (NM_138732, intron 4 of 19)	34312	NM_015080	9379	Hs.372938	NM_015080	ENSG00000110076	NRXN2	-	neurexin 2	protein-coding
18526	chr7	78127102	78127525	+	0	NA	intron (NM_012301, intron 5 of 21)	intron (NM_012301, intron 5 of 21)	150754	NR_003680	399670	Hs.568045	NR_003680	ENSG00000231322	RPL13AP17	RPL13A_6_816	ribosomal protein L13a pseudogene 17	pseudo
2301	chr10	63710334	63710812	+	0	NA	intron (NM_032199, intron 3 of 9)	intron (NM_032199, intron 3 of 9)	49115	NM_032199	84159	Hs.535297	NM_032199	ENSG00000150347	ARID5B	DESRT|MRF-2|MRF2	AT-rich interaction domain 5B	protein-coding
199	chr1	20939772	20940297	+	0	NA	intron (NM_001785, intron 2 of 3)	intron (NM_001785, intron 2 of 3)	-19917	NM_032409	65018	Hs.389171	NM_032409	ENSG00000158828	PINK1	BRPK|PARK6	PTEN induced kinase 1	protein-coding
19856	chr8	98816943	98817388	+	0	NA	intron (NM_018407, intron 1 of 6)	intron (NM_018407, intron 1 of 6)	29149	NM_018407	55353	Hs.492314	NM_018407	ENSG00000104341	LAPTM4B	LAPTM4beta|LC27	lysosomal protein transmembrane 4 beta	protein-coding
15937	chr5	112379032	112379469	+	0	NA	exon (NM_002387, exon 15 of 17)	exon (NM_002387, exon 15 of 17)	66755	NM_001242377	167227	Hs.443875	NM_152624	ENSG00000172795	DCP2	NUDT20	decapping mRNA 2	protein-coding
10126	chr2	98549518	98550179	+	0	NA	intron (NM_015348, intron 1 of 40)	L1MB4|LINE|L1	62563	NM_015348	23505	Hs.469376	NM_015348	ENSG00000075568	TMEM131	CC28|PRO1048|RW1|YR-23	transmembrane protein 131	protein-coding
17671	chr6	138188259	138188661	+	0	NA	promoter-TSS (NM_006290)	promoter-TSS (NM_006290)	64	NM_006290	7128	Hs.211600	NM_006290	ENSG00000118503	TNFAIP3	A20|AISBL|OTUD7C|TNFA1P2	TNF alpha induced protein 3	protein-coding
3580	chr11	82803747	82804150	+	0	NA	Intergenic	Intergenic	20840	NR_038903	100506233	Hs.503429	NR_038903	ENSG00000246067	RAB30-DT	RAB30-AS1	RAB30 divergent transcript	ncRNA
8663	chr18	35249178	35249501	+	0	NA	Intergenic	Intergenic	12241	NR_036202	100422857		NR_036202	ENSG00000266530	MIR4318	-	microRNA 4318	ncRNA
773	chr1	92471214	92471604	+	0	NA	intron (NM_001242805, intron 19 of 19)	intron (NM_001242805, intron 19 of 19)	-24133	NM_173567	253152	Hs.201555	NM_173567	ENSG00000172031	EPHX4	ABHD7|EH4|EPHXRP	epoxide hydrolase 4	protein-coding
11320	chr20	17947041	17947530	+	0	NA	intron (NM_001282454, intron 1 of 12)	intron (NM_001282454, intron 1 of 12)	2152	NM_001282454	27131	Hs.316890	NM_014426	ENSG00000089006	SNX5	-	sorting nexin 5	protein-coding
1778	chr1	238226403	238227172	+	0	NA	Intergenic	Intergenic	-172565	NM_021186	57829	Hs.136241	NM_021186	ENSG00000116996	ZP4	ZBP|ZP1|ZPB|Zp-4	zona pellucida glycoprotein 4	protein-coding
4078	chr12	1283214	1284014	+	0	NA	intron (NR_027948, intron 7 of 19)	intron (NR_027948, intron 7 of 19)	146700	NM_001301248	23085	Hs.601216	NM_178039	ENSG00000082805	ERC1	Cast2|ELKS|ERC-1|RAB6IP2	ELKS/RAB6-interacting/CAST family member 1	protein-coding
19213	chr8	10210041	10210387	+	0	NA	intron (NM_001199729, intron 6 of 6)	intron (NM_001199729, intron 6 of 6)	-121861	NR_120604	101929191	Hs.595262	NR_120604	ENSG00000253641	LINCR-0001	-	uncharacterized LINCR-0001	ncRNA
407	chr1	43735953	43736775	+	0	NA	5' UTR (NM_144626, exon 2 of 4)	5' UTR (NM_144626, exon 2 of 4)	710	NM_001320244	128218	Hs.104476	NM_144626	ENSG00000179178	TMEM125	-	transmembrane protein 125	protein-coding
4037	chr11	132070258	132070575	+	0	NA	intron (NM_001048209, intron 3 of 7)	intron (NM_001048209, intron 3 of 7)	-83780	NR_046820	100874281		NR_046820		NTM-IT	NTM-IT3	NTM intronic transcript	ncRNA
2114	chr10	32059216	32059528	+	0	NA	Intergenic	Charlie7|DNA|hAT-Charlie	138482	NM_001270699	94134	Hs.499264	NM_018287	ENSG00000165322	ARHGAP12	-	Rho GTPase activating protein 12	protein-coding
20893	chr9	107595940	107596524	+	0	NA	intron (NM_005502, intron 11 of 49)	intron (NM_005502, intron 11 of 49)	69822	NM_018376	55335	Hs.429294	NM_018376	ENSG00000165028	NIPSNAP3B	FP944|NIPSNAP3|SNAP1	nipsnap homolog 3B	protein-coding
19274	chr8	17740861	17741254	+	0	NA	intron (NM_004467, intron 2 of 7)	intron (NM_004467, intron 2 of 7)	11856	NM_147203	2267	Hs.491143	NM_004467	ENSG00000104760	FGL1	HFREP1|HP-041|HPS|LFIRE-1|LFIRE1	fibrinogen like 1	protein-coding
9119	chr19	18118923	18119212	+	0	NA	promoter-TSS (NM_015683)	promoter-TSS (NM_015683)	88	NM_015683	27106	Hs.515249	NM_015683	ENSG00000105643	ARRDC2	CLONE24945|PP2703	arrestin domain containing 2	protein-coding
9214	chr19	38570592	38571078	+	0	NA	intron (NM_015073, intron 2 of 21)	intron (NM_015073, intron 2 of 21)	-82901	NR_145800	109623473		NR_145800		SNORD152	-	small nucleolar RNA, C/D box 152	snoRNA
17750	chr6	144732645	144733513	+	0	NA	intron (NM_007124, intron 2 of 73)	intron (NM_007124, intron 2 of 73)	6288	NR_132778	106635530		NR_132778		SNORA98	-	small nucleolar RNA, H/ACA box 98	snoRNA
5234	chr13	32469860	32470251	+	0	NA	intron (NR_027062, intron 1 of 3)	intron (NR_027062, intron 1 of 3)	49135	NR_027062	196549	Hs.507667	NM_145293		EEF1DP3	-	eukaryotic translation elongation factor 1 delta pseudogene 3	pseudo
1466	chr1	210056599	210057423	+	0	NA	Intergenic	Intergenic	-54508	NM_001256006	255928	Hs.658866	NM_153262	ENSG00000143469	SYT14	SCAR11|sytXIV	synaptotagmin 14	protein-coding
19796	chr8	94266861	94267129	+	0	NA	Intergenic	L1M5|LINE|L1	-87916	NR_161372	389676	Hs.386711	NR_161372		C8orf87	-	chromosome 8 open reading frame 87	ncRNA
18568	chr7	81855485	81855991	+	0	NA	intron (NM_001302890, intron 3 of 10)	intron (NM_001302890, intron 3 of 10)	217245	NR_110076	101927356	Hs.571348	NR_110076	ENSG00000223770	LOC101927356	-	uncharacterized LOC101927356	ncRNA
9925	chr2	64262540	64262955	+	0	NA	Intergenic	Intergenic	-16185	NM_001005739	51542	Hs.48499	NM_016516	ENSG00000143952	VPS54	HCC8|PPP1R164|SLP-8p|VPS54L|WR|hVps54L	VPS54 subunit of GARP complex	protein-coding
17751	chr6	144967196	144967617	+	0	NA	intron (NM_007124, intron 50 of 73)	intron (NM_007124, intron 50 of 73)	240615	NR_132778	106635530		NR_132778		SNORA98	-	small nucleolar RNA, H/ACA box 98	snoRNA
12655	chr3	47951142	47951594	+	0	NA	intron (NM_001134364, intron 8 of 17)	intron (NM_001134364, intron 8 of 17)	60323	NR_031595	100302232		NR_031595	ENSG00000221585	MIR1226	MIRN1226|hsa-mir-1226|mir-1226	microRNA 1226	ncRNA
7217	chr16	11237847	11238549	+	0	NA	intron (NM_015226, intron 21 of 22)	intron (NM_015226, intron 21 of 22)	111841	NM_003745	8651	Hs.50640	NM_003745	ENSG00000185338	SOCS1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3	suppressor of cytokine signaling 1	protein-coding
12958	chr3	81886448	81887081	+	0	NA	Intergenic	Intergenic	-75968	NM_000158	2632	Hs.436062	NM_000158	ENSG00000114480	GBE1	APBD|GBE|GSD4	1,4-alpha-glucan branching enzyme 1	protein-coding
3246	chr11	34624742	34625303	+	0	NA	Intergenic	MER5B|DNA|hAT-Charlie	-17618	NM_001206615	26298	Hs.653859	NM_012153	ENSG00000135373	EHF	ESE3|ESE3B|ESEJ	ETS homologous factor	protein-coding
17172	chr6	80254522	80255393	+	0	NA	Intergenic	Intergenic	-7810	NM_001122769	167691	Hs.21945	NM_181714	ENSG00000135338	LCA5	C6orf152	lebercilin LCA5	protein-coding
9780	chr2	46975889	46976836	+	0	NA	intron (NM_144949, intron 1 of 1)	intron (NM_144949, intron 1 of 1)	49928	NM_144949	9655	Hs.468426	NM_014011	ENSG00000171150	SOCS5	CIS6|CISH6|Cish5|SOCS-5	suppressor of cytokine signaling 5	protein-coding
21015	chr9	124002841	124003388	+	0	NA	intron (NM_001353053, intron 6 of 25)	intron (NM_001353053, intron 6 of 25)	-27326	NM_001353069	2934	Hs.522373	NM_000177	ENSG00000148180	GSN	ADF|AGEL	gelsolin	protein-coding
14595	chr4	110980486	110981143	+	0	NA	exon (NM_001130721, exon 4 of 5)	exon (NM_001130721, exon 4 of 5)	138957	NM_001130721	79071	Hs.412939	NM_024090	ENSG00000170522	ELOVL6	FACE|FAE|LCE	ELOVL fatty acid elongase 6	protein-coding
18599	chr7	86629645	86630168	+	0	NA	intron (NM_001142749, intron 1 of 21)	intron (NM_001142749, intron 1 of 21)	-34691	NM_152748	222223	Hs.208093	NM_152748	ENSG00000164659	KIAA1324L	EIG121L	KIAA1324 like	protein-coding
1521	chr1	215967169	215967834	+	0	NA	intron (NM_206933, intron 50 of 71)	intron (NM_206933, intron 50 of 71)	226854	NM_016121	51133	Hs.335139	NM_016121	ENSG00000136636	KCTD3	NY-REN-45	potassium channel tetramerization domain containing 3	protein-coding
14305	chr4	77941118	77941796	+	0	NA	intron (NM_001306147, intron 8 of 11)	intron (NM_001306147, intron 8 of 11)	54606	NM_001348133	10983	Hs.518827	NM_006835	ENSG00000118816	CCNI	CCNI1|CYC1|CYI	cyclin I	protein-coding
5927	chr14	46868221	46868598	+	0	NA	intron (NR_102702, intron 3 of 3)	MLT2F|LTR|ERVL	-72153	NR_102700	100506412	Hs.207545	NR_102699	ENSG00000258700	LINC00871	-	long intergenic non-protein coding RNA 871	ncRNA
13317	chr3	132930285	132930796	+	0	NA	intron (NM_001282865, intron 1 of 3)	intron (NM_001282865, intron 1 of 3)	45425	NR_110812	101927455	Hs.570550	NR_110812	ENSG00000251011	TMEM108-AS1	-	TMEM108 antisense RNA 1	ncRNA
