PeakID (cmd=annotatePeaks.pl NKX6_1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
8075	chr2	240445530	240446136	+	0	NA	Intergenic	Intergenic	122391	NR_135577	101928111	Hs.534680	NR_135575	ENSG00000222020	HDAC4-AS1	-	HDAC4 antisense RNA 1	ncRNA
534	chr1	72383804	72384976	+	0	NA	intron (NM_173808, intron 2 of 6)	intron (NM_173808, intron 2 of 6)	-81695	NR_046218	100852409	Hs.681780	NR_046218	ENSG00000228853	NEGR1-IT1	-	NEGR1 intronic transcript 1	ncRNA
2391	chr11	43701803	43702563	+	0	NA	promoter-TSS (NM_016142)	promoter-TSS (NM_016142)	-105	NM_016142	51144	Hs.132513	NM_016142	ENSG00000149084	HSD17B12	KAR|SDR12C1	hydroxysteroid 17-beta dehydrogenase 12	protein-coding
4051	chr13	94861043	94862073	+	0	NA	intron (NM_005708, intron 4 of 8)	intron (NM_005708, intron 4 of 8)	-21313	NR_046535	100873972	Hs.670344	NR_046535	ENSG00000236520	GPC6-AS1	-	GPC6 antisense RNA 1	ncRNA
11568	chr5	112196520	112197359	+	0	NA	promoter-TSS (NM_003135)	promoter-TSS (NM_003135)	-45	NM_001204199	6728	Hs.637001	NM_003135	ENSG00000153037	SRP19	-	signal recognition particle 19	protein-coding
12607	chr6	117188173	117189407	+	0	NA	Intergenic	Intergenic	-9615	NM_173560	222546	Hs.352276	NM_173560	ENSG00000185002	RFX6	MTCHRS|MTFS|RFXDC1|dJ955L16.1	regulatory factor X6	protein-coding
2607	chr11	86245767	86246402	+	0	NA	intron (NM_001014811, intron 3 of 13)	intron (NM_001014811, intron 3 of 13)	137156	NM_001014811	10873	Hs.199743	NM_006680	ENSG00000151376	ME3	NADP-ME	malic enzyme 3	protein-coding
6345	chr18	47656309	47657193	+	0	NA	intron (NM_001080467, intron 1 of 39)	intron (NM_001080467, intron 1 of 39)	-3818	NR_036204	100422865		NR_036204	ENSG00000283343	MIR4320	-	microRNA 4320	ncRNA
10235	chr4	47208751	47209706	+	0	NA	intron (NM_000812, intron 4 of 8)	intron (NM_000812, intron 4 of 8)	175644	NM_000812	2560	Hs.27283	NM_000812	ENSG00000163288	GABRB1	EIEE45	gamma-aminobutyric acid type A receptor beta1 subunit	protein-coding
5034	chr15	92465576	92466493	+	0	NA	intron (NR_135775, intron 2 of 10)	intron (NR_135775, intron 2 of 10)	68500	NR_135775	28232	Hs.311187	NM_013272	ENSG00000176463	SLCO3A1	OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11	solute carrier organic anion transporter family member 3A1	protein-coding
10979	chr5	6722953	6723813	+	0	NA	intron (NM_001171805, intron 1 of 12)	intron (NM_001171805, intron 1 of 12)	9838	NM_001171805	11044	Hs.481542	NM_006999	ENSG00000112941	TENT4A	LAK-1|LAK1|PAPD7|POLK|POLS|TRF4|TRF4-1|TRF41|TUTASE5	terminal nucleotidyltransferase 4A	protein-coding
14873	chr9	92469528	92470218	+	0	NA	Intergenic	HSMAR2|DNA|TcMar-Mariner	215175	NR_024280	100129066	Hs.125947	NR_024280	ENSG00000237372	UNQ6494	-	uncharacterized LOC100129066	ncRNA
13006	chr7	3931523	3932425	+	0	NA	intron (NM_152744, intron 5 of 44)	MLT1I|LTR|ERVL-MaLR	-237343	NM_001079653	221935	Hs.653013	NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
15340	chrX	101853916	101854835	+	0	NA	promoter-TSS (NM_001199818)	promoter-TSS (NM_001199818)	-68	NR_146584	100528062	Hs.522729	NM_001199818	ENSG00000286237	ARMCX5-GPRASP2	ARMCX5-GPRASP2-BHLHB9-LINC00630|bHLHb9|p60TRP	ARMCX5-GPRASP2 readthrough	protein-coding
6933	chr2	26975371	26976014	+	0	NA	Intergenic	Intergenic	-11460	NM_017877	54978	Hs.1594	NM_017877	ENSG00000213699	SLC35F6	ANT2BP|C2orf18|TANGO9	solute carrier family 35 member F6	protein-coding
8794	chr22	40704940	40705940	+	0	NA	intron (NM_001162501, intron 16 of 22)	intron (NM_001162501, intron 16 of 22)	-37064	NR_134256	158	Hs.75527	NM_000026	ENSG00000239900	ADSL	AMPS|ASASE|ASL	adenylosuccinate lyase	protein-coding
3373	chr12	94245788	94246547	+	0	NA	intron (NM_001320100, intron 2 of 2)	intron (NM_001320100, intron 2 of 2)	91215	NR_135017	105369911	Hs.577495	NR_135017	ENSG00000257283	LOC105369911	-	uncharacterized LOC105369911	ncRNA
192	chr1	27018409	27019928	+	0	NA	non-coding (NR_135804, exon 1 of 1)	non-coding (NR_135804, exon 1 of 1)	1454	NR_135804	101928728	Hs.128770	NR_135804	ENSG00000260063	LOC101928728	-	uncharacterized LOC101928728	ncRNA
1505	chr10	9497783	9498699	+	0	NA	Intergenic	Intergenic	-160685	NR_120635	101928272	Hs.650697	NR_120635		LOC101928272	-	uncharacterized LOC101928272	ncRNA
3259	chr12	70095559	70096283	+	0	NA	Intergenic	Intergenic	-2725	NM_001282613	144453	Hs.280782	NM_032735	ENSG00000127325	BEST3	VMD2L3	bestrophin 3	protein-coding
9390	chr3	104483181	104484002	+	0	NA	Intergenic	Intergenic	-601966	NM_001243281	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
5427	chr16	78021671	78022375	+	0	NA	Intergenic	Intergenic	-34422	NM_005752	10143	Hs.177936	NM_005752	ENSG00000166509	CLEC3A	CLECSF1	C-type lectin domain family 3 member A	protein-coding
6047	chr17	73765421	73766322	+	0	NA	Intergenic	MIR|SINE|MIR	-4598	NM_000154	2584	Hs.407966	NM_000154	ENSG00000108479	GALK1	GALK|GK1|HEL-S-19	galactokinase 1	protein-coding
9411	chr3	108159765	108160479	+	0	NA	intron (NM_014981, intron 23 of 41)	intron (NM_014981, intron 23 of 41)	88047	NM_014981	22989	Hs.731060	NM_014981	ENSG00000144821	MYH15	-	myosin heavy chain 15	protein-coding
4442	chr14	69548185	69549229	+	0	NA	intron (NM_003861, intron 6 of 8)	intron (NM_003861, intron 6 of 8)	70609	NM_001284207	8816	Hs.509780	NM_003861	ENSG00000139990	DCAF5	BCRG2|BCRP2|D14S1461E|WDR22	DDB1 and CUL4 associated factor 5	protein-coding
9647	chr3	137755186	137755999	+	0	NA	Intergenic	Intergenic	26585	NM_016369	51208	Hs.655324	NM_016369	ENSG00000066405	CLDN18	SFTA5|SFTPJ	claudin 18	protein-coding
10401	chr4	86695046	86696472	+	0	NA	intron (NM_001025616, intron 3 of 9)	intron (NM_001025616, intron 3 of 9)	-4192	NM_001346093	83478	Hs.444229	NM_031305	ENSG00000138639	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	protein-coding
3325	chr12	88825013	88825550	+	0	NA	Intergenic	Intergenic	148967	NM_000899	4254	Hs.1048	NM_000899	ENSG00000049130	KITLG	DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF	KIT ligand	protein-coding
2778	chr11	115419407	115420407	+	0	NA	Intergenic	Intergenic	-44774	NM_001301043	23705	Hs.370510	NM_014333	ENSG00000182985	CADM1	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	cell adhesion molecule 1	protein-coding
2474	chr11	64455722	64456591	+	0	NA	intron (NM_138732, intron 4 of 19)	intron (NM_138732, intron 4 of 19)	34504	NM_015080	9379	Hs.372938	NM_015080	ENSG00000110076	NRXN2	-	neurexin 2	protein-coding
14203	chr8	87367076	87367848	+	0	NA	intron (NM_007013, intron 1 of 24)	intron (NM_007013, intron 1 of 24)	12686	NM_007013	11059	Hs.655189	NM_007013	ENSG00000123124	WWP1	AIP5|Tiul1|hSDRP1	WW domain containing E3 ubiquitin protein ligase 1	protein-coding
10606	chr4	120976260	120976900	+	0	NA	TTS (NM_002358)	TTS (NM_002358)	11423	NM_002358	4085	Hs.591697	NM_002358	ENSG00000164109	MAD2L1	HSMAD2|MAD2	mitotic arrest deficient 2 like 1	protein-coding
416	chr1	57286575	57287598	+	0	NA	Intergenic	Intergenic	-2009	NM_001004303	199920	Hs.437655	NM_001004303	ENSG00000187889	FYB2	ARAP|C1orf168	FYN binding protein 2	protein-coding
5980	chr17	67469912	67470781	+	0	NA	intron (NM_002758, intron 1 of 11)	intron (NM_002758, intron 1 of 11)	11327	NR_145982	105371880		NR_145982		LOC105371880	-	uncharacterized LOC105371880	ncRNA
15149	chr9	137988866	137989617	+	0	NA	intron (NM_001282611, intron 3 of 5)	intron (NM_001282611, intron 3 of 5)	9727	NM_001282611	10439	Hs.522484	NM_006334	ENSG00000130558	OLFM1	AMY|NOE1|NOELIN1|OlfA	olfactomedin 1	protein-coding
2658	chr11	98940199	98941053	+	0	NA	intron (NM_001243270, intron 1 of 23)	intron (NM_001243270, intron 1 of 23)	48947	NM_001243271	53942	Hs.656783	NM_014361	ENSG00000149972	CNTN5	HNB-2s|NB-2	contactin 5	protein-coding
9913	chr3	181031122	181031635	+	0	NA	intron (NR_075092, intron 3 of 6)	intron (NR_075092, intron 3 of 6)	81853	NR_104084	101954275		NR_104084	ENSG00000201654	RNU6-7	U6-7	RNA, U6 small nuclear 7	snRNA
5451	chr16	80201778	80202471	+	0	NA	intron (NR_120307, intron 2 of 5)	intron (NR_120307, intron 2 of 5)	-372507	NM_001305017	83657	Hs.98849	NM_130897	ENSG00000168589	DYNLRB2	DNCL2B|DNLC2B|ROBLD2	dynein light chain roadblock-type 2	protein-coding
14645	chr9	22214124	22215108	+	0	NA	Intergenic	Intergenic	-205304	NM_078487	1030	Hs.72901	NM_004936	ENSG00000147883	CDKN2B	CDK4I|INK4B|MTS2|P15|TP15|p15INK4b	cyclin dependent kinase inhibitor 2B	protein-coding
5925	chr17	59413106	59413904	+	0	NA	intron (NM_001353146, intron 23 of 25)	intron (NM_001353146, intron 23 of 25)	31560	NR_136397	101927855	Hs.662123	NR_136397	ENSG00000267131	LOC101927855	-	uncharacterized LOC101927855	ncRNA
7446	chr2	118705526	118706662	+	0	NA	intron (NM_019044, intron 14 of 23)	intron (NM_019044, intron 14 of 23)	65552	NM_019044	54520	Hs.107845	NM_019044	ENSG00000125633	CCDC93	-	coiled-coil domain containing 93	protein-coding
10827	chr4	159703781	159704667	+	0	NA	intron (NM_001346043, intron 1 of 15)	intron (NM_001346043, intron 1 of 15)	14046	NM_001346043	57600	Hs.652441	NM_020840	ENSG00000052795	FNIP2	FNIPL|MAPO1	folliculin interacting protein 2	protein-coding
9787	chr3	161058878	161059577	+	0	NA	Intergenic	Intergenic	30644	NM_001040100	165679	Hs.369104	NM_145035	ENSG00000196542	SPTSSB	ADMP|C3orf57|SSSPTB	serine palmitoyltransferase small subunit B	protein-coding
6450	chr18	72926390	72927397	+	0	NA	intron (NM_001308210, intron 1 of 1)	intron (NM_001308210, intron 1 of 1)	3409	NM_001308210	10194	Hs.284217	NM_005786	ENSG00000179981	TSHZ1	CAA|NY-CO-33|SDCCAG33|TSH1	teashirt zinc finger homeobox 1	protein-coding
6235	chr18	32220878	32221722	+	0	NA	intron (NM_001128175, intron 1 of 11)	intron (NM_001128175, intron 1 of 11)	48001	NM_001128175	1837	Hs.643454	NM_001390	ENSG00000134769	DTNA	D18S892E|DRP3|DTN|DTN-A|LVNC1	dystrobrevin alpha	protein-coding
14510	chr8	141474196	141475342	+	0	NA	Intergenic	CpG	-6091	NM_031466	83696	Hs.654911	NM_031466	ENSG00000167632	TRAPPC9	IBP|IKBKBBP|MRT13|NIBP|T1|TRS120	trafficking protein particle complex 9	protein-coding
11416	chr5	89825803	89826499	+	0	NA	promoter-TSS (NM_001286812)	promoter-TSS (NM_001286812)	-750	NM_198273	116068	Hs.136235	NM_198273	ENSG00000176018	LYSMD3	-	LysM domain containing 3	protein-coding
10894	chr4	180336652	180337686	+	0	NA	Intergenic	Intergenic	-1508079	NR_108093	101928656	Hs.508131	NR_108092	ENSG00000251504	LINC01099	-	long intergenic non-protein coding RNA 1099	ncRNA
15040	chr9	121210322	121210892	+	0	NA	Intergenic	L2b|LINE|L2	-231342	NR_151725	111216287		NR_151725		LINC02578	-	long intergenic non-protein coding RNA 2578	ncRNA
8249	chr20	23058996	23060229	+	0	NA	TTS (NM_012072)	TTS (NM_012072)	7349	NM_012072	22918	Hs.97199	NM_012072	ENSG00000125810	CD93	C1QR1|C1qR(P)|C1qRP|CDw93|ECSM3|MXRA4|dJ737E23.1	CD93 molecule	protein-coding
3124	chr12	47314996	47315593	+	0	NA	Intergenic	MIRc|SINE|MIR	-95514	NM_018018	55089	Hs.446077	NM_018018	ENSG00000139209	SLC38A4	ATA3|NAT3|PAAT|SNAT4	solute carrier family 38 member 4	protein-coding
12366	chr6	55440634	55441457	+	0	NA	intron (NM_001287746, intron 1 of 9)	L2b|LINE|L2	2967	NR_109869	54511	Hs.147054	NM_019036	ENSG00000146151	HMGCLL1	bA418P12.1|er-cHL	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	protein-coding
6015	chr17	70968182	70969138	+	0	NA	intron (NM_001352691, intron 5 of 10)	intron (NM_001352691, intron 5 of 10)	120167	NM_001352692	201266	Hs.221127	NM_139177	ENSG00000133195	SLC39A11	C17orf26|ZIP-11|ZIP11	solute carrier family 39 member 11	protein-coding
5064	chr15	98561787	98562946	+	0	NA	intron (NR_146563, intron 2 of 2)	intron (NR_146563, intron 2 of 2)	16098	NR_146565	105371008		NR_146563		LINC02251	-	long intergenic non-protein coding RNA 2251	ncRNA
3515	chr12	112779187	112779909	+	0	NA	intron (NM_001109662, intron 1 of 75)	intron (NM_001109662, intron 1 of 75)	40687	NM_001109662	283450	Hs.530943	NM_173813	ENSG00000173064	HECTD4	C12ord51|C12orf51|HEEL|POTAGE	HECT domain E3 ubiquitin protein ligase 4	protein-coding
3556	chr12	122124643	122125430	+	0	NA	Intergenic	CpG	-14486	NM_001363685	283385	Hs.434154	NM_173855	ENSG00000139714	MORN3	-	MORN repeat containing 3	protein-coding
7263	chr2	67611256	67611992	+	0	NA	Intergenic	MER63C|DNA|hAT-Blackjack	-12841	NM_019002	54465	Hs.353022	NM_019002	ENSG00000143971	ETAA1	ETAA16	ETAA1 activator of ATR kinase	protein-coding
11071	chr5	21680183	21680765	+	0	NA	Intergenic	MLT1G1|LTR|ERVL-MaLR	-204089	NR_132788	106635540		NR_132788		SNORA105B	-	small nucleolar RNA, H/ACA box 105B	snoRNA
13436	chr7	93895359	93896174	+	0	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	125738	NR_147206	101927525	Hs.571263	NR_147206		COL1A2-AS1	TCONS_00013888|lncRNA8975-1	COL1A2 antisense RNA 1	ncRNA
1298	chr1	232693274	232694135	+	0	NA	Intergenic	Intergenic	-42350	NM_020808	57568	Hs.745009	NM_020808	ENSG00000116991	SIPA1L2	SPAL2|SPAR2	signal induced proliferation associated 1 like 2	protein-coding
13547	chr7	112090569	112091340	+	0	NA	intron (NM_001007245, intron 2 of 12)	CpG	391	NR_120333	3475	Hs.7879	NM_001550	ENSG00000006652	IFRD1	PC4|TIS7	interferon related developmental regulator 1	protein-coding
15088	chr9	130389183	130389893	+	0	NA	intron (NM_003165, intron 1 of 19)	intron (NM_003165, intron 1 of 19)	14982	NM_001032221	6812	Hs.288229	NM_003165	ENSG00000136854	STXBP1	MUNC18-1|NSEC1|P67|RBSEC1|UNC18	syntaxin binding protein 1	protein-coding
14980	chr9	108080887	108081605	+	0	NA	intron (NM_001330731, intron 3 of 15)	intron (NM_001330731, intron 3 of 15)	74314	NM_001286730	23446	Hs.573495	NM_022109	ENSG00000070214	SLC44A1	CD92|CDW92|CHTL1|CTL1	solute carrier family 44 member 1	protein-coding
5779	chr17	39933606	39934330	+	0	NA	intron (NM_001352776, intron 1 of 15)	intron (NM_001352776, intron 1 of 15)	8379	NM_001352777	3728	Hs.514174	NM_002230	ENSG00000173801	JUP	CTNNG|DP3|DPIII|PDGB|PKGB	junction plakoglobin	protein-coding
15050	chr9	123715505	123716165	+	0	NA	promoter-TSS (NR_148450)	promoter-TSS (NR_148450)	-726	NR_148450	110599590		NR_148450		C5-OT1	C5T1LNCRNA	C5 3' UTR overlapping transcript 1	ncRNA
6146	chr18	9638816	9639477	+	0	NA	Intergenic	Intergenic	23884	NR_110774	101927323	Hs.151204	NR_110773	ENSG00000263627	PPP4R1-AS1	-	PPP4R1 antisense RNA 1	ncRNA
8975	chr3	18803058	18803530	+	0	NA	Intergenic	L2a|LINE|L2	-316210	NM_001322874	6304	Hs.517717	NM_002971	ENSG00000182568	SATB1	-	SATB homeobox 1	protein-coding
8060	chr2	237785054	237785938	+	0	NA	Intergenic	Intergenic	179314	NR_135202	93463	Hs.652810	NR_135202	ENSG00000124835	LOC93463	-	uncharacterized LOC93463	ncRNA
9625	chr3	133721111	133721647	+	0	NA	intron (NM_005630, intron 1 of 13)	intron (NM_005630, intron 1 of 13)	27390	NM_005630	6578	Hs.518270	NM_005630	ENSG00000174640	SLCO2A1	MATR1|OATP2A1|PGT|PHOAR2|SLC21A2	solute carrier organic anion transporter family member 2A1	protein-coding
7211	chr2	61646521	61647298	+	0	NA	intron (NM_014709, intron 2 of 79)	intron (NM_014709, intron 2 of 79)	-2397	NR_003707	100124537	Hs.675825	NR_003707	ENSG00000206937	SNORA70B	-	small nucleolar RNA, H/ACA box 70B	snoRNA
8741	chr22	32373309	32374286	+	0	NA	intron (NR_149128, intron 2 of 4)	intron (NR_149128, intron 2 of 4)	6987	NR_149128	105372999	Hs.512525	NR_149128		LINC02558	-	long intergenic non-protein coding RNA 2558	ncRNA
6644	chr19	35886582	35887359	+	0	NA	Intergenic	Intergenic	-9539	NR_040046	100128682	Hs.570008	NR_040046	ENSG00000205786	LINC01531	-	long intergenic non-protein coding RNA 1531	ncRNA
9741	chr3	152856229	152857109	+	0	NA	Intergenic	Intergenic	-23346	NM_002886	5912	Hs.98643	NM_002886	ENSG00000181467	RAP2B	-	RAP2B, member of RAS oncogene family	protein-coding
12103	chr6	20706618	20707415	+	0	NA	intron (NM_017774, intron 5 of 15)	intron (NM_017774, intron 5 of 15)	172328	NM_017774	54901	Hs.657604	NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
6721	chr19	45629836	45630537	+	0	NA	intron (NM_019121, intron 1 of 12)	intron (NM_019121, intron 1 of 12)	33222	NM_198478	284353	Hs.299256	NM_198478		NKPD1	-	NTPase KAP family P-loop domain containing 1	protein-coding
573	chr1	84092342	84093360	+	0	NA	intron (NR_119375, intron 2 of 2)	intron (NR_119375, intron 2 of 2)	181114	NR_146478	101927542	Hs.623976	NR_146478		LINC01712	-	long intergenic non-protein coding RNA 1712	ncRNA
6651	chr19	36605904	36606712	+	0	NA	promoter-TSS (NM_001281)	promoter-TSS (NM_001281)	-62	NM_001281	1155	Hs.31053	NM_001281	ENSG00000105254	TBCB	CG22|CKAP1|CKAPI	tubulin folding cofactor B	protein-coding
9004	chr3	26333247	26334158	+	0	NA	Intergenic	Intergenic	-330595	NM_052953	116135	Hs.517868	NM_052953	ENSG00000179796	LRRC3B	LRP15	leucine rich repeat containing 3B	protein-coding
1444	chr10	2327146	2328058	+	0	NA	Intergenic	Intergenic	29666	NR_038884	399708	Hs.521270	NR_038884		LINC00701	-	long intergenic non-protein coding RNA 701	ncRNA
14959	chr9	104834127	104835054	+	0	NA	Intergenic	Intergenic	-333728	NM_133445	116443	Hs.654783	NM_133445	ENSG00000198785	GRIN3A	GluN3A|NMDAR-L|NR3A	glutamate ionotropic receptor NMDA type subunit 3A	protein-coding
243	chr1	32520986	32521537	+	0	NA	intron (NR_073499, intron 10 of 10)	intron (NR_073499, intron 10 of 10)	-16371	NM_001319677	55116	Hs.25544	NM_018056	ENSG00000121775	TMEM39B	-	transmembrane protein 39B	protein-coding
10070	chr4	13629149	13629852	+	0	NA	promoter-TSS (NR_049814)	promoter-TSS (NR_049814)	11	NR_049814	100847023		NR_049814	ENSG00000266240	MIR5091	mir-5091	microRNA 5091	ncRNA
7271	chr2	68214005	68215014	+	0	NA	Intergenic	Intergenic	75627	NM_006333	10438	Hs.602900	NM_006333	ENSG00000197223	C1D	LRP1|Rrp47|SUN-CoR|SUNCOR|hC1D	C1D nuclear receptor corepressor	protein-coding
7154	chr2	53833808	53834860	+	0	NA	Intergenic	Intergenic	-160586	NM_001346127	494143	Hs.585944	NM_001008708	ENSG00000143942	CHAC2	GCG1	ChaC cation transport regulator homolog 2	protein-coding
11037	chr5	14774455	14775099	+	0	NA	intron (NM_054027, intron 1 of 11)	L2a|LINE|L2	51344	NR_039780	100616271		NR_039780	ENSG00000264792	MIR4637	-	microRNA 4637	ncRNA
13203	chr7	36950904	36952244	+	0	NA	intron (NM_001206482, intron 16 of 21)	intron (NM_001206482, intron 16 of 21)	7463	NR_031604	100302113		NR_031604	ENSG00000221325	MIR1200	MIRN1200|hsa-mir-1200	microRNA 1200	ncRNA
13205	chr7	37004987	37005994	+	0	NA	intron (NM_001206482, intron 16 of 21)	intron (NM_001206482, intron 16 of 21)	19227	NM_001039459	9844	Hs.434989	NM_014800	ENSG00000155849	ELMO1	CED-12|CED12|ELMO-1	engulfment and cell motility 1	protein-coding
11069	chr5	21254109	21254931	+	0	NA	Intergenic	Intergenic	-205069	NR_027027	728411	Hs.88181	NM_207331	ENSG00000183666	GUSBP1	-	GUSB pseudogene 1	pseudo
2158	chr11	3011648	3012450	+	0	NA	intron (NM_001369381, intron 1 of 15)	MIR|SINE|MIR	284	NM_001369388	4676	Hs.731784	NM_005969	ENSG00000205531	NAP1L4	NAP1L4b|NAP2|NAP2L|hNAP2	nucleosome assembly protein 1 like 4	protein-coding
2325	chr11	31946997	31948218	+	0	NA	Intergenic	Intergenic	99493	NR_117094	103157000		NR_117094	ENSG00000281880	PAUPAR	-	PAX6 upstream antisense RNA	ncRNA
6025	chr17	71744364	71745312	+	0	NA	TTS (NR_027146)	TTS (NR_027146)	10845	NM_001278587	100134391	Hs.694655	NM_001278587		LOC100134391	-	uncharacterized LOC100134391	protein-coding
510	chr1	67461572	67462364	+	0	NA	Intergenic	Intergenic	57863	NM_015139	23169	Hs.213642	NM_015139	ENSG00000116704	SLC35D1	SHNKND|UGTREL7	solute carrier family 35 member D1	protein-coding
15155	chr9	139606055	139606611	+	0	NA	promoter-TSS (NM_152421)	promoter-TSS (NM_152421)	-691	NM_152421	138311	Hs.741305	NM_152421	ENSG00000165716	DIPK1B	C9orf136|FAM69B|pp6977	divergent protein kinase domain 1B	protein-coding
983	chr1	180125555	180126201	+	0	NA	intron (NM_001004128, intron 1 of 12)	intron (NM_001004128, intron 1 of 12)	1874	NM_002826	5768	Hs.719176	NM_002826	ENSG00000116260	QSOX1	Q6|QSCN6	quiescin sulfhydryl oxidase 1	protein-coding
12476	chr6	88401084	88401590	+	0	NA	intron (NM_018064, intron 1 of 4)	intron (NM_018064, intron 1 of 4)	10614	NM_018064	55122	Hs.485915	NM_018064	ENSG00000135334	AKIRIN2	C6orf166|FBI1|dJ486L4.2	akirin 2	protein-coding
1798	chr10	76177767	76178793	+	0	NA	intron (NM_001369124, intron 6 of 9)	intron (NM_001369124, intron 6 of 9)	110802	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
2237	chr11	15861484	15862197	+	0	NA	Intergenic	MIR|SINE|MIR	129327	NR_106721	102464826		NR_106721	ENSG00000284094	MIR6073	hsa-mir-6073	microRNA 6073	ncRNA
13433	chr7	92841954	92842884	+	0	NA	intron (NM_001346642, intron 3 of 9)	intron (NM_001346642, intron 3 of 9)	6465	NM_001288810	253012	Hs.443169	NM_198151	ENSG00000188175	HEPACAM2	MIKI	HEPACAM family member 2	protein-coding
5395	chr16	72942276	72943094	+	0	NA	intron (NM_001164766, intron 2 of 8)	MIRc|SINE|MIR	139342	NM_006885	463	Hs.598297	NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ZNF927	zinc finger homeobox 3	protein-coding
101	chr1	12805260	12806482	+	0	NA	promoter-TSS (NM_152290)	promoter-TSS (NM_152290)	-277	NM_001330361	93190	Hs.98095	NM_152290	ENSG00000157330	C1orf158	-	chromosome 1 open reading frame 158	protein-coding
9717	chr3	149777270	149778223	+	0	NA	Intergenic	Intergenic	-36484	NR_136187	105374313	Hs.151216	NR_136187		LOC105374313	-	uncharacterized LOC105374313	ncRNA
2702	chr11	106577123	106577621	+	0	NA	intron (NM_001256424, intron 8 of 8)	intron (NM_001256424, intron 8 of 8)	311830	NM_001256424	2977	Hs.24321	NM_000855	ENSG00000152402	GUCY1A2	GC-SA2|GUC1A2	guanylate cyclase 1 soluble subunit alpha 2	protein-coding
12358	chr6	53566297	53567203	+	0	NA	Intergenic	Intergenic	-36196	NM_001003760	401265	Hs.131064	NM_001003760	ENSG00000124743	KLHL31	BKLHD6|KBTBD1|KLHL|bA345L23.2	kelch like family member 31	protein-coding
12960	chr6	163867252	163868064	+	0	NA	intron (NM_206853, intron 1 of 6)	intron (NM_206853, intron 1 of 6)	31908	NM_006775	9444	Hs.510324	NM_006775	ENSG00000112531	QKI	Hqk|QK|QK1|QK3|hqkI	QKI, KH domain containing RNA binding	protein-coding
5481	chr16	85478596	85479472	+	0	NA	Intergenic	Intergenic	-139103	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA
3999	chr13	75967908	75968615	+	0	NA	intron (NM_014832, intron 1 of 20)	intron (NM_014832, intron 1 of 20)	88043	NM_001286658	9882	Hs.210891	NM_014832	ENSG00000136111	TBC1D4	AS160|NIDDM5	TBC1 domain family member 4	protein-coding
