PeakID (cmd=annotatePeaks.pl FOXA2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7263	chr10	134124727	134125405	+	0	NA	intron (NM_001318878, intron 1 of 11)	intron (NM_001318878, intron 1 of 11)	-3612	NM_173575	282974	Hs.469002	NM_173575	ENSG00000165752	STK32C	PKE|YANK3	serine/threonine kinase 32C	protein-coding
15220	chr14	62521440	62522013	+	0	NA	intron (NM_001367661, intron 4 of 8)	intron (NM_001367661, intron 4 of 8)	-62349	NR_015358	646113	Hs.445241	NM_001039785		LINC00643	-	long intergenic non-protein coding RNA 643	ncRNA
38886	chr5	60895611	60896284	+	0	NA	Intergenic	Intergenic	-37640	NR_161251	285668	Hs.683866	NR_126523	ENSG00000178722	C5orf64	-	chromosome 5 open reading frame 64	ncRNA
35178	chr4	57488275	57489075	+	0	NA	Intergenic	Intergenic	34013	NM_001145459	84525	Hs.619396	NM_032495	ENSG00000171476	HOPX	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	HOP homeobox	protein-coding
49397	chr8	62337903	62338705	+	0	NA	intron (NM_173519, intron 3 of 5)	intron (NM_173519, intron 3 of 5)	137775	NM_173519	157807	Hs.591874	NM_173519	ENSG00000177182	CLVS1	C6orf212L|CRALBPL|RLBP1L1	clavesin 1	protein-coding
29564	chr22	27884000	27884620	+	0	NA	Intergenic	Intergenic	177698	NR_134581	100507657	Hs.537371	NR_134581	ENSG00000226741	LINC02554	-	long intergenic non-protein coding RNA 2554	ncRNA
17982	chr16	19707617	19708219	+	0	NA	intron (NM_020314, intron 29 of 30)	intron (NM_020314, intron 29 of 30)	-19860	NM_001305121	124152	Hs.460217	NM_153208	ENSG00000174628	IQCK	-	IQ motif containing K	protein-coding
17735	chr16	4919215	4920221	+	0	NA	intron (NM_001288656, intron 8 of 16)	intron (NM_001288656, intron 8 of 16)	21337	NM_001288656	29855	Hs.440219	NM_016936	ENSG00000118900	UBN1	VT|VT4	ubinuclein 1	protein-coding
45032	chr6	168573262	168573782	+	0	NA	Intergenic	MER65-int|LTR|ERV1	53675	NR_134590	105378137	Hs.549668	NR_134590	ENSG00000237987	LOC105378137	-	uncharacterized LOC105378137	ncRNA
40356	chr5	130966090	130966924	+	0	NA	intron (NM_001164387, intron 1 of 28)	intron (NM_001164387, intron 1 of 28)	4415	NM_001164388	51735	Hs.483329	NM_016340	ENSG00000158987	RAPGEF6	KIA001LB|PDZ-GEF2|PDZGEF2|RA-GEF-2|RAGEF2	Rap guanine nucleotide exchange factor 6	protein-coding
20803	chr18	7972737	7973259	+	0	NA	intron (NM_001105244, intron 7 of 32)	intron (NM_001105244, intron 7 of 32)	394034	NR_024419	100192426	Hs.666655	NR_024419	ENSG00000266149	LOC100192426	-	uncharacterized LOC100192426	ncRNA
17101	chr15	72502906	72503534	+	0	NA	intron (NM_001206798, intron 3 of 10)	intron (NM_001206798, intron 3 of 10)	-13092	NM_001012642	196996	Hs.596332	NM_001012642	ENSG00000175318	GRAMD2A	GRAMD2	GRAM domain containing 2A	protein-coding
9611	chr11	121212310	121212919	+	0	NA	Intergenic	L1MB1|LINE|L1	49037	NM_001024956	6309	Hs.287749	NM_006918	ENSG00000109929	SC5D	ERG3|S5DES|SC5DL	sterol-C5-desaturase	protein-coding
16138	chr15	28518413	28519287	+	0	NA	intron (NM_004667, intron 7 of 92)	intron (NM_004667, intron 7 of 92)	48448	NM_004667	8924	Hs.434890	NM_004667	ENSG00000128731	HERC2	D15F37S1|MRT38|SHEP1|jdf2|p528	HECT and RLD domain containing E3 ubiquitin protein ligase 2	protein-coding
18509	chr16	70826994	70827384	+	0	NA	intron (NM_018052, intron 1 of 18)	MIR|SINE|MIR	7872	NM_001351157	55697	Hs.445061	NM_018052	ENSG00000103043	VAC14	ArPIKfyve|TAX1BP2|TRX	VAC14 component of PIKFYVE complex	protein-coding
43934	chr6	128599787	128600445	+	0	NA	intron (NM_001291983, intron 2 of 18)	intron (NM_001291983, intron 2 of 18)	241628	NM_001291982	5796	Hs.155919	NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase receptor type K	protein-coding
32060	chr3	105153761	105154449	+	0	NA	intron (NM_001243280, intron 1 of 14)	intron (NM_001243280, intron 1 of 14)	68352	NM_001243280	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
5836	chr10	68267042	68267769	+	0	NA	intron (NM_013266, intron 11 of 17)	L1MA5|LINE|L1	-418389	NM_178011	347731	Hs.652155	NM_178011	ENSG00000198739	LRRTM3	-	leucine rich repeat transmembrane neuronal 3	protein-coding
44094	chr6	134344410	134345106	+	0	NA	intron (NM_145176, intron 2 of 4)	intron (NM_145176, intron 2 of 4)	29004	NM_145176	154091	Hs.486508	NM_145176	ENSG00000146411	SLC2A12	GLUT12|GLUT8	solute carrier family 2 member 12	protein-coding
46661	chr7	84563857	84564330	+	0	NA	Intergenic	Intergenic	187154	NM_152754	223117	Hs.201340	NM_152754	ENSG00000153993	SEMA3D	Sema-Z2|coll-2	semaphorin 3D	protein-coding
18622	chr16	75139576	75139932	+	0	NA	intron (NM_032268, intron 3 of 4)	intron (NM_032268, intron 3 of 4)	10916	NM_194436	197257	Hs.380929	NM_153486	ENSG00000166816	LDHD	DLACD|DLD	lactate dehydrogenase D	protein-coding
31377	chr3	65560869	65561601	+	0	NA	intron (NM_001033057, intron 2 of 22)	L1ME1|LINE|L1	-318256	NR_046575	100873983	Hs.663889	NR_046575	ENSG00000240175	MAGI1-AS1	-	MAGI1 antisense RNA 1	ncRNA
35356	chr4	72126166	72126708	+	0	NA	intron (NM_001098484, intron 3 of 25)	MIR|SINE|MIR	73434	NM_001134742	8671	Hs.5462	NM_003759	ENSG00000080493	SLC4A4	HNBC1|KNBC|NBC1|NBC2|NBCe1-A|SLC4A5|hhNMC|kNBC1|pNBC	solute carrier family 4 member 4	protein-coding
28744	chr20	58785358	58785868	+	0	NA	intron (NR_046099, intron 3 of 4)	intron (NR_046099, intron 3 of 4)	72065	NR_046099	284757	Hs.542528	NM_001004305	ENSG00000228340	MIR646HG	-	MIR646 host gene	ncRNA
20452	chr17	71744565	71745249	+	0	NA	TTS (NR_027146)	TTS (NR_027146)	10914	NM_001278587	100134391	Hs.694655	NM_001278587		LOC100134391	-	uncharacterized LOC100134391	protein-coding
37172	chr4	156624930	156625607	+	0	NA	intron (NM_001130687, intron 4 of 8)	MIRb|SINE|MIR	36454	NM_001130684	2982	Hs.24258	NM_000856	ENSG00000164116	GUCY1A1	GC-SA3|GUC1A3|GUCA3|GUCSA3|GUCY1A3|MYMY6	guanylate cyclase 1 soluble subunit alpha 1	protein-coding
45688	chr7	26648613	26649268	+	0	NA	Intergenic	Intergenic	-28550	NR_161201	285941	Hs.413394	NR_161201		C7orf71	-	chromosome 7 open reading frame 71	ncRNA
35531	chr4	78979818	78980311	+	0	NA	intron (NM_025074, intron 1 of 73)	CpG	1340	NM_001166133	80144	Hs.369448	NM_020875	ENSG00000138759	FRAS1	FRASRS1	Fraser extracellular matrix complex subunit 1	protein-coding
28037	chr20	20818080	20818637	+	0	NA	Intergenic	Intergenic	-125071	NM_020343	57186	Hs.472285	NM_020343	ENSG00000188559	RALGAPA2	AS250|C20orf74|bA287B20.1|dJ1049G11|dJ1049G11.4|p220	Ral GTPase activating protein catalytic alpha subunit 2	protein-coding
39518	chr5	95228364	95229033	+	0	NA	intron (NM_012081, intron 9 of 11)	intron (NM_012081, intron 9 of 11)	40762	NR_026936	202299	Hs.8373	NM_175616	ENSG00000236882	LINC01554	C5orf27|FIS	long intergenic non-protein coding RNA 1554	ncRNA
53776	chrX	44733420	44734182	+	0	NA	intron (NM_001291417, intron 2 of 27)	intron (NM_001291417, intron 2 of 27)	1380	NM_021140	7403	Hs.522616	NM_021140	ENSG00000147050	KDM6A	KABUK2|UTX|bA386N14.2	lysine demethylase 6A	protein-coding
17951	chr16	17437378	17438144	+	0	NA	intron (NM_022166, intron 2 of 11)	intron (NM_022166, intron 2 of 11)	127056	NM_022166	64131	Hs.22907	NM_022166	ENSG00000103489	XYLT1	DBQD2|PXYLT1|XT-I|XT1|XTI|XYLTI|xylT-I	xylosyltransferase 1	protein-coding
49634	chr8	79419727	79420988	+	0	NA	Intergenic	Charlie24|DNA|hAT-Charlie	-8218	NM_006823	5569	Hs.433700	NM_006823	ENSG00000171033	PKIA	PRKACN1	cAMP-dependent protein kinase inhibitor alpha	protein-coding
37096	chr4	153533906	153535025	+	0	NA	Intergenic	L2b|LINE|L2	66684	NM_152680	201799	Hs.518900	NM_152680	ENSG00000170006	TMEM154	-	transmembrane protein 154	protein-coding
22224	chr19	5883357	5883925	+	0	NA	Intergenic	L1MD3|LINE|L1	-13090	NM_002034	2527	Hs.631843	NM_002034	ENSG00000130383	FUT5	FUC-TV	fucosyltransferase 5	protein-coding
9606	chr11	121162527	121163355	+	0	NA	promoter-TSS (NM_006918)	promoter-TSS (NM_006918)	-539	NM_006918	6309	Hs.287749	NM_006918	ENSG00000109929	SC5D	ERG3|S5DES|SC5DL	sterol-C5-desaturase	protein-coding
10766	chr12	48328784	48329491	+	0	NA	Intergenic	Intergenic	-28193	NM_001143841	79022	Hs.596726	NM_024056	ENSG00000134291	TMEM106C	-	transmembrane protein 106C	protein-coding
27498	chr2	241788794	241789248	+	0	NA	Intergenic	Intergenic	-19220	NM_000030	189	Hs.144567	NM_000030	ENSG00000172482	AGXT	AGT|AGT1|AGXT1|PH1|SPAT|SPT|TLH6	alanine--glyoxylate and serine--pyruvate aminotransferase	protein-coding
3944	chr1	220473708	220474434	+	0	NA	Intergenic	Intergenic	-28276	NM_012414	25782	Hs.654849	NM_012414	ENSG00000118873	RAB3GAP2	RAB3-GAP150|RAB3GAP150|SPG69|WARBM2|p150	RAB3 GTPase activating non-catalytic protein subunit 2	protein-coding
9929	chr12	1227136	1227808	+	0	NA	intron (NR_027948, intron 6 of 19)	intron (NR_027948, intron 6 of 19)	90558	NM_001301248	23085	Hs.601216	NM_178039	ENSG00000082805	ERC1	Cast2|ELKS|ERC-1|RAB6IP2	ELKS/RAB6-interacting/CAST family member 1	protein-coding
36189	chr4	105887915	105888675	+	0	NA	Intergenic	Intergenic	-178737	NM_017628	54790	Hs.367639	NM_017628	ENSG00000168769	TET2	KIAA1546|MDS	tet methylcytosine dioxygenase 2	protein-coding
48869	chr8	34949587	34950386	+	0	NA	Intergenic	Intergenic	-143007	NM_080872	137970	Hs.238889	NM_080872	ENSG00000156687	UNC5D	PRO34692|Unc5h4	unc-5 netrin receptor D	protein-coding
3995	chr1	222796103	222796727	+	0	NA	intron (NM_198551, intron 2 of 27)	intron (NM_198551, intron 2 of 27)	4971	NM_001324064	375056	Hs.118474	NM_198551	ENSG00000154305	MIA3	ARNT|D320|TANGO|TANGO1|UNQ6077	MIA SH3 domain ER export factor 3	protein-coding
19723	chr17	41629839	41630298	+	0	NA	Intergenic	Intergenic	-6360	NM_001261437	2118	Hs.434059	NM_001986	ENSG00000175832	ETV4	E1A-F|E1AF|PEA3|PEAS3	ETS variant 4	protein-coding
36360	chr4	114880182	114880956	+	0	NA	intron (NM_001354211, intron 4 of 6)	intron (NM_001354211, intron 4 of 6)	20234	NM_001354211	79642	Hs.22895	NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
45361	chr7	12982000	12982871	+	0	NA	Intergenic	Intergenic	255177	NM_005738	10124	Hs.245540	NM_005738	ENSG00000122644	ARL4A	ARL4	ADP ribosylation factor like GTPase 4A	protein-coding
39264	chr5	80285502	80286230	+	0	NA	intron (NM_006909, intron 1 of 26)	intron (NM_006909, intron 1 of 26)	-29140	NR_105015	102524628	Hs.737159	NR_105015	ENSG00000251450	RASGRF2-AS1	-	RASGRF2 antisense RNA 1	ncRNA
35278	chr4	67955771	67956425	+	0	NA	Intergenic	Intergenic	331620	NR_110747	101927237	Hs.435644	NR_110747	ENSG00000250075	LOC101927237	-	uncharacterized LOC101927237	ncRNA
985	chr1	49383312	49384718	+	0	NA	intron (NR_136623, intron 4 of 12)	intron (NR_136623, intron 4 of 12)	-141374	NM_001302082	79656	Hs.475348	NM_024603	ENSG00000162373	BEND5	C1orf165	BEN domain containing 5	protein-coding
2996	chr1	177224311	177225137	+	0	NA	intron (NM_021165, intron 2 of 7)	intron (NM_021165, intron 2 of 7)	84630	NM_021165	57795	Hs.495918	NM_021165	ENSG00000198797	BRINP2	DBCCR1L2|FAM5B	BMP/retinoic acid inducible neural specific 2	protein-coding
11154	chr12	69724438	69725433	+	0	NA	Intergenic	Intergenic	-17199	NM_000239	4069	Hs.524579	NM_000239	ENSG00000090382	LYZ	LYZF1|LZM	lysozyme	protein-coding
45293	chr7	10062654	10063154	+	0	NA	Intergenic	MLT1F2|LTR|ERVL-MaLR	389004	NR_002790	168741	Hs.545134	NR_002790		PER4	-	period circadian regulator 3 pseudogene	pseudo
11062	chr12	65049974	65050818	+	0	NA	intron (NM_178169, intron 1 of 4)	intron (NM_178169, intron 1 of 4)	-34011	NR_037515	100500856		NR_037515	ENSG00000266016	MIR548Z	-	microRNA 548z	ncRNA
25037	chr2	109838279	109838960	+	0	NA	intron (NM_001099289, intron 1 of 9)	L1MA4A|LINE|L1	-80575	NR_036223	100422863		NR_036223	ENSG00000264934	MIR4265	-	microRNA 4265	ncRNA
29373	chr21	47584840	47585547	+	0	NA	intron (NM_001142854, intron 3 of 4)	LTR44|LTR|ERV1	-9700	NM_206965	10841	Hs.415846	NM_006657	ENSG00000160282	FTCD	LCHC1	formimidoyltransferase cyclodeaminase	protein-coding
21254	chr18	32130728	32131204	+	0	NA	intron (NM_032975, intron 1 of 21)	intron (NM_032975, intron 1 of 21)	-42333	NM_001198939	1837	Hs.643454	NM_001390	ENSG00000134769	DTNA	D18S892E|DRP3|DTN|DTN-A|LVNC1	dystrobrevin alpha	protein-coding
7054	chr10	120499577	120499949	+	0	NA	intron (NM_153810, intron 1 of 8)	HAL1|LINE|L1	14719	NM_153810	143384	Hs.420024	NM_153810	ENSG00000151893	CACUL1	C10orf46|CAC1	CDK2 associated cullin domain 1	protein-coding
21448	chr18	40889175	40889774	+	0	NA	Intergenic	Intergenic	-32019	NM_020783	6860	Hs.8059	NM_020783	ENSG00000132872	SYT4	HsT1192	synaptotagmin 4	protein-coding
45387	chr7	13985102	13985774	+	0	NA	intron (NM_001163148, intron 5 of 12)	intron (NM_001163148, intron 5 of 12)	40701	NM_001163150	2115	Hs.22634	NM_004956	ENSG00000006468	ETV1	ER81	ETS variant 1	protein-coding
41370	chr5	179487176	179487822	+	0	NA	intron (NM_018434, intron 1 of 8)	L3|LINE|CR1	11260	NM_001280801	55819	Hs.484363	NM_018434	ENSG00000113269	RNF130	G1RZFP|GOLIATH|GP	ring finger protein 130	protein-coding
46996	chr7	98662225	98662836	+	0	NA	intron (NM_181349, intron 1 of 17)	intron (NM_181349, intron 1 of 17)	51742	NR_110102	101927550	Hs.636663	NR_110102		LOC101927550	-	uncharacterized LOC101927550	ncRNA
30179	chr3	8489638	8490234	+	0	NA	intron (NR_033378, intron 3 of 3)	intron (NR_033378, intron 3 of 3)	53408	NR_033378	100288428	Hs.651576	NR_033378	ENSG00000227110	LMCD1-AS1	-	LMCD1 antisense RNA 1	ncRNA
52581	chr9	106735231	106735654	+	0	NA	Intergenic	Intergenic	-26548	NR_109803	101928523		NR_109803	ENSG00000285483	LOC101928523	-	uncharacterized LOC101928523	ncRNA
23067	chr2	9808893	9809554	+	0	NA	Intergenic	Intergenic	-38097	NM_006826	10971	Hs.74405	NM_006826	ENSG00000134308	YWHAQ	14-3-3|1C5|HS1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	protein-coding
45738	chr7	28636062	28636632	+	0	NA	intron (NM_182898, intron 5 of 10)	MIR|SINE|MIR	-89403	NM_001011666	9586	Hs.437075	NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
12541	chr13	26923827	26924710	+	0	NA	intron (NM_001318368, intron 3 of 12)	Tigger3a|DNA|TcMar-Tigger	96002	NM_001318368	1024	Hs.382306	NM_001260	ENSG00000132964	CDK8	K35	cyclin dependent kinase 8	protein-coding
21419	chr18	39869575	39870770	+	0	NA	intron (NR_046457, intron 4 of 6)	intron (NR_046457, intron 4 of 6)	103539	NR_046174	284260	Hs.652819	NR_046174	ENSG00000267586	LINC00907	-	long intergenic non-protein coding RNA 907	ncRNA
30463	chr3	21994872	21995629	+	0	NA	Intergenic	Intergenic	-3381	NR_046876	100874221	Hs.160616	NR_046876	ENSG00000223351	ZNF385D-AS2	-	ZNF385D antisense RNA 2	ncRNA
36887	chr4	143196112	143196910	+	0	NA	intron (NM_001101669, intron 9 of 25)	intron (NM_001101669, intron 9 of 25)	571177	NM_001331040	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
5983	chr10	76145125	76145636	+	0	NA	intron (NM_001369124, intron 4 of 9)	intron (NM_001369124, intron 4 of 9)	143702	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
36317	chr4	114033289	114033739	+	0	NA	intron (NM_001354265, intron 1 of 44)	intron (NM_001354265, intron 1 of 44)	-4339	NM_001354237	287	Hs.620557	NM_001148	ENSG00000145362	ANK2	ANK-2|LQT4|brank-2	ankyrin 2	protein-coding
26609	chr2	198093033	198093493	+	0	NA	intron (NM_001195144, intron 1 of 27)	intron (NM_001195144, intron 1 of 27)	30548	NR_135584	101927596		NR_135584	ENSG00000231621	LOC101927596	-	uncharacterized LOC101927596	ncRNA
47811	chr7	138802902	138803529	+	0	NA	Intergenic	Intergenic	-8749	NM_020119	56829	Hs.133512	NM_020119	ENSG00000105939	ZC3HAV1	ARTD13|FLB6421|PARP13|ZAP|ZC3H2|ZC3HDC2	zinc finger CCCH-type containing, antiviral 1	protein-coding
1170	chr1	56880252	56881021	+	0	NA	promoter-TSS (NR_147163)	promoter-TSS (NR_147163)	1	NR_147163	105378744	Hs.183974	NR_147163	ENSG00000223956	LINC01767	-	long intergenic non-protein coding RNA 1767	ncRNA
36968	chr4	147971352	147971817	+	0	NA	Intergenic	Intergenic	-104546	NM_031956	83894	Hs.378893	NM_031956	ENSG00000137473	TTC29	NYD-SP14|TBPP2A	tetratricopeptide repeat domain 29	protein-coding
44482	chr6	145514863	145516118	+	0	NA	Intergenic	LTR38|LTR|ERV1	492523	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
18826	chr16	83920501	83921227	+	0	NA	Intergenic	L2c|LINE|L2	-11856	NM_012213	23417	Hs.644610	NM_012213	ENSG00000103150	MLYCD	MCD	malonyl-CoA decarboxylase	protein-coding
6970	chr10	116645210	116646097	+	0	NA	intron (NM_001135051, intron 16 of 16)	intron (NM_001135051, intron 16 of 16)	-52301	NM_139169	142940	Hs.21187	NM_139169	ENSG00000165832	TRUB1	PUS4	TruB pseudouridine synthase family member 1	protein-coding
51985	chr9	80448918	80449468	+	0	NA	intron (NM_002072, intron 2 of 6)	intron (NM_002072, intron 2 of 6)	-185955	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
8444	chr11	67916902	67917419	+	0	NA	Intergenic	Intergenic	-28302	NM_212469	1119	Hs.77221	NM_001277	ENSG00000110721	CHKA	CHK|CK|CKI|EK	choline kinase alpha	protein-coding
37950	chr5	9538629	9539263	+	0	NA	intron (NM_003966, intron 1 of 22)	intron (NM_003966, intron 1 of 22)	7241	NM_003966	9037	Hs.27621	NM_003966	ENSG00000112902	SEMA5A	SEMAF|semF	semaphorin 5A	protein-coding
18292	chr16	56691212	56691923	+	0	NA	promoter-TSS (NM_001301272)	promoter-TSS (NM_001301272)	-288	NM_001301272	4494	Hs.513626	NM_005949	ENSG00000198417	MT1F	MT1	metallothionein 1F	protein-coding
23345	chr2	24486478	24487065	+	0	NA	intron (NM_001348183, intron 19 of 28)	L1ME1|LINE|L1	88849	NM_001040710	653140	Hs.741736	NM_001040710	ENSG00000186453	FAM228A	C2orf84	family with sequence similarity 228 member A	protein-coding
48316	chr8	10486020	10486654	+	0	NA	intron (NM_178857, intron 1 of 3)	intron (NM_178857, intron 1 of 3)	26316	NM_178857	94137	Hs.33538	NM_178857	ENSG00000183638	RP1L1	DCDC4B	RP1 like 1	protein-coding
20814	chr18	8217810	8218683	+	0	NA	intron (NM_001105244, intron 14 of 32)	intron (NM_001105244, intron 14 of 32)	148786	NR_024419	100192426	Hs.666655	NR_024419	ENSG00000266149	LOC100192426	-	uncharacterized LOC100192426	ncRNA
51440	chr9	19050354	19051083	+	0	NA	3' UTR (NM_006570, exon 1 of 1)	3' UTR (NM_006570, exon 1 of 1)	1293	NM_006570	10670	Hs.743260	NM_006570	ENSG00000155876	RRAGA	FIP-1|FIP1|RAGA	Ras related GTP binding A	protein-coding
10840	chr12	52370462	52371204	+	0	NA	intron (NM_004302, intron 3 of 8)	intron (NM_004302, intron 3 of 8)	23669	NM_020327	91	Hs.438918	NM_004302	ENSG00000135503	ACVR1B	ACTRIB|ACVRLK4|ALK4|SKR2	activin A receptor type 1B	protein-coding
43621	chr6	113990075	113990758	+	0	NA	Intergenic	Intergenic	-19139	NR_125844	101927686	Hs.402044	NR_125844	ENSG00000230943	LINC02541	-	long intergenic non-protein coding RNA 2541	ncRNA
21842	chr18	60153361	60153957	+	0	NA	Intergenic	Intergenic	-36599	NR_126534	54877	Hs.114191	NM_017742	ENSG00000141664	ZCCHC2	C18orf49	zinc finger CCHC-type containing 2	protein-coding
52303	chr9	94453017	94453633	+	0	NA	Intergenic	MER89|LTR|ERV1	-54698	NR_037489	100500902		NR_037489	ENSG00000283351	MIR3910-2	mir-3910-2	microRNA 3910-2	ncRNA
25123	chr2	118386787	118387179	+	0	NA	Intergenic	Intergenic	-185284	NM_006773	8886	Hs.744922	NM_006773	ENSG00000088205	DDX18	Has1|MrDb	DEAD-box helicase 18	protein-coding
36011	chr4	97019948	97020672	+	0	NA	Intergenic	Intergenic	-211544	NR_147149	105377338		NR_147149		LINC02267	-	long intergenic non-protein coding RNA 2267	ncRNA
25776	chr2	158646494	158647174	+	0	NA	intron (NM_001111067, intron 3 of 10)	intron (NM_001111067, intron 3 of 10)	48308	NM_001347667	90	Hs.470316	NM_001105	ENSG00000115170	ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	activin A receptor type 1	protein-coding
1596	chr1	74969556	74970177	+	0	NA	intron (NM_015978, intron 23 of 24)	intron (NM_015978, intron 23 of 24)	8432	NM_001364666	105378803		NM_001364665	ENSG00000162621	LRRC53	-	leucine rich repeat containing 53	protein-coding
10265	chr12	20619650	20620121	+	0	NA	intron (NM_000921, intron 1 of 15)	intron (NM_000921, intron 1 of 15)	97706	NM_000921	5139	Hs.386791	NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A	protein-coding
50702	chr8	128493632	128494430	+	0	NA	non-coding (NR_117100, exon 1 of 6)	non-coding (NR_117100, exon 1 of 6)	353	NR_024393	727677	Hs.673248	NR_024393	ENSG00000246228	CASC8	CARLO1|CARLo-1|LINC00860	cancer susceptibility 8	ncRNA
36225	chr4	107185376	107185967	+	0	NA	intron (NM_001163435, intron 3 of 25)	L2a|LINE|L2	-51096	NM_001142415	9255	Hs.591680	NM_004757	ENSG00000164022	AIMP1	EMAP2|EMAPII|HLD3|SCYE1|p43	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	protein-coding
1759	chr1	84625512	84626254	+	0	NA	intron (NM_182948, intron 1 of 9)	L1MB8|LINE|L1	-3984	NM_001242859	5567	Hs.487325	NM_002731	ENSG00000142875	PRKACB	PKA C-beta|PKACB	protein kinase cAMP-activated catalytic subunit beta	protein-coding
53188	chr9	136237285	136237969	+	0	NA	intron (NM_001280791, intron 1 of 5)	intron (NM_001280791, intron 1 of 5)	5304	NM_033161	6836	Hs.512465	NM_033161	ENSG00000148248	SURF4	ERV29	surfeit 4	protein-coding
46255	chr7	65372435	65373147	+	0	NA	intron (NM_001284342, intron 1 of 1)	intron (NM_001284342, intron 1 of 1)	34730	NM_001284342	154807	Hs.427232	NM_173517	ENSG00000196715	VKORC1L1	-	vitamin K epoxide reductase complex subunit 1 like 1	protein-coding
6904	chr10	114561283	114562052	+	0	NA	intron (NM_001365713, intron 8 of 8)	intron (NM_001365713, intron 8 of 8)	-21588	NR_120684	103344931	Hs.458447	NR_120684	ENSG00000260917	LOC103344931	-	uncharacterized LOC103344931	ncRNA
33686	chr3	177061250	177061905	+	0	NA	Intergenic	Intergenic	49347	NR_047465	100820709	Hs.518409	NR_047465	ENSG00000203645	LINC00501	-	long intergenic non-protein coding RNA 501	ncRNA
