PeakID (cmd=annotatePeaks.pl NEUROG3_peak1027-0918_pancreas.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-9159	chr1	88368530	88368761	+	0	NA	Intergenic	Intergenic	-531307	NR_038324	100505768	Hs.125247	NR_038324	ENSG00000227290	LINC01364	-	long intergenic non-protein coding RNA 1364	ncRNA
1-7230	chr12	81261924	81262095	+	0	NA	intron (NR_136887, intron 1 of 5)	intron (NR_136887, intron 1 of 5)	-35601	NR_030348	693202		NR_030348	ENSG00000207763	MIR617	MIRN617|hsa-mir-617	microRNA 617	ncRNA
1-7998	chr9	34646414	34646645	+	0	NA	promoter-TSS (NM_000155)	promoter-TSS (NM_000155)	-57	NM_001258332	2592	Hs.522090	NM_000155	ENSG00000213930	GALT	-	galactose-1-phosphate uridylyltransferase	protein-coding
1-6673	chr11	95927191	95927422	+	0	NA	intron (NM_032427, intron 1 of 4)	intron (NM_032427, intron 1 of 4)	-147296	NR_036125	100422991		NR_036125	ENSG00000266192	MIR1260B	mir-1260b	microRNA 1260b	ncRNA
1-6053	chr21	34411920	34412151	+	0	NA	Intergenic	Intergenic	13792	NM_005806	10215	Hs.176977	NM_005806	ENSG00000205927	OLIG2	BHLHB1|OLIGO2|PRKCBP2|RACK17|bHLHe19	oligodendrocyte transcription factor 2	protein-coding
1-5018	chr6	11310303	11310484	+	0	NA	intron (NM_001142393, intron 1 of 7)	intron (NM_001142393, intron 1 of 7)	72188	NM_001142393	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
1-5985	chr7	106209525	106209746	+	0	NA	Intergenic	Intergenic	91969	NM_175884	168455	Hs.29692	NM_175884	ENSG00000253276	CCDC71L	C7orf74	coiled-coil domain containing 71 like	protein-coding
1-2960	chr3	109071936	109072167	+	0	NA	Intergenic	Intergenic	-15632	NM_001348929	55211	Hs.317659	NM_018189	ENSG00000121570	DPPA4	2410091M23Rik	developmental pluripotency associated 4	protein-coding
1-10984	chr6	10564712	10564943	+	0	NA	intron (NM_001491, intron 1 of 2)	MIR|SINE|MIR	8878	NM_001491	2651	Hs.519884	NM_001491	ENSG00000111846	GCNT2	CCAT|CTRCT13|GCNT2C|GCNT5|IGNT|II|NACGT1|NAGCT1|ULG3|bA360O19.2|bA421M1.1	glucosaminyl (N-acetyl) transferase 2 (I blood group)	protein-coding
1-5685	chr6	42307366	42307597	+	0	NA	intron (NM_001297573, intron 3 of 17)	MER124|DNA?|DNA?	112308	NM_001297573	55809	Hs.485392	NM_018415	ENSG00000124496	TRERF1	BCAR2|HSA277276|RAPA|TREP132|TReP-132|dJ139D8.5	transcriptional regulating factor 1	protein-coding
1-2985	chr11	127899034	127899245	+	0	NA	Intergenic	Intergenic	-179522	NR_146647	105369564	Hs.591937	NR_146647	ENSG00000272575	LINC02098	-	long intergenic non-protein coding RNA 2098	ncRNA
1-4407	chr1	64526309	64526540	+	0	NA	intron (NM_005012, intron 4 of 8)	intron (NM_005012, intron 4 of 8)	51464	NR_110666	101927034	Hs.680824	NR_110665	ENSG00000223949	ROR1-AS1	-	ROR1 antisense RNA 1	ncRNA
1-9165	chr1	177178622	177178853	+	0	NA	intron (NM_021165, intron 1 of 7)	intron (NM_021165, intron 1 of 7)	38643	NM_021165	57795	Hs.495918	NM_021165	ENSG00000198797	BRINP2	DBCCR1L2|FAM5B	BMP/retinoic acid inducible neural specific 2	protein-coding
1-3552	chr12	93628370	93628601	+	0	NA	intron (NR_040096, intron 2 of 4)	intron (NR_040096, intron 2 of 4)	60343	NR_120492	102724933	Hs.663947	NR_120492	ENSG00000258171	LINC02412	-	long intergenic non-protein coding RNA 2412	ncRNA
1-1217	chr20	11252076	11252307	+	0	NA	intron (NR_038972, intron 1 of 1)	intron (NR_038972, intron 1 of 1)	1840	NR_038972	339593	Hs.434320	NR_038972		LOC339593	-	uncharacterized LOC339593	ncRNA
1-140	chr2	118940585	118940816	+	0	NA	non-coding (NR_144530, exon 3 of 3)	non-coding (NR_144530, exon 3 of 3)	3262	NR_144530	100506797	Hs.116176	NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
1-4801	chr10	76681593	76681824	+	0	NA	intron (NR_134476, intron 1 of 1)	MamSINE1|SINE|tRNA	9164	NR_134476	101929165	Hs.670533	NR_134476		LOC101929165	-	uncharacterized LOC101929165	ncRNA
1-9196	chr3	54180853	54181084	+	0	NA	intron (NM_018398, intron 2 of 37)	intron (NM_018398, intron 2 of 37)	24389	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein-coding
1-8163	chr4	77905980	77906211	+	0	NA	intron (NM_018243, intron 1 of 9)	intron (NM_018243, intron 1 of 9)	35190	NM_001306147	55752	Hs.128199	NM_018243	ENSG00000138758	SEPTIN11	SEPT11	septin 11	protein-coding
1-10422	chr22	42228574	42228793	+	0	NA	promoter-TSS (NM_004599)	promoter-TSS (NM_004599)	-426	NR_103834	6721	Hs.443258	NM_004599	ENSG00000198911	SREBF2	SREBP-2|SREBP2|bHLHd2	sterol regulatory element binding transcription factor 2	protein-coding
1-3570	chr18	55201881	55202112	+	0	NA	Intergenic	Intergenic	51938	NM_001371094								
1-4397	chr20	8323032	8323263	+	0	NA	intron (NM_182734, intron 2 of 32)	intron (NM_182734, intron 2 of 32)	93796	NR_046809	100874337	Hs.662218	NR_046809	ENSG00000225479	PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
1-4246	chr8	30298019	30298250	+	0	NA	intron (NM_001008710, intron 1 of 8)	L1MB2|LINE|L1	-55217	NR_046205	100128750	Hs.126813	NR_046205	ENSG00000254109	RBPMS-AS1	-	RBPMS antisense RNA 1	ncRNA
1-6972	chr3	167966423	167966641	+	0	NA	promoter-TSS (NR_021485)	promoter-TSS (NR_021485)	-778	NR_021485	93556	Hs.478158	NR_021485		EGFEM1P	C3orf50|NCRNA00259	EGF like and EMI domain containing 1, pseudogene	pseudo
1-7778	chr7	156881820	156882051	+	0	NA	Intergenic	Intergenic	-49685	NM_014671	9690	Hs.118351	NM_014671	ENSG00000009335	UBE3C	HECTH2	ubiquitin protein ligase E3C	protein-coding
1-2486	chr13	53790287	53790513	+	0	NA	Intergenic	Intergenic	-64365	NR_125788	102723875	Hs.149083	NR_125788		LINC01065	-	long intergenic non-protein coding RNA 1065	ncRNA
1-664	chr20	32053453	32053680	+	0	NA	Intergenic	Intergenic	-21868	NM_003098	6640	Hs.31121	NM_003098	ENSG00000101400	SNTA1	LQT12|SNT1|TACIP1|dJ1187J4.5	syntrophin alpha 1	protein-coding
1-1233	chr6	168773732	168773963	+	0	NA	Intergenic	Intergenic	-53390	NM_001286351	168002	Hs.673059	NM_214462	ENSG00000164488	DACT2	C6orf116|DAPPER2|DPR2|bA503C24.7	dishevelled binding antagonist of beta catenin 2	protein-coding
1-6253	chr3	128127888	128128098	+	0	NA	TTS (NM_021937)	TTS (NM_021937)	-54444	NR_037890	285224	Hs.683815	NR_037890	ENSG00000242049	DNAJB8-AS1	-	DNAJB8 antisense RNA 1	ncRNA
1-1865	chr2	241374230	241374447	+	0	NA	promoter-TSS (NM_002081)	promoter-TSS (NM_002081)	-742	NM_002081	2817	Hs.328232	NM_002081	ENSG00000063660	GPC1	glypican	glypican 1	protein-coding
1-158	chr22	26790739	26790970	+	0	NA	Intergenic	Intergenic	-34372	NM_020437	57168	Hs.567547	NM_020437	ENSG00000128203	ASPHD2	-	aspartate beta-hydroxylase domain containing 2	protein-coding
1-5425	chr10	71918630	71918861	+	0	NA	intron (NM_001142648, intron 5 of 7)	intron (NM_001142648, intron 5 of 7)	11525	NM_020150	56681	Hs.499960	NM_020150	ENSG00000079332	SAR1A	SAR1|SARA1|Sara|masra2	secretion associated Ras related GTPase 1A	protein-coding
1-3989	chr16	65923571	65923793	+	0	NA	Intergenic	Intergenic	-313479	NR_027755	283867	Hs.444774	NM_001101346	ENSG00000261742	LINC00922	-	long intergenic non-protein coding RNA 922	ncRNA
1-2136	chr3	10331814	10332041	+	0	NA	intron (NM_001302825, intron 1 of 4)	intron (NM_001302825, intron 1 of 4)	2704	NR_126505	51738	Hs.590080	NM_016362	ENSG00000157017	GHRL	MTLRP	ghrelin and obestatin prepropeptide	protein-coding
1-9773	chr13	20438793	20438981	+	0	NA	Intergenic	CpG-6212	-1098	NM_001142684	9205	Hs.530988	NM_014242	ENSG00000132950	ZMYM5	HSPC050|MYM|ZNF198L1|ZNF237	zinc finger MYM-type containing 5	protein-coding
1-6855	chr12	47617639	47617870	+	0	NA	intron (NM_138371, intron 3 of 3)	MIRb|SINE|MIR	-7528	NR_026544	100233209	Hs.657722	NR_026544	ENSG00000247774	PCED1B-AS1	-	PCED1B antisense RNA 1	ncRNA
1-9383	chr1	18615183	18615414	+	0	NA	intron (NM_032880, intron 2 of 9)	intron (NM_032880, intron 2 of 9)	181006	NM_032880	84966	Hs.212511	NM_032880	ENSG00000117154	IGSF21	-	immunoglobin superfamily member 21	protein-coding
1-8521	chr2	65659907	65660098	+	0	NA	promoter-TSS (NM_181784)	promoter-TSS (NM_181784)	-269	NM_181784	200734	Hs.59332	NM_181784	ENSG00000198369	SPRED2	Spred-2	sprouty related EVH1 domain containing 2	protein-coding
1-4586	chr14	99609531	99609762	+	0	NA	Intergenic	Intergenic	128888	NM_138576	64919	Hs.709690	NM_022898	ENSG00000127152	BCL11B	ATL1|ATL1-alpha|ATL1-beta|ATL1-delta|ATL1-gamma|CTIP-2|CTIP2|IDDFSTA|IMD49|RIT1|ZNF856B|hRIT1-alpha	BAF chromatin remodeling complex subunit BCL11B	protein-coding
1-8644	chr14	91277061	91277253	+	0	NA	intron (NM_001010854, intron 1 of 19)	intron (NM_001010854, intron 1 of 19)	5604	NM_001320421	145567	Hs.655697	NM_001010854	ENSG00000165914	TTC7B	TTC7L1|c14_5685	tetratricopeptide repeat domain 7B	protein-coding
1-9327	chr14	69388972	69389181	+	0	NA	intron (NM_001130005, intron 2 of 20)	intron (NM_001130005, intron 2 of 20)	56943	NM_001102	87	Hs.235750	NM_001102	ENSG00000072110	ACTN1	BDPLT15	actinin alpha 1	protein-coding
1-5879	chr12	12106514	12106745	+	0	NA	Intergenic	Intergenic	-96166	NM_001370269	79370	Hs.210343	NM_030766	ENSG00000121380	BCL2L14	BCLG	BCL2 like 14	protein-coding
1-4139	chr3	123353249	123353480	+	0	NA	intron (NM_001321309, intron 28 of 32)	intron (NM_001321309, intron 28 of 32)	-13969	NM_053031	4638	Hs.477375	NM_005965	ENSG00000065534	MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK	myosin light chain kinase	protein-coding
1-2905	chr9	96576494	96576725	+	0	NA	Intergenic	Intergenic	-5030	NR_036254	100422927		NR_036254	ENSG00000265347	MIR4291	-	microRNA 4291	ncRNA
1-3619	chr8	102300388	102300619	+	0	NA	Intergenic	Intergenic	-80618	NR_002182	83955	Hs.567608	NM_032031	ENSG00000228224	NACA4P	FKSG17|NACAP1	NACA family member 4, pseudogene	pseudo
1-3373	chr3	1121463	1121694	+	0	NA	Intergenic	LTR16E2|LTR|ERVL	-13130	NM_001349351	27255	Hs.387300	NM_014461	ENSG00000134115	CNTN6	NB3	contactin 6	protein-coding
1-6390	chr22	24255968	24256199	+	0	NA	Intergenic	CpG	-14966	NR_038911	284889	Hs.632772	NR_038911		MIF-AS1	MIF-AS	MIF antisense RNA 1	ncRNA
1-925	chr5	127292798	127293029	+	0	NA	intron (NR_152813, intron 2 of 3)	intron (NR_152813, intron 2 of 3)	125954	NR_152809	644873	Hs.340623	NR_015360	ENSG00000245937	LINC01184	-	long intergenic non-protein coding RNA 1184	ncRNA
1-1038	chr16	11929897	11930128	+	0	NA	3' UTR (NM_015659, exon 9 of 9)	3' UTR (NM_015659, exon 9 of 9)	-7323	NR_131222	400500	Hs.24611	NR_024049	ENSG00000262117	BCAR4	-	breast cancer anti-estrogen resistance 4	ncRNA
1-4485	chr17	52968521	52968752	+	0	NA	Intergenic	Intergenic	-9416	NM_001321176	10040	Hs.153504	NM_005486	ENSG00000141198	TOM1L1	SRCASM	target of myb1 like 1 membrane trafficking protein	protein-coding
1-1434	chr14	90625692	90625923	+	0	NA	intron (NM_022054, intron 1 of 1)	intron (NM_022054, intron 1 of 1)	-97090	NM_002802	5700	Hs.356654	NM_002802	ENSG00000100764	PSMC1	P26S4|S4|p56	proteasome 26S subunit, ATPase 1	protein-coding
1-4376	chr14	21507278	21507509	+	0	NA	intron (NM_001282211, intron 1 of 14)	intron (NM_001282211, intron 1 of 14)	-3128	NM_032572	84659	Hs.525206	NM_032572	ENSG00000165799	RNASE7	RAE1	ribonuclease A family member 7	protein-coding
1-5057	chr11	95015405	95015636	+	0	NA	Intergenic	Intergenic	-49881	NM_001271594	143686	Hs.120633	NM_144665	ENSG00000149212	SESN3	SEST3	sestrin 3	protein-coding
1-4077	chr13	107254655	107254886	+	0	NA	Intergenic	Intergenic	-15388	NR_051977	283483	Hs.651365	NR_051977	ENSG00000272274	LINC00551	-	long intergenic non-protein coding RNA 551	ncRNA
1-9517	chr10	28683062	28683293	+	0	NA	Intergenic	Intergenic	-91184	NM_001318170	143098	Hs.499159	NM_173496	ENSG00000150054	MPP7	-	membrane palmitoylated protein 7	protein-coding
1-1467	chr4	162978138	162978369	+	0	NA	intron (NM_020116, intron 2 of 15)	intron (NM_020116, intron 2 of 15)	34368	NR_125888	101928052	Hs.647993	NR_125888	ENSG00000249419	LOC101928052	-	uncharacterized LOC101928052	ncRNA
1-3335	chr8	139332708	139332939	+	0	NA	intron (NM_015912, intron 2 of 19)	intron (NM_015912, intron 2 of 19)	176681	NM_015912	51059	Hs.126024	NM_015912	ENSG00000147724	FAM135B	C8ORFK32	family with sequence similarity 135 member B	protein-coding
1-2057	chr22	29320072	29320303	+	0	NA	intron (NM_032173, intron 1 of 8)	intron (NM_032173, intron 1 of 8)	6810	NM_032173	84133	Hs.604200	NM_032173	ENSG00000183579	ZNRF3	BK747E2.3|RNF203	zinc and ring finger 3	protein-coding
1-7311	chr2	206521236	206521467	+	0	NA	Intergenic	Intergenic	-25873	NM_201264	8828	Hs.471200	NM_003872	ENSG00000118257	NRP2	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2	protein-coding
1-5678	chr5	95160302	95160533	+	0	NA	Intergenic	Intergenic	-1840	NM_001243659	2745	Hs.28988	NM_002064	ENSG00000173221	GLRX	GRX|GRX1	glutaredoxin	protein-coding
1-5574	chr13	53002537	53002747	+	0	NA	intron (NM_016075, intron 6 of 13)	intron (NM_016075, intron 6 of 13)	21737	NM_001282169	51028	Hs.109520	NM_016075	ENSG00000136100	VPS36	C13orf9|CGI-145|EAP45	vacuolar protein sorting 36 homolog	protein-coding
1-4046	chr7	87448242	87448473	+	0	NA	intron (NM_001134405, intron 10 of 10)	LTR22B|LTR|ERVK	57318	NM_018843	55972	Hs.208414	NM_018843	ENSG00000075303	SLC25A40	MCFP	solute carrier family 25 member 40	protein-coding
1-3521	chr5	81314556	81314787	+	0	NA	intron (NM_031482, intron 2 of 7)	L2a|LINE|L2	46829	NM_031482	83734	Hs.713698	NM_031482	ENSG00000152348	ATG10	APG10|APG10L|pp12616	autophagy related 10	protein-coding
1-2582	chr13	27239022	27239231	+	0	NA	intron (NM_006646, intron 3 of 9)	intron (NM_006646, intron 3 of 9)	95797	NM_005288	2835	Hs.123034	NM_005288	ENSG00000132975	GPR12	GPCR12|GPCR21|PPP1R84	G protein-coupled receptor 12	protein-coding
1-5295	chr8	22406757	22406988	+	0	NA	Intergenic	Intergenic	-2568	NM_005775	10174	Hs.528572	NM_005775	ENSG00000120896	SORBS3	SCAM-1|SCAM1|SH3D4	sorbin and SH3 domain containing 3	protein-coding
1-3553	chr12	127135519	127135749	+	0	NA	Intergenic	MER68B|LTR|ERVL	39230	NR_110035	100996671	Hs.121392	NR_110034	ENSG00000256732	LOC100996671	-	uncharacterized LOC100996671	ncRNA
1-607	chr4	121482817	121483048	+	0	NA	Intergenic	LTR10B|LTR|ERV1	361089	NM_018699	11107	Hs.666782	NM_018699	ENSG00000138738	PRDM5	BCS2|PFM2	PR/SET domain 5	protein-coding
1-1469	chr6	52894632	52894863	+	0	NA	intron (NM_016513, intron 6 of 14)	intron (NM_016513, intron 6 of 14)	31853	NM_016513	22858	Hs.417022	NM_014920	ENSG00000112144	ICK	ECO|EJM10|LCK2|MRK	intestinal cell kinase	protein-coding
1-1417	chr2	106328966	106329197	+	0	NA	Intergenic	Intergenic	-32288	NM_003581	8440	Hs.529244	NM_003581	ENSG00000071051	NCK2	GRB4|NCKbeta	NCK adaptor protein 2	protein-coding
1-9	chr2	99526055	99526286	+	0	NA	intron (NM_207362, intron 1 of 9)	intron (NM_207362, intron 1 of 9)	26518	NM_207362	343990	Hs.469398	NM_207362	ENSG00000196872	KIAA1211L	C2orf55	KIAA1211 like	protein-coding
1-6974	chr4	1756282	1756513	+	0	NA	Intergenic	Intergenic	33149	NM_006342	10460	Hs.104019	NM_006342	ENSG00000013810	TACC3	ERIC-1|ERIC1	transforming acidic coiled-coil containing protein 3	protein-coding
1-276	chr10	16534099	16534321	+	0	NA	intron (NM_001261837, intron 4 of 4)	intron (NM_001261837, intron 4 of 4)	29668	NM_001010908	389941	Hs.676792	NM_001010908	ENSG00000165985	C1QL3	C1QTNF13|C1ql|CTRP13|K100	complement C1q like 3	protein-coding
1-3999	chr17	73775237	73775468	+	0	NA	intron (NM_005324, intron 1 of 3)	CpG-11127	508	NM_005324	3021	Hs.180877	NM_005324	ENSG00000132475	H3F3B	H3.3B	H3 histone family member 3B	protein-coding
1-8189	chr7	35311500	35311731	+	0	NA	Intergenic	Intergenic	-17904	NM_001077653	57057	Hs.404167	NM_020417	ENSG00000164532	TBX20	ASD4	T-box transcription factor 20	protein-coding
1-6602	chr3	193391659	193391890	+	0	NA	intron (NM_130832, intron 27 of 28)	intron (NM_130832, intron 27 of 28)	-46653	NR_046634	100873941	Hs.679364	NR_046634	ENSG00000224855	OPA1-AS1	-	OPA1 antisense RNA 1	ncRNA
1-6339	chr11	103666946	103667177	+	0	NA	Intergenic	Intergenic	-53573	NR_039842	100616457		NR_039842	ENSG00000264200	MIR4693	-	microRNA 4693	ncRNA
1-4450	chr8	17179046	17179207	+	0	NA	intron (NM_004686, intron 7 of 13)	intron (NM_004686, intron 7 of 13)	74659	NM_001363172	137492	Hs.343873	NM_152415	ENSG00000155975	VPS37A	HCRP1|PQBP2|SPG53	VPS37A subunit of ESCRT-I	protein-coding
1-8539	chr3	63931270	63931501	+	0	NA	intron (NM_001177387, intron 3 of 12)	intron (NM_001177387, intron 3 of 12)	-22085	NM_001128149	6314	Hs.476595	NM_000333	ENSG00000163635	ATXN7	ADCAII|OPCA3|SCA7|SGF73	ataxin 7	protein-coding
1-938	chr2	85648478	85648709	+	0	NA	intron (NM_201594, intron 1 of 20)	intron (NM_201594, intron 1 of 20)	2539	NM_201594	284948	Hs.209542	NM_198482	ENSG00000152292	SH2D6	-	SH2 domain containing 6	protein-coding
1-6174	chr15	89671417	89671648	+	0	NA	intron (NM_007011, intron 7 of 14)	intron (NM_007011, intron 7 of 14)	39845	NM_007011	11057	Hs.122337	NM_007011	ENSG00000140526	ABHD2	HS1-2|LABH2|PHPS1-2	abhydrolase domain containing 2	protein-coding
1-10171	chr9	131195645	131195876	+	0	NA	intron (NM_001286760, intron 9 of 12)	intron (NM_001286760, intron 9 of 12)	12624	NM_016174	51148	Hs.495230	NM_016174	ENSG00000167123	CERCAM	CEECAM1|GLT25D3	cerebral endothelial cell adhesion molecule	protein-coding
1-10242	chr19	9110949	9111154	+	0	NA	Intergenic	Intergenic	-19033	NM_024690	94025	Hs.432676	NM_024690	ENSG00000181143	MUC16	CA125	mucin 16, cell surface associated	protein-coding
1-8224	chr11	44965304	44965535	+	0	NA	intron (NM_001258323, intron 1 of 7)	intron (NM_001258323, intron 1 of 7)	6292	NM_001258320	9537	Hs.554791	NM_006034	ENSG00000175274	TP53I11	PIG11	tumor protein p53 inducible protein 11	protein-coding
1-8165	chr4	185204317	185204435	+	0	NA	Intergenic	LTR81|LTR|Gypsy	-65350	NM_153343	133121	Hs.297814	NM_153343	ENSG00000164303	ENPP6	NPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	protein-coding
1-8786	chr6	3312789	3313020	+	0	NA	intron (NM_015482, intron 4 of 9)	intron (NM_015482, intron 4 of 9)	53723	NM_001128591	389362	Hs.207069	NM_001128591	ENSG00000180822	PSMG4	C6orf86|PAC4|bA506K6.2	proteasome assembly chaperone 4	protein-coding
1-3669	chr2	208117837	208118052	+	0	NA	intron (NR_110283, intron 1 of 3)	intron (NR_110283, intron 1 of 3)	1096	NR_110283	101927865	Hs.574609	NR_110283		MYOSLID-AS1	-	MYOSLID antisense RNA 1	ncRNA
1-6811	chr7	65824516	65824737	+	0	NA	intron (NM_003596, intron 5 of 5)	intron (NM_003596, intron 5 of 5)	40769	NR_026873	285908	Hs.50755	NM_181722	ENSG00000179406	LINC00174	NCRNA00174	long intergenic non-protein coding RNA 174	ncRNA
1-8356	chr5	146740460	146740665	+	0	NA	intron (NM_001112724, intron 7 of 12)	intron (NM_001112724, intron 7 of 12)	92693	NM_001387	1809	Hs.519659	NM_001387	ENSG00000113657	DPYSL3	CRMP-4|CRMP4|DRP-3|DRP3|LCRMP|ULIP|ULIP-1	dihydropyrimidinase like 3	protein-coding
1-790	chr1	154329236	154329467	+	0	NA	Intergenic	MER115|DNA|hAT-Tip100	28077	NM_001367934	57198	Hs.435700	NM_020452	ENSG00000143515	ATP8B2	ATPID	ATPase phospholipid transporting 8B2	protein-coding
1-6937	chr1	182636046	182636277	+	0	NA	intron (NM_033345, intron 2 of 5)	intron (NM_033345, intron 2 of 5)	4898	NM_001369564	85397	Hs.20982	NM_033345	ENSG00000135824	RGS8	-	regulator of G protein signaling 8	protein-coding
1-9241	chr6	125905847	125906064	+	0	NA	Intergenic	Intergenic	-89544	NR_038906	643623	Hs.520367	NR_038906	ENSG00000224506	LINC02523	-	long intergenic non-protein coding RNA 2523	ncRNA
1-3197	chr9	112171146	112171377	+	0	NA	intron (NM_001145371, intron 6 of 15)	intron (NM_001145371, intron 6 of 15)	8802	NR_026918	5774	Hs.436429	NM_002829	ENSG00000070159	PTPN3	PTP-H1|PTPH1	protein tyrosine phosphatase non-receptor type 3	protein-coding
1-5402	chr5	123121403	123121634	+	0	NA	Intergenic	Intergenic	240407	NM_001270572	1456	Hs.129206	NM_004384	ENSG00000151292	CSNK1G3	CKI-gamma 3|CSNK1G3L	casein kinase 1 gamma 3	protein-coding
1-1866	chr3	155703456	155703687	+	0	NA	Intergenic	Intergenic	115132	NM_003875	8833	Hs.591314	NM_003875	ENSG00000163655	GMPS	GATD7	guanine monophosphate synthase	protein-coding
1-1850	chr15	51574578	51574809	+	0	NA	promoter-TSS (NM_001347251)	promoter-TSS (NM_001347251)	-234	NM_001347251	1588	Hs.260074	NM_000103	ENSG00000137869	CYP19A1	ARO|ARO1|CPV1|CYAR|CYP19|CYPXIX|P-450AROM	cytochrome P450 family 19 subfamily A member 1	protein-coding
1-10298	chr3	192598248	192598479	+	0	NA	intron (NM_178496, intron 1 of 1)	intron (NM_178496, intron 1 of 1)	37282	NM_178496	151963	Hs.151443	NM_178496	ENSG00000180611	MB21D2	C3orf59	Mab-21 domain containing 2	protein-coding
1-8368	chr6	114767084	114767315	+	0	NA	Intergenic	Intergenic	-383158	NM_153612	222537	Hs.645477	NM_153612	ENSG00000249853	HS3ST5	3-OST-5|3OST5|HS3OST5|NBLA04021	heparan sulfate-glucosamine 3-sulfotransferase 5	protein-coding
1-5214	chr16	16116076	16116285	+	0	NA	intron (NM_004996, intron 5 of 30)	intron (NM_004996, intron 5 of 30)	72707	NM_004996	4363	Hs.391464	NM_004996	ENSG00000103222	ABCC1	ABC29|ABCC|GS-X|MRP|MRP1	ATP binding cassette subfamily C member 1	protein-coding
1-5616	chr1	10727955	10728186	+	0	NA	intron (NM_001079843, intron 4 of 20)	intron (NM_001079843, intron 4 of 20)	128633	NM_001079843	54897	Hs.439894	NM_017766	ENSG00000130940	CASZ1	CAS11|CST|SRG|ZNF693|dJ734G22.1	castor zinc finger 1	protein-coding
1-7114	chr1	175326966	175327197	+	0	NA	intron (NM_001328635, intron 15 of 22)	intron (NM_001328635, intron 15 of 22)	-164958	NM_001162894	9674	Hs.518138	NM_014656	ENSG00000235750	KIAA0040	-	KIAA0040	protein-coding
1-10061	chr1	36831649	36831824	+	0	NA	intron (NM_001282546, intron 1 of 10)	intron (NM_001282546, intron 1 of 10)	19789	NM_001282547	83931	Hs.471768	NM_032017	ENSG00000196182	STK40	SHIK|SgK495	serine/threonine kinase 40	protein-coding
1-469	chr16	85636529	85636760	+	0	NA	Intergenic	Intergenic	-8371	NM_001134473	23199	Hs.461647	NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
1-5093	chr19	38743675	38743906	+	0	NA	intron (NM_033256, intron 1 of 3)	intron (NM_033256, intron 1 of 3)	3224	NM_001243947	94274	Hs.631569	NM_033256	ENSG00000167641	PPP1R14A	CPI-17|CPI17|PPP1INL	protein phosphatase 1 regulatory inhibitor subunit 14A	protein-coding
1-3618	chr8	86915448	86915670	+	0	NA	Intergenic	Intergenic	-75388	NR_003594	100288527	Hs.535056	NR_003594		REXO1L2P	-	REXO1 like 2, pseudogene	pseudo
