	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_MICROTUBULE_BASED_PROCESS																											CDH5 DYNC1I1 TUBA1A				CNIH2 HEPACAM2 MAP6 PLTP TUBA1A							DYNC1I1 PLTP TUBB3	STMN3 TUBA1A TUBB3	
GO_MICROTUBULE_BINDING																								KIF1A LZTS1																
GO_MICROTUBULE_CYTOSKELETON									HECW2 HSPA2 TUBB4A																		AK5 DYNC1I1 HSPA2 TUBA1A											AK5 DYNC1I1 HECW2 TUBB3		
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION																											CDH5 TUBA1A							CDH5 KIF19 MAP6 STMN3					STMN3 TUBA1A TUBB3	
GO_MICROTUBULE_DEPOLYMERIZATION																																		KIF19 STMN3						
GO_MICROTUBULE_MOTOR_ACTIVITY																									KIF19 STARD9															
GO_MICROTUBULE_ORGANIZING_CENTER	AK5 STARD9																																							
GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION																									CDH5 KIF19									CDH5 KIF19 STMN3						
GO_MICROVILLUS							AKR1B1 DPEP1 JAM3																								AKR1B1 DPEP1 JAM3			AKR1B1 DPEP1 JAM3						
GO_MICTURITION									CHRNA3 CHRNB2																															
GO_MITOTIC_CELL_CYCLE	CDKN1C PCBP4			CDKN1C HSPA2 MAD2L2 PCBP4 TUBB3					HECW2 HSPA2 TUBB4A																														PCBP4 TUBA1A TUBB3 WNT9A	
GO_MITOTIC_CELL_CYCLE_CHECKPOINT				MAD2L2 PCBP4																					MAD2L2 PCBP4 SOX4														PCBP4 WNT9A	MAD2L2 PCBP4
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT																									PCBP4 SOX4															
GO_MITOTIC_G1_S_TRANSITION_CHECKPOINT																									PCBP4 SOX4															
GO_MITOTIC_SPINDLE																													HECW2 HEPACAM2											
GO_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS										CSF1R LTF														CSF1R LTF																
GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS										CSF1R LTF														CSF1R LTF																
GO_MODULATION_OF_PROCESS_OF_OTHER_ORGANISM										CSF1R LTF														CSF1R LTF																
GO_MOLTING_CYCLE															GAL LRIG1																									
GO_MONOAMINE_TRANSPORT											CHGA SYT5																				AGT CHGA DRD2			ADORA2A AGT						
GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS				CYP27A1 RBP1						OSBPL6 PROX1 RBP1						PROX1 RBP1																								
GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	ASRGL1 OSBPL6					ASRGL1 CYGB OSBPL6				ACTN3 CYGB OSBPL6 PROX1 RBP1						ASRGL1 GGT5 PROX1 RBP1																								
GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																									SLC16A12 SLC38A5															
GO_MONOCARBOXYLIC_ACID_TRANSPORT																						DRD2 SLC38A3	DRD2 SLC38A5		DRD2 SLC16A12 SLC38A5						DRD2 SLC16A12									
GO_MONONUCLEAR_CELL_MIGRATION																									FLT1 MDK				FLT1 MDK											
GO_MONOSACCHARIDE_METABOLIC_PROCESS																					KCNJ11 PPP1R3C																			ACTN3 AKR1B1 KCNJ11
GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS																															AGT DRD2			ADORA2A AGT						
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																								CACNA1H KCNH6 KCNK3							ABCC8 KCNH6 SCN1B									KCNF1 KCNJ11 SCN1B
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT							HECW2 KCNF1 RGS4 SCN1B SLC6A17								GAL RGS4 UCP2							DRD2 SCN1B SLC38A3		CACNA1H KCNH6 KCNK3							ABCC8 DRD2 KCNH6 RGS4 SCN1B UCP2			GAL KCNF1 KCNK3 NKAIN1		RGS4 SCN1B				
GO_MORPHOGENESIS_OF_AN_EPITHELIUM																	DLL1 NKD1 SFRP1							CSF1R DLL4 GRHL3 PROX1	DLL1 DLL4 MDK PROX1 SOX4												AGT SOX4		CSF1R DLL4 NKD1	
GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE							AGT SFRP1							DLL4 DRD2										DLL4 PROX1	DLL4 DRD2 MDK PROX1				DLL4 DRD2 MDK		AGT DRD2 MDK									
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM																	NKD1 SFRP1																							
GO_MOTILE_CILIUM																						CD52 DRD2																		
GO_MOTOR_ACTIVITY																									KIF19 STARD9															
GO_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS							AKR1B1 G0S2 JAM3	CDH5 GADD45G		ACTN3 CDH5 CSF1R LTF					DLL1 UCP2							DRD2 LTF	AKR1B1 DRD2 GRHL3	CDH5 CSF1R GRHL3 LTF	ACTN3 AMPD3 CDH5 DLL1 DRD2		AKR1B1 CDH5 GADD45G			AKR1B1 GADD45G	AKR1B1 DRD2 JAM3 UCP2	AKR1B1 DRD2 GADD45G		AKR1B1 CDH5 JAM3 NEUROD1						
GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS						MDK NEUROD2 NTRK1																									MDK NEUROD2									
GO_MULTICELLULAR_ORGANISMAL_SIGNALING							AGT JAM3 SCN1B																	CACNA1H KCNH6 KCNK3							AGT JAM3 KCNH6 SCN1B			AGT JAM3 KCNK3						AGT KCNJ11 SCN1B
GO_MULTICELLULAR_ORGANISM_GROWTH																	SLC1A2 SLITRK6						DRD2 SLC1A2 SLITRK6								DRD2 SLITRK6	DRD2 SLITRK6								
GO_MULTIVESICULAR_BODY																	PGA3 SFTPA2	PGA5 SFTPA2													PGA3 PGA5			PGA3 PGA4						
GO_MULTIVESICULAR_BODY_LUMEN																															PGA3 PGA5			PGA3 PGA4						
GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS							AGT AKR1B1						AGT MMP2										AKR1B1 AMBP						COL16A1 MMP2	AKR1B1 AMBP				AGT AKR1B1 MMP2						
GO_MULTI_ORGANISM_PROCESS											SLC38A3 SSTR1		AGT MMP2 SSTR2								AMBP SSTR1																			
GO_MUSCLE_ADAPTATION		CAMK2B RGS4					AGT RGS4						AGT RGS4												ACTN3 RGS4						AGT RGS4									ACTN3 AGT CAMK2B
GO_MUSCLE_CELL_APOPTOTIC_PROCESS																															AGT MDK			AGT MDK						AGT MDK
GO_MUSCLE_CELL_DEVELOPMENT							AGT RGS4						AGT RGS4																		AGT RGS4 TMOD1									AGT TMOD1
GO_MUSCLE_CELL_DIFFERENTIATION													AGT RGS4		DLL1 RGS4										CACNA1H DLL1 PROX1 RGS4															
GO_MUSCLE_CELL_MIGRATION																															AGT MDK			AGT MDK						AGT MDK
GO_MUSCLE_CELL_PROLIFERATION							AGT AKR1B1						AGT MMP2				AKR1B1 TP73															AKR1B1 TP73		AGT AKR1B1 MMP2						
GO_MUSCLE_CONTRACTION							AGT MYBPC2 SCN1B	CHRNA1 TMOD1	CHRNA3 CHRNB2 TMOD1				AGT GNAO1 SSTR2									DRD2 SCN1B	DRD2 TMOD1		ACTN3 CACNA1H DRD2 SCN1B			CHRNA1 P2RX6 TMOD1		MYBPC2 TMOD1	AGT CHGA DRD2 GNAO1 SCN1B TMOD1	CHRNA1 DRD2 MYBPC2		AGT P2RX6 TMOD1			AGT GNAO1			ACTN3 AGT P2RX6 SCN1B TMOD1
GO_MUSCLE_FILAMENT_SLIDING																														MYBPC2 TMOD1										ACTN3 TMOD1
GO_MUSCLE_HYPERTROPHY							AGT RGS4						AGT RGS4																		AGT RGS4									
GO_MUSCLE_ORGAN_DEVELOPMENT		RGS4 SAP30													DLL1 RGS4									CACNA1H DLL4 PROX1	ACTN3 CACNA1H DLL1 DLL4 PROX1 RGS4 SAP30 TP73											RGS4 TP73				
GO_MUSCLE_ORGAN_MORPHOGENESIS																								DLL4 PROX1	DLL4 PROX1															
GO_MUSCLE_STRUCTURE_DEVELOPMENT																	DLL1 NKD1 TP73							CACNA1H DLL4 PROX1	ACTN3 CACNA1H DLL1 DLL4 PROX1 RGS4 SAP30 TP73			CHRNA1 TMOD1				CHRNA1 NKD1 TP73				RGS4 TP73				
GO_MUSCLE_SYSTEM_PROCESS		CAMK2B RGS4					AGT MYBPC2 RGS4 SCN1B	CHRNA1 TMOD1	CHRNA3 CHRNB2 TMOD1				AGT GNAO1 RGS4 SSTR2		P2RX6 RGS4							DRD2 SCN1B			ACTN3 CACNA1H DRD2 RGS4 SCN1B			CHRNA1 P2RX6 TMOD1		MYBPC2 TMOD1	AGT CHGA DRD2 GNAO1 RGS4 SCN1B TMOD1	CHRNA1 DRD2 MYBPC2				RGS4 SCN1B	AGT GNAO1			ACTN3 AGT CAMK2B P2RX6 SCN1B TMOD1
GO_MUSCLE_TISSUE_DEVELOPMENT		RGS4 SAP30											AGT RGS4		DLL1 RGS4										ACTN3 DLL1 DLL4 PROX1 RGS4 SAP30 TP73											RGS4 TP73				
GO_MYELIN_SHEATH							AKR1B1 JAM3																AKR1B1 PMP22				AKR1B1 TUBA1A				AKR1B1 JAM3 TUBA1A			AKR1B1 JAM3 PMP22						AKR1B1 KCNJ11
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION										CSF1R LTF														CSF1R LTF																
GO_MYELOID_LEUKOCYTE_MIGRATION						DPEP1 MDK	DPEP1 JAM3					CD200 CD99L2		CD99L2 FLT1											CD200 FLT1 MDK				FLT1 MDK		CHGA DPEP1 JAM3 MDK			DPEP1 JAM3 MDK						
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY																													DRD2 GABBR2											
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION																																		ADORA2A SOCS1						
GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT																									DRD2 RGS4						CHGA DRD2 RGS4									
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT							GABRE RGS4																		GABRE RGS4						GABRE RGS4									
GO_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS			ACTN3 CBFA2T3																						ACTN3 CBFA2T3															
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER																															AGT CHGA									
GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY				MAD2L2 NOTUM			NOTUM SFRP1										NKD1 SFRP1								MAD2L2 MDK NOTUM															MAD2L2 MDK NOTUM
GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS			ACTN3 CBFA2T3																						ACTN3 CBFA2T3															
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT															DLL1 RGS4		DLL1 TP73								DLL1 RGS4 TP73											RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH																									RGS4 TP73											RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION															DLL1 RGS4										DLL1 RGS4															
GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS			ACTN3 CBFA2T3																																					ACTN3 LZTS1 MAD2L2
GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY							AGT DPEP1 RGS4 RIMBP2 SFRP1						AGT RGS4 RIMBP2		AMBP PPP1R14A RGS4 RIMBP2						AMBP GABBR2 WNT9A		AMBP DRD2 PPP1R14A SPINK4		DRD2 MAD2L2 RGS4 SERPINI1 SOCS1 SPINK4				DRD2 GABBR2 ITPRIP SERPINI1 SOCS1		AGT DPEP1 DRD2 PPP1R14A RGS4			ADORA2A AGT DPEP1 ITPRIP PPP1R14A SOCS1 TFPI2			AGT LTF			AGT CDKN1C ITPRIP MAD2L2 PPP1R14A SOCS1
GO_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION																															CHGA DRD2									
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT						CYGB DPEP1	CYGB DACH1 DPEP1 SFRP1																DPYSL3 DRD2		CD200 CYGB DLL4 DRD2														CYGB DLL4	
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION									HSPA2 TMOD1 TUBB4A														DPYSL3 PMP22 TMOD1				CDH5 HSPA2													
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS							ADAMTSL2 AGT SFRP1						ADAMTSL2 AGT				RASL11B SFRP1																							AGT RASL11B
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION						CYGB MDK SOCS1	CYGB SFRP1																		CD200 CYGB MDK SOCS1				MDK SOCS1					ADORA2A GAL MDK SOCS1					CYGB GAL	HMGB3 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION				MAD2L2 SOCS1		MDK SOCS1																			MAD2L2 MDK SOCS1									ADORA2A JAM3 MDK SOCS1						MAD2L2 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION				MAD2L2 SOCS1		MDK SOCS1																			MAD2L2 MDK SOCS1				MDK SOCS1					ADORA2A MDK SOCS1						MAD2L2 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE	CDKN1C PCBP4			CDKN1C MAD2L2 PCBP4																					MAD2L2 PCBP4 PROX1 SOX4 SUSD2 TP73															CDKN1C MAD2L2 PCBP4 SUSD2
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION																									PCBP4 SOX4 SUSD2															PCBP4 SUSD2
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION				MAD2L2 PCBP4																					MAD2L2 PCBP4 SOX4 SUSD2															MAD2L2 PCBP4 SUSD2
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS																									MAD2L2 PCBP4 SOX4 SUSD2															MAD2L2 PCBP4 SUSD2
GO_NEGATIVE_REGULATION_OF_CELL_DEATH						DPEP1 MDK NTRK1				CDH5 CSF1R FAIM2 ITPRIP LTF VSTM2L		CD200 PLCG2					AKR1B1 CRLF1 DLL1 NTRK1 SFRP1 WNT9A					CRLF1 DRD2 LTF VSTM2L			CD200 CDH5 CRLF1 DLL1 DRD2 MDK PLCG2 SOX4		AKR1B1 CDH5 DOCK8				AKR1B1 CHGA DPEP1 DRD2 FAIM2 MDK	AKR1B1 DRD2 FAIM2 WNT9A		ADORA2A AKR1B1 CDH5 DPEP1 ITPRIP MDK NEUROD1 PLCG2			LTF SOX4			
GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT		PMP22 RGS4													DLL1 RGS4								DPYSL3 PMP22		DLL1 PMP22 RGS4 TP73											RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION		GDF10 HMGB3 PMP22 RGS4				CCDC85B MDK SOCS1									DLL1 MMP11 RGS4		CCDC85B DLL1 SFRP1 TP73 WNT9A						DPYSL3 HOPX PMP22		DLL1 GDF10 MAD2L2 MDK PMP22 RGS4 SOCS1 TP73							CCDC85B TP73 WNT9A				RGS4 TP73				CCDC85B HMGB3 LINGO1 MAD2L2 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH							AGT RGS4 SFRP1						AGT RGS4				CCDC85B SFRP1							GNG4 SEMA6B							AGT GNG4 RGS4									AGT CCDC85B
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION														DLL4 DRD2 FLT1 PMP22 SPARC	DLL1 GAL PTGDR2 SCG2	NTRK1 PMP22 PROX1 SPARC	DLL1 NTRK1 SFRP1 TP73 WNT9A				ATOH8 SSTR1 WNT9A			ATOH8 CDH5 CSF1R DLL4 PROX1	ATOH8 CBFA2T3 CD200 CDH5 DLL1 DLL4 DRD2 FLT1 PMP22 PROX1 SOX4 TP73	ADORA2A DLL4 SOX4	CDH5 DACH1					DRD2 TP73 WNT9A							CSF1R DLL4 GAL WNT9A	
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION																							DPYSL3 PMP22																	
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY																																		ADORA2A DPEP1						
GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION								CDH5 TMOD1	TMOD1 TUBB4A																									CDH5 TMOD1						
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE																									CD200 CDH5 DRD2 MDK									ADORA2A CDH5 MDK						
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION			ELFN1 PPP1R16B RIMBP2												PPP1R14A RIMBP2													PPP1R14A RIMBP2												
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH							RGS4 SFRP1										NKD1 SFRP1 TP73								RGS4 TP73							NKD1 TP73				RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS		GDF10 HMGB3 PMP22 RGS4				CCDC85B MDK NEUROD2 SOCS1								DLL4 HMGB3 PMP22 SPARC	DLL1 MMP11 RGS4	GDF10 NKD1 PMP22 SPARC	CCDC85B DLL1 NKD1 SFRP1 TP73 WNT9A								DLL1 DLL4 GDF10 MAD2L2 MDK PMP22 RGS4 SOCS1 TP73							CCDC85B NKD1 TP73 WNT9A				RGS4 TP73	AGT LTF		CCDC85B DLL4 NKD1 WNT9A	AGT CCDC85B HMGB3 LINGO1 MAD2L2 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY																									CD200 HES6 MAD2L2 PROX1															HES6 MAD2L2
GO_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS																																								DACH1 MAD2L2
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION														DLL4 FLT1 SPARC										ATOH8 DLL4	ATOH8 DLL4 FLT1				DLL4 FLT1											
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS																									CDH5 MDK									CDH5 MDK NEUROD1						
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION														DLL4 FLT1 SPARC										ATOH8 DLL4	ATOH8 DLL4 FLT1				DLL4 FLT1											ATOH8 CDKN1C
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION																															CHGA DRD2									
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY										FAIM2 ITPRIP																														
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS										FAIM2 ITPRIP																														
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION							DACH1 SFRP1																																	
GO_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS			ACTN3 CBFA2T3																						ACTN3 CBFA2T3															
GO_NEGATIVE_REGULATION_OF_GROWTH							AGT RGS4 SFRP1						AGT RGS4				CCDC85B NKD1 SFRP1 TP73							GNG4 SEMA6B							AGT GNG4 RGS4	CCDC85B NKD1 TP73				RGS4 TP73			CCDC85B NKD1	
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY																									DRD2 RGS4						DRD2 RGS4									
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS						MDK SOCS1											DLL1 SFRP1								DLL1 MDK SOCS1				MDK SOCS1					MDK SOCS1						HMGB3 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION																															CHGA DRD2									
GO_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY							AGT DPEP1 RIMBP2	PPP1R14A TFPI2					AGT RIMBP2		AMBP PPP1R14A RIMBP2						AMBP WNT9A		AMBP PPP1R14A SPINK4					PPP1R14A RIMBP2						ADORA2A AGT DPEP1 PPP1R14A TFPI2			AGT LTF			
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE																							AMBP DRD2																	
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS						MDK SOCS1									AMBP DLL1 GAL							DRD2 LTF			CD200 DLL1 DRD2 MDK SOCS1				DRD2 MDK SOCS1					ADORA2A GAL MDK SOCS1						
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE																									CD200 CDH5 MDK									ADORA2A CDH5 MDK						
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION							AGT PDE2A RGS4 SFRP1															DRD2 PDE2A STMN3																		
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT							HECW2 RGS4																		DRD2 RGS4				DRD2 HECW2		DRD2 RGS4									
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT							GABRE HECW2 RGS4																		DRD2 GABRE RGS4				DRD2 HECW2		DRD2 GABRE RGS4									
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY				CDKN1C SOCS1			AGT RGS4 SFRP1						AGT RGS4																					ADORA2A AGT ITPRIP SOCS1						AGT CDKN1C ITPRIP SOCS1
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION						MDK SOCS1																			MDK SOCS1				MDK SOCS1					ADORA2A MDK SOCS1						MDK SOCS1
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION						MDK SOCS1																			MDK SOCS1				MDK SOCS1					MDK SOCS1						HMGB3 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY																													DRD2 GABBR2											
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION						MDK SOCS1																							MDK SOCS1					ADORA2A GAL MDK SOCS1						HMGB3 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION						MDK SOCS1																			MDK SOCS1				MDK SOCS1					MDK SOCS1						HMGB3 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_MAPK_CASCADE							AGT RGS4 SFRP1						AGT RGS4		AMBP RGS4																AGT RGS4									
GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY							AGT RGS4 SFRP1						AGT RGS4																		AGT RGS4									
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	CDKN1C PCBP4			CDKN1C MAD2L2 PCBP4																																			PCBP4 WNT9A	CDKN1C MAD2L2 PCBP4
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION							AGT DPEP1 HECW2 RGS4 RIMBP2 SFRP1					CD200 TFPI2			AMBP PPP1R14A RGS4 RIMBP2						AMBP GABBR2 WNT9A		AMBP DRD2 PPP1R14A SPINK4		CD200 DRD2 HES6 MAD2L2 PROX1 RGS4 SERPINI1 SOCS1 SPINK4				DRD2 GABBR2 HECW2 ITPRIP SERPINI1 SOCS1					ADORA2A AGT DPEP1 HES6 ITPRIP PPP1R14A SOCS1 TFPI2			AGT LTF			AGT CDKN1C HES6 ITPRIP MAD2L2 PPP1R14A SOCS1
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		GDF10 HMGB3 PMP22 RGS4												DLL4 DRD2 HMGB3 PMP22 SPARC											ACTN3 CD200 DLL1 DLL4 DRD2 GDF10 MAD2L2 MDK PMP22 RGS4 SOCS1 TP73															ACTN3 AGT HMGB3 LINGO1 MAD2L2 MDK SOCS1
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION															DLL1 RGS4										DLL1 RGS4															
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT															DLL1 RGS4		DLL1 TP73								DLL1 RGS4 TP73											RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION																	DLL1 SFRP1																							
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT																	DLL1 TP73						DPYSL3 PMP22		DLL1 PMP22 TP73															
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS						MDK NTRK1				FAIM2 VSTM2L							CRLF1 NTRK1					CRLF1 VSTM2L			CRLF1 MDK						FAIM2 MDK			ADORA2A MDK						CRLF1 MDK
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH						MDK NTRK1				FAIM2 VSTM2L						CHGA NTRK1	CRLF1 NTRK1					CRLF1 VSTM2L			CD200 CRLF1 MDK						CHGA FAIM2 MDK									
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION																	DLL1 TP73						DPYSL3 PMP22		DLL1 PMP22 TP73															
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT																							DPYSL3 PMP22																	
GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY																									DLL1 DLL4															
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS																									ACTN3 ATOH8 CBFA2T3 DLL4 MAD2L2 PCBP4 PROX1 RCOR2 SAP30															ACTN3 ATOH8 CCDC85B CDKN1C DACH1 MAD2L2 PCBP4 PDE2A
GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS			ACTN3 CBFA2T3																						ACTN3 CBFA2T3															
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION								CDH5 TMOD1	TMOD1 TUBB4A																															
GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH																									RGS4 TP73											RGS4 TP73				
GO_NEGATIVE_REGULATION_OF_OSSIFICATION																									GDF10 MDK				GDF10 MDK											
GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY														SPINK4 TFPI2							AMBP WNT9A		AMBP SPINK4											ADORA2A AGT DPEP1 TFPI2			AGT LTF			
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION																															CHGA DRD2									
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION																									CD200 DRD2						CHGA DRD2									
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS			ACTN3 CBFA2T3 ELFN1 PPP1R16B RIMBP2 SOCS1				AGT RGS4 RIMBP2 SFRP1						AGT RGS4 RIMBP2		AMBP PPP1R14A RGS4 RIMBP2						AMBP PPP1R16B		AMBP DRD2 PPP1R14A		ACTN3 CBFA2T3 DRD2 RGS4 SOCS1			PPP1R14A RIMBP2		AMBP INSM1	AGT DRD2 PPP1R14A RGS4			ADORA2A AGT ITPRIP PPP1R14A SOCS1			AGT PPP1R16B			ACTN3 AGT CDKN1C ITPRIP PPP1R14A SOCS1
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION			ACTN3 CBFA2T3 SOCS1				AGT RGS4 SFRP1						AGT RGS4		AMBP RGS4										ACTN3 CBFA2T3 DRD2 RGS4 SOCS1					AMBP INSM1				ADORA2A AGT ITPRIP SOCS1						ACTN3 AGT CDKN1C ITPRIP SOCS1
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY								CDH5 TMOD1	TMOD1 TUBB4A																						JAM3 TMOD1			CDH5 JAM3 TMOD1						
GO_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION			ELFN1 PPP1R16B																																					
