	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_GROWTH			ACTN3 CHRNA1 DRD2 GNG4 MDK PROX1 SEMA6B SFRP1 SLC1A2 SLITRK6					CSH1 CSH2 IGFBPL1 RGS4			ACTN3 CHRNA1 GNG4 IGFBPL1 MAD2L2 NKD1 PROX1 RGS4 SEMA6B SFRP1 SLITRK6 TP73	ACTN3 CCDC85B CHRNA1 DLL1 GNG4 MAD2L2 NINJ1 NKD1 PROX1 SEMA6B SLITRK6 SOCS1																						CHRNA1 DRD2 GNG4 MDK NINJ1 NKD1 PROX1 RGS4 SEMA6B SLC1A2 SOCS1 TP73			AGT CCDC85B GNG4 MDK NINJ1 NKD1 PROX1 SEMA6B SOCS1 TP73								CSH1 CSH2		CCDC85B CHRNA1 GNG4 MAD2L2 NKD1 PROX1 SEMA6B SLC1A2 SOCS1 TP73											
GO_GROWTH_FACTOR_ACTIVITY								CSH1 CSH2		AGT CSH2 GDF10			CSH1 LEFTY1	CSH1 CSH2																							AGT GDF10 LEFTY1 MDK								CSH1 CSH2				AGT GDF10 MDK									
GO_GROWTH_FACTOR_BINDING													FLT1 LTBP2	FLT1 IGFBPL1	FLT1 LTBP2																	FLT1 IGFBPL1 NTRK1									FLT1 LTBP2											FLT1 LTBP2 NTRK1						
GO_GROWTH_FACTOR_RECEPTOR_BINDING																																														CDH5 LINGO1												
GO_GROWTH_HORMONE_RECEPTOR_BINDING								CSH1 CSH2						CSH1 CSH2																															CSH1 CSH2													
GO_GTPASE_ACTIVITY			GNG4 RASL11B RGS16 RGS9 TUBA1A	RAB39B RASL11B RGS5 RGS9		RAB39B TUBB4A		RAB39B RGS4	GNAO1 RASL11B RGS5 RGS9		GNAO1 GNG4 RAB39B RASD1 RASL11B RGS16 RGS4 RGS5 TUBA1A	GNAO1 GNG4 RASD1 RGS9 TUBA1A TUBB3					RAB26 TUBB4A										RAB26 RGS16 RGS5 RGS9 TUBA1A		GNG4 RASD1 RASL11B RGS16 RGS5 TUBB3	GNAO1 GNG4 RAB39B RASD1 RGS16			GNAO1 RAB26 TUBB4A	GNAO1 GNG4 RAB26 RASD1 RASL11B RGS4 RGS9			GNAO1 GNG4 RAB39B RASD1 RGS16 RGS9		RAB26 TUBA1A TUBB3 TUBB4A	GNAO1 RASD1 RGS9	RASL11B RGS16 RGS4 TUBB3			GNG4 RAB26 RAB39B RGS5 RGS9 TUBA1A TUBB3 TUBB4A		GNAO1 RASL11B RGS5	GNAO1 GNG4 RASL11B RGS9 TUBB3		GNAO1 GNG4 RASL11B RGS5 TUBB3			GNAO1 GNG4 RASL11B RGS16 RGS5 RGS9 TUBA1A TUBB3 TUBB4A	GNG4 RAB26 TUBB4A					GNG4 RAB26 RGS9
GO_GTPASE_REGULATOR_ACTIVITY		RGS5 RUNDC3A									ARHGAP9 RGS16 RGS4 RGS5 RUNDC3A						RUNDC3A TBC1D3C																																							ARHGAP9 RGS9		
GO_GUANYL_NUCLEOTIDE_BINDING						RAB39B TUBB4A					ARL9 GNAO1 PDE2A RAB39B RASD1 RASL11B TUBA1A						RAB26 TUBB4A																						RAB26 TUBA1A TUBB3 TUBB4A					ARL9 PDE2A RAB26 RAB39B TUBA1A TUBB3 TUBB4A		GNAO1 PDE2A RASL11B						GNAO1 RASL11B TUBA1A TUBB3 TUBB4A						
GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY													DRD2 FFAR2 GABBR2 SSTR2																																													
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING				GAL WNT9A					GAL GNAO1 WNT9A	ADORA2A AGT							ADORA2A AGT									AGT GAL SFRP1				ADORA2A AGT GAL GNAO1																			ADORA2A AGT GAL GNAO1									GAL SFRP1 WNT9A
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY															ADORA2A AGT CPE FFAR2 PDE2A SSTR1 SYP		ADORA2A AGT PDE6B SYP									AGT CPE FFAR2 GABRE GAL PTGDR2 RGS4 RGS5 SSTR1 SYP				ADORA2A AGT CHGA CPE GABBR2 GABRE GAL GNAO1 GNG4 OR51E1 PDE2A PTGDR2 RASD1 RGS16 SYP							AGT ARHGEF25 GABRE GAL GNAO1 GNG4 OR51E1 PDE6B RASD1 RGS16 RGS9 SYP			CPE GABBR2 GNAO1 PDE6B PTGDR2 RASD1 RGS9 SYP									ADORA2A AGT CPE FFAR2 GABBR2 GABRE GAL GNAO1 GNG4 PTGDR2 RGS5									
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER										ADORA2A AGT			DRD2 SSTR2		ADORA2A AGT PDE2A SSTR1		ADORA2A AGT									AGT PTGDR2 SSTR1			DRD2 PDE2A PTGDR2 SSTR1	ADORA2A AGT CHGA GNAO1 PDE2A PTGDR2		AGT CHGA GNAO1 PDE2A SSTR2														CHGA GNAO1 PDE2A PTGDR2	ADORA2A GNAO1 PTGDR2 SSTR1		ADORA2A AGT GNAO1 PTGDR2			CHGA GNAO1 PTGDR2 SSTR1						
GO_HAIR_CELL_DIFFERENTIATION												DLL1 SLITRK6																	DLL1 SLITRK6																													
GO_HEAD_DEVELOPMENT			CSF1R DRD2 FAIM2 KIF1A MDK MMP2 PROX1 SFRP1 SLC1A2 SLC38A3 SSTR1 SYNGR3	CDH22 CHRNB2 CSF1R DLL1	CDH22 CHRNB2 CRISPLD2 CSF1R DLL1 EPHB3 SLC1A2				CDH22 CHRNB2 CRISPLD2 CSF1R NEUROD2 SLC38A3 SLC6A17 SSTR1		CDH22 CHRNB2 CRISPLD2 EPHB3 FAIM2 PROX1 RGS4 SFRP1 SLC6A17 SSTR2		CHRNB2 CRISPLD2 DRD2 FAIM2 SLC1A2 SSTR2					NEUROD2 NEUROG3	NEUROD2 NEUROG3					EPHB3 KCNK3 SSTR1 TOX		DSCAML1 MDK NEUROD2 RGS4 SFRP1 SSTR1	DRD2 DSCAML1 EPHB3 KCNK3 MDK MMP2 NEUROD2 NKX2-2 SFRP1 SLC38A3 SSTR1 SSTR2 TOX		CDH22 CHRNB2 CRISPLD2 CSF1R DLL1 DRD2 EPHB3 FAIM2 KCNK3 NEUROD2 NEUROG3 SFRP1 SLC1A2 SSTR1	CDH22 DSCAML1 FAIM2 KCNK3 MDK MMP2 NEUROD2 PROX1 SYNGR3		CDH22 CRISPLD2 DSCAML1 KCNK3 MDK MMP2 NEUROD1 NKX2-2 SLC1A2 SLC6A17 SSTR2 SYNGR3	CRISPLD2 KCNK3 MMP2 SLC1A2 TOX	CDH22 CRISPLD2 CSF1R DRD2 DSCAML1 EPHB3 KCNK3 MDK MMP2 NEUROD1 PROX1 RGS4 SLC1A2 SSTR2 TOX				CRISPLD2 DSCAML1 MMP2 SLC38A3	DLL1 FAIM2 NKX2-2 SLC38A3		DLL1 EPHB3 KCNK3 MMP2 RGS4 SFRP1 SLC1A2 SLC38A3	DSCAML1 MDK NEUROD2		CDH22 DLL1 KIF1A MMP2 NEUROD1 NEUROD2 NKX2-2 SFRP1 SLC6A17 SSTR1 TOX			CSF1R DSCAML1 EPHB3 KCNK3 PROX1 SLC1A2 SLC38A3 SSTR1 SYNGR3	CHRNB2 CSF1R DLL1 DSCAML1 EPHB3 KCNK3 PROX1 SLC1A2 SSTR2 SYNGR3 TOX				CDH22 CHRNB2 CRISPLD2 CSF1R DLL1 EPHB3 FAIM2 SLC38A3 SLC6A17 SSTR1				CDH22 CRISPLD2 FAIM2 PROX1	DLL1 KCNK3 MDK NEUROD2 SFRP1 SLC38A3	
GO_HEAD_MORPHOGENESIS																																CRISPLD2 MMP2	CRISPLD2 MMP2	CRISPLD2 MMP2			CRISPLD2 MMP2	CRISPLD2 MMP2																				
GO_HEART_DEVELOPMENT											HEYL LEFTY1 PDE2A PROX1 RGS4 SOX4 TP73				AGT CPE PDE2A SOX4																						AGT DLL4 HEYL LEFTY1 PROX1 SOX4 TP73				CPE DLL1 HEYL HSPB7 LEFTY1 PDE2A RGS4 TP73						CPE DLL4 HEYL HSPB7 LEFTY1 PROX1 SOX4 SPARC TP73	CPE DLL1 DLL4 LEFTY1 PROX1 SPARC TP73				DLL1 DLL4 HEYL LEFTY1 SOX4 SPARC TP73						
GO_HEART_GROWTH											PROX1 RGS4 TP73															AGT RGS4								PROX1 RGS4 TP73			AGT PROX1 TP73				RGS4 TP73								AGT PROX1									
GO_HEART_MORPHOGENESIS					DLL1 DLL4 HEYL						HEYL LEFTY1 PROX1 SOX4																		DLL1 HEYL LEFTY1 SOX4	CPE HEYL PROX1 SOX4						DLL4 LEFTY1 SOX4	DLL4 HEYL LEFTY1 PROX1 SOX4				CPE DLL1 HEYL LEFTY1						CPE DLL4 HEYL LEFTY1 PROX1 SOX4	CPE DLL1 DLL4 LEFTY1 PROX1	CPE DLL4 PROX1 SOX4			DLL1 DLL4 HEYL LEFTY1 SOX4						
GO_HEART_PROCESS															AGT KCNH6 KCNK3														CACNA1H CACNG4 DRD2 KCNH6 KCNJ11 KCNK3	AGT CACNA1H CACNG4 CHGA GNAO1 KCNH6 KCNJ11 KCNK3		AGT CACNA1H CHGA GNAO1 KCNJ11 KCNK3		CACNG4 DRD2 GNAO1 HSPB7 KCNK3 RGS4		CACNA1H KCNK3 SCN1B	AGT CACNA1H GNAO1 KCNH6 KCNK3							CACNA1H CACNG4 KCNH6 KCNJ11			GNAO1 HSPB7 KCNH6 KCNJ11 KCNK3 SCN1B										KCNH6 KCNJ11 KCNK3 SCN1B	
GO_HEART_VALVE_DEVELOPMENT					DLL4 HEYL				DLL4 HEYL		HEYL PDE2A SOX4				PDE2A SOX4														HEYL PDE2A SOX4	HEYL PDE2A SOX4		DLL4 PDE2A SOX4				DLL4 SOX4	DLL4 HEYL SOX4				HEYL PDE2A			HEYL PDE2A			DLL4 HEYL SOX4		DLL4 SOX4			DLL4 HEYL SOX4						DLL4 HEYL
GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION			CSF1R JAM3 SFRP1 SOX4	CSF1R TP73							FLT1 JAM3 SFRP1 SOX4 TP73			CSF1R FLT1 JAM3	FLT1 SOX4											JAM3 SFRP1 SOX4	JAM3 SFRP1 SOX4		CSF1R FLT1 JAM3 SFRP1 SOX4 TP73	FLT1 JAM3 SOX4		FLT1 SOX4 TP73	KIT SOX4	CSF1R FLT1 KIT TP73		CSF1R SOX4 TP73					FLT1 SFRP1 TP73			JAM3 SFRP1 TP73			CSF1R SOX4 TP73			KIT SOX4		CSF1R FLT1 KIT SOX4 TP73						
GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION																																									SFRP1 TP73			SFRP1 TP73														
GO_HEPARIN_BINDING									CRISPLD2 LTBP2 PRELP SMOC2			LTBP2 LTF PRELP	CRISPLD2 LTBP2		LTBP2 SMOC2											MDK SFRP1 SMOC2	LTBP2 MDK SFRP1		CRISPLD2 LTF PRELP SFRP1 SMOC2	MDK PRELP SMOC2		CRISPLD2 LTF MDK PRELP	CRISPLD2 PRELP	CRISPLD2 LTF MDK PRELP SMOC2	LTF SMOC2		CRISPLD2 MDK SMOC2	CRISPLD2 LTF						LTBP2 SFRP1 SMOC2								CRISPLD2 LTBP2 SMOC2					LTBP2 MDK SFRP1	SFRP1 SMOC2
GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT																																		MDK PROX1 QDPR																								
GO_HETEROTRIMERIC_G_PROTEIN_COMPLEX											GNAO1 GNG4	GNAO1 GNG4																		GNAO1 GNG4				GNAO1 GNG4			GNAO1 GNG4										GNAO1 GNG4		GNAO1 GNG4			GNAO1 GNG4						
GO_HETEROTYPIC_CELL_CELL_ADHESION			CD200 JAM3																							CD200 JAM3	CD200 JAM3																	CD200 JAM3														
GO_HINDBRAIN_DEVELOPMENT			FAIM2 MDK PROX1 SSTR1						NEUROD2 SSTR1		FAIM2 PROX1 SSTR2	DLL1 PROX1 SSTR1	FAIM2 SSTR2					NEUROD2 NEUROG3	NEUROD2 NEUROG3							MDK NEUROD2 SSTR1	MDK NEUROD2 SSTR1 SSTR2		DLL1 FAIM2 NEUROD2 NEUROG3 SSTR1	FAIM2 MDK NEUROD2 PROX1		MDK NEUROD1 SSTR2		MDK NEUROD1 PROX1 SSTR2					DLL1 FAIM2			MDK NEUROD2		DLL1 NEUROD1 NEUROD2 SSTR1				DLL1 PROX1 SSTR2	MDK NEUROD2 PROX1			DLL1 FAIM2 SSTR1				FAIM2 PROX1	DLL1 MDK NEUROD2	NEUROD2 NEUROG3
GO_HINDBRAIN_MORPHOGENESIS			FAIM2 PROX1								FAIM2 PROX1	DLL1 PROX1																	DLL1 FAIM2	FAIM2 PROX1									DLL1 FAIM2									DLL1 PROX1				DLL1 FAIM2				FAIM2 PROX1		
GO_HIPPOCAMPUS_DEVELOPMENT			MDK PROX1																											MDK PROX1		MDK NEUROD1		MDK NEUROD1 PROX1			MDK PROX1												MDK PROX1									
GO_HISTONE_DEACETYLASE_COMPLEX		RCOR2 SAP30							RCOR2 SAP30			RCOR2 SAP30																																				RCOR2 SAP30										
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS																																											AMPD3 KIT										AMPD3 KIT					
GO_HOMEOSTATIC_PROCESS				CDH5 CSF1R DLL1 G0S2 GADD45G KCNJ11 LTF	ACTN3 AMPD3 CDH5 CSF1R DLL1 FFAR2 G0S2 GADD45G KCNJ11 LTF PLCG2 SCN1B UCP2										ADORA2A AGT AMPD3 ATP13A4 FFAR2 GRHL3 KCNK3 SCGN SOX4																					ACTN3 CD52 CSF1R FFAR2 GRHL3 KCNK3 MLLT11 RFX6 SCN1B SOX4 UCP2		AGT CDH5 FFAR2 LTF PLCG2 SCGN					ADORA2A AMPD3 KIT RFX6															
GO_HOMOCYSTEINE_METABOLIC_PROCESS																											BHMT DPEP1																															
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES				CDH22 CDH5	CDH22 CDH5 SDK2																								CDH22 CDH5 VSTM2L	CDH22 CDH5 DSCAML1 VSTM2L		CDH22 CDH5 DSCAML1 IGFN1 SDK2	CDH5 PCDHB16 SDK2	CDH22 DSCAML1 PCDHB16 SDK2			CDH5 IGFN1 SDK2	CDH5 DSCAML1					CDH22 PCDHB16	CDH22 SDK2 VSTM2L		CDH5 DSCAML1 SDK2 VSTM2L	DSCAML1 IGFN1 SDK2	CDH5 DSCAML1 IGFN1 PCDHB16 SDK2	CDH22 CDH5 DSCAML1			CDH22 IGFN1 PCDHB16		DSCAML1 SDK2				
GO_HORMONE_ACTIVITY								CSH1 CSH2		AGT CSH2				CSH1 CSH2												AGT GAL				AGT CHGB GAL		AGT CHGB GAL													CSH1 CSH2				AGT GAL									CHGB GAL
GO_HORMONE_BIOSYNTHETIC_PROCESS																													AKR1B1 CACNA1H			AKR1B1 CACNA1H																										
GO_HORMONE_MEDIATED_SIGNALING_PATHWAY																											SFRP1 SSTR1 SSTR2																	HEYL SFRP1 SSTR1														HEYL SFRP1
GO_HORMONE_METABOLIC_PROCESS			AKR1B1 GAL PCSK1									GAL PCSK1 RBP1												AKR1B1 GAL PCSK1		CPE GAL PCSK1				CACNA1H CPE GAL RBP1		AKR1B1 CACNA1H GAL PCSK1								CPE PCSK1	AKR1B1 CPE RBP1								CPE GAL PCSK1									
GO_HORMONE_RECEPTOR_BINDING								CSH1 CSH2						CSH1 CSH2																															CSH1 CSH2													
GO_HORMONE_TRANSPORT			ABCC8 CPLX1 DRD2 GAL SFRP1 SOX4	ABCC8 GAL KCNJ11	ABCC8 FFAR2 GAL KCNJ11					ABCC8 AGT MAFA	ABCC8 FFAR2 GAL RFX6 SFRP1 SOX4	ABCC8 FFAR2 GAL RFX6 SOX4			ABCC8 AGT CPE FFAR2 SOX4											ABCC8 AGT CPE FFAR2 GAL SFRP1 SOX4	ABCC8 CPLX1 DRD2 SFRP1 SOX4		CPLX1 DRD2 FFAR2 GAL KCNJ11 SFRP1 SOX4	AGT CHGA CPE CPLX1 GAL KCNJ11 RFX6 SOX4		ABCC8 AGT CHGA CPLX1 GAL KCNJ11 NEUROD1 SOX4		ABCC8 CPLX1 DRD2 GAL NEUROD1 RFX6		FFAR2 GAL RFX6 SOX4	AGT CPLX1 GAL MAFA SOX4	AGT CPE FFAR2		CPE CPLX1 KCNJ11 RFX6	CPE CPLX1 MAFA SFRP1	CPE CPLX1		FFAR2 KCNJ11 MAFA NEUROD1 SFRP1			ABCC8 CPE CPLX1 KCNJ11 MAFA RFX6 SOX4		AGT CPE CPLX1 FFAR2 GAL RFX6 SOX4									ABCC8 GAL MAFA RFX6 SFRP1
GO_HUMORAL_IMMUNE_RESPONSE																			IFNE IGHG1																																							
GO_HYALOID_VASCULAR_PLEXUS_REGRESSION													DRD2 FLT1														DRD2 NINJ1		DRD2 FLT1	FLT1 NINJ1		FLT1 NINJ1		DRD2 FLT1 NINJ1																		FLT1 NINJ1						
GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES		ATP13A4 HSPA2 RGS5 TUBB3	ABCC8 ATP13A4 ENPP2 GNG4 KIF1A RASL11B RGS16 RGS9 TUBA1A	ABCC8 RAB39B RASL11B RGS5 RGS9					DYNC1I1 GNAO1 KIF19 RASL11B RGS5 RGS9 STARD9		ABCC8 ATP13A4 DYNC1I1 ENPP2 GNAO1 GNG4 HSPA2 RAB39B RASD1 RASL11B RGS16 RGS4 RGS5 STARD9 TUBA1A	ABCC8 ATP13A4 ENPP2 GNAO1 GNG4 HSPA2 KIF19 RASD1 RGS9 STARD9 TUBA1A TUBB3					RAB26 STARD9 TUBB4A			DYNC1I1 TUBB4A		ATP13A4 DYNC1I1 HSPA2				ABCC8 HSPA2 RGS4 RGS5 STARD9 TUBA1A	ABCC8 ENPP2 HSPA2 RAB26 RGS16 RGS5 RGS9 STARD9 TUBA1A		ATP13A4 DYNC1I1 ENPP2 GNG4 RASD1 RASL11B RGS16 RGS5 STARD9 TUBB3		KIF1A RAB39B	ABCC8 DYNC1I1 GNAO1 HSPA2 KIF19 RAB26 RAB39B STARD9 TUBB4A	ATP13A4 DYNC1I1 GNAO1 HSPA2 RAB26 STARD9 TUBB4A	ABCC8 ENPP2 GNAO1 GNG4 KIF19 RAB26 RASD1 RASL11B RGS4 RGS9			ATP13A4 GNAO1 GNG4 HSPA2 RAB39B RASD1 RGS16 RGS9 STARD9							ATP13A4 GNG4 KIF1A RAB26 RAB39B RGS5 RGS9 TUBA1A TUBB3 TUBB4A			ABCC8 DYNC1I1 GNAO1 GNG4 HSPA2 KIF19 RASL11B RGS9 TUBB3		ATP13A4 DYNC1I1 ENPP2 GNAO1 GNG4 HSPA2 RASL11B RGS5 STARD9 TUBB3			ATP13A4 DYNC1I1 GNAO1 GNG4 HSPA2 RASL11B RGS16 RGS5 RGS9 STARD9 TUBA1A TUBB3 TUBB4A						ABCC8 ATP13A4 GNG4 HSPA2 RAB26 RGS9
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS					AMPD3 DPEP1										AMPD3 ASRGL1 DPEP1											AMPD3 DPEP1	AMPD3 ASRGL1 DPEP1														AMPD3 ASRGL1 DPEP1																	
GO_ICOSANOID_METABOLIC_PROCESS																										CPA1 DPEP1																																
GO_IDENTICAL_PROTEIN_BINDING															ADORA2A AMBP DSCAML1 KCTD12 PCSK1 PDE2A QDPR SYP								AMBP CAMK2B DPYSL3 SYP																																			
GO_IMMUNE_EFFECTOR_PROCESS																																						CRISPLD2 FFAR2 LTF PLCG2																		AMPD3 ARHGAP9 CRISPLD2 IFNE	ARHGAP9 DLL1 IFNE MAD2L2 MDK	
GO_IMMUNE_RECEPTOR_ACTIVITY																																														CRLF1 GFRA1												
GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY						IGHG1 KIT										IGHG1 MUC15			IGHG1 MUC5AC									IGHG1 MUC5AC															KIT MUC5AC										IGHG1 KIT PLCG2					
GO_IMMUNE_SYSTEM_DEVELOPMENT					CBFA2T3 CSF1R DLL1 DLL4 EPHB3 LTF PLCG2 TP73									CSF1R DLL4 FLT1 JAM3 TOX																						CBFA2T3 CSF1R DLL4 MAD2L2 SOCS1 SOX4 TOX TP73					CBFA2T3 DLL1 EPHB3 FLT1 HMGB3 SFRP1 TP73							CBFA2T3 CSF1R DLL1 DLL4 EPHB3 FLT1 HMGB3 IFNE LTF PLCG2 TOX TP73		KIT SOX4		CBFA2T3 CSF1R DLL1 DLL4 EPHB3 FLT1 HMGB3 IFNE KIT MAD2L2 NTRK1 SOX4 TP73					DLL1 HMGB3 IFNE MAD2L2 MDK SFRP1	
GO_IMPORT_ACROSS_PLASMA_MEMBRANE															AGT SLC1A2																	AGT KCNJ11 SLC1A2																										
GO_IMPORT_INTO_CELL			DRD2 SLC1A2 SYNGR3	KCNJ11 LTF	KCNJ11 LTF SLC1A2								DRD2 SLC1A2				AGT SYNGR3												CACNG4 DRD2 KCNJ11 LTF SLC1A2	AGT CACNG4 KCNJ11 SYNGR3		AGT KCNJ11 LTF SLC1A2 SYNGR3		CACNG4 DRD2 LTF RGS4 SLC1A2	LTF SYNGR3			AGT LTF																				
GO_INFLAMMATORY_RESPONSE						ADORA2A DPEP1 KIT									ADORA2A AGT C2CD4A DPEP1 FFAR2 PDE2A											AGT CD200 DPEP1 FFAR2 GAL JAM3 MDK SCG2				ADORA2A AGT C2CD4A CDH5 GAL JAM3 MDK PDE2A SCG2						C2CD4A CSF1R FFAR2 GAL GGT5 IL17C		AGT CDH5 FFAR2				C2CD4A GGT5 MDK	ADORA2A KIT						ADORA2A AGT CD200 CDH5 FFAR2 GAL IL17C MDK									
GO_INNATE_IMMUNE_RESPONSE																			IGHG1 MUC5AC									IGHG1 MUC5AC																														
GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION			MUC15 PLCG2		FFAR2 PLCG2																																	FFAR2 PLCG2										FFAR2 MUC15 PLCG2	FFAR2 PLCG2									
GO_INNERVATION														LRIG1 SLITRK6																		NPTX1 NTRK1		LRIG1 NPTX1							LRIG1 NPTX1					LRIG1 SLITRK6		LRIG1 NPTX1				LRIG1 NTRK1						
GO_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION												DLL1 SLITRK6																	DLL1 SLITRK6																													
GO_INNER_EAR_MORPHOGENESIS			GRHL3 PROX1 SLITRK6								GRHL3 PROX1 SLITRK6	PROX1 SLITRK6		LRIG1 SLITRK6												GRHL3 SLITRK6				GRHL3 LRIG1 PROX1											GRHL3 LRIG1					LRIG1 SLITRK6		GRHL3 LRIG1 PROX1	GRHL3 PROX1							LRIG1 PROX1		
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT																																																	CLCNKA GABRE									
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT				ABCC8 GAL KCNJ11 RGS9 SCN3A	ABCC8 CLCNKA GAL KCNF1 KCNJ11 PLCG2 SCN1B UCP2						ABCC8 CLCNKA GABRE GAL HSPA2 KCNF1 KCNH6 RGS4 SCN1B SCN3A SLC6A17 UCP2											GABRE HECW2 HSPA2		GAL KCNK3 SCN3A		ABCC8 GABRE GAL HECW2 HSPA2 RGS4	ABCC8 DRD2 GABRE HECW2 HSPA2 KCNK3 PLCG2 RGS9			CACNA1H CACNG4 GABRE GAL HECW2 HSPA2 KCNH6 KCNJ11 KCNK3 UCP2		ABCC8 CACNA1H CLCNKA GAL HSPA2 KCNF1 KCNJ11 KCNK3 PLCG2 SLC6A17		ABCC8 CACNG4 DRD2 GAL KCNK3 PLCG2 RGS4 RGS9 SCN3A UCP2		CACNA1H CLCNKA GAL KCNK3 RGS9 SCN1B UCP2	CACNA1H GABRE GAL HECW2 HSPA2 KCNH6 KCNK3 RGS9 SLC6A17							CACNA1H CACNG4 HECW2 KCNH6 KCNJ11 RGS9 SLC6A17 UCP2			ABCC8 CLCNKA HECW2 HSPA2 KCNF1 KCNH6 KCNJ11 KCNK3 PLCG2 RGS9 SCN1B		CLCNKA GABRE GAL HECW2 HSPA2 PLCG2 SCN3A								KCNH6 KCNJ11 KCNK3 RGS9 SCN1B	
GO_INOSITOL_LIPID_MEDIATED_SIGNALING								CA8 MUC5AC		AGT MUC5AC			FLT1 PPP1R16B	CA8 CSF1R FLT1	AGT FLT1 PPP1R16B	CA8 NTRK1																AGT FLT1 NTRK1 PPP1R16B	KIT NTRK1 PPP1R16B	CSF1R FLT1 KIT PPP1R16B				AGT FLT1					KIT MUC5AC							CA8 KIT		CSF1R FLT1 KIT MUC5AC NTRK1						
GO_INSULIN_SECRETION			ABCC8 CPLX1 DRD2 GAL SFRP1 SOX4	ABCC8 GAL KCNJ11	ABCC8 GAL KCNJ11					ABCC8 MAFA	ABCC8 GAL RFX6 SFRP1 SOX4	ABCC8 GAL RFX6 SOX4			ABCC8 SOX4											ABCC8 GAL SFRP1 SOX4	ABCC8 CPLX1 DRD2 SFRP1 SOX4		CPLX1 DRD2 GAL KCNJ11 SFRP1 SOX4	CHGA CPLX1 GAL KCNJ11 RFX6 SOX4		ABCC8 CHGA CPLX1 GAL KCNJ11 NEUROD1 SOX4		ABCC8 CPLX1 DRD2 GAL NEUROD1 RFX6		GAL RFX6 SOX4	CPLX1 GAL MAFA SOX4			CPLX1 KCNJ11 RFX6	CPLX1 MAFA SFRP1			KCNJ11 MAFA NEUROD1 SFRP1			ABCC8 CPLX1 KCNJ11 MAFA RFX6 SOX4		CPLX1 GAL RFX6 SOX4								KCNJ11 SFRP1	ABCC8 GAL MAFA RFX6 SFRP1
GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE											SLC6A17 SYP																										SLC6A17 SYP			SLC6A17 SYP												SLC6A17 SYP						
GO_INTEGRIN_ACTIVATION			COL16A1 JAM3																								COL16A1 JAM3		COL16A1 JAM3	COL16A1 JAM3																												
GO_INTEGRIN_BINDING			ACTN3 COL16A1 JAM3																							ACTN3 JAM3	ACTN3 COL16A1 JAM3									ACTN3 COL16A1																						
GO_INTERACTION_WITH_SYMBIONT				CSF1R LTF	CSF1R LTF							CSF1R LTF																																														
GO_INTERCALATED_DISC					KCNJ11 SCN1B																																										KCNJ11 SCN1B										KCNJ11 SCN1B	
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY																																				CAMK2B SOCS1	CAMK2B SOCS1										CAMK2B SOCS1											
GO_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY																																									HEYL SFRP1																	HEYL SFRP1
GO_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS				CHRNB2 LTF	CHRNB2 LTF							CHRNB2 LTF																	CHRNB2 LTF																			CHRNB2 LTF										
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE																	RAB26 SYP																							P2RX6 SLC6A17 SYP																		
