	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_NEURONAL_SYSTEM	CACNA1B GRIK3 LRFN1		ABCC8 ADCY1 CACNA1B CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNA6 STXBP1 TUBA1A	ABCC8 ADCY5 CACNA1A CAMK2B CHRNB2 GABBR2 GRIK3 HCN4 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17 LRRTM3 PPM1E STXBP1	ABCC8 ADCY1 CAMK2B CHRNA3 CHRNB2 KCNH2 KCNJ11 PPM1E STXBP1 TUBB4A					CHRNA3 GJD2 LRFN1		CACNB2 CHRNB2 PPM1E PRKCG STXBP1	ABCC8 CACNA1A GABRB3 KCNG1 KCNH2 TUBB4A	ABCC8 CACNA1A CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 GABRB3 GJD2 GNG2 GNG4 GRIK5 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 LIN7A PRKCG SYN1 TUBA1A	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CHRNB2 DLG2 GJD2 GNG2 GNG4 GRIK3 GRIK5 HCN4 KCNH2 KCNH3 KCNH6 KCNK16 LIN7A LRRTM3 PPM1E SNAP25 STX1A SYN1 TUBA1A	ADCY5 CACNA1A CHRNB4 DLG2 GRIK5 HCN4 KCNH3 KCNJ2 KCNJ6 PPM1E SNAP25 STX1A	CHRNB2 CHRNB4 GABBR2 KCNH8 KCNMB2 PPM1E		ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A DLG2 GABRB3 GJD2 GRIK5 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 PPM1E SNAP25 STX1A					CHRNA3 LIN7A TUBB4A		CACNA1B GABRB3 KCNA6 KCNK17 SNAP25	ADCY1 ADCY2 ADCY5 CHRNB4 CPLX1 HCN4 KCNH7 KCNJ6 KCNK3 LIN7A PPM1E SNAP25 TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3 KCNMA1			ABCC8 ADCY2 ADCY5 CACNA1A CACNA1B CHRNB4 GABRB3 GAD2 GNG2 GRIK5 KCNH8 KCNJ2 KCNK17 KCNMA1 KCNMB2 LIN7A LRRTM3 PPM1E SNAP25 STX1A SYN1 TUBA1A TUBB2B	ABCC8 ADCY1 CACNA1A CAMK2B CPLX1 GABBR2 HCN4 KCNH8 KCNK3 KCNMA1 LIN7A PPM1E SNAP25 STXBP1 TUBA1A TUBB2B		ADCY1 ADCY2 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GNG2 GNG4 GRIK5 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMB2 LIN7A PPM1E SNAP25 SYN1	ADCY1 CACNA1A CACNG4 CHRNB4 CPLX1 DLG2 GABBR2 GNG2 GNG4 GRIK5 HCN4 KCNA6 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 SNAP25 STX1A SYN1	CACNA1B CHRNA3 GJD2 GRIK3 KCNA6	ABCC8 ADCY2 CAMK2B CHRNA3 CHRNB4 CPLX1 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1 STXBP1 TUBB4A	ADCY5 CHRNB4 KCNB2 KCNH7 KCNK3 STXBP1 TUBB4A	ABCC8 ADCY5 CACNA1A CACNG4 CAMK2B CHRNB4 CPLX1 DLG2 GABBR2 GABRB3 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 SNAP25 STX1A		CAMK2B KCNH2 KCNK17 KCNK3 KCNMA1	CACNB2 GJD2 LRRTM3 TUBB2B	ADCY1 ADCY2 ADCY5 CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 CPLX1 DLG2 GAD2 GNG4 GRIK5 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN1 PRKCG SNAP25 STX1A	ADCY2 ADCY5 CACNA1A CACNA1B CACNB2 DLG2 GABRB3 KCNH7 KCNMA1 KCNMB2 PPM1E SNAP25	ADCY5 CHRNA3 KCNJ11 KCNJ6 SNAP25 TUBA1A TUBB4A	ADCY5 CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 HCN4 KCNJ11 KCNJ2 KCNJ6 KCNMA1 KCNMB2 LRFN1 SNAP25	ADCY5 CACNA1A CHRNA3 CPLX1 GABBR2 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1 PPM1E SYN1		ADCY1 CACNA1A KCNH7 KCNJ6 KCNK17 KCNMB2 LIN7A	ADCY1 ADCY2 CPLX1 GNG2 KCNH3 KCNK16 KCNK17 PPM1E		CACNA1A CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 LIN7A PPM1E PRKCG SNAP25 TUBA1A TUBB4A		CACNA1B CACNB2 GJD2 GRIK3 KCNA6 LRRTM3	ADCY5 CACNA1A CACNA1B DLG2 GABRB3 GAD2 KCNH8 KCNMA1 KCNMB2 PPM1E PRKCG STX1A STXBP1	ABCC8 ADCY5 CACNA1B CAMK2B CHRNB4 CPLX1 GABBR2 GABRB3 GNG4 GRIK5 HCN4 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2 LIN7A PPM1E PRKCG STXBP1	ADCY1 CHRNB2 CHRNB4 GABBR2 GABRB3 GRIK3 KCNH2 KCNH8 KCNJ6 KCNK3 LIN7A LRFN1 PPM1E	ADCY1 CACNA1A CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNB2 KCNG1 KCNJ2 KCNJ6 KCNK17 LIN7A LRRTM3 SYN1	GRIK3 LIN7A		ADCY1 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 KCNH7 KCNH8 KCNJ2 KCNMB2 LRFN1 PPM1E PRKCG STX1A TUBA1A TUBB4A	ABCC8 CAMK2B CHRNA3 GNG4 LRFN1 TUBB4A			CACNB2 CHRNB4 CPLX1 KCNH7 KCNMB2 STXBP1	KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3 PPM1E PRKCG	ABCC8 ADCY5 GNG4 KCNB2 KCNH8 KCNJ2 PRKCG SYN1	
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS															SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A SV2B				SNAP25 STX1A SV2B				SNAP25 STX1A				SNAP25 STX1A SV2A												STX1A SV2A						STX1A SV2A							
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION			ADCY1 GNG2 GNG4 GRIK3 GRIK5 TUBA1A	ADCY5 CAMK2B CHRNB2 GABBR2 GRIK3 KCNJ2 KCNJ6 PPM1E	ADCY1 CAMK2B CHRNA3 CHRNB2 PPM1E TUBB4A									CAMK2B CHRNA3 CHRNB2 CHRNB4 GABRB3 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PRKCG TUBA1A	ADCY1 ADCY2 ADCY5 CHRNB2 DLG2 GNG2 GNG4 GRIK3 GRIK5 LIN7A PPM1E TUBA1A	ADCY5 CHRNB4 DLG2 GRIK5 KCNJ2 KCNJ6 PPM1E	CHRNB2 CHRNB4 GABBR2 PPM1E		ADCY1 ADCY2 ADCY5 DLG2 GABRB3 GRIK5 KCNJ6 PPM1E					CHRNA3 LIN7A TUBB4A			ADCY1 ADCY2 ADCY5 CHRNB4 KCNJ6 LIN7A PPM1E TUBB4A	CAMK2B GABRB3			ADCY2 ADCY5 CHRNB4 GABRB3 GNG2 GRIK5 KCNJ2 LIN7A PPM1E TUBA1A TUBB2B	ADCY1 CAMK2B GABBR2 LIN7A PPM1E TUBA1A TUBB2B		ADCY1 ADCY2 ADCY5 CACNG4 CHRNB2 CHRNB4 GNG2 GNG4 GRIK5 KCNJ2 LIN7A PPM1E	ADCY1 CACNG4 CHRNB4 DLG2 GABBR2 GNG2 GNG4 GRIK5 KCNJ2		ADCY2 CAMK2B CHRNA3 CHRNB4 TUBB4A	ADCY5 CHRNB4 TUBB4A	ADCY5 CACNG4 CAMK2B CHRNB4 DLG2 GABBR2 GABRB3 GNG4 KCNJ6				ADCY1 ADCY2 ADCY5 CAMK2B CHRNA3 CHRNB2 CHRNB4 DLG2 GNG4 GRIK5 KCNJ2 PRKCG	ADCY2 ADCY5 DLG2 GABRB3 PPM1E	ADCY5 CHRNA3 KCNJ6 TUBA1A TUBB4A	ADCY5 CHRNB2 GABBR2 GNG2 GRIK5 KCNJ2 KCNJ6	ADCY5 CHRNA3 GABBR2 GNG2 KCNJ2 PPM1E		ADCY1 KCNJ6 LIN7A	ADCY1 ADCY2 GNG2 PPM1E		CACNG4 CAMK2B CHRNA3 GABBR2 GNG2 GNG4 GRIK5 LIN7A PPM1E PRKCG TUBA1A TUBB4A			ADCY5 DLG2 GABRB3 PPM1E PRKCG	ADCY5 CAMK2B CHRNB4 GABBR2 GABRB3 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PPM1E PRKCG	ADCY1 CHRNB2 CHRNB4 GABBR2 GABRB3 GRIK3 KCNJ6 LIN7A PPM1E	ADCY1 DLG2 GABBR2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A	GRIK3 LIN7A		ADCY1 ADCY5 CACNG4 CHRNB2 CHRNB4 GABBR2 GNG4 GRIK5 KCNJ2 PPM1E PRKCG TUBA1A TUBB4A	CAMK2B CHRNA3 GNG4 TUBB4A				KCNJ2 PPM1E PRKCG	ADCY5 GNG4 KCNJ2 PRKCG	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 GAD2 STXBP1												LIN7A SNAP25 STX1A SYN1	SNAP25 STX1A			SNAP25 STX1A								CPLX1 LIN7A SNAP25				GAD2 LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25 STXBP1		CPLX1 LIN7A SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 GAD2 SNAP25 STX1A			CPLX1 SNAP25	CPLX1 SYN1					GAD2 LIN7A SNAP25			GAD2 STX1A STXBP1	CPLX1 LIN7A STXBP1		CPLX1 GAD2 LIN7A SYN1							CPLX1 STXBP1			
REACTOME_NEUTROPHIL_DEGRANULATION																							BST2 CRISP3																																													
REACTOME_NGF_STIMULATED_TRANSCRIPTION		TPH1 VGF		CDK5R1 CDK5R2 TPH1	CDK5R1 CDK5R2									CDK5R1 CDK5R2 TPH1 VGF	ASCL1 CDK5R1 CDK5R2 TPH1 VGF				ID4 TPH1 VGF												ID4 TPH1	ID4 TPH1		CDK5R2 TPH1 VGF	CDK5R2 TPH1 VGF				CDK5R1 ID4 TPH1						CDK5R2 VGF	ASCL1 TPH1 VGF						CDK5R1 CDK5R2 VGF				ID4 VGF	CDK5R1 TPH1				CDK5R1 TPH1					CDK5R1 ID4 TPH1	CDK5R1 CDK5R2 TPH1	
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE														KCNMA1 KCNMB2 PDE2A					ITPR1 KCNMA1 KCNMB2 PDE2A										ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2			ITPR1 KCNMB2 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2					ITPR1 KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A								ITPR1 KCNMA1 KCNMB2 PDE2A	ITPR1 KCNMB2					ITPR1 KCNMB2							
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 STXBP1												SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A	CPLX1 SNAP25 STXBP1		CPLX1 SNAP25	CPLX1 SNAP25 STX1A		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25									STX1A STXBP1	CPLX1 STXBP1					CPLX1 STX1A				CPLX1 STXBP1			
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS																																																																		DLL1 MDK		
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK																																									MCF2L VAV3																											
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY																																													TUBA1A TUBB4A																							
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_		TPH1 VGF		CDK5R1 CDK5R2 TPH1	CDK5R1 CDK5R2									CDK5R1 CDK5R2 TPH1 VGF	ASCL1 CDK5R1 CDK5R2 TPH1 VGF				ID4 TPH1 VGF															CDK5R2 TPH1 VGF	CDK5R2 TPH1 VGF				CDK5R1 ID4 TPH1						CDK5R2 VGF	ASCL1 TPH1 VGF						CDK5R1 CDK5R2 VGF														CDK5R1 ID4 TPH1	CDK5R1 CDK5R2 TPH1	
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS																																																														BCL2 MAPK12						
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI														CHST8 ST8SIA3																																									CHST8 ST8SIA3													
REACTOME_ONCOGENIC_MAPK_SIGNALING				CAMK2B KSR2										CAMK2B FAM131B KSR2 SPRED3				KSR2 SPRED3																				FAM131B KSR2			CAMK2B KSR2															CAMK2B KSR2 SPRED3												
REACTOME_OPIOID_SIGNALLING			ADCY1 GNG2 GNG4									GNAO1 ITPR1 PRKCG		CAMK2B GNAO1 GNG2 GNG4 PRKCG	ADCY1 ADCY2 ADCY5 GNAO1 GNG2 GNG4 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1								ADCY1 ADCY2 ADCY5							ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1	ADCY1 GNAO1 GNG2 GNG4		ADCY2 CAMK2B GNAO1	ADCY5 GNAO1	ADCY5 CAMK2B GNAO1 GNG4				ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG	ADCY2 ADCY5 ITPR1		ADCY5 GNAO1 GNG2				ADCY1 ADCY2 GNG2		CAMK2B GNG2 GNG4 PRKCG			ADCY5 GNAO1 ITPR1 PRKCG	ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG		ADCY1 GNAO1 GNG2 GNG4			ADCY1 ADCY5 GNAO1 GNG4 ITPR1 PRKCG	CAMK2B GNG4					ADCY5 GNG4 PRKCG	
REACTOME_OTHER_INTERLEUKIN_SIGNALING															CSF1R SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A			CSF1R SNAP25	SNAP25 STX1A				CSF1R SNAP25 STX1A				SNAP25 STX1A																		CSF1R STX1A							
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS				ADAMTSL2 SPON1	ADAMTSL1 ADAMTSL2 SPON1										SPON1 SPON2	ADAMTSL1 SPON1	SPON1 SPON2														ADAMTSL1 SPON1			ADAMTSL1 ADAMTSL2 SPON1 SPON2			ADAMTSL2 SPON2	SPON1 SPON2	ADAMTSL1 SPON1 SPON2		ADAMTSL2 SPON1 SPON2						ADAMTSL2 SPON1											ADAMTSL2 SPON1										
REACTOME_O_LINKED_GLYCOSYLATION					ADAMTSL1 ADAMTSL2 MUC5B SPON1												SPON1 SPON2									MUC15 SPON1								ADAMTSL1 ADAMTSL2 MUC15 SPON1 SPON2	ADAMTSL2 MUC15 MUC5B SPON1			SPON1 SPON2			ADAMTSL2 SPON1 SPON2		ADAMTSL1 GALNT16 MUC15 MUC5B																									
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS																																											GALNT16 MUC15 MUC5B																									
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING																																									MCF2L VAV3																											
REACTOME_PEPTIDE_HORMONE_METABOLISM	GPR119 KIF5C		CPB1 GPR119 ISL1 KIF5A PAX6 PCSK1 PCSK2										AGT GHRL GPR119 PAX6	GHRL ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2	GHRL ISL1 MBOAT4 PCSK1 STX1A	CPE GHRL KIF5A PAX6 PCSK2 STX1A			AGT CPB1 CPE GHRL ISL1 KIF5A KIF5C PCSK1 STX1A										GPR119 KIF5C PAX6 PCSK1	GPR119 KIF5C	AGT CPB1 CPE GPR119 ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 STX1A				AGT CPE KIF5A MBOAT4 STX1A		AGT KIF5A PCSK1		GHRL ISL1 PCSK1 PCSK2 STX1A				AGT KIF5A STX1A	AGT CPE PAX6		CPE MBOAT4 PCSK1 PCSK2				CPE KIF5A				GPR119 KIF5C		CPE KIF5C MBOAT4 PCSK1		AGT CPE ISL1 PAX6 PCSK1										
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS												APLN MLN SSTR1		APLN AVPR1B GHRL MLN SST SSTR2 TACR3					AGT GHRL SSTR1 TAC3 TACR3		AGT BRS3 MLN								AVPR1B NPY SSTR1						AGT APLN AVPR1B BRS3 NPY SST								AGT AVPR1B MLN NPY TAC3			APLN AVPR1B BRS3 MLN NPY SSTR3														AVPR1B TACR3								
REACTOME_PHASE_0_RAPID_DEPOLARISATION			CACNA1C CACNA2D1 FGF14 SCN2A	CAMK2B SCN3A	CAMK2B SCN1B									CACNA2D1 CAMK2B SCN1B SCN3A	CACNA2D1 FGF14	SCN1B SCN2A											CACNA1C FGF14		FGF14 SCN3A		CACNA1C FGF14 SCN2A	CACNA2D1 CAMK2B							CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 SCN2A SCN3A		CAMK2B SCN1B	CACNB2 SCN3A	CACNA2D1 CAMK2B	CACNA1C CACNA2D1 CACNB2 SCN2A	CACNA2D1 FGF14	CACNA2D1 FGF14			CACNA2D1 FGF14			CACNB2 CACNG4 CAMK2B FGF14		CACNB2 SCN3A		CACNA1C CAMK2B SCN1B	CACNA2D1 SCN2A	CACNA1C FGF14 SCN2A SCN3A			CACNA2D1 CACNG4				CACNA1C CACNB2 SCN2A			
REACTOME_PHASE_2_PLATEAU_PHASE			CACNA1C CACNA2D1																															CACNA2D1 CACNG4	CACNA1C CACNG4				CACNA1C CACNA2D1 CACNG4					CACNA1C CACNA2D1 CACNB2								CACNB2 CACNG4									CACNA2D1 CACNG4				CACNA1C CACNB2			
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL				KCNJ2 KCNK17										KCNJ2 KCNK16 KCNK17																	KCNJ2 KCNK17			KCNJ2 KCNK16 KCNK17 KCNK3	KCNJ2 KCNK16 KCNK17 KCNK3		KCNK17 KCNK3				KCNK17 KCNK3		KCNJ2 KCNK3				KCNJ2 KCNK3			KCNK16 KCNK17						KCNJ2 KCNK3		KCNJ2 KCNK17								KCNJ2 KCNK3		
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS												GGT5 PODXL2 SULT1A4																																																								
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER		AKT3 FGF9																																																																		
REACTOME_PI_3K_CASCADE_FGFR1														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_PI_3K_CASCADE_FGFR2														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_PI_3K_CASCADE_FGFR3														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_PI_3K_CASCADE_FGFR4														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING															ADCY1 ADCY2 ADCY5				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5			ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5	ADCY2 ADCY5						ADCY1 ADCY2											ADCY1 ADCY5							
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB															ADCY1 ADCY2 ADCY5				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5			ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5	ADCY2 ADCY5						ADCY1 ADCY2											ADCY1 ADCY5							
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION			DGKB GNG2 GNG4 MMRN1 PLCG2 SPARC												GNG2 GNG4 ITPR1 PRKCH RAPGEF4 SCG3 SPARC			DGKB GNG2 ITPR1 PRKCH														DGKB MMRN1 PLCG2 PRKCH RAPGEF4 SCG3 SPARC																				DGKB GNG2 GNG4 MMRN1 PRKCG PRKCH RAPGEF4 VAV3			DGKB ITPR1 MMRN1 PRKCG PRKCH SCG3	DGKB GNG4 ITPR1 PLCG2 PRKCG PRKCH SPARC		GNG2 GNG4 MMRN1 PLCG2 RAPGEF4 SCG3				GNG4 PLCG2 PRKCH						PRKCH SPARC
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS																																		ITPR1 SLC8A1										ITPR1 SLC8A1											ITPR1 SLC8A1		ITPR1 SLC8A1											
REACTOME_PLATELET_HOMEOSTASIS														GNG2 GNG4 KCNMA1 KCNMB2 PDE2A SLC8A1	GNG2 GNG4 ITPR1				ITPR1 KCNMA1 KCNMB2 PDE2A								APOB PDE2A		ITPR1 KCNMA1 KCNMB2		GNG2 KCNMA1 KCNMB2			GNG2 GNG4 ITPR1 KCNMB2 PDE2A SLC8A1	GNG2 GNG4 KCNMA1 KCNMB2 PDE2A SLC8A1				APOB GNG4 KCNMA1 KCNMB2 SLC8A1	KCNMA1 SLC8A1				ITPR1 KCNMA1 KCNMB2 SLC8A1		GNG2 KCNMA1 KCNMB2	GNG2 KCNMA1 PDE2A SLC8A1			APOB GNG2		GNG2 GNG4 PDE2A SLC8A1			ITPR1 KCNMA1 KCNMB2 PDE2A SLC8A1	GNG4 ITPR1 KCNMB2		GNG2 GNG4 SLC8A1			GNG4 ITPR1 KCNMB2			APOB ITPR1	APOB KCNMB2			
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY																															TUBA1A TUBB2B	TUBA1A TUBB2B													TUBA1A TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A							
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS												LSAMP NEGR1			CD52 LSAMP NEGR1 NTNG2	LSAMP NEGR1 RTN4RL1																									CD52 LSAMP																					CD52 RTN4RL1						
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION						CD52 RAB39B TUBB4A																																																														
REACTOME_POTASSIUM_CHANNELS			ABCC8 GNG2 GNG4 KCNA6	ABCC8 GABBR2 HCN4 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17	ABCC8 KCNH2 KCNJ11								ABCC8 KCNG1 KCNH2	ABCC8 GNG2 GNG4 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2	ABCC8 GNG2 GNG4 HCN4 KCNH2 KCNH3 KCNH6 KCNK16	HCN4 KCNH3 KCNJ2 KCNJ6	GABBR2 KCNH8 KCNMB2	GABBR2 GNG2 KCNH7	ABCC8 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2							KCNA6 KCNK17	HCN4 KCNH7 KCNJ6 KCNK3		KCNK3 KCNMA1 KCNMB2		ABCC8 GNG2 KCNH8 KCNJ2 KCNK17 KCNMA1 KCNMB2	ABCC8 GABBR2 HCN4 KCNH8 KCNK3 KCNMA1		GNG2 GNG4 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMB2	GABBR2 GNG2 GNG4 HCN4 KCNA6 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2		ABCC8 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1	KCNB2 KCNH7 KCNK3	ABCC8 GABBR2 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2		KCNH2 KCNK17 KCNK3 KCNMA1		GNG4 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3	KCNH7 KCNMA1 KCNMB2		GABBR2 GNG2 HCN4 KCNJ11 KCNJ2 KCNJ6 KCNMA1 KCNMB2	GABBR2 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1		KCNH7 KCNJ6 KCNK17 KCNMB2	GNG2 KCNH3 KCNK16 KCNK17		GABBR2 GNG2 GNG4 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16			KCNH8 KCNMA1 KCNMB2	ABCC8 GABBR2 GNG4 HCN4 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2	GABBR2 KCNH2 KCNH8 KCNJ6 KCNK3	GABBR2 GNG2 GNG4 KCNB2 KCNG1 KCNJ2 KCNJ6 KCNK17			GABBR2 GNG4 KCNH7 KCNH8 KCNJ2 KCNMB2	ABCC8 GNG4			KCNH7 KCNMB2	KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3	ABCC8 GNG4 KCNB2 KCNH8 KCNJ2	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING														CACNA1A CACNA1B																	CACNA1A CACNA1B				CACNA1A CACNG4				CACNA1A CACNG4					CACNA1A CACNA1B CACNB2								CACNA1A CACNB2 CACNG4		CACNA1B CACNB2	CACNA1A CACNA1B													
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS			GNG2 GNG4 GRIK3											GNG2 GNG4	GNG2 GNG4 GRIK3																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
