	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY																																									TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_		TPH1 VGF		CDK5R2 TPH1	ARC CDK5R2							ARC CDK5R2 TPH1 VGF	ARC ASCL1 CDK5R2 TPH1 VGF				ID4 TPH1 VGF														ARC CDK5R2 TPH1 VGF	ARC CDK5R2 TPH1 VGF		ARC VGF							ARC CDK5R2 VGF	ARC ASCL1 TPH1 VGF					ARC CDK5R2 VGF									ARC VGF				ARC ID4 TPH1	ARC CDK5R2 TPH1		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI												CHST10 CHST8 ST8SIA3																														CHST10 ST8SIA3							CHST8 ST8SIA3														
REACTOME_ONCOGENIC_MAPK_SIGNALING				CAMK2B KSR2																															FAM131B KSR2		CAMK2B KSR2																										
REACTOME_OPIOID_SIGNALLING			ADCY1 GNG2 GNG4							GNAO1 PRKCG		CAMK2B GNAO1 GNG2 GNG4 PRKCG	ADCY1 ADCY2 GNAO1 GNG2 GNG4												ADCY1 ADCY2						ADCY1 ADCY2 GNG2 GNG4	ADCY1 GNAO1 GNG2 GNG4		ADCY2 CAMK2B GNAO1					ADCY1 ADCY2 CAMK2B GNAO1 GNG4 PRKCG						ADCY1 ADCY2 GNG2		CAMK2B GNG2 GNG4 PRKCG			CAMK2B GNAO1 GNG4 PRKCG		ADCY1 GNAO1 GNG2 GNG4			ADCY1 GNAO1 GNG4 PRKCG	CAMK2B GNG4							
REACTOME_OTHER_INTERLEUKIN_SIGNALING													CSF1R SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A		CSF1R SNAP25	SNAP25 STX1A				CSF1R SNAP25 STX1A			SNAP25 STX1A																CSF1R STX1A								
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS			ADAMTS2 ADAMTSL1		ADAMTSL1 ADAMTSL2																										ADAMTSL1 ADAMTSL2 SPON2			ADAMTSL2 SPON2		ADAMTSL1 SPON2	ADAMTSL2 SPON2												ADAMTS2 ADAMTSL2														
REACTOME_O_LINKED_GLYCOSYLATION					ADAMTSL1 ADAMTSL2 MUC5B						MUC17 MUC5AC														MUC16 MUC3A MUC5AC MUC5B						ADAMTSL1 ADAMTSL2 MUC17 MUC3A SPON2	ADAMTSL2 MUC16 MUC17 MUC3A MUC5B							ADAMTSL1 GALNT16 MUC17 MUC5B					MUC3A MUC5AC				ADAMTS2 MUC5AC			MUC17 MUC5B SPON2				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS											MUC17 MUC5AC														MUC16 MUC3A MUC5AC MUC5B							MUC16 MUC17 MUC3A MUC5B							GALNT16 MUC17 MUC5B	MUC16 MUC3A				MUC3A MUC5AC											MUC16 MUC17 MUC5AC MUC5B								
REACTOME_PCP_CE_PATHWAY										PARD6A PRKCG																																																					
REACTOME_PEPTIDE_HORMONE_METABOLISM	ACE CES1 FFAR1 GPR119 KIF5C		CPB1 GPR119 ISL1 KIF5A PAX6 PCSK1 PCSK2				CES1 FFAR1				AGT CES1 GHRL GPR119 PAX6	GHRL GIP ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SEC11C SLC30A8	GHRL ISL1 MBOAT4 PCSK1 SEC11C STX1A	CPE GHRL KIF5A PAX6 PCSK2 STX1A			AGT CES1 CPB1 CPE FFAR1 GHRL ISL1 KIF5A KIF5C PCSK1 STX1A							CES1 FFAR1		CES1 FFAR1	GPR119 KIF5C PAX6 PCSK1	CES1 GPR119 KIF5C	AGT CES1 CPB1 CPE FFAR1 GIP GPR119 ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SLC30A8 STX1A		ACE CPB1 GIP KIF5A MBOAT4 SEC11C	ACE AGT CES1 CPE KIF5A MBOAT4 SEC11C SLC30A8 STX1A	CES1 KIF5C	AGT KIF5A PCSK1		GHRL ISL1 PCSK1 PCSK2 SEC11C STX1A			AGT GIP KIF5A SEC11C STX1A	AGT CPE PAX6		ACE CPE GIP MBOAT4 PCSK1 PCSK2	CPE FFAR1 PAX6		CPE KIF5A			ACE CES1 FFAR1 GPR119 KIF5C	CES1 FFAR1 KIF5A STX1A	ACE CPE KIF5C MBOAT4 PCSK1		AGT CPE ISL1 PAX6 PCSK1 SEC11C SLC30A8			GIP MBOAT4 STX1A								
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	NTS TAC1						CCL19 NTS TAC1			ECE2 MLN PYY SSTR1	AGT GHRL NTS SSTR5	AVPR1B CCL19 GHRL MLN SST SSTR2 SSTR5 TACR3	BRS3 ECE2 GHRL SSTR1 SSTR5 UTS2B	ECE2 GHRL NPW SSTR2 UTS2B		ECE2 SSTR3 SSTR5	AGT GHRL NTS SSTR1 TAC1 TAC3 TACR3		AGT BRS3 MLN								AVPR1B NPY SSTR1	NTS TAC1	AGT MLN NPW NTS PYY SSTR1 TAC1		AVPR1B CCL19 NPW PYY SSTR1 TAC3 UTS2B	AGT AVPR1B BRS3 CCL19 NPY NTS PYY SST SSTR5		AGT NPW SSTR2 SSTR3		AVPR1B GHRL SSTR2 TAC3 TACR3			AGT AVPR1B CCR6 MLN NPY SSTR5 TAC3			AVPR1B BRS3 ECE2 MLN NPY PYY SSTR3 SSTR5						CCL19 NTS SST TAC1 TACR3	ECE2 NPW NTS PYY TAC1	BRS3 ECE2 NPW SSTR1 TAC3 UTS2B	SSTR2 SSTR3 SSTR5 TAC1 UTS2B	AGT BRS3 CCL19 MLN SSTR5		AVPR1B TACR3	ECE2 NPW PYY SSTR1 SSTR3 SSTR5 UTS2B								
REACTOME_PHASE_0_RAPID_DEPOLARISATION			CACNA1C CACNA2D1 FGF14	CACNB4 CAMK2B SCN3A	CACNB4 CAMK2B SCN1B							CACNA2D1 CACNG7 CAMK2B SCN1B SCN3A SCN3B	CACNA2D1 CACNG7 FGF14	CACNB4 CACNG7 SCN1B			CACNA1C CACNB4 CACNG6 SCN3B								CACNA1C FGF14		CACNB4 FGF14 SCN3A		CACNA1C CACNG6 FGF14	CACNA2D1 CACNG6 CAMK2B		CACNA1C CACNB4 CACNG4 CACNG6 SCN3B			CACNA2D1 CACNB4	CACNA1C CACNA2D1 CACNG4 CACNG6 CAMK2B FGF14 SCN3A SCN3B	CAMK2B SCN1B	CACNB2 CACNG7 SCN3A	CACNA2D1 CAMK2B SCN3B	CACNA1C CACNA2D1 CACNB2	CACNA2D1 CACNB4 CACNG6 FGF14	CACNA2D1 CACNG6 FGF14 SCN3B		CACNA2D1 CACNB4 FGF14	CACNA2D1 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6 CAMK2B FGF14	CACNB2 CACNG7 SCN3A	CACNB4 CACNG6 CACNG7	CACNA1C CACNB4 CACNG7 CAMK2B SCN1B		CACNA1C CACNB4 CACNG6 FGF14 SCN3A			CACNA2D1 CACNG4 SCN3B				CACNA1C CACNB2	CACNB4 SCN1B			
REACTOME_PHASE_2_PLATEAU_PHASE			CACNA1C CACNA2D1									CACNA2D1 CACNG7	CACNA2D1 CACNG7	CACNB4 CACNG7			CACNA1C CACNB4 CACNG6												CACNA1C CACNG6	CACNA2D1 CACNG6	CACNA2D1 CACNG4	CACNA1C CACNB4 CACNG4 CACNG6			CACNA2D1 CACNB4	CACNA1C CACNA2D1 CACNG4 CACNG6		CACNB2 CACNG7		CACNA1C CACNA2D1 CACNB2	CACNA2D1 CACNB4 CACNG6	CACNA2D1 CACNG6		CACNA2D1 CACNB4	CACNA2D1 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6	CACNB2 CACNG7	CACNB4 CACNG6 CACNG7	CACNA1C CACNB4 CACNG7		CACNA1C CACNB4 CACNG6			CACNA2D1 CACNG4				CACNA1C CACNB2				
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL				KCNJ2 KCNK17								KCNJ2 KCNK16 KCNK17																	KCNJ2 KCNK17		KCNJ2 KCNK16 KCNK17 KCNK3	KCNJ2 KCNK16 KCNK17 KCNK3		KCNK17 KCNK3			KCNK17 KCNK3		KCNJ2 KCNK3				KCNJ2 KCNK3		KCNK16 KCNK17					KCNJ2 KCNK3		KCNJ2 KCNK17								KCNJ2 KCNK3			
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS													GLYATL3 GSTA2 NNMT PODXL2 SULT2A1 TPST2		GSTA2 NNMT														GLYATL3 GSTA2 NNMT PODXL2 SULT2A1	GLYATL3 PODXL2 SULT2A1	GLYATL3 GSTA2 PODXL2 SULT2A1									GLYATL3 GSTA2 NNMT PODXL2		GLYATL3 GSTA2 NNMT TPST2	PODXL2 SULT2A1 TPST2	SULT2A1 TPST2	GGT5 GLYATL3 GSTA2 NNMT SULT2A1							GLYATL3 NNMT SULT2A1 TPST2			NNMT PODXL2 SULT2A1 TPST2								
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS											ARNT2 CES1																																																				
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING													ADCY1 ADCY2				ADCY1 ADCY2								ADCY1 ADCY2						ADCY1 ADCY2								ADCY1 ADCY2						ADCY1 ADCY2																		
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB													ADCY1 ADCY2				ADCY1 ADCY2								ADCY1 ADCY2						ADCY1 ADCY2								ADCY1 ADCY2						ADCY1 ADCY2																		
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY												APOA1 APOC3							APOA1 APOA4 APOC3																						APOA1 APOC3		APOA1 APOC3								APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3								
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE																			APOA1 APOA4 APOC3																						APOA1 APOC3 LIPC		APOA1 APOC3 LIPC								APOA1 APOA4 APOC3	APOA1 APOA4 APOC3											
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE																	APOA1 LIPC												APOA1 LIPC												APOA1 LIPC		APOA1 LIPC				APOA1 LIPC																
REACTOME_PLASMA_LIPOPROTEIN_REMODELING												APOA1 APOC3 LIPC					APOA1 LIPC		APOA1 APOA4 APOC3										APOA1 LIPC							APOA4 LIPC					APOA1 APOC3 LIPC		APOA1 APOC3 LIPC				APOA1 LIPC				APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3								
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION			APOA1 GNG2 GNG4 MMRN1 SPARC TRPC6																																												APOA1 GNG2 GNG4 MMRN1 PRKCG RAPGEF4 TRPC7					APOA1 GNG2 GNG4 MMRN1 RAPGEF4 SCG3 TRPC7											
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS												P2RX6 SLC8A1	P2RX6 TRPC7																		P2RX6 SLC8A1	SLC8A1 TRPC6		P2RX6 TRPC7	P2RX6 SLC8A1	P2RX6 SLC8A1 TRPC7			P2RX6 TRPC6			P2RX6 TRPC7					SLC8A1 TRPC7		SLC8A1 TRPC6			P2RX6 SLC8A1 TRPC7								P2RX6 TRPC7			
REACTOME_PLATELET_HOMEOSTASIS			GNG2 GNG4 KCNMB3 TRPC6							KCNMB3 P2RX6		GNG2 GNG4 KCNMA1 KCNMB2 KCNMB3 P2RX6 PDE2A SLC8A1	GNG2 GNG4 P2RX6 TRPC7		KCNMB2 KCNMB3 TRPC6		KCNMA1 KCNMB2 PDE2A TRPC6								PDE2A TRPC6	KCNMA1 KCNMB3	KCNMA1 KCNMB2 TRPC6		GNG2 KCNMA1 KCNMB2 P2RX6	KCNMA1 KCNMB3 TRPC6	GNG2 GNG4 KCNMB2 KCNMB3 P2RX6 PDE2A SLC8A1	GNG2 GNG4 KCNMA1 KCNMB2 PDE2A SLC8A1 TRPC6		KCNMA1 P2RX6 PDE2A TRPC7	P2RX6 SLC8A1	GNG4 KCNMA1 KCNMB2 P2RX6 SLC8A1 TRPC7			GNG4 P2RX6 TRPC6	KCNMA1 KCNMB2 SLC8A1		GNG2 KCNMA1 KCNMB2 P2RX6 TRPC7	GNG2 KCNMA1 PDE2A SLC8A1	KCNMB2 KCNMB3 TRPC6	GNG2 KCNMB3		GNG2 GNG4 PDE2A SLC8A1 TRPC7		KCNMA1 KCNMB2 PDE2A SLC8A1 TRPC6			GNG2 GNG4 P2RX6 SLC8A1 TRPC7								P2RX6 TRPC7			
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS																	CNTN3 NEGR1 RTN4RL1																																							CNTN3 RTN4RL1							
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION						LY6H RAB39B TUBB4A																			ANK2 MUC16 MUC3A MUC5AC MUC5B MYSM1 RAB3C SCG3 ST6GALNAC5 ST8SIA3 TUBB4A																															CHST10 CNTN3 FBN1 LRRC49 RAB26 RAB3C RTN4RL1 TPGS1 TPST2 TUBB4A VGF WSB1							
REACTOME_POTASSIUM_CHANNELS			ABCC8 GNG2 GNG4 KCNA6 KCNAB2 KCNJ3 KCNMB3 KCNN3	ABCC8 GABBR2 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17	ABCC8 KCNAB2 KCNH2 KCNJ11						ABCC8 KCNH2 KCNN3	ABCC8 GNG2 GNG4 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3	ABCC8 GNG2 GNG4 KCNH2 KCNH3 KCNH6 KCNK16	KCNAB2 KCNH3 KCNJ2 KCNJ6 KCNMB3 KCNN3	GABBR2 KCNH8 KCNMB2 KCNMB3 KCNN3	GABBR2 GNG2 KCNH7	ABCC8 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2							KCNA6 KCNK17 KCNMB3	KCNH7 KCNJ3 KCNJ6 KCNK3	KCNMA1 KCNMB3	KCNK3 KCNMA1 KCNMB2		ABCC8 GNG2 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3	ABCC8 GABBR2 KCNH8 KCNK3 KCNMA1 KCNMB3	GNG2 GNG4 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNMB3 KCNN3	GABBR2 GNG2 GNG4 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2		ABCC8 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1	KCNAB2 KCNB2 KCNH7 KCNK3	ABCC8 GABBR2 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3	KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3		GNG4 KCNAB2 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3	KCNH7 KCNMA1 KCNMB2 KCNN3		GABBR2 GNG2 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3	GABBR2 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3	KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 KCNMB3	GNG2 KCNH3 KCNK16 KCNK17 KCNMB3		GABBR2 GNG2 GNG4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3		KCNH8 KCNMA1 KCNMB2 KCNN3	ABCC8 GABBR2 GNG4 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2	GABBR2 KCNAB2 KCNH2 KCNH8 KCNJ6 KCNK3	GABBR2 GNG2 GNG4 KCNB2 KCNJ2 KCNJ3 KCNJ6 KCNK17			ABCC9 GABBR2 GNG4 KCNAB2 KCNH7 KCNH8 KCNJ2 KCNMB2	ABCC8 GNG4 KCNAB2		ABCC9 KCNN3	ABCC9 KCNH7 KCNMB2	ABCC9 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3	ABCC8 ABCC9 GNG4 KCNB2 KCNH8 KCNJ2 KCNMB3		KCNH2 KCNN3
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION																																							HHEX POU5F1																						HHEX POU5F1		
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING				CACNA1A CACNB4								CACNA1A CACNA1B		CACNA1A CACNB4			CACNA1A CACNB4												CACNA1A CACNA1B			CACNA1A CACNB4 CACNG4				CACNA1A CACNG4				CACNA1A CACNA1B CACNB2				CACNA1A CACNB4			CACNA1A CACNB2 CACNB4 CACNG4	CACNA1B CACNB2	CACNA1A CACNA1B CACNB4	CACNA1B CACNB4		CACNA1A CACNB4											
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS			GNG2 GNG4 GRIK3									GNG2 GNG4	GNG2 GNG4 GRIK3																		GNG2 GNG4	GNG2 GNG4															GNG2 GNG4					GNG2 GNG4											
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR			GNG2 GNG4									GNG2 GNG4	GNG2 GNG4																		GNG2 GNG4	GNG2 GNG4															GNG2 GNG4					GNG2 GNG4											
REACTOME_PROTEIN_FOLDING			GNG2 GNG4 RGS9 TUBA1A							GNAO1 RGS11 RGS9		GNAO1 GNG2 GNG4 TUBA1A	GNAO1 GNG2 GNG4 RGS9 TUBA1A TUBB3																GNG2 RGS11 TUBA1A TUBB2B	RGS9 TUBA1A TUBB2B					GNAO1 TUBB4A				GNAO1 GNG4 RGS11 RGS9		TUBA1A TUBB3 TUBB4A						GNG2 GNG4 RGS9 TUBA1A TUBB3 TUBB4A			GNAO1 GNG4 RGS9 TUBB3		GNAO1 GNG2 GNG4 TUBB3			GNAO1 GNG4 RGS9 TUBA1A TUBB3 TUBB4A	GNG4 TUBB4A							
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	GRIN1 LRFN1	NRXN2 SYT2		LRRTM3 NRXN2									BEGAIN LIN7A LRRTM3 STX1A	BEGAIN STX1A SYT2		BEGAIN SYT2	LRRTM3 NRXN2 STX1A								LIN7A SYT2		LRRTM3 SYT2				BEGAIN LIN7A NRXN2 SYT2					LRRTM3 STX1A SYT2			GRIN1 LRFN1 NRXN2 STX1A SYT2			BEGAIN GRIN1 LRFN1 NRXN2							GRIN1 STX1A SYT2	BEGAIN LIN7A SYT2	LIN7A LRFN1 SYT2	BEGAIN LIN7A LRRTM3 NRXN2 SYT2				BEGAIN LRFN1 NRXN2				NRXN2 SYT2			
REACTOME_PTEN_REGULATION		AKT3 RRAGD																																																													
REACTOME_RAB_GERANYLGERANYLATION																														RAB26 RAB36 RAB3C				RAB26 RAB39B						RAB26 RAB36 RAB3C				RAB26 RAB3C			RAB26 RAB36 RAB39B RAB3C									RAB26 RAB3C							
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR																																							CAMK2B GRIN1								CAMK2B GRIN1																
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY												CHST10 CHST8																																																			
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES																																									TUBA1A TUBB4A						CEP290 TUBA1A TUBB4A																
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES																																									TUBA1A TUBB3 TUBB4A						CEP290 TUBA1A TUBB3 TUBB4A																
REACTOME_RECYCLING_PATHWAY_OF_L1																									DNM3 TUBB4A					DNM3 TUBA1A TUBB2B											DNM3 TUBA1A TUBB3 TUBB4A		DNM3 TUBB3				TUBA1A TUBB3 TUBB4A			DNM3 TUBB3					TUBA1A TUBB3 TUBB4A								
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT			NKX6-1 PAX6						NKX2-2 PAX4			GCK PAX6 RFX6	AKT3 GCK RFX6				AKT3 GCK									NKX2-2 PAX4			AKT3 GCK PAX6	AKT3 INSM1 NKX2-2	GCK INSM1 NKX6-1	AKT3 GCK NKX6-1 RFX6		GCK INSM1 NEUROD1 NKX2-2 PAX4		AKT3 INSM1 NEUROD1 RFX6	INSM1 RFX6				NKX2-2 NKX6-1	AKT3 NKX6-1 RFX6					GCK INSM1 NEUROD1 NKX2-2 PAX4 PAX6		GCK NKX6-1		INSM1 NKX6-1	AKT3 GCK PAX6 RFX6											
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS			NKX6-1 PAX6									GCK PAX6 RFX6	AKT3 GCK RFX6				AKT3 GCK												AKT3 GCK PAX6	AKT3 NKX2-2	GCK NKX6-1	AKT3 GCK NKX6-1 RFX6		GCK NEUROD1 NKX2-2		AKT3 NEUROD1 RFX6					NKX2-2 NKX6-1	AKT3 NKX6-1 RFX6					GCK NEUROD1 NKX2-2 PAX6		GCK NKX6-1			AKT3 GCK PAX6 RFX6											
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS									NKX2-2 PAX4																	NKX2-2 PAX4				INSM1 NKX2-2				INSM1 NEUROD1 NKX2-2 PAX4		INSM1 NEUROD1											INSM1 NEUROD1 NKX2-2 PAX4																
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_			APOA1 MMP2 PAPPA2 SERPINA10 VCAN											CHGB MMP2 SCG3 SERPINA10 VCAN			APOA1 SCG3 VCAN VGF												APOA1 FBN1 PAPPA2 SCG2 SERPINA10 VCAN		APOA1 CHGB FBN1 PAPPA2 SCG2 SCG3 SERPINA10 VGF	APOA1 CHGB IGF2 MMP2 PAPPA2 SCG2 SCG3 SERPINA10 VGF		APOA1 CHGB MMP2 PAPPA2 SCG2 VGF		CHGB MMP2 SCG2 SCG3 VCAN			MMP2 PAPPA2 SCG3 SERPINA10													APOA1 SCG3 SPP1 VGF				FBN1 VGF	APOA1 SPP1						
REACTOME_REGULATION_OF_INSULIN_SECRETION			ABCC8 CACNA1C GNG2 GNG4 SYT5	ABCC8 CACNA1A KCNJ11 SYT5	ABCC8 KCNJ11						ABCC8 CACNA1A	ABCC8 CACNA1A GNG2 GNG4 SYT5	ABCC8 CACNA1A GNG2 GNG4 RAPGEF4 SNAP25 STX1A SYT5	CACNA1A SNAP25 STX1A			ABCC8 CACNA1A CACNA1C FFAR1 SNAP25 STX1A							FFAR1 SNAP25	CACNA1C RAPGEF4 SNAP25				ABCC8 CACNA1A CACNA1C FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5	ABCC8 CACNA1A RAPGEF4 SNAP25	GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5	CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5		ABCC8 KCNJ11 RAPGEF4		ABCC8 CACNA1A CACNA1C GNG4 SNAP25 STX1A			GNG4 RAPGEF4 SNAP25 STX1A	CACNA1A CACNA1C CACNB2 SNAP25	KCNJ11 RAPGEF4 SNAP25	GNG2 KCNJ11 RAPGEF4 SNAP25	CACNA1A FFAR1 GNG2 SYT5				CACNA1A CACNB2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5	CACNB2 FFAR1	CACNA1A FFAR1 STX1A SYT5	ABCC8 CACNA1C GNG4 KCNJ11 SYT5		CACNA1A CACNA1C GNG2 GNG4 RAPGEF4 SYT5			GNG4 STX1A SYT5	ABCC8 GNG4			CACNA1C CACNB2 RAPGEF4	KCNJ11 SYT5	ABCC8 GNG4 RAPGEF4		
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA											AGT ARNT2						AGT APOA1 ARNT2 SULT2A1		AGT APOA1										AGT APOA1 ARNT2 SULT2A1												APOA1 ARNT2 SULT2A1																						
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION																																									TUBA1A TUBB4A																						
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL																															CFC1 LEFTY1																																
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS																																				AKT3 TP73			AKT3 TP73																								
REACTOME_REPRODUCTION		CATSPERB SYNE2																																																													
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION																																									SPC25 TUBA1A TUBB3 TUBB4A																						
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS																																							RBP1 TTR								RBP1 TTR				RBP1 TTR				RBP1 TTR								
REACTOME_RET_SIGNALING												GFRA1 GFRA3 RET																														GFRA1 RET	DOK6 GFRA3						GFRA1 GFRA3			DOK6 GFRA1 RET			GFRA1 RET								
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS																																									SPC25 TUBA1A TUBB3 TUBB4A																						
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION																																AKT3 ITGBL1																				AKT3 ITGBL1											
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_SELECTIVE_AUTOPHAGY																																									TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_SEMAPHORIN_INTERACTIONS																																																CRMP1 PAK3															
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS																																									SPC25 TUBA1A TUBB3 TUBB4A UBE2S																						
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS				DDC TPH1								DDC TPH1																	DDC TPH1							DDC TPH1						DDC TPH1									DDC TPH1												
