	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1	1	0.000892824010109261	1	1	1	1	1	1	1	1	1	1	1	1	0.04741565416490823	1	0.08801893612321476	1	0.023443553208184476	0.0059506617157724095	1	1	1	1	1	0.01628076909063214	1	0.019332453743156286	1	1	0.024549051355892804	1	0.012833176200100715	0.01610186770984856	1	1	0.05311698189734404	1	1	1	1	1	1	1	1	1	1	0.045582735505600325	0.0936107487155251	1	0.0684058291978269	0.04624897316154997	1	0.06760306877572086	1	0.07872106627586517	1	1	1	0.03229512291053138	1	1	0.031337062054352605	0.0030275920223169495	1	1	1	0.09194648948485873	1	1	1	1	1	1
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.046328011458891094	1	1	1	1	1	1	1	0.0788551189431983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08246866200880087	1	1	1	1	1	1	1	1	1	1
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05528741430258721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011835793586621124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09420574166768148	1	1	1	1	1	1	1	1	1	1
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034422923353937374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08755989984296586	1	1	1	1	1	1
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09815321915577979	1	1	1	0.08117048642286329	1	1	1	1	1	1	1	1	0.04491048487134963	1	1	1	1	1	1	0.0904062320915634	1	1	1	1	1	1	1	1	1	0.024010390369137546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FERTILIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07702834174365847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.036628648027127175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0260696120809899	0.0176423281330067	1	0.03505877540475599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019883652357131965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	1	1	0.031397752330473705	1	1	1	1	1	1	1	1	1	1	1	1	0.007336206980685711	1	0.03189780460888958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004397308216017026	0.0024430025164605684	1	0.006868132649078262	0.06424091012323219	1	1	1	1	1	1	1	1	0.014224612971749595	1	1	1	1	1	1	1	1	1	1	0.0029249145102987484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04256720083378018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030381397050000758	0.020614285337340554	1	0.04075882276395948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023215902657845344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09228306964375665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06714884268414767	0.04639402182581975	1	0.08860140935287131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0519813407287113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012683032952333306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008899459854521563	0.005943333207416024	1	0.01211528387154237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0067235791117962185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04256720083378018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030381397050000758	0.020614285337340554	1	0.04075882276395948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023215902657845344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FLT3_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03876889307879505	1	0.07617794105231468	1	1	0.06566446365856182	1	1	1	1	1	1	1	1	1	1	1	1	0.09668477260474351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0856045146367479	1	1	1	1	1	1	0.04773182688501432	1	0.02007081203736194	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04237130132165601	1	1	1
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08220042810334593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07420297914226581	1	1	1	1	1	1	1	1	1	1	1	1	0.0017560534448590737	1	1	1	1	1	1	0.013348136360768814	1	1	1	1	1	1	1	1	0.018113301850972707	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FREE_FATTY_ACID_RECEPTORS	1	1	1	1	1	1	1	5.316057510773575e-05	1	1	1	1	1	1	1	1	1	1	1	1	4.895146981143128e-05	1	1	1	1	1	1	1	1	1	0.00010304656732718076	1	1	9.349970519145767e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0022834030792879823	1	1	1	1	1	1	0.00028237428006350207	0.003281026129617115	1	0.0033341252588972026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	1	1	0.06111997900695232	1	1	1	1	1	1	1	1	1	1	1	1	0.020328061391065466	1	0.06205125572314507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012457769892590398	0.007066000377206838	1	0.0190902456984835	1	1	1	1	1	1	1	1	1	0.028458626229156847	1	1	1	1	1	1	1	1	1	1	0.008410323415784071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09898832662614465	0.06926319221551913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07732595589446734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09228306964375665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06714884268414767	0.04639402182581975	1	0.08860140935287131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0519813407287113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	1	0.007377955342831477	1	1	0.024914032703035716	1	1	1	1	1	1	1	1	1	1	0.018012133118551654	1	0.05730754350481537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07942069273195618	0.05515278316665273	1	0.016907904132560492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061705608874109474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_FRUCTOSE_METABOLISM	1	1	0.0060957717459471095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01211528387154237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0067235791117962185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GABA_B_RECEPTOR_ACTIVATION	1	1	0.0067120227389403375	0.0005910239814137519	1	1	1	1	1	1	1	1	1	1	1	0.024027470334291645	0.0011043722463998096	0.040389822381233786	1	0.06159759114914598	0.006220776222319202	1	1	1	1	1	1	1	1	2.745438417250945e-05	1	1	1	0.002129294231447365	1	1	8.679334113892434e-05	0.0008229056888509056	1	1	1	0.012179164061136616	1	1	1	0.0022297532770675366	0.0876144391870245	0.06072662697418352	4.92801906480933e-05	0.004195678971207206	1	0.0037283410305852804	0.0060252696494970115	1	0.04994322189444089	1	1	1	0.0014163142660562622	0.04572321243726751	1.6467907813400018e-05	1	1	0.002263998182164384	1	1	1	1	1	1	1	1	0.015138393757374358	1	1
REACTOME_GABA_RECEPTOR_ACTIVATION	1	1	0.02106585874570477	0.0020762431179190965	1	1	1	1	1	1	1	1	1	1	1	0.004283447241244853	0.0007986517689089201	0.0903315304459269	1	1	0.0036475538357134685	1	1	1	1	1	1	1	0.03822341266433038	0.0001392040514226478	1	1	1	0.00027674998037541254	1	1	0.000722709930126797	0.0009217222648333356	1	1	1	0.008253922786620294	1	1	1	0.009406369880693988	0.03179587190131383	1	0.00032509495860055804	0.002254174519318086	1	0.009459997156315736	0.015032542686915784	1	1	1	0.04133910819024722	0.024798074684759808	0.0010678537700942181	0.02545665850140799	0.00014927749302706683	1	1	0.009540940689990784	1	0.021648973813287786	1	1	1	1	0.09200339496449228	1	0.03619560732016036	1	1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	1	1	0.004219465672458678	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04699880992625505	0.043908779225432126	1	1	0.04156166894227875	1	1	1	1	1	1	1	1	0.01073109012769613	1	1	1	0.007257741767634052	0.00406827712322666	1	0.08103981769800261	0.012574627384786763	1	0.024163844306475668	1	0.0068398889469969415	1	1	1	0.0006387474887500355	1	1	0.034518789932787675	1	1	1	1	1	0.051241616621019004	1	1	0.004858504255204954	0.05196205086483596	1	0.051241616621019004	1	1	0.06281542989967992	1	1	1	1	0.0051181882666553324	1	1	1	1	1	1
REACTOME_GAP_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0324016753231523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005045299483114607	1	1	0.005253511060622329	1	1	1	1	1	1	0.036598139149361275	1	1	1	1	1	1	1	1	0.048673471848917904	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06736367852147085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008943762147860301	1	1	0.01188271344543812	1	1	1	1	1	1	0.07546400007390486	1	1	1	1	1	1	1	1	0.09826650339218101	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	1	1	0.004724251666840651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04175938115598443	1	1	0.005031063143830838	0.05015775242167386	0.029792998487976452	1	1	0.08117953222738428	0.007443097991426395	0.08880147838783392	0.003931579915703809	0.04757975857012409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018598103223849805	1	0.0398701989318222	0.03572702013395479	1	1	1	1	0.025471300754931647	1	1	1	1	1	1	1	1	1	1
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016318201217067285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007324264581929363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0009906296060656627	1	1	0.059085973527911895	1	1	1	1	1	1	1	1	1	0.0477514078122101	1	1	1	0.06017270535179109	1	1	0.0038249419011424646	0.09643265899671338	1	1	1	1	1	1	1	0.012513575753377415	0.08415334584363476	0.058247746143736956	0.027200207856636127	1	1	1	1	1	0.047107959011218115	1	1	1	0.04802144257213503	1	0.047107959011218115	1	1	0.062240380086235	1	1	1	1	1	1	1	1	0.01420620208404677	1	1
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	1	1	0.019846392452135375	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0003162036588845174	1	1	1	0.01874239314133752	1	1	1	1	1	1	1	1	0.002562236232100945	1	1	1	0.03284696868540893	1	1	0.001282418546483588	0.010323992991168485	1	1	1	1	1	1	1	0.005320587549025535	0.006344361059211545	1	0.09266155883852045	0.09113457549177628	1	1	0.002835509977872741	1	1	1	1	1	1	1	0.02538367737746683	1	1	0.03404075157684683	1	1	1	1	1	1	1	1	0.060372896195700854	1	1
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	1	1	0.019846392452135375	1	1	1	1	1	1	1	1	1	1	1	1	0.009722846921058514	0.022400475517435736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04901286516734671	0.010323992991168485	1	1	1	1	1	1	1	0.03374018367830722	1	1	0.014304844628076796	1	1	1	1	1	1	1	1	1	1	1	0.02538367737746683	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0.008262825893439851	1	0.029337841198210812	1	1	1	1	1	1	1	1	1	1	1	0.0714779782950059	0.06692326170272977	1	1	0.007783902027488798	1	1	1	1	1	1	1	1	0.016858567098861243	1	1	1	0.09232372194588523	0.00797342276356694	1	0.021420924143478293	0.023865613044773637	1	0.0034256563225121273	0.01628418885534688	0.0014293781021202934	1	1	1	0.014418765181504978	1	1	0.05298154057656801	0.052063894219467555	1	1	1	1	1	1	1	0.009482489513852554	0.010917441256346638	1	1	1	1	0.09455542448000398	1	1	1	1	0.008110893463597169	1	1	1	1	1	1
REACTOME_GLUTATHIONE_CONJUGATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05357098678649663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03850126863125625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GLYCOGEN_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0792518224263199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08958828932808938	1	1	1	1	1	1	1	1	0.010202307845725844	1	1	1	1	1	1
REACTOME_GLYCOGEN_STORAGE_DISEASES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03065373386762804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03496501592595991	1	1	1	1	1	1	1	1	0.003631496981339022	1	1	1	1	1	1
REACTOME_GLYCOGEN_SYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03065373386762804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03496501592595991	1	1	1	1	1	1	1	1	0.003631496981339022	1	1	1	1	1	1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08139179018040943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05417420316455668	1	1	1	1	1	1	1
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0705393752766974	1	1	1	1	1	1	1	1	1	1	1	1	0.09331958886975078	1	1	1	1	0.054090917189062226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_GPCR_LIGAND_BINDING	0.07210948513774573	1	1	1	1	1	1	8.360191148915064e-06	0.0004053702653344926	0.054776725607390664	1	0.04514082204396186	0.02988470659061193	0.0519533830292469	0.02973279741481072	0.004190103691107061	0.047611382762400845	1	0.08531842652910271	1	0.029349636627701847	1	0.0921733731269414	1	1	1	1	1	0.009579294716314135	1	1	1	1	0.010692132043540914	1	1	0.006547054802795604	0.0011336559003637392	0.06748128376486595	1	1	1	1	0.06767625582792336	1	0.04378470591426753	1	1	0.0003258304578840354	1	1	1	1	1	1	1	0.0008037111935186303	0.048968170591694116	0.019223640702573208	0.09313405238015315	0.0038907682620912265	1	1	0.024102018219964494	1	1	1	1	1	1	1	0.09545234761522758	0.010736372622829116	1	1
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0690577434253532	1	1	1	1	1	1	1	1	1	0.09205053608563751	1	1	1	1	1	1	1	1	1	1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1	1	0.02602913933858164	0.02933968006733345	0.08380467449322893	1	1	0.06765246074042941	0.042632313739781935	0.042632313739781935	1	1	1	0.003180127876448502	1	0.0001178494509357364	0.0004840325290818015	1	1	1	1	1	0.0006666715960668146	0.017642179858674556	1	1	1	1	1	1	1	1	1	0.001078408637512518	0.0237165882649214	1	0.00021412299818579505	0.0009319069441909855	1	0.00571149107454072	1	0.0020739722080600487	1	0.08267418388354242	1	7.084638789400799e-06	1	0.08267418388354242	0.004183289557859404	0.00954856340042487	1	1	1	0.019037920557509302	0.0021709230577473537	1	1	0.008055342516389175	0.012586051211870064	0.0014811431590654456	0.00011086249659253422	1	1	2.3374022271038797e-06	1	1	1	0.001243473033748388	1	1	0.05560166284796819	1	0.0036929426994027903	1	1
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.006151487374308373	1	1	1	1	1	1	9.376492366874878e-06	0.013304812296585533	1	0.06252444473414309	0.05385386005904691	1	1	0.0969085499955078	0.010037024397800076	0.0067526047708131864	1	1	1	9.329084127740472e-05	1	0.0011901911827398859	1	1	1	1	1	0.00011863624769103964	1	0.03302931844058499	1	0.020758934594366396	0.002373164277161277	1	1	0.045951538727713515	0.011422184458763418	1	1	1	0.08411170658296974	1	1	1	0.04505477185809181	0.003540559293383816	0.05149491763442038	0.051768285180422646	0.006254481274085899	1	1	1	1	0.009328252061481579	1	0.000156142425971173	0.0006909850995624467	0.06090033673490014	0.04953975766161778	0.02461553360029134	0.06702516597613228	1	1	1	1	1	0.027396156501718005	1	1	1	1	1	1	1
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	1	1	1	1	1	1	1	1	0.07244272898637139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	1	1	0.009887173830857465	1	1	1	1	1	1	1	1	1	1	1	1	0.0013574593382509326	2.545140450194161e-05	0.05311797351104963	1	0.07467747686349169	0.009176928112897942	1	1	1	1	1	1	1	0.025336005462027078	0.0006702592800063023	1	1	1	0.0034736854429121555	0.05039390762796503	1	0.00017813008175227019	0.00808339376202849	1	1	1	0.07869985065524077	1	1	1	0.0005508699063491163	0.0022198387822809362	0.0736390252540059	0.038321081444902094	0.006233148425064283	1	1	0.008185529304273964	1	0.0022506555262430394	1	1	0.011735704440893557	0.0023284016253988238	1	0.013614509732361668	1	1	7.172062616433994e-05	0.03737940924474836	1	1	1	1	1	1	1	0.0026735839545684037	1	1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	1	1	0.047492290334484766	1	1	1	1	1	1	1	1	1	1	1	1	0.09228306964375665	0.051601483036707974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08860140935287131	0.09507461496909153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05622716847671616	1	1	1	1	1	0.05622716847671616	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	1	1	0.07085175241883146	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01051308098683501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09898832662614465	1	1	1	0.026607471613691036	1	1	1	0.09545922541966956	1	1	1	1	1	1	0.05701451729275908	1	1	1	1	1	0.0834222324755649	1	1	1	1	1	0.011975942364025327	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_G_PROTEIN_ACTIVATION	1	1	0.08630348389266551	1	1	1	1	1	1	1	1	1	1	1	1	0.034241945702564	0.014382076137306687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035795855008896704	1	1	1	1	1	1	1	1	1	1	0.06971677416460587	1	1	1	1	1	1	1	1	1	1	1	0.016350862394300614	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02063821644520647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0502448204094339	1	1	1	1	1	1	1	1	1	1	0.0879126670638628	1	1	1	1	1	1	1	1	1	1	1	0.023401977108746363	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_G_PROTEIN_MEDIATED_EVENTS	1	1	1	0.0852339614462716	1	1	1	1	1	1	1	1	1	0.01846432618955962	1	1	0.003080383163683198	1	1	1	0.013774412623556498	1	1	1	1	1	1	1	1	0.01026680027714455	1	1	1	1	1	1	0.04611305003205346	1	1	0.031782921258648344	0.07213697235131111	1	1	1	1	0.00015110679274021876	0.024217531582094387	1	1	1	1	1	0.07919397772282877	1	1	1	1	0.017511468940149544	0.00391320786196836	1	1	1	1	0.006134095957255337	1	1	1	1	1	1	1	1	1	1	1
REACTOME_HCMV_EARLY_EVENTS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07422937140102326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_HCMV_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09758686729518828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_HDL_REMODELING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025830420354618466	1	1	1	1	1	1	0.0005962301755835231	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024703788114009306	1	1	0.00685634447412431	1	1	1	1	1	1	1	9.037000182043897e-05	1	0.009767180284790733	1	1	1	1	0.015106231832292427	1	1	1	1	0.014107998605564331	0.000773591436272314	1	1	0.0010792958491375737	1	0.0006208220036830747	1	1	1	1	1	1	1	1	1
REACTOME_HEDGEHOG_OFF_STATE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05767289897559813	1	1	1	1	1	1	1	1	1	1	1	1	0.014690949677885978	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021243896867519707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03623928935123755	1	1	1	1	1	1	1	1	1	1	1
REACTOME_HEMOSTASIS	1	1	0.053374962083496236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010763882864870067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04923961120102338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07447155218108381	1	1	0.09301680028803372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
